Date,ACE
2012-01-02,28.15
2012-01-03,29.1
2012-01-04,29.45
2012-01-05,28.75
2012-01-06,28.45
2012-01-07,29.15
2012-01-09,29.1
2012-01-10,30.15
2012-01-11,32.55
2012-01-12,33.2
2012-01-13,33.25
2012-01-16,32.15
2012-01-17,33.0
2012-01-18,32.15
2012-01-19,32.45
2012-01-20,32.2
2012-01-23,32.65
2012-01-24,32.6
2012-01-25,35.4
2012-01-27,35.75
2012-01-30,34.45
2012-01-31,34.95
2012-02-01,35.55
2012-02-02,34.95
2012-02-03,35.6
2012-02-06,34.4
2012-02-07,33.85
2012-02-08,34.4
2012-02-09,36.15
2012-02-10,36.5
2012-02-13,36.4
2012-02-14,37.4
2012-02-15,37.3
2012-02-16,37.6
2012-02-17,37.85
2012-02-21,38.45
2012-02-22,36.7
2012-02-23,35.1
2012-02-24,35.0
2012-02-27,33.5
2012-02-28,34.95
2012-02-29,34.7
2012-03-01,34.8
2012-03-02,34.15
2012-03-03,34.3
2012-03-05,33.5
2012-03-06,34.2
2012-03-07,33.2
2012-03-09,33.55
2012-03-12,33.75
2012-03-13,34.4
2012-03-14,33.55
2012-03-15,32.55
2012-03-16,32.15
2012-03-19,33.05
2012-03-20,32.25
2012-03-21,33.0
2012-03-22,32.7
2012-03-23,32.45
2012-03-26,32.4
2012-03-27,31.55
2012-03-28,29.75
2012-03-29,31.0
2012-03-30,31.2
2012-04-02,31.9
2012-04-03,32.4
2012-04-04,32.2
2012-04-09,31.95
2012-04-10,31.35
2012-04-11,31.35
2012-04-12,31.15
2012-04-13,31.4
2012-04-16,31.9
2012-04-17,31.65
2012-04-18,32.1
2012-04-19,33.95
2012-04-20,33.25
2012-04-23,32.15
2012-04-24,32.25
2012-04-25,31.05
2012-04-26,33.85
2012-04-27,34.7
2012-04-28,33.75
2012-04-30,33.65
2012-05-02,33.15
2012-05-03,33.05
2012-05-04,31.85
2012-05-07,31.15
2012-05-08,30.85
2012-05-09,30.4
2012-05-10,30.9
2012-05-11,30.55
2012-05-14,29.1
2012-05-15,28.85
2012-05-16,28.4
2012-05-17,29.0
2012-05-18,28.8
2012-05-21,28.6
2012-05-22,28.35
2012-05-23,28.2
2012-05-24,28.35
2012-05-25,28.45
2012-05-28,28.45
2012-05-29,29.7
2012-05-30,28.4
2012-05-31,28.45
2012-06-01,28.1
2012-06-04,28.55
2012-06-05,28.35
2012-06-06,28.9
2012-06-07,29.0
2012-06-08,29.2
2012-06-11,29.1
2012-06-12,29.05
2012-06-13,28.7
2012-06-14,28.8
2012-06-15,28.65
2012-06-18,28.4
2012-06-19,28.15
2012-06-20,28.8
2012-06-21,30.35
2012-06-22,28.95
2012-06-25,29.35
2012-06-26,29.2
2012-06-27,29.15
2012-06-28,29.25
2012-06-29,29.55
2012-07-02,29.8
2012-07-03,29.9
2012-07-04,30.75
2012-07-05,30.95
2012-07-06,30.85
2012-07-09,30.45
2012-07-09,30.45
2012-07-10,30.2
2012-07-11,30.15
2012-07-12,29.6
2012-07-13,29.15
2012-07-16,28.95
2012-07-17,28.55
2012-07-18,28.6
2012-07-19,28.65
2012-07-20,28.7
2012-07-23,28.25
2012-07-24,28.05
2012-07-25,27.9
2012-07-26,27.05
2012-07-27,27.1
2012-07-30,26.95
2012-07-31,27.15
2012-08-01,27.1
2012-08-02,27.85
2012-08-03,27.4
2012-08-06,25.85
2012-08-07,24.35
2012-08-08,25.05
2012-08-09,24.8
2012-08-10,24.9
2012-08-13,24.3
2012-08-14,24.05
2012-08-16,24.05
2012-08-17,24.05
2012-08-21,24.25
2012-08-22,23.9
2012-08-23,23.05
2012-08-24,22.1
2012-08-27,21.15
2012-08-28,19.35
2012-08-29,19.95
2012-08-30,17.65
2012-08-31,18.0
2012-09-03,18.35
2012-09-04,18.8
2012-09-05,18.35
2012-09-06,17.75
2012-09-07,18.0
2012-09-08,19.65
2012-09-10,23.55
2012-09-11,28.0
2012-09-12,27.25
2012-09-13,26.5
2012-09-14,26.5
2012-09-17,25.65
2012-09-18,26.45
2012-09-20,26.3
2012-09-21,26.6
2012-09-24,26.6
2012-09-25,26.7
2012-09-26,26.35
2012-09-27,26.05
2012-09-28,25.6
2012-10-01,26.3
2012-10-03,26.35
2012-10-04,27.55
2012-10-05,26.4
2012-10-08,26.0
2012-10-09,25.95
2012-10-10,25.25
2012-10-11,25.4
2012-10-12,25.35
2012-10-15,25.35
2012-10-16,25.25
2012-10-17,24.9
2012-10-18,25.1
2012-10-19,24.8
2012-10-22,27.25
2012-10-23,27.9
2012-10-25,27.0
2012-10-26,26.25
2012-10-29,25.3
2012-10-30,24.9
2012-10-31,24.25
2012-11-01,24.5
2012-11-02,24.45
2012-11-05,26.85
2012-11-06,26.3
2012-11-07,26.15
2012-11-08,25.75
2012-11-09,26.1
2012-11-12,25.5
2012-11-13,25.8
2012-11-15,25.35
2012-11-16,27.0
2012-11-19,26.55
2012-11-20,25.5
2012-11-21,25.3
2012-11-22,25.05
2012-11-23,24.5
2012-11-26,24.6
2012-11-27,25.05
2012-11-29,24.8
2012-11-30,25.1
2012-12-03,25.5
2012-12-04,25.0
2012-12-05,25.8
2012-12-06,25.6
2012-12-07,25.25
2012-12-10,24.45
2012-12-11,24.25
2012-12-12,23.9
2012-12-13,23.6
2012-12-14,23.4
2012-12-17,23.7
2012-12-18,26.55
2012-12-19,25.9
2012-12-20,25.2
2012-12-21,25.0
2012-12-24,24.45
2012-12-26,24.4
2012-12-27,24.25
2012-12-28,24.2
2012-12-31,23.95
