Date,ALLCARGO
2012-01-02,129.7
2012-01-03,128.95
2012-01-04,127.5
2012-01-05,126.55
2012-01-06,130.6
2012-01-07,131.5
2012-01-09,131.3
2012-01-10,131.05
2012-01-11,128.0
2012-01-12,126.95
2012-01-13,130.05
2012-01-16,129.45
2012-01-17,130.2
2012-01-18,130.4
2012-01-19,133.2
2012-01-20,132.65
2012-01-23,135.9
2012-01-24,137.55
2012-01-25,138.1
2012-01-27,139.2
2012-01-30,140.15
2012-01-31,139.7
2012-02-01,139.8
2012-02-02,139.85
2012-02-03,141.65
2012-02-06,149.35
2012-02-07,147.85
2012-02-08,142.5
2012-02-09,142.95
2012-02-10,140.25
2012-02-13,142.6
2012-02-14,135.2
2012-02-15,139.95
2012-02-16,141.45
2012-02-17,142.2
2012-02-21,146.2
2012-02-22,140.4
2012-02-23,140.65
2012-02-24,137.15
2012-02-27,134.1
2012-02-28,136.2
2012-02-29,137.05
2012-03-01,138.4
2012-03-02,139.35
2012-03-03,140.05
2012-03-05,138.4
2012-03-06,136.0
2012-03-07,136.1
2012-03-09,135.1
2012-03-12,134.4
2012-03-13,136.6
2012-03-14,142.55
2012-03-15,141.5
2012-03-16,136.9
2012-03-19,136.7
2012-03-20,135.6
2012-03-21,138.25
2012-03-22,135.3
2012-03-23,137.5
2012-03-26,135.4
2012-03-27,133.5
2012-03-28,134.4
2012-03-29,134.8
2012-03-30,135.25
2012-04-02,132.2
2012-04-03,132.4
2012-04-04,134.3
2012-04-09,132.65
2012-04-10,127.45
2012-04-11,127.25
2012-04-12,128.3
2012-04-13,127.75
2012-04-16,128.95
2012-04-17,128.85
2012-04-18,127.75
2012-04-19,126.2
2012-04-20,124.95
2012-04-23,124.25
2012-04-24,122.55
2012-04-25,121.25
2012-04-26,118.7
2012-04-27,119.45
2012-04-28,122.55
2012-04-30,118.8
2012-05-02,124.45
2012-05-03,123.4
2012-05-04,119.1
2012-05-07,119.85
2012-05-08,120.2
2012-05-09,117.65
2012-05-10,117.7
2012-05-11,117.2
2012-05-14,113.9
2012-05-15,113.2
2012-05-16,113.0
2012-05-17,113.0
2012-05-18,113.0
2012-05-21,115.75
2012-05-22,116.75
2012-05-23,117.1
2012-05-24,110.5
2012-05-25,114.15
2012-05-28,114.1
2012-05-29,117.8
2012-05-30,115.75
2012-05-31,116.7
2012-06-01,111.25
2012-06-04,110.0
2012-06-05,109.7
2012-06-06,111.5
2012-06-07,113.0
2012-06-08,113.3
2012-06-11,113.75
2012-06-12,113.6
2012-06-13,118.15
2012-06-14,120.15
2012-06-15,125.85
2012-06-18,132.9
2012-06-19,138.4
2012-06-20,137.0
2012-06-21,132.8
2012-06-22,131.55
2012-06-25,130.85
2012-06-26,129.1
2012-06-27,130.25
2012-06-28,130.3
2012-06-29,132.9
2012-07-02,132.6
2012-07-03,134.5
2012-07-04,131.5
2012-07-05,131.65
2012-07-06,132.45
2012-07-09,133.75
2012-07-09,133.75
2012-07-10,133.25
2012-07-11,135.05
2012-07-12,136.8
2012-07-13,140.0
2012-07-16,140.0
2012-07-17,141.0
2012-07-18,142.45
2012-07-19,142.5
2012-07-20,141.1
2012-07-23,133.8
2012-07-24,136.0
2012-07-25,138.0
2012-07-26,145.95
2012-07-27,141.25
2012-07-30,137.5
2012-07-31,135.4
2012-08-01,138.05
2012-08-02,136.7
2012-08-03,137.5
2012-08-06,141.15
2012-08-07,138.65
2012-08-08,140.15
2012-08-09,141.85
2012-08-10,140.6
2012-08-13,139.7
2012-08-14,137.8
2012-08-16,138.45
2012-08-17,138.6
2012-08-21,135.4
2012-08-22,133.95
2012-08-23,133.2
2012-08-24,129.9
2012-08-27,126.45
2012-08-28,123.3
2012-08-29,125.4
2012-08-30,129.7
2012-08-31,131.0
2012-09-03,126.95
2012-09-04,130.5
2012-09-05,128.55
2012-09-06,132.0
2012-09-07,131.0
2012-09-08,134.9
2012-09-10,135.5
2012-09-11,135.55
2012-09-12,136.1
2012-09-13,133.55
2012-09-14,130.35
2012-09-17,124.5
2012-09-18,128.3
2012-09-20,128.1
2012-09-21,130.0
2012-09-24,135.0
2012-09-25,133.2
2012-09-26,134.55
2012-09-27,135.5
2012-09-28,135.25
2012-10-01,136.0
2012-10-03,135.5
2012-10-04,136.2
2012-10-05,133.75
2012-10-08,131.8
2012-10-09,132.55
2012-10-10,130.5
2012-10-11,130.8
2012-10-12,130.1
2012-10-15,135.0
2012-10-16,132.15
2012-10-17,130.8
2012-10-18,130.3
2012-10-19,130.65
2012-10-22,130.1
2012-10-23,130.45
2012-10-25,130.2
2012-10-26,132.0
2012-10-29,132.0
2012-10-30,131.65
2012-10-31,132.0
2012-11-01,132.6
2012-11-02,130.45
2012-11-05,130.05
2012-11-06,130.0
2012-11-07,129.1
2012-11-08,128.95
2012-11-09,129.5
2012-11-12,128.45
2012-11-13,129.45
2012-11-15,127.55
2012-11-16,126.8
2012-11-19,129.25
2012-11-20,130.25
2012-11-21,130.0
2012-11-22,130.3
2012-11-23,130.05
2012-11-26,129.3
2012-11-27,128.9
2012-11-29,126.85
2012-11-30,127.7
2012-12-03,126.55
2012-12-04,126.05
2012-12-05,127.35
2012-12-06,127.1
2012-12-07,126.85
2012-12-10,126.85
2012-12-11,126.0
2012-12-12,125.85
2012-12-13,126.35
2012-12-14,124.0
2012-12-17,128.25
2012-12-18,126.05
2012-12-19,125.35
2012-12-20,126.4
2012-12-21,126.75
2012-12-24,126.05
2012-12-26,127.2
2012-12-27,125.5
2012-12-28,127.0
2012-12-31,128.1
