Date,SSWL
2012-01-02,194.9
2012-01-03,198.0
2012-01-04,200.15
2012-01-05,199.05
2012-01-06,196.85
2012-01-07,196.25
2012-01-09,194.8
2012-01-10,203.75
2012-01-11,207.6
2012-01-12,206.15
2012-01-13,205.4
2012-01-16,207.7
2012-01-17,212.15
2012-01-18,206.55
2012-01-19,207.1
2012-01-20,208.5
2012-01-23,207.7
2012-01-24,207.3
2012-01-25,208.2
2012-01-27,211.0
2012-01-30,207.1
2012-01-31,210.25
2012-02-01,216.7
2012-02-02,213.7
2012-02-03,215.95
2012-02-06,221.45
2012-02-07,213.9
2012-02-08,216.3
2012-02-09,219.7
2012-02-10,219.1
2012-02-13,233.3
2012-02-14,237.05
2012-02-15,235.4
2012-02-16,234.55
2012-02-17,239.05
2012-02-21,233.95
2012-02-22,218.8
2012-02-23,218.4
2012-02-24,229.9
2012-02-27,214.45
2012-02-28,224.7
2012-02-29,227.4
2012-03-01,233.5
2012-03-02,228.2
2012-03-03,229.4
2012-03-05,222.35
2012-03-06,219.8
2012-03-07,220.55
2012-03-09,223.25
2012-03-12,223.85
2012-03-13,231.9
2012-03-14,228.75
2012-03-15,223.65
2012-03-16,221.95
2012-03-19,217.2
2012-03-20,213.05
2012-03-21,213.55
2012-03-22,224.5
2012-03-23,226.45
2012-03-26,218.85
2012-03-27,213.4
2012-03-28,212.85
2012-03-29,216.0
2012-03-30,210.1
2012-04-02,215.7
2012-04-03,220.15
2012-04-04,216.7
2012-04-09,213.85
2012-04-10,215.7
2012-04-11,213.1
2012-04-12,216.25
2012-04-13,213.65
2012-04-16,214.25
2012-04-17,216.2
2012-04-18,216.0
2012-04-19,215.8
2012-04-20,214.05
2012-04-23,209.5
2012-04-24,209.8
2012-04-25,207.75
2012-04-26,206.9
2012-04-27,208.6
2012-04-28,215.25
2012-04-30,220.6
2012-05-02,220.7
2012-05-03,217.55
2012-05-04,205.7
2012-05-07,209.7
2012-05-08,203.0
2012-05-09,202.25
2012-05-10,194.95
2012-05-11,195.7
2012-05-14,191.3
2012-05-15,186.55
2012-05-16,177.8
2012-05-17,180.75
2012-05-18,178.6
2012-05-21,179.75
2012-05-22,177.85
2012-05-23,177.25
2012-05-24,180.9
2012-05-25,182.3
2012-05-28,190.6
2012-05-29,195.6
2012-05-30,191.1
2012-05-31,192.1
2012-06-01,185.05
2012-06-04,188.7
2012-06-05,187.8
2012-06-06,188.85
2012-06-07,188.5
2012-06-08,188.7
2012-06-11,188.7
2012-06-12,196.6
2012-06-13,191.15
2012-06-14,188.05
2012-06-15,188.05
2012-06-18,185.6
2012-06-19,184.9
2012-06-20,186.65
2012-06-21,186.25
2012-06-22,184.4
2012-06-25,184.85
2012-06-26,183.65
2012-06-27,183.45
2012-06-28,183.95
2012-06-29,186.25
2012-07-02,189.85
2012-07-03,188.2
2012-07-04,193.55
2012-07-05,193.1
2012-07-06,190.5
2012-07-09,188.8
2012-07-10,197.25
2012-07-11,194.05
2012-07-12,190.85
2012-07-13,189.95
2012-07-16,186.05
2012-07-17,186.6
2012-07-18,186.35
2012-07-19,185.95
2012-07-20,184.45
2012-07-23,178.55
2012-07-24,178.65
2012-07-25,177.25
2012-07-26,175.9
2012-07-27,171.55
2012-07-30,171.95
2012-07-31,171.05
2012-08-01,171.95
2012-08-02,174.05
2012-08-03,170.7
2012-08-06,172.1
2012-08-07,171.45
2012-08-08,170.55
2012-08-09,169.15
2012-08-10,168.0
2012-08-13,166.6
2012-08-14,170.35
2012-08-16,170.0
2012-08-17,166.55
2012-08-21,169.35
2012-08-22,168.8
2012-08-23,164.85
2012-08-24,188.2
2012-08-27,190.65
2012-08-28,181.05
2012-08-29,177.1
2012-08-30,175.6
2012-08-31,170.4
2012-09-03,170.05
2012-09-04,189.05
2012-09-05,188.85
2012-09-06,186.55
2012-09-07,187.8
2012-09-08,186.65
2012-09-10,222.5
2012-09-11,212.95
2012-09-12,231.35
2012-09-13,223.5
2012-09-14,221.25
2012-09-17,229.15
2012-09-18,226.35
2012-09-20,224.65
2012-09-21,223.15
2012-09-24,227.3
2012-09-25,224.85
2012-09-26,221.15
2012-09-27,221.25
2012-09-28,224.35
2012-10-01,226.9
2012-10-03,229.25
2012-10-04,230.75
2012-10-05,223.65
2012-10-08,221.95
2012-10-09,221.25
2012-10-10,218.5
2012-10-11,218.85
2012-10-12,218.55
2012-10-15,217.05
2012-10-16,217.25
2012-10-17,215.3
2012-10-18,219.6
2012-10-19,220.65
2012-10-22,217.8
2012-10-23,216.65
2012-10-25,214.6
2012-10-26,211.45
2012-10-29,209.2
2012-10-30,198.55
2012-10-31,199.25
2012-11-01,205.5
2012-11-02,204.2
2012-11-05,206.6
2012-11-06,205.1
2012-11-07,205.65
2012-11-08,207.75
2012-11-09,200.95
2012-11-12,201.25
2012-11-13,199.65
2012-11-15,194.8
2012-11-16,193.75
2012-11-19,192.1
2012-11-20,188.6
2012-11-21,191.95
2012-11-22,189.5
2012-11-23,189.9
2012-11-26,192.0
2012-11-27,197.85
2012-11-29,198.55
2012-11-30,197.15
2012-12-03,196.3
2012-12-04,195.8
2012-12-05,198.3
2012-12-06,197.25
2012-12-07,192.4
2012-12-10,194.1
2012-12-11,191.4
2012-12-12,191.15
2012-12-13,189.15
2012-12-14,190.7
2012-12-17,193.15
2012-12-18,192.0
2012-12-19,193.15
2012-12-20,191.9
2012-12-21,189.35
2012-12-24,187.7
2012-12-26,181.15
2012-12-27,178.7
2012-12-28,179.2
2012-12-31,179.25
