Date,ADHUNIK
2012-01-02,37.85
2012-01-03,38.75
2012-01-04,38.15
2012-01-05,37.5
2012-01-06,37.65
2012-01-07,38.0
2012-01-09,37.8
2012-01-10,39.55
2012-01-11,41.75
2012-01-12,40.85
2012-01-13,41.85
2012-01-16,43.2
2012-01-17,43.5
2012-01-18,41.9
2012-01-19,42.8
2012-01-20,41.1
2012-01-23,41.65
2012-01-24,42.8
2012-01-25,43.5
2012-01-27,44.0
2012-01-30,45.7
2012-01-31,49.15
2012-02-01,49.5
2012-02-02,50.1
2012-02-03,51.05
2012-02-06,55.2
2012-02-07,53.65
2012-02-08,54.95
2012-02-09,54.9
2012-02-10,53.2
2012-02-13,52.45
2012-02-14,50.85
2012-02-15,53.25
2012-02-16,54.2
2012-02-17,54.75
2012-02-21,56.7
2012-02-22,52.9
2012-02-23,52.65
2012-02-24,51.6
2012-02-27,47.4
2012-02-28,49.65
2012-02-29,54.45
2012-03-01,54.55
2012-03-02,53.55
2012-03-03,52.9
2012-03-05,50.85
2012-03-06,50.05
2012-03-07,49.2
2012-03-09,51.7
2012-03-12,53.85
2012-03-13,54.2
2012-03-14,52.5
2012-03-15,53.05
2012-03-16,51.9
2012-03-19,50.7
2012-03-20,50.65
2012-03-21,51.85
2012-03-22,51.15
2012-03-23,50.5
2012-03-26,49.35
2012-03-27,48.85
2012-03-28,45.4
2012-03-29,45.05
2012-03-30,45.9
2012-04-02,45.85
2012-04-03,45.8
2012-04-04,45.95
2012-04-09,45.35
2012-04-10,44.65
2012-04-11,43.9
2012-04-12,43.35
2012-04-13,42.6
2012-04-16,42.15
2012-04-17,44.5
2012-04-18,45.2
2012-04-19,44.65
2012-04-20,44.45
2012-04-23,44.4
2012-04-24,43.75
2012-04-25,43.5
2012-04-26,44.15
2012-04-27,43.65
2012-04-28,43.6
2012-04-30,43.45
2012-05-02,43.5
2012-05-03,43.0
2012-05-04,41.5
2012-05-07,40.5
2012-05-08,40.65
2012-05-09,39.6
2012-05-10,38.95
2012-05-11,38.5
2012-05-14,37.45
2012-05-15,37.5
2012-05-16,35.65
2012-05-17,35.4
2012-05-18,35.45
2012-05-21,35.6
2012-05-22,34.8
2012-05-23,34.6
2012-05-24,34.8
2012-05-25,34.85
2012-05-28,35.45
2012-05-29,35.1
2012-05-30,34.8
2012-05-31,34.1
2012-06-01,34.05
2012-06-04,31.95
2012-06-05,32.35
2012-06-06,33.6
2012-06-07,33.7
2012-06-08,34.15
2012-06-11,34.35
2012-06-12,34.05
2012-06-13,33.6
2012-06-14,32.65
2012-06-15,33.05
2012-06-18,33.35
2012-06-19,32.75
2012-06-20,32.7
2012-06-21,33.5
2012-06-22,33.1
2012-06-25,33.15
2012-06-26,32.5
2012-06-27,32.9
2012-06-28,32.65
2012-06-29,33.25
2012-07-02,33.4
2012-07-03,34.75
2012-07-04,35.75
2012-07-05,35.1
2012-07-06,36.6
2012-07-09,36.05
2012-07-09,36.05
2012-07-10,35.75
2012-07-11,34.6
2012-07-12,33.85
2012-07-13,33.4
2012-07-16,33.55
2012-07-17,33.5
2012-07-18,33.55
2012-07-19,33.35
2012-07-20,32.8
2012-07-23,32.05
2012-07-24,31.9
2012-07-25,31.45
2012-07-26,30.75
2012-07-27,30.4
2012-07-30,30.45
2012-07-31,30.5
2012-08-01,30.65
2012-08-02,30.5
2012-08-03,30.5
2012-08-06,30.35
2012-08-07,30.3
2012-08-08,29.8
2012-08-09,29.4
2012-08-10,29.4
2012-08-13,28.7
2012-08-14,28.75
2012-08-16,28.5
2012-08-17,28.2
2012-08-21,28.7
2012-08-22,29.0
2012-08-23,29.4
2012-08-24,28.55
2012-08-27,28.65
2012-08-28,28.15
2012-08-29,28.25
2012-08-30,27.85
2012-08-31,28.1
2012-09-03,27.9
2012-09-04,27.5
2012-09-05,25.6
2012-09-06,25.05
2012-09-07,25.1
2012-09-08,25.05
2012-09-10,28.0
2012-09-11,28.3
2012-09-12,28.55
2012-09-13,28.15
2012-09-14,28.85
2012-09-17,29.25
2012-09-18,28.7
2012-09-20,27.8
2012-09-21,28.45
2012-09-24,28.85
2012-09-25,28.4
2012-09-26,28.35
2012-09-27,28.55
2012-09-28,29.65
2012-10-01,31.8
2012-10-03,32.4
2012-10-04,32.3
2012-10-05,31.6
2012-10-08,31.15
2012-10-09,31.75
2012-10-10,31.4
2012-10-11,31.7
2012-10-12,32.75
2012-10-15,35.0
2012-10-16,33.9
2012-10-17,33.05
2012-10-18,33.05
2012-10-19,32.9
2012-10-22,32.25
2012-10-23,30.65
2012-10-25,30.8
2012-10-26,30.15
2012-10-29,30.65
2012-10-30,29.8
2012-10-31,29.8
2012-11-01,30.15
2012-11-02,31.3
2012-11-05,30.75
2012-11-06,30.55
2012-11-07,30.7
2012-11-08,30.1
2012-11-09,30.1
2012-11-12,29.85
2012-11-13,30.15
2012-11-15,33.85
2012-11-16,33.0
2012-11-19,32.4
2012-11-20,31.15
2012-11-21,30.75
2012-11-22,30.65
2012-11-23,30.7
2012-11-26,31.05
2012-11-27,30.9
2012-11-29,31.75
2012-11-30,31.5
2012-12-03,33.4
2012-12-04,36.0
2012-12-05,34.95
2012-12-06,35.35
2012-12-07,34.9
2012-12-10,35.4
2012-12-11,37.2
2012-12-12,43.7
2012-12-13,41.05
2012-12-14,42.4
2012-12-17,42.55
2012-12-18,47.3
2012-12-19,48.15
2012-12-20,47.4
2012-12-21,46.15
2012-12-24,47.0
2012-12-26,46.8
2012-12-27,45.95
2012-12-28,44.7
2012-12-31,45.65
