Date,HDFC
2012-01-02,650.4
2012-01-03,665.2
2012-01-04,660.95
2012-01-05,670.3
2012-01-06,670.4
2012-01-07,668.55
2012-01-09,663.25
2012-01-10,684.0
2012-01-11,680.95
2012-01-12,687.4
2012-01-13,681.55
2012-01-16,674.2
2012-01-17,675.35
2012-01-18,682.8
2012-01-19,693.7
2012-01-20,692.1
2012-01-23,695.5
2012-01-24,700.55
2012-01-25,709.2
2012-01-27,699.8
2012-01-30,688.1
2012-01-31,697.85
2012-02-01,688.9
2012-02-02,685.75
2012-02-03,696.65
2012-02-06,699.2
2012-02-07,685.35
2012-02-08,696.9
2012-02-09,697.15
2012-02-10,693.9
2012-02-13,695.15
2012-02-14,697.75
2012-02-15,713.65
2012-02-16,718.0
2012-02-17,716.8
2012-02-21,714.35
2012-02-22,701.7
2012-02-23,701.3
2012-02-24,676.4
2012-02-27,664.75
2012-02-28,670.05
2012-02-29,663.15
2012-03-01,669.4
2012-03-02,672.65
2012-03-03,668.65
2012-03-05,657.15
2012-03-06,651.1
2012-03-07,654.0
2012-03-09,680.5
2012-03-12,671.1
2012-03-13,681.85
2012-03-14,677.5
2012-03-15,661.3
2012-03-16,666.45
2012-03-19,650.25
2012-03-20,657.5
2012-03-21,667.5
2012-03-22,659.2
2012-03-23,660.55
2012-03-26,651.25
2012-03-27,667.55
2012-03-28,660.95
2012-03-29,666.8
2012-03-30,673.3
2012-04-02,683.15
2012-04-03,687.45
2012-04-04,679.65
2012-04-09,666.05
2012-04-10,671.75
2012-04-11,674.05
2012-04-12,679.4
2012-04-13,680.7
2012-04-16,677.8
2012-04-17,683.8
2012-04-18,680.35
2012-04-19,690.65
2012-04-20,684.7
2012-04-23,683.4
2012-04-24,683.0
2012-04-25,676.85
2012-04-26,674.1
2012-04-27,674.45
2012-04-28,677.25
2012-04-30,673.6
2012-05-02,672.2
2012-05-03,666.8
2012-05-04,659.95
2012-05-07,663.65
2012-05-08,657.3
2012-05-09,650.05
2012-05-10,651.4
2012-05-11,645.8
2012-05-14,645.0
2012-05-15,645.3
2012-05-16,620.9
2012-05-17,633.85
2012-05-18,635.3
2012-05-21,641.25
2012-05-22,642.6
2012-05-23,635.5
2012-05-24,663.8
2012-05-25,656.55
2012-05-28,664.1
2012-05-29,660.65
2012-05-30,655.9
2012-05-31,654.65
2012-06-01,643.25
2012-06-04,639.6
2012-06-05,643.95
2012-06-06,650.65
2012-06-07,656.45
2012-06-08,655.95
2012-06-11,656.6
2012-06-12,658.45
2012-06-13,655.85
2012-06-14,644.3
2012-06-15,646.25
2012-06-18,638.7
2012-06-19,642.2
2012-06-20,642.5
2012-06-21,647.85
2012-06-22,640.05
2012-06-25,644.0
2012-06-26,643.0
2012-06-27,644.6
2012-06-28,645.1
2012-06-29,653.2
2012-07-02,662.35
2012-07-03,674.55
2012-07-04,675.6
2012-07-05,676.5
2012-07-06,684.35
2012-07-09,676.25
2012-07-09,676.25
2012-07-10,682.4
2012-07-11,678.8
2012-07-12,675.85
2012-07-13,676.35
2012-07-16,680.45
2012-07-17,683.75
2012-07-18,687.15
2012-07-19,693.8
2012-07-20,684.75
2012-07-23,677.0
2012-07-24,674.3
2012-07-25,675.1
2012-07-26,670.1
2012-07-27,673.8
2012-07-30,678.1
2012-07-31,691.15
2012-08-01,699.85
2012-08-02,695.7
2012-08-03,699.35
2012-08-06,710.4
2012-08-07,719.55
2012-08-08,721.6
2012-08-09,694.9
2012-08-10,690.15
2012-08-13,716.35
2012-08-14,702.85
2012-08-16,710.15
2012-08-17,713.3
2012-08-21,732.5
2012-08-22,726.4
2012-08-23,719.75
2012-08-24,722.5
2012-08-27,721.95
2012-08-28,723.25
2012-08-29,715.05
2012-08-30,726.6
2012-08-31,735.3
2012-09-03,734.65
2012-09-04,722.55
2012-09-05,724.65
2012-09-06,722.4
2012-09-07,729.4
2012-09-08,731.0
2012-09-10,741.2
2012-09-11,759.55
2012-09-12,756.55
2012-09-13,750.35
2012-09-14,770.45
2012-09-17,779.9
2012-09-18,774.6
2012-09-20,760.9
2012-09-21,780.2
2012-09-24,759.35
2012-09-25,768.8
2012-09-26,760.9
2012-09-27,761.25
2012-09-28,774.4
2012-10-01,768.95
2012-10-03,776.3
2012-10-04,789.05
2012-10-05,749.95
2012-10-08,750.6
2012-10-09,747.95
2012-10-10,741.2
2012-10-11,748.1
2012-10-12,740.25
2012-10-15,740.2
2012-10-16,744.2
2012-10-17,752.85
2012-10-18,761.65
2012-10-19,753.3
2012-10-22,750.75
2012-10-23,750.55
2012-10-25,765.75
2012-10-26,758.3
2012-10-29,756.95
2012-10-30,750.65
2012-10-31,762.35
2012-11-01,763.5
2012-11-02,766.25
2012-11-05,770.0
2012-11-06,783.75
2012-11-07,799.65
2012-11-08,793.8
2012-11-09,793.95
2012-11-12,791.6
2012-11-13,784.55
2012-11-15,793.15
2012-11-16,774.85
2012-11-19,764.85
2012-11-20,782.05
2012-11-21,778.75
2012-11-22,775.15
2012-11-23,779.35
2012-11-26,775.65
2012-11-27,799.2
2012-11-29,821.8
2012-11-30,843.5
2012-12-03,836.2
2012-12-04,841.55
2012-12-05,837.95
2012-12-06,844.15
2012-12-07,837.75
2012-12-10,865.8
2012-12-11,874.95
2012-12-12,859.7
2012-12-13,854.3
2012-12-14,852.3
2012-12-17,836.85
2012-12-18,846.85
2012-12-19,830.75
2012-12-20,831.0
2012-12-21,830.2
2012-12-24,828.7
2012-12-26,834.7
2012-12-27,828.45
2012-12-28,834.4
2012-12-31,828.85
