Date,FOSECOIND
2012-01-02,541.0
2012-01-03,544.0
2012-01-04,545.0
2012-01-05,535.65
2012-01-06,535.7
2012-01-07,548.5
2012-01-09,559.7
2012-01-10,566.5
2012-01-11,562.5
2012-01-12,558.15
2012-01-13,559.75
2012-01-16,565.5
2012-01-17,563.75
2012-01-18,559.5
2012-01-19,572.35
2012-01-20,565.8
2012-01-23,557.6
2012-01-24,566.05
2012-01-25,559.7
2012-01-27,562.0
2012-01-30,570.0
2012-01-31,570.0
2012-02-01,574.7
2012-02-02,570.0
2012-02-03,567.0
2012-02-06,562.95
2012-02-07,574.0
2012-02-08,574.85
2012-02-09,585.9
2012-02-10,592.55
2012-02-13,598.55
2012-02-14,600.45
2012-02-15,631.8
2012-02-16,633.75
2012-02-17,628.95
2012-02-21,609.95
2012-02-22,601.05
2012-02-23,610.0
2012-02-24,621.1
2012-02-27,624.25
2012-02-28,631.55
2012-02-29,644.3
2012-03-01,655.4
2012-03-02,661.6
2012-03-03,668.5
2012-03-05,711.4
2012-03-06,709.45
2012-03-07,716.25
2012-03-09,712.7
2012-03-12,727.15
2012-03-13,722.35
2012-03-14,728.0
2012-03-15,723.7
2012-03-16,719.0
2012-03-19,719.4
2012-03-20,733.8
2012-03-21,728.4
2012-03-22,707.9
2012-03-23,699.4
2012-03-26,668.05
2012-03-27,662.3
2012-03-28,661.15
2012-03-29,663.4
2012-03-30,672.8
2012-04-02,709.45
2012-04-03,710.15
2012-04-04,706.75
2012-04-09,707.2
2012-04-10,709.85
2012-04-11,697.25
2012-04-12,719.3
2012-04-13,717.45
2012-04-16,707.05
2012-04-17,725.35
2012-04-18,704.4
2012-04-19,718.6
2012-04-20,714.05
2012-04-23,709.95
2012-04-24,715.0
2012-04-25,722.5
2012-04-26,759.2
2012-04-27,784.0
2012-04-28,755.85
2012-04-30,760.0
2012-05-02,753.15
2012-05-03,751.95
2012-05-04,704.3
2012-05-07,680.15
2012-05-08,680.0
2012-05-09,651.3
2012-05-10,642.75
2012-05-11,636.25
2012-05-14,635.1
2012-05-15,652.9
2012-05-16,650.0
2012-05-17,650.3
2012-05-18,658.85
2012-05-21,677.75
2012-05-22,668.95
2012-05-23,663.0
2012-05-24,676.95
2012-05-25,669.9
2012-05-28,670.0
2012-05-29,669.0
2012-05-30,657.15
2012-05-31,650.15
2012-06-01,659.0
2012-06-04,646.15
2012-06-05,641.1
2012-06-06,646.55
2012-06-07,650.75
2012-06-08,644.95
2012-06-11,645.85
2012-06-12,634.5
2012-06-13,636.1
2012-06-14,638.55
2012-06-15,631.75
2012-06-18,626.8
2012-06-19,629.8
2012-06-20,618.15
2012-06-21,632.2
2012-06-22,630.0
2012-06-25,628.0
2012-06-26,621.6
2012-06-27,616.15
2012-06-28,628.9
2012-06-29,634.0
2012-07-02,640.0
2012-07-03,645.0
2012-07-04,650.1
2012-07-05,638.55
2012-07-06,646.1
2012-07-09,629.4
2012-07-09,629.4
2012-07-10,623.7
2012-07-11,627.75
2012-07-12,626.85
2012-07-13,637.95
2012-07-16,641.45
2012-07-17,637.65
2012-07-18,642.3
2012-07-19,629.85
2012-07-20,628.4
2012-07-23,616.6
2012-07-24,613.2
2012-07-25,620.0
2012-07-26,611.75
2012-07-27,608.55
2012-07-30,600.4
2012-07-31,605.0
2012-08-01,613.1
2012-08-02,607.25
2012-08-03,617.75
2012-08-06,615.55
2012-08-07,622.9
2012-08-08,620.95
2012-08-09,611.3
2012-08-10,603.25
2012-08-13,608.75
2012-08-14,602.7
2012-08-16,608.85
2012-08-17,605.0
2012-08-21,605.0
2012-08-22,600.05
2012-08-23,597.6
2012-08-24,598.1
2012-08-27,605.6
2012-08-28,591.0
2012-08-29,595.85
2012-08-30,616.7
2012-08-31,608.1
2012-09-03,614.9
2012-09-04,602.2
2012-09-05,602.95
2012-09-06,601.1
2012-09-07,606.0
2012-09-10,601.0
2012-09-11,619.35
2012-09-12,601.2
2012-09-13,606.3
2012-09-14,606.85
2012-09-17,611.45
2012-09-18,609.0
2012-09-20,600.75
2012-09-21,609.3
2012-09-24,600.75
2012-09-25,602.05
2012-09-26,610.0
2012-09-27,606.9
2012-09-28,610.0
2012-10-01,622.85
2012-10-03,627.05
2012-10-04,624.1
2012-10-05,628.0
2012-10-08,624.1
2012-10-09,622.5
2012-10-10,625.0
2012-10-11,622.05
2012-10-12,622.45
2012-10-15,615.1
2012-10-16,615.5
2012-10-17,623.55
2012-10-18,624.9
2012-10-19,624.8
2012-10-22,636.9
2012-10-23,637.85
2012-10-25,612.5
2012-10-26,614.2
2012-10-29,600.2
2012-10-30,608.5
2012-10-31,589.35
2012-11-01,588.35
2012-11-02,590.9
2012-11-05,590.0
2012-11-06,597.4
2012-11-07,596.0
2012-11-08,590.0
2012-11-09,584.25
2012-11-12,588.5
2012-11-13,593.5
2012-11-15,599.0
2012-11-16,590.0
2012-11-19,583.0
2012-11-20,582.0
2012-11-21,582.15
2012-11-22,585.3
2012-11-23,582.05
2012-11-26,589.8
2012-11-27,588.3
2012-11-29,590.0
2012-11-30,580.95
2012-12-03,590.0
2012-12-04,590.0
2012-12-05,591.65
2012-12-06,591.0
2012-12-07,599.8
2012-12-10,600.0
2012-12-11,605.35
2012-12-12,599.35
2012-12-13,590.05
2012-12-14,593.85
2012-12-17,582.85
2012-12-18,575.4
2012-12-19,589.0
2012-12-20,578.05
2012-12-21,569.3
2012-12-24,552.8
2012-12-26,554.15
2012-12-27,541.0
2012-12-28,536.35
2012-12-31,558.55
