Date,VEDL
2012-01-02,157.1
2012-01-03,163.45
2012-01-04,165.75
2012-01-05,164.0
2012-01-06,165.45
2012-01-07,165.7
2012-01-09,162.25
2012-01-10,167.6
2012-01-11,176.95
2012-01-12,186.2
2012-01-13,186.45
2012-01-16,190.4
2012-01-17,192.35
2012-01-18,188.85
2012-01-19,189.45
2012-01-20,189.5
2012-01-23,188.25
2012-01-24,189.35
2012-01-25,200.7
2012-01-27,214.75
2012-01-30,203.75
2012-01-31,217.95
2012-02-01,222.0
2012-02-02,232.45
2012-02-03,230.65
2012-02-06,229.2
2012-02-07,221.6
2012-02-08,226.65
2012-02-09,229.3
2012-02-10,234.9
2012-02-13,245.9
2012-02-14,244.7
2012-02-15,249.1
2012-02-16,252.55
2012-02-17,244.6
2012-02-21,246.75
2012-02-22,236.45
2012-02-23,227.25
2012-02-24,226.7
2012-02-27,203.85
2012-02-28,208.1
2012-02-29,214.4
2012-03-01,212.75
2012-03-02,212.05
2012-03-03,210.8
2012-03-05,205.95
2012-03-06,198.3
2012-03-07,192.8
2012-03-09,201.2
2012-03-12,199.8
2012-03-13,208.75
2012-03-14,210.45
2012-03-15,205.4
2012-03-16,198.6
2012-03-19,198.05
2012-03-20,199.0
2012-03-21,203.3
2012-03-22,198.0
2012-03-23,198.65
2012-03-26,188.9
2012-03-27,195.45
2012-03-28,189.85
2012-03-29,188.5
2012-03-30,194.7
2012-04-02,192.65
2012-04-03,198.5
2012-04-04,194.7
2012-04-09,186.65
2012-04-10,183.35
2012-04-11,179.45
2012-04-12,184.95
2012-04-13,186.2
2012-04-16,184.85
2012-04-17,190.05
2012-04-18,191.15
2012-04-19,193.15
2012-04-20,189.9
2012-04-23,181.45
2012-04-24,182.35
2012-04-25,186.0
2012-04-26,185.45
2012-04-27,183.65
2012-04-28,185.35
2012-04-30,188.4
2012-05-02,188.2
2012-05-03,188.05
2012-05-04,180.6
2012-05-07,183.8
2012-05-08,180.55
2012-05-09,176.95
2012-05-10,175.1
2012-05-11,178.9
2012-05-14,181.05
2012-05-15,189.8
2012-05-16,186.8
2012-05-17,186.35
2012-05-18,193.9
2012-05-21,194.1
2012-05-22,183.95
2012-05-23,178.0
2012-05-24,179.25
2012-05-25,181.4
2012-05-28,187.25
2012-05-29,185.25
2012-05-30,183.25
2012-05-31,187.15
2012-06-01,181.55
2012-06-04,177.25
2012-06-05,175.85
2012-06-06,181.3
2012-06-07,186.95
2012-06-08,188.45
2012-06-11,185.6
2012-06-12,189.05
2012-06-13,187.35
2012-06-14,187.65
2012-06-15,185.15
2012-06-18,182.5
2012-06-19,177.15
2012-06-20,182.4
2012-06-21,186.1
2012-06-22,186.8
2012-06-25,187.35
2012-06-26,184.65
2012-06-27,191.45
2012-06-28,185.85
2012-06-29,191.65
2012-07-02,191.6
2012-07-03,195.05
2012-07-04,203.35
2012-07-05,202.4
2012-07-06,198.35
2012-07-09,195.95
2012-07-10,200.35
2012-07-11,197.45
2012-07-12,192.8
2012-07-13,190.95
2012-07-16,186.45
2012-07-17,185.6
2012-07-18,191.0
2012-07-19,193.55
2012-07-20,192.55
2012-07-23,183.55
2012-07-24,185.95
2012-07-25,183.0
2012-07-26,178.35
2012-07-27,182.95
2012-07-30,187.5
2012-07-31,190.2
2012-08-01,186.2
2012-08-02,184.85
2012-08-03,181.4
2012-08-06,183.4
2012-08-07,182.7
2012-08-08,184.55
2012-08-09,188.15
2012-08-10,191.2
2012-08-13,195.15
2012-08-14,193.15
2012-08-16,188.1
2012-08-17,187.1
2012-08-21,193.65
2012-08-22,190.5
2012-08-23,190.4
2012-08-24,191.9
2012-08-27,187.5
2012-08-28,182.4
2012-08-29,172.35
2012-08-30,172.55
2012-08-31,171.45
2012-09-03,169.6
2012-09-04,169.95
2012-09-05,164.15
2012-09-06,163.1
2012-09-07,167.05
2012-09-08,170.0
2012-09-10,169.75
2012-09-11,159.3
2012-09-12,162.6
2012-09-13,160.15
2012-09-14,169.2
2012-09-17,176.25
2012-09-18,176.25
2012-09-20,171.15
2012-09-21,181.15
2012-09-24,181.05
2012-09-25,177.85
2012-09-26,175.9
2012-09-27,169.75
2012-09-28,171.2
2012-10-01,173.35
2012-10-03,176.55
2012-10-04,175.1
2012-10-05,172.15
2012-10-08,170.95
2012-10-09,173.0
2012-10-10,170.45
2012-10-11,173.95
2012-10-12,173.75
2012-10-15,171.9
2012-10-16,168.5
2012-10-17,169.8
2012-10-18,171.2
2012-10-19,169.05
2012-10-22,167.55
2012-10-23,166.85
2012-10-25,169.1
2012-10-26,169.85
2012-10-29,168.15
2012-10-30,166.9
2012-10-31,171.15
2012-11-01,171.95
2012-11-02,175.8
2012-11-05,176.8
2012-11-06,175.5
2012-11-07,176.6
2012-11-08,178.25
2012-11-09,173.2
2012-11-12,174.3
2012-11-13,173.55
2012-11-15,169.85
2012-11-16,168.2
2012-11-19,166.35
2012-11-20,163.85
2012-11-21,166.3
2012-11-22,167.3
2012-11-23,166.05
2012-11-26,167.95
2012-11-27,172.45
2012-11-29,178.45
2012-11-30,182.2
2012-12-03,182.4
2012-12-04,180.3
2012-12-05,189.0
2012-12-06,192.0
2012-12-07,187.8
2012-12-10,188.4
2012-12-11,187.9
2012-12-12,187.65
2012-12-13,181.05
2012-12-14,187.75
2012-12-17,193.0
2012-12-18,195.0
2012-12-19,198.05
2012-12-20,199.3
2012-12-21,194.7
2012-12-24,192.35
2012-12-26,193.95
2012-12-27,192.4
2012-12-28,194.95
2012-12-31,195.45
