Date,TIL
2012-01-02,220.9
2012-01-03,230.15
2012-01-04,236.15
2012-01-05,242.1
2012-01-06,242.5
2012-01-07,243.55
2012-01-09,240.1
2012-01-10,242.8
2012-01-11,243.5
2012-01-12,243.7
2012-01-13,250.25
2012-01-16,250.7
2012-01-17,251.25
2012-01-18,247.35
2012-01-19,249.25
2012-01-20,248.4
2012-01-23,249.15
2012-01-24,250.0
2012-01-25,270.1
2012-01-27,299.65
2012-01-30,288.2
2012-01-31,289.35
2012-02-01,272.15
2012-02-02,265.9
2012-02-03,266.65
2012-02-06,269.35
2012-02-07,268.6
2012-02-08,268.95
2012-02-09,268.8
2012-02-10,274.45
2012-02-13,276.35
2012-02-14,280.2
2012-02-15,281.25
2012-02-16,296.15
2012-02-17,298.7
2012-02-21,305.55
2012-02-22,299.9
2012-02-23,294.9
2012-02-24,287.75
2012-02-27,275.7
2012-02-28,288.6
2012-02-29,284.05
2012-03-01,283.15
2012-03-02,282.35
2012-03-03,282.9
2012-03-05,285.75
2012-03-06,280.9
2012-03-07,274.05
2012-03-09,281.9
2012-03-12,281.65
2012-03-13,271.15
2012-03-14,271.8
2012-03-15,261.8
2012-03-16,267.15
2012-03-19,257.05
2012-03-20,258.35
2012-03-21,260.85
2012-03-22,260.1
2012-03-23,261.75
2012-03-26,264.8
2012-03-27,266.95
2012-03-28,260.8
2012-03-29,258.1
2012-03-30,279.2
2012-04-02,285.45
2012-04-03,281.75
2012-04-04,284.75
2012-04-09,284.05
2012-04-10,281.35
2012-04-11,279.05
2012-04-12,278.8
2012-04-13,276.8
2012-04-16,280.5
2012-04-17,281.6
2012-04-18,279.2
2012-04-19,280.05
2012-04-20,281.05
2012-04-23,276.9
2012-04-24,280.55
2012-04-25,275.6
2012-04-26,274.05
2012-04-27,271.6
2012-04-28,270.0
2012-04-30,266.95
2012-05-02,268.85
2012-05-03,284.05
2012-05-04,284.2
2012-05-07,271.35
2012-05-08,265.8
2012-05-09,253.35
2012-05-10,245.45
2012-05-11,243.1
2012-05-14,232.35
2012-05-15,232.4
2012-05-16,232.2
2012-05-17,236.65
2012-05-18,234.75
2012-05-21,256.95
2012-05-22,238.8
2012-05-23,246.95
2012-05-24,243.9
2012-05-25,244.3
2012-05-28,240.7
2012-05-29,247.1
2012-05-30,240.3
2012-05-31,241.0
2012-06-01,233.85
2012-06-04,231.85
2012-06-05,230.35
2012-06-06,234.35
2012-06-07,240.1
2012-06-08,237.5
2012-06-11,243.15
2012-06-12,239.65
2012-06-13,242.1
2012-06-14,240.2
2012-06-15,243.25
2012-06-18,237.55
2012-06-19,238.5
2012-06-20,246.15
2012-06-21,246.3
2012-06-22,242.9
2012-06-25,246.95
2012-06-26,243.65
2012-06-27,251.0
2012-06-28,256.95
2012-06-29,264.5
2012-07-02,264.05
2012-07-03,262.85
2012-07-04,269.7
2012-07-05,270.95
2012-07-06,263.25
2012-07-09,256.85
2012-07-10,264.05
2012-07-11,262.8
2012-07-12,260.0
2012-07-13,256.8
2012-07-16,256.15
2012-07-17,246.4
2012-07-18,246.8
2012-07-19,248.6
2012-07-20,242.25
2012-07-23,234.5
2012-07-24,236.6
2012-07-25,235.6
2012-07-26,228.6
2012-07-27,226.75
2012-07-30,225.5
2012-07-31,225.75
2012-08-01,210.45
2012-08-02,203.9
2012-08-03,200.8
2012-08-06,201.65
2012-08-07,207.2
2012-08-08,206.45
2012-08-09,202.85
2012-08-10,202.65
2012-08-13,206.6
2012-08-14,206.8
2012-08-16,202.75
2012-08-17,204.8
2012-08-21,205.35
2012-08-22,205.2
2012-08-23,205.45
2012-08-24,206.6
2012-08-27,196.0
2012-08-28,195.0
2012-08-29,195.0
2012-08-30,196.45
2012-08-31,191.55
2012-09-03,189.5
2012-09-04,189.05
2012-09-05,188.05
2012-09-06,188.3
2012-09-07,188.35
2012-09-08,190.2
2012-09-10,187.3
2012-09-11,189.9
2012-09-12,189.85
2012-09-13,202.35
2012-09-14,202.15
2012-09-17,204.55
2012-09-18,203.25
2012-09-20,201.3
2012-09-21,202.2
2012-09-24,209.9
2012-09-25,208.5
2012-09-26,207.5
2012-09-27,203.1
2012-09-28,201.75
2012-10-01,226.65
2012-10-03,226.65
2012-10-04,226.7
2012-10-05,219.65
2012-10-08,216.4
2012-10-09,217.2
2012-10-10,215.1
2012-10-11,219.65
2012-10-12,221.85
2012-10-15,225.55
2012-10-16,219.35
2012-10-17,216.05
2012-10-18,219.3
2012-10-19,206.2
2012-10-22,206.45
2012-10-23,204.0
2012-10-25,203.0
2012-10-26,198.4
2012-10-29,196.85
2012-10-30,192.5
2012-10-31,201.55
2012-11-01,214.15
2012-11-02,214.05
2012-11-05,215.75
2012-11-06,217.8
2012-11-07,217.3
2012-11-08,215.0
2012-11-09,209.15
2012-11-12,210.85
2012-11-13,211.65
2012-11-15,208.6
2012-11-16,207.4
2012-11-19,206.05
2012-11-20,200.7
2012-11-21,203.8
2012-11-22,208.4
2012-11-23,201.85
2012-11-26,198.9
2012-11-27,198.55
2012-11-29,203.25
2012-11-30,204.85
2012-12-03,201.0
2012-12-04,201.45
2012-12-05,208.7
2012-12-06,208.1
2012-12-07,206.05
2012-12-10,224.95
2012-12-11,226.3
2012-12-12,228.4
2012-12-13,224.2
2012-12-14,221.15
2012-12-17,223.15
2012-12-18,222.15
2012-12-19,220.85
2012-12-20,214.35
2012-12-21,212.3
2012-12-24,210.3
2012-12-26,207.3
2012-12-27,207.35
2012-12-28,208.9
2012-12-31,208.05
