Date,RECLTD
2012-01-02,152.15
2012-01-03,156.8
2012-01-04,159.4
2012-01-05,162.75
2012-01-06,159.45
2012-01-07,160.7
2012-01-09,158.25
2012-01-10,162.65
2012-01-11,164.95
2012-01-12,169.05
2012-01-13,168.95
2012-01-16,166.85
2012-01-17,168.85
2012-01-18,168.75
2012-01-19,182.1
2012-01-20,186.1
2012-01-23,181.35
2012-01-24,189.0
2012-01-25,197.95
2012-01-27,198.15
2012-01-30,182.85
2012-01-31,190.5
2012-02-01,204.6
2012-02-02,204.3
2012-02-03,204.85
2012-02-06,217.2
2012-02-07,216.2
2012-02-08,217.7
2012-02-09,232.7
2012-02-10,222.15
2012-02-13,229.55
2012-02-14,232.45
2012-02-15,233.9
2012-02-16,241.8
2012-02-17,248.65
2012-02-21,241.65
2012-02-22,217.7
2012-02-23,209.25
2012-02-24,204.9
2012-02-27,201.9
2012-02-28,213.4
2012-02-29,215.7
2012-03-01,208.15
2012-03-02,208.05
2012-03-03,207.7
2012-03-05,196.55
2012-03-06,198.95
2012-03-07,196.2
2012-03-09,212.8
2012-03-12,222.3
2012-03-13,224.1
2012-03-14,227.5
2012-03-15,215.85
2012-03-16,209.2
2012-03-19,200.2
2012-03-20,201.2
2012-03-21,211.5
2012-03-22,199.05
2012-03-23,207.7
2012-03-26,203.65
2012-03-27,201.85
2012-03-28,195.45
2012-03-29,194.2
2012-03-30,205.4
2012-04-02,216.35
2012-04-03,224.6
2012-04-04,227.9
2012-04-09,217.55
2012-04-10,220.1
2012-04-11,221.7
2012-04-12,220.15
2012-04-13,217.7
2012-04-16,221.0
2012-04-17,232.4
2012-04-18,232.4
2012-04-19,230.3
2012-04-20,221.9
2012-04-23,221.05
2012-04-24,216.85
2012-04-25,214.45
2012-04-26,211.65
2012-04-27,206.05
2012-04-28,208.3
2012-04-30,208.5
2012-05-02,205.5
2012-05-03,199.5
2012-05-04,191.0
2012-05-07,188.75
2012-05-08,187.6
2012-05-09,185.3
2012-05-10,182.4
2012-05-11,181.7
2012-05-14,177.8
2012-05-15,177.3
2012-05-16,169.5
2012-05-17,172.1
2012-05-18,169.05
2012-05-21,173.55
2012-05-22,173.4
2012-05-23,169.6
2012-05-24,171.45
2012-05-25,169.6
2012-05-28,170.65
2012-05-29,168.75
2012-05-30,168.75
2012-05-31,164.6
2012-06-01,162.55
2012-06-04,162.75
2012-06-05,158.8
2012-06-06,168.15
2012-06-07,170.05
2012-06-08,169.6
2012-06-11,171.55
2012-06-12,175.15
2012-06-13,179.9
2012-06-14,172.6
2012-06-15,177.65
2012-06-18,171.65
2012-06-19,171.9
2012-06-20,176.4
2012-06-21,178.9
2012-06-22,177.75
2012-06-25,175.2
2012-06-26,177.55
2012-06-27,184.7
2012-06-28,181.6
2012-06-29,191.8
2012-07-02,192.15
2012-07-03,192.9
2012-07-04,193.8
2012-07-05,198.7
2012-07-06,199.85
2012-07-09,193.75
2012-07-10,198.95
2012-07-11,197.25
2012-07-12,194.05
2012-07-13,193.35
2012-07-16,190.85
2012-07-17,192.15
2012-07-18,192.3
2012-07-19,191.1
2012-07-20,191.55
2012-07-23,184.15
2012-07-24,187.2
2012-07-25,183.9
2012-07-26,179.05
2012-07-27,183.3
2012-07-30,189.25
2012-07-31,188.45
2012-08-01,199.6
2012-08-02,204.15
2012-08-03,196.05
2012-08-06,207.1
2012-08-07,208.55
2012-08-08,208.75
2012-08-09,210.35
2012-08-10,210.25
2012-08-13,210.75
2012-08-14,212.25
2012-08-16,209.25
2012-08-17,211.65
2012-08-21,210.3
2012-08-22,209.15
2012-08-23,208.0
2012-08-24,202.7
2012-08-27,198.65
2012-08-28,193.95
2012-08-29,190.35
2012-08-30,185.95
2012-08-31,188.7
2012-09-03,184.85
2012-09-04,191.7
2012-09-05,182.15
2012-09-06,181.5
2012-09-07,186.35
2012-09-08,187.1
2012-09-10,190.2
2012-09-11,189.85
2012-09-12,187.65
2012-09-13,186.5
2012-09-14,196.2
2012-09-17,208.3
2012-09-18,219.85
2012-09-20,216.45
2012-09-21,219.25
2012-09-24,230.85
2012-09-25,224.35
2012-09-26,217.1
2012-09-27,216.75
2012-09-28,218.25
2012-10-01,214.35
2012-10-03,224.3
2012-10-04,221.55
2012-10-05,227.85
2012-10-08,221.5
2012-10-09,229.2
2012-10-10,223.75
2012-10-11,228.8
2012-10-12,227.4
2012-10-15,222.05
2012-10-16,217.4
2012-10-17,212.55
2012-10-18,216.0
2012-10-19,217.1
2012-10-22,217.4
2012-10-23,216.55
2012-10-25,216.1
2012-10-26,209.7
2012-10-29,213.75
2012-10-30,208.35
2012-10-31,215.35
2012-11-01,219.1
2012-11-02,220.35
2012-11-05,219.75
2012-11-06,218.25
2012-11-07,221.45
2012-11-08,221.95
2012-11-09,218.6
2012-11-12,228.3
2012-11-13,224.8
2012-11-15,226.9
2012-11-16,224.65
2012-11-19,215.85
2012-11-20,214.65
2012-11-21,217.95
2012-11-22,223.3
2012-11-23,221.1
2012-11-26,219.1
2012-11-27,219.6
2012-11-29,229.05
2012-11-30,230.65
2012-12-03,234.25
2012-12-04,234.2
2012-12-05,233.3
2012-12-06,240.85
2012-12-07,238.0
2012-12-10,238.45
2012-12-11,237.3
2012-12-12,232.45
2012-12-13,230.1
2012-12-14,228.9
2012-12-17,233.55
2012-12-18,245.8
2012-12-19,248.1
2012-12-20,247.55
2012-12-21,242.85
2012-12-24,245.4
2012-12-26,243.9
2012-12-27,239.1
2012-12-28,242.05
2012-12-31,245.2
