Date,BLISSGVS
2012-01-02,21.6
2012-01-03,22.5
2012-01-04,22.5
2012-01-05,22.55
2012-01-06,22.5
2012-01-07,22.4
2012-01-09,22.5
2012-01-10,23.05
2012-01-11,23.55
2012-01-12,24.6
2012-01-13,24.9
2012-01-16,24.1
2012-01-17,24.4
2012-01-18,24.35
2012-01-19,24.35
2012-01-20,24.05
2012-01-23,23.75
2012-01-24,23.95
2012-01-25,24.05
2012-01-27,24.7
2012-01-30,23.95
2012-01-31,24.5
2012-02-01,24.9
2012-02-02,25.75
2012-02-03,26.35
2012-02-06,26.55
2012-02-07,23.5
2012-02-08,23.85
2012-02-09,23.5
2012-02-10,23.5
2012-02-13,23.25
2012-02-14,23.45
2012-02-15,23.75
2012-02-16,24.0
2012-02-17,24.05
2012-02-21,24.25
2012-02-22,24.3
2012-02-23,24.3
2012-02-24,24.15
2012-02-27,23.35
2012-02-28,23.65
2012-02-29,23.95
2012-03-01,23.75
2012-03-02,23.5
2012-03-03,23.5
2012-03-05,23.75
2012-03-06,23.9
2012-03-07,23.9
2012-03-09,23.55
2012-03-12,23.25
2012-03-13,23.3
2012-03-14,23.4
2012-03-15,23.35
2012-03-16,23.65
2012-03-19,23.25
2012-03-20,23.05
2012-03-21,22.9
2012-03-22,22.75
2012-03-23,22.8
2012-03-26,22.7
2012-03-27,22.65
2012-03-28,22.6
2012-03-29,22.9
2012-03-30,23.05
2012-04-02,23.6
2012-04-03,23.65
2012-04-04,23.6
2012-04-09,23.0
2012-04-10,23.1
2012-04-11,23.5
2012-04-12,23.3
2012-04-13,22.85
2012-04-16,23.0
2012-04-17,22.9
2012-04-18,22.9
2012-04-19,22.8
2012-04-20,22.85
2012-04-23,22.7
2012-04-24,22.95
2012-04-25,22.95
2012-04-26,22.3
2012-04-27,22.85
2012-04-28,22.25
2012-04-30,22.5
2012-05-02,22.3
2012-05-03,22.05
2012-05-04,22.25
2012-05-07,22.1
2012-05-08,22.0
2012-05-09,21.75
2012-05-10,21.35
2012-05-11,21.3
2012-05-14,21.0
2012-05-15,21.15
2012-05-16,21.45
2012-05-17,21.55
2012-05-18,21.2
2012-05-21,20.9
2012-05-22,22.0
2012-05-23,21.5
2012-05-24,21.2
2012-05-25,21.55
2012-05-28,21.6
2012-05-29,22.9
2012-05-30,23.0
2012-05-31,22.1
2012-06-01,22.1
2012-06-04,22.05
2012-06-05,22.25
2012-06-06,22.1
2012-06-07,22.1
2012-06-08,22.25
2012-06-11,22.1
2012-06-12,22.05
2012-06-13,21.95
2012-06-14,21.9
2012-06-15,21.6
2012-06-18,21.7
2012-06-19,21.65
2012-06-20,21.45
2012-06-21,21.6
2012-06-22,21.95
2012-06-25,22.2
2012-06-26,22.05
2012-06-27,22.1
2012-06-28,22.2
2012-06-29,22.8
2012-07-02,25.0
2012-07-03,29.35
2012-07-04,29.3
2012-07-05,29.25
2012-07-06,27.8
2012-07-09,28.15
2012-07-09,28.15
2012-07-10,29.2
2012-07-11,31.3
2012-07-12,30.8
2012-07-13,30.7
2012-07-16,31.55
2012-07-17,31.05
2012-07-18,30.55
2012-07-19,31.35
2012-07-20,31.05
2012-07-23,30.75
2012-07-24,32.95
2012-07-25,34.55
2012-07-26,32.65
2012-07-27,33.0
2012-07-30,32.85
2012-07-31,32.9
2012-08-01,34.2
2012-08-02,34.35
2012-08-03,35.05
2012-08-06,34.55
2012-08-07,35.9
2012-08-08,35.6
2012-08-09,35.0
2012-08-10,33.9
2012-08-13,34.15
2012-08-14,34.2
2012-08-16,34.0
2012-08-17,33.7
2012-08-21,35.95
2012-08-22,37.4
2012-08-23,39.9
2012-08-24,38.25
2012-08-27,37.8
2012-08-28,35.65
2012-08-29,35.15
2012-08-30,36.55
2012-08-31,36.45
2012-09-03,36.8
2012-09-04,36.5
2012-09-05,35.95
2012-09-06,39.45
2012-09-07,39.7
2012-09-08,39.95
2012-09-10,42.55
2012-09-11,43.0
2012-09-12,42.9
2012-09-13,41.55
2012-09-14,41.05
2012-09-17,41.3
2012-09-18,40.75
2012-09-20,40.3
2012-09-21,40.25
2012-09-24,41.85
2012-09-25,41.3
2012-09-26,42.85
2012-09-27,43.0
2012-09-28,43.7
2012-10-01,43.35
2012-10-03,42.3
2012-10-04,42.05
2012-10-05,41.15
2012-10-08,40.7
2012-10-09,42.75
2012-10-10,42.4
2012-10-11,42.5
2012-10-12,42.5
2012-10-15,42.2
2012-10-16,40.65
2012-10-17,40.4
2012-10-18,41.0
2012-10-19,40.6
2012-10-22,41.2
2012-10-23,40.8
2012-10-25,40.25
2012-10-26,39.5
2012-10-29,39.0
2012-10-30,39.9
2012-10-31,40.5
2012-11-01,40.3
2012-11-02,41.45
2012-11-05,41.85
2012-11-06,41.85
2012-11-07,43.05
2012-11-08,43.35
2012-11-09,42.45
2012-11-12,43.25
2012-11-13,43.65
2012-11-15,43.4
2012-11-16,41.45
2012-11-19,40.95
2012-11-20,40.55
2012-11-21,41.3
2012-11-22,40.9
2012-11-23,40.05
2012-11-26,40.1
2012-11-27,39.85
2012-11-29,39.55
2012-11-30,39.45
2012-12-03,39.95
2012-12-04,39.8
2012-12-05,39.75
2012-12-06,39.6
2012-12-07,39.8
2012-12-10,39.1
2012-12-11,38.9
2012-12-12,38.0
2012-12-13,38.55
2012-12-14,37.55
2012-12-17,36.75
2012-12-18,36.85
2012-12-19,37.95
2012-12-20,37.55
2012-12-21,37.15
2012-12-24,38.15
2012-12-26,40.85
2012-12-27,40.6
2012-12-28,41.15
2012-12-31,42.55
