Date,GOLDTECH
2012-01-02,6.4
2012-01-03,6.5
2012-01-04,6.4
2012-01-05,6.75
2012-01-06,6.8
2012-01-07,7.1
2012-01-09,6.8
2012-01-10,7.25
2012-01-11,7.05
2012-01-12,6.9
2012-01-13,6.95
2012-01-16,7.4
2012-01-17,7.7
2012-01-18,7.15
2012-01-19,7.45
2012-01-20,7.25
2012-01-23,7.25
2012-01-24,7.4
2012-01-25,7.2
2012-01-27,7.15
2012-01-30,7.45
2012-01-31,7.3
2012-02-01,7.45
2012-02-02,7.1
2012-02-03,7.45
2012-02-06,7.3
2012-02-07,7.05
2012-02-08,7.0
2012-02-09,7.15
2012-02-10,7.05
2012-02-13,7.05
2012-02-14,7.35
2012-02-15,7.15
2012-02-16,7.25
2012-02-17,7.4
2012-02-21,7.95
2012-02-22,7.55
2012-02-23,7.8
2012-02-24,7.25
2012-02-27,7.1
2012-02-28,7.2
2012-02-29,7.15
2012-03-01,7.2
2012-03-02,7.1
2012-03-03,7.25
2012-03-05,7.05
2012-03-06,6.85
2012-03-07,7.0
2012-03-09,7.1
2012-03-12,7.1
2012-03-13,7.05
2012-03-14,7.1
2012-03-15,7.1
2012-03-16,7.15
2012-03-19,7.05
2012-03-20,7.15
2012-03-21,7.1
2012-03-22,7.1
2012-03-23,7.15
2012-03-26,7.05
2012-03-27,7.0
2012-03-28,6.5
2012-03-29,6.55
2012-03-30,6.85
2012-04-02,6.9
2012-04-03,7.1
2012-04-04,6.95
2012-04-09,6.95
2012-04-10,7.0
2012-04-11,7.05
2012-04-12,7.05
2012-04-13,7.05
2012-04-16,6.6
2012-04-17,6.75
2012-04-18,6.7
2012-04-19,6.8
2012-04-20,6.7
2012-04-23,6.7
2012-04-24,6.7
2012-04-25,6.7
2012-04-26,6.95
2012-04-27,6.95
2012-04-28,7.05
2012-04-30,6.95
2012-05-02,6.65
2012-05-03,6.55
2012-05-04,6.6
2012-05-07,6.5
2012-05-08,6.45
2012-05-09,6.5
2012-05-10,6.75
2012-05-11,6.45
2012-05-14,6.5
2012-05-15,6.2
2012-05-16,6.05
2012-05-17,6.55
2012-05-18,6.2
2012-05-21,6.2
2012-05-22,6.05
2012-05-23,6.1
2012-05-24,6.15
2012-05-25,6.05
2012-05-28,6.0
2012-05-29,6.0
2012-05-30,6.05
2012-05-31,6.15
2012-06-01,6.05
2012-06-04,6.05
2012-06-05,6.1
2012-06-06,6.2
2012-06-07,6.35
2012-06-08,6.1
2012-06-11,5.9
2012-06-12,6.2
2012-06-13,6.15
2012-06-14,6.05
2012-06-15,6.0
2012-06-18,6.0
2012-06-19,6.45
2012-06-20,6.05
2012-06-21,5.8
2012-06-22,5.75
2012-06-25,5.8
2012-06-26,5.65
2012-06-27,5.85
2012-06-28,5.75
2012-06-29,5.7
2012-07-02,5.8
2012-07-03,6.0
2012-07-04,5.95
2012-07-05,5.95
2012-07-06,6.4
2012-07-09,7.65
2012-07-09,7.65
2012-07-10,7.6
2012-07-11,7.4
2012-07-12,7.9
2012-07-13,7.75
2012-07-16,7.5
2012-07-17,7.15
2012-07-18,7.1
2012-07-19,7.05
2012-07-20,7.5
2012-07-23,7.15
2012-07-24,7.45
2012-07-25,6.95
2012-07-26,6.6
2012-07-27,6.9
2012-07-30,6.6
2012-07-31,6.85
2012-08-01,6.85
2012-08-02,6.8
2012-08-03,6.45
2012-08-06,6.5
2012-08-07,6.5
2012-08-08,6.6
2012-08-09,6.65
2012-08-10,6.5
2012-08-13,6.35
2012-08-14,6.1
2012-08-16,6.15
2012-08-17,6.35
2012-08-21,6.1
2012-08-22,6.2
2012-08-23,5.9
2012-08-24,5.85
2012-08-27,5.65
2012-08-28,5.6
2012-08-29,5.65
2012-08-30,5.95
2012-08-31,5.75
2012-09-03,5.9
2012-09-04,5.95
2012-09-05,5.65
2012-09-06,5.8
2012-09-07,5.8
2012-09-08,5.95
2012-09-10,5.85
2012-09-11,5.8
2012-09-12,5.85
2012-09-13,6.0
2012-09-14,5.95
2012-09-17,6.05
2012-09-18,5.85
2012-09-20,5.8
2012-09-21,5.8
2012-09-24,5.8
2012-09-25,5.8
2012-09-26,5.85
2012-09-27,5.8
2012-09-28,5.8
2012-10-01,5.85
2012-10-03,5.8
2012-10-04,5.9
2012-10-05,5.95
2012-10-08,5.85
2012-10-09,5.85
2012-10-10,5.8
2012-10-11,5.9
2012-10-12,5.95
2012-10-15,6.1
2012-10-16,6.0
2012-10-17,5.85
2012-10-18,5.85
2012-10-19,5.85
2012-10-22,5.85
2012-10-23,6.1
2012-10-25,5.9
2012-10-26,5.85
2012-10-29,5.85
2012-10-30,5.8
2012-10-31,5.85
2012-11-01,5.8
2012-11-02,5.9
2012-11-05,5.95
2012-11-06,5.85
2012-11-07,5.85
2012-11-08,6.1
2012-11-09,5.85
2012-11-12,6.05
2012-11-13,6.15
2012-11-15,5.8
2012-11-16,5.75
2012-11-19,5.85
2012-11-20,5.75
2012-11-21,5.85
2012-11-22,5.8
2012-11-23,5.75
2012-11-26,5.75
2012-11-27,5.75
2012-11-29,5.7
2012-11-30,5.8
2012-12-03,5.8
2012-12-04,5.95
2012-12-05,6.4
2012-12-06,7.65
2012-12-07,9.15
2012-12-10,9.45
2012-12-11,8.95
2012-12-12,8.85
2012-12-13,8.45
2012-12-14,7.95
2012-12-17,7.4
2012-12-18,7.75
2012-12-19,8.1
2012-12-20,7.9
2012-12-21,7.6
2012-12-24,7.45
2012-12-26,7.2
2012-12-27,6.95
2012-12-28,6.8
2012-12-31,7.05
