Date,MUKANDENGG
2012-01-02,22.45
2012-01-03,22.15
2012-01-04,23.0
2012-01-05,23.95
2012-01-06,23.75
2012-01-09,23.65
2012-01-10,25.3
2012-01-11,25.4
2012-01-12,25.05
2012-01-13,25.8
2012-01-16,25.0
2012-01-17,25.95
2012-01-18,24.6
2012-01-19,25.0
2012-01-20,25.05
2012-01-23,26.3
2012-01-24,25.5
2012-01-25,27.4
2012-01-27,27.85
2012-01-30,26.15
2012-01-31,26.25
2012-02-01,27.25
2012-02-02,26.6
2012-02-03,26.7
2012-02-06,27.05
2012-02-07,26.75
2012-02-08,26.8
2012-02-09,27.5
2012-02-10,27.85
2012-02-13,27.55
2012-02-14,27.2
2012-02-15,27.55
2012-02-16,27.75
2012-02-17,27.1
2012-02-21,27.4
2012-02-22,27.0
2012-02-23,26.6
2012-02-24,26.15
2012-02-27,26.0
2012-02-28,26.45
2012-02-29,27.1
2012-03-01,27.3
2012-03-02,26.7
2012-03-03,26.35
2012-03-05,26.7
2012-03-06,26.0
2012-03-07,26.0
2012-03-09,26.1
2012-03-12,26.55
2012-03-13,26.4
2012-03-14,26.4
2012-03-15,26.75
2012-03-16,26.5
2012-03-19,25.25
2012-03-20,25.6
2012-03-21,25.0
2012-03-22,24.6
2012-03-23,24.1
2012-03-26,23.95
2012-03-27,24.3
2012-03-28,22.85
2012-03-29,22.6
2012-03-30,22.6
2012-04-02,23.5
2012-04-03,23.35
2012-04-04,23.35
2012-04-09,24.0
2012-04-10,23.35
2012-04-11,23.4
2012-04-12,23.4
2012-04-13,23.65
2012-04-16,23.5
2012-04-17,23.55
2012-04-18,23.05
2012-04-19,23.5
2012-04-20,23.65
2012-04-23,23.55
2012-04-24,23.85
2012-04-25,23.35
2012-04-26,23.05
2012-04-27,22.3
2012-04-28,22.4
2012-04-30,22.5
2012-05-02,22.3
2012-05-03,21.65
2012-05-04,21.8
2012-05-07,21.8
2012-05-08,21.4
2012-05-09,21.05
2012-05-10,20.75
2012-05-11,21.0
2012-05-14,20.65
2012-05-15,21.55
2012-05-16,22.1
2012-05-17,21.3
2012-05-18,21.5
2012-05-21,21.3
2012-05-22,21.3
2012-05-23,21.4
2012-05-24,22.0
2012-05-25,21.65
2012-05-28,21.6
2012-05-29,21.4
2012-05-30,21.95
2012-05-31,21.9
2012-06-01,21.7
2012-06-04,20.55
2012-06-05,20.5
2012-06-06,21.25
2012-06-07,21.7
2012-06-08,21.45
2012-06-11,21.95
2012-06-12,21.85
2012-06-13,21.2
2012-06-14,21.05
2012-06-15,21.1
2012-06-18,20.3
2012-06-19,21.15
2012-06-20,21.15
2012-06-21,20.7
2012-06-22,20.4
2012-06-25,21.5
2012-06-26,21.05
2012-06-27,21.2
2012-06-28,21.3
2012-06-29,21.65
2012-07-02,21.75
2012-07-03,22.05
2012-07-04,22.7
2012-07-05,22.15
2012-07-06,21.95
2012-07-09,21.7
2012-07-09,21.7
2012-07-10,22.2
2012-07-11,22.3
2012-07-12,21.9
2012-07-13,22.0
2012-07-16,22.05
2012-07-17,22.15
2012-07-18,21.65
2012-07-19,22.7
2012-07-20,22.95
2012-07-23,23.85
2012-07-24,23.75
2012-07-25,27.15
2012-07-26,24.7
2012-07-27,24.85
2012-07-30,24.45
2012-07-31,23.55
2012-08-01,23.95
2012-08-02,23.4
2012-08-03,24.45
2012-08-06,24.0
2012-08-07,24.2
2012-08-08,27.45
2012-08-09,25.65
2012-08-10,25.85
2012-08-13,26.35
2012-08-14,25.45
2012-08-16,25.55
2012-08-17,24.65
2012-08-21,24.8
2012-08-22,25.25
2012-08-23,24.5
2012-08-24,24.25
2012-08-27,23.35
2012-08-28,23.85
2012-08-29,23.3
2012-08-30,23.0
2012-08-31,23.45
2012-09-03,22.5
2012-09-04,23.15
2012-09-05,22.6
2012-09-06,22.85
2012-09-07,23.0
2012-09-10,22.55
2012-09-11,23.05
2012-09-12,23.1
2012-09-13,24.0
2012-09-14,24.6
2012-09-17,25.0
2012-09-18,25.25
2012-09-20,24.6
2012-09-21,24.7
2012-09-24,29.6
2012-09-25,30.3
2012-09-26,31.75
2012-09-27,31.5
2012-09-28,32.45
2012-10-01,33.65
2012-10-03,33.55
2012-10-04,34.35
2012-10-05,32.9
2012-10-08,33.75
2012-10-09,32.7
2012-10-10,32.05
2012-10-11,32.1
2012-10-12,31.5
2012-10-15,30.85
2012-10-16,32.15
2012-10-17,31.25
2012-10-18,32.45
2012-10-19,31.15
2012-10-22,30.85
2012-10-23,30.95
2012-10-25,30.95
2012-10-26,30.25
2012-10-29,30.05
2012-10-30,30.45
2012-10-31,31.0
2012-11-01,30.85
2012-11-02,30.3
2012-11-05,30.35
2012-11-06,31.0
2012-11-07,30.35
2012-11-08,30.3
2012-11-09,30.75
2012-11-12,29.9
2012-11-13,30.25
2012-11-15,30.65
2012-11-16,29.6
2012-11-19,29.3
2012-11-20,28.95
2012-11-21,29.25
2012-11-22,29.9
2012-11-23,29.65
2012-11-26,29.3
2012-11-27,29.45
2012-11-29,29.35
2012-11-30,29.55
2012-12-03,28.8
2012-12-04,29.0
2012-12-05,29.15
2012-12-06,30.1
2012-12-07,30.95
2012-12-10,30.35
2012-12-11,29.95
2012-12-12,30.2
2012-12-13,29.95
2012-12-14,29.65
2012-12-17,29.35
2012-12-18,29.9
2012-12-19,33.75
2012-12-20,34.6
2012-12-21,34.1
2012-12-24,33.05
2012-12-26,39.0
2012-12-27,38.25
2012-12-28,37.5
2012-12-31,40.1
