Date,GHCL
2012-01-02,29.85
2012-01-03,30.35
2012-01-04,31.8
2012-01-05,32.15
2012-01-06,31.8
2012-01-07,31.75
2012-01-09,31.9
2012-01-10,32.75
2012-01-11,34.0
2012-01-12,34.0
2012-01-13,34.2
2012-01-16,33.9
2012-01-17,34.1
2012-01-18,34.0
2012-01-19,34.4
2012-01-20,34.5
2012-01-23,34.35
2012-01-24,34.55
2012-01-25,34.55
2012-01-27,35.0
2012-01-30,35.5
2012-01-31,33.95
2012-02-01,33.9
2012-02-02,33.9
2012-02-03,34.1
2012-02-06,34.3
2012-02-07,34.1
2012-02-08,34.8
2012-02-09,34.8
2012-02-10,34.9
2012-02-13,34.8
2012-02-14,34.95
2012-02-15,35.55
2012-02-16,35.35
2012-02-17,36.2
2012-02-21,36.05
2012-02-22,34.65
2012-02-23,34.75
2012-02-24,34.05
2012-02-27,32.55
2012-02-28,32.95
2012-02-29,33.4
2012-03-01,33.25
2012-03-02,33.3
2012-03-03,33.45
2012-03-05,32.95
2012-03-06,32.85
2012-03-07,32.45
2012-03-09,33.15
2012-03-12,33.15
2012-03-13,33.6
2012-03-14,33.65
2012-03-15,32.9
2012-03-16,32.75
2012-03-19,32.5
2012-03-20,33.35
2012-03-21,34.05
2012-03-22,34.0
2012-03-23,34.1
2012-03-26,34.05
2012-03-27,33.9
2012-03-28,33.75
2012-03-29,33.9
2012-03-30,33.9
2012-04-02,33.9
2012-04-03,34.0
2012-04-04,34.35
2012-04-09,33.6
2012-04-10,33.7
2012-04-11,33.7
2012-04-12,34.0
2012-04-13,34.05
2012-04-16,34.0
2012-04-17,36.1
2012-04-18,37.9
2012-04-19,38.1
2012-04-20,38.0
2012-04-23,38.0
2012-04-24,38.2
2012-04-25,38.0
2012-04-26,38.0
2012-04-27,37.95
2012-04-28,37.8
2012-04-30,37.95
2012-05-02,38.0
2012-05-03,38.0
2012-05-04,37.5
2012-05-07,38.2
2012-05-08,38.05
2012-05-09,37.95
2012-05-10,38.0
2012-05-11,37.95
2012-05-14,38.0
2012-05-15,38.1
2012-05-16,38.0
2012-05-17,37.95
2012-05-18,37.35
2012-05-21,37.7
2012-05-22,37.1
2012-05-23,35.7
2012-05-24,35.75
2012-05-25,36.1
2012-05-28,36.7
2012-05-29,37.9
2012-05-30,38.3
2012-05-31,38.1
2012-06-01,38.05
2012-06-04,38.0
2012-06-05,38.4
2012-06-06,38.15
2012-06-07,38.0
2012-06-08,38.0
2012-06-11,38.0
2012-06-12,38.15
2012-06-13,38.0
2012-06-14,38.0
2012-06-15,38.15
2012-06-18,38.0
2012-06-19,38.1
2012-06-20,38.0
2012-06-21,38.25
2012-06-22,38.0
2012-06-25,38.3
2012-06-26,38.15
2012-06-27,37.95
2012-06-28,38.45
2012-06-29,38.25
2012-07-02,38.5
2012-07-03,40.0
2012-07-04,40.0
2012-07-05,41.75
2012-07-06,42.0
2012-07-09,40.6
2012-07-09,40.6
2012-07-10,41.0
2012-07-11,40.75
2012-07-12,40.8
2012-07-13,40.65
2012-07-16,40.6
2012-07-17,40.35
2012-07-18,40.4
2012-07-19,40.65
2012-07-20,40.3
2012-07-23,40.3
2012-07-24,40.5
2012-07-25,41.2
2012-07-26,40.7
2012-07-27,40.5
2012-07-30,39.85
2012-07-31,39.8
2012-08-01,39.75
2012-08-02,39.65
2012-08-03,39.95
2012-08-06,39.9
2012-08-07,40.05
2012-08-08,39.9
2012-08-09,39.45
2012-08-10,39.75
2012-08-13,40.35
2012-08-14,40.8
2012-08-16,41.6
2012-08-17,41.25
2012-08-21,41.0
2012-08-22,41.45
2012-08-23,41.8
2012-08-24,42.8
2012-08-27,43.1
2012-08-28,41.95
2012-08-29,41.45
2012-08-30,41.4
2012-08-31,41.05
2012-09-03,40.9
2012-09-04,41.05
2012-09-05,41.1
2012-09-06,38.65
2012-09-07,37.9
2012-09-08,37.9
2012-09-10,37.3
2012-09-11,36.65
2012-09-12,36.95
2012-09-13,36.95
2012-09-14,37.15
2012-09-17,36.9
2012-09-18,37.05
2012-09-20,36.8
2012-09-21,37.3
2012-09-24,37.3
2012-09-25,37.2
2012-09-26,37.3
2012-09-27,37.0
2012-09-28,37.25
2012-10-01,38.05
2012-10-03,38.65
2012-10-04,38.3
2012-10-05,37.95
2012-10-08,42.15
2012-10-09,39.2
2012-10-10,38.75
2012-10-11,38.55
2012-10-12,38.75
2012-10-15,38.9
2012-10-16,41.55
2012-10-17,41.75
2012-10-18,40.95
2012-10-19,41.6
2012-10-22,41.45
2012-10-23,42.3
2012-10-25,42.3
2012-10-26,41.15
2012-10-29,40.75
2012-10-30,40.2
2012-10-31,39.2
2012-11-01,39.55
2012-11-02,39.4
2012-11-05,39.35
2012-11-06,39.15
2012-11-07,39.15
2012-11-08,38.95
2012-11-09,38.8
2012-11-12,38.55
2012-11-13,38.65
2012-11-15,38.25
2012-11-16,38.2
2012-11-19,37.55
2012-11-20,37.0
2012-11-21,37.05
2012-11-22,37.1
2012-11-23,36.95
2012-11-26,37.3
2012-11-27,37.65
2012-11-29,37.65
2012-11-30,37.7
2012-12-03,38.3
2012-12-04,38.4
2012-12-05,38.7
2012-12-06,38.95
2012-12-07,38.8
2012-12-10,38.45
2012-12-11,38.3
2012-12-12,37.95
2012-12-13,37.65
2012-12-14,37.5
2012-12-17,37.45
2012-12-18,37.55
2012-12-19,37.75
2012-12-20,38.0
2012-12-21,37.35
2012-12-24,37.35
2012-12-26,37.35
2012-12-27,37.15
2012-12-28,37.2
2012-12-31,37.25
