Date,RESPONIND
2012-01-02,100.5
2012-01-03,100.5
2012-01-04,100.85
2012-01-05,100.1
2012-01-06,100.55
2012-01-07,101.0
2012-01-09,96.8
2012-01-10,100.6
2012-01-11,101.0
2012-01-12,100.35
2012-01-13,101.0
2012-01-16,100.1
2012-01-17,100.8
2012-01-18,100.4
2012-01-19,101.3
2012-01-20,100.2
2012-01-23,101.8
2012-01-24,100.8
2012-01-25,100.95
2012-01-27,113.85
2012-01-30,113.7
2012-01-31,109.5
2012-02-01,114.2
2012-02-02,110.9
2012-02-03,114.0
2012-02-06,129.55
2012-02-07,129.15
2012-02-08,121.25
2012-02-09,114.05
2012-02-10,113.05
2012-02-13,110.9
2012-02-14,107.9
2012-02-15,109.4
2012-02-16,113.35
2012-02-17,109.95
2012-02-21,99.65
2012-02-22,99.5
2012-02-23,101.8
2012-02-24,95.5
2012-02-27,97.45
2012-02-28,111.9
2012-02-29,111.7
2012-03-01,112.05
2012-03-02,110.8
2012-03-03,112.95
2012-03-05,111.3
2012-03-06,110.05
2012-03-07,95.0
2012-03-09,86.45
2012-03-12,87.55
2012-03-13,88.0
2012-03-14,89.9
2012-03-15,91.7
2012-03-16,88.8
2012-03-19,91.75
2012-03-20,90.25
2012-03-21,89.25
2012-03-22,89.75
2012-03-23,86.4
2012-03-26,86.95
2012-03-27,86.25
2012-03-28,84.95
2012-03-29,87.75
2012-03-30,87.65
2012-04-02,90.0
2012-04-03,91.3
2012-04-04,90.6
2012-04-09,92.9
2012-04-10,93.2
2012-04-11,94.5
2012-04-12,94.1
2012-04-13,95.7
2012-04-16,97.75
2012-04-17,98.95
2012-04-18,98.95
2012-04-19,97.5
2012-04-20,96.75
2012-04-23,95.7
2012-04-24,96.8
2012-04-25,97.0
2012-04-26,94.1
2012-04-27,93.25
2012-04-28,98.8
2012-04-30,97.4
2012-05-02,96.75
2012-05-03,91.15
2012-05-04,94.95
2012-05-07,92.55
2012-05-08,95.0
2012-05-09,89.6
2012-05-10,90.05
2012-05-11,90.1
2012-05-14,90.0
2012-05-15,90.8
2012-05-16,90.35
2012-05-17,89.7
2012-05-18,89.75
2012-05-21,89.85
2012-05-22,90.0
2012-05-23,90.55
2012-05-24,89.35
2012-05-25,88.35
2012-05-28,89.1
2012-05-29,89.15
2012-05-30,85.75
2012-05-31,86.65
2012-06-01,84.1
2012-06-04,87.0
2012-06-05,87.75
2012-06-06,89.3
2012-06-07,90.1
2012-06-08,89.9
2012-06-11,87.45
2012-06-12,88.15
2012-06-13,89.9
2012-06-14,89.9
2012-06-15,89.15
2012-06-18,88.0
2012-06-19,87.1
2012-06-20,86.95
2012-06-21,86.0
2012-06-22,86.2
2012-06-25,86.9
2012-06-26,87.0
2012-06-27,87.0
2012-06-28,87.8
2012-06-29,87.0
2012-07-02,84.75
2012-07-03,85.95
2012-07-04,86.0
2012-07-05,85.65
2012-07-06,83.1
2012-07-09,79.85
2012-07-10,80.0
2012-07-11,80.3
2012-07-12,87.7
2012-07-13,90.5
2012-07-16,95.35
2012-07-17,101.75
2012-07-18,111.6
2012-07-19,117.35
2012-07-20,114.3
2012-07-23,112.95
2012-07-24,110.65
2012-07-25,109.9
2012-07-26,107.7
2012-07-27,107.1
2012-07-30,97.8
2012-07-31,97.0
2012-08-01,97.85
2012-08-02,97.2
2012-08-03,96.8
2012-08-06,92.5
2012-08-07,91.0
2012-08-08,91.0
2012-08-09,89.9
2012-08-10,88.6
2012-08-13,89.0
2012-08-14,88.8
2012-08-16,95.0
2012-08-17,94.0
2012-08-21,91.35
2012-08-22,91.0
2012-08-23,92.0
2012-08-24,91.8
2012-08-27,94.35
2012-08-28,93.7
2012-08-29,92.3
2012-08-30,92.65
2012-08-31,90.15
2012-09-03,85.15
2012-09-04,90.45
2012-09-05,93.75
2012-09-06,90.35
2012-09-07,91.2
2012-09-08,90.5
2012-09-10,91.5
2012-09-11,93.0
2012-09-12,93.25
2012-09-13,90.45
2012-09-14,95.05
2012-09-17,92.1
2012-09-18,92.0
2012-09-20,92.0
2012-09-21,91.0
2012-09-24,91.0
2012-09-25,91.95
2012-09-26,92.9
2012-09-27,90.0
2012-09-28,90.0
2012-10-01,91.9
2012-10-03,92.5
2012-10-04,93.9
2012-10-05,89.7
2012-10-08,88.9
2012-10-09,90.9
2012-10-10,90.65
2012-10-11,92.0
2012-10-12,89.75
2012-10-15,90.0
2012-10-16,90.0
2012-10-17,90.0
2012-10-18,89.75
2012-10-19,90.0
2012-10-22,90.0
2012-10-23,90.0
2012-10-25,91.05
2012-10-26,91.2
2012-10-29,90.8
2012-10-30,92.85
2012-10-31,92.9
2012-11-01,94.45
2012-11-02,95.8
2012-11-05,95.1
2012-11-06,96.5
2012-11-07,96.5
2012-11-08,95.1
2012-11-09,93.5
2012-11-12,94.9
2012-11-13,94.5
2012-11-15,93.5
2012-11-16,91.7
2012-11-19,92.9
2012-11-20,91.55
2012-11-21,94.05
2012-11-22,90.2
2012-11-23,91.95
2012-11-26,89.9
2012-11-27,90.05
2012-11-29,92.0
2012-11-30,92.0
2012-12-03,93.0
2012-12-04,91.55
2012-12-05,93.1
2012-12-06,93.95
2012-12-07,94.95
2012-12-10,90.0
2012-12-11,89.8
2012-12-12,91.4
2012-12-13,90.2
2012-12-14,93.8
2012-12-17,91.5
2012-12-18,91.55
2012-12-19,92.9
2012-12-20,93.0
2012-12-21,92.5
2012-12-24,93.75
2012-12-26,93.0
2012-12-27,93.0
2012-12-28,92.25
2012-12-31,93.0
