Date,USHAMART
2012-01-02,23.35
2012-01-03,24.0
2012-01-04,24.8
2012-01-05,25.0
2012-01-06,24.5
2012-01-07,25.1
2012-01-09,25.15
2012-01-10,26.95
2012-01-11,28.2
2012-01-12,29.45
2012-01-13,31.65
2012-01-16,31.15
2012-01-17,31.5
2012-01-18,31.7
2012-01-19,31.5
2012-01-20,31.75
2012-01-23,30.95
2012-01-24,31.05
2012-01-25,32.65
2012-01-27,32.85
2012-01-30,32.2
2012-01-31,31.45
2012-02-01,29.95
2012-02-02,30.0
2012-02-03,31.5
2012-02-06,32.45
2012-02-07,32.7
2012-02-08,32.6
2012-02-09,32.8
2012-02-10,34.9
2012-02-13,36.55
2012-02-14,35.85
2012-02-15,35.9
2012-02-16,35.65
2012-02-17,35.55
2012-02-21,37.85
2012-02-22,39.0
2012-02-23,38.0
2012-02-24,39.2
2012-02-27,37.0
2012-02-28,36.55
2012-02-29,35.75
2012-03-01,34.8
2012-03-02,35.9
2012-03-03,36.45
2012-03-05,36.2
2012-03-06,34.05
2012-03-07,32.95
2012-03-09,34.2
2012-03-12,34.9
2012-03-13,35.3
2012-03-14,35.0
2012-03-15,34.65
2012-03-16,34.65
2012-03-19,34.4
2012-03-20,34.0
2012-03-21,34.1
2012-03-22,33.6
2012-03-23,33.5
2012-03-26,31.95
2012-03-27,31.4
2012-03-28,30.65
2012-03-29,30.2
2012-03-30,30.75
2012-04-02,31.35
2012-04-03,31.95
2012-04-04,31.7
2012-04-09,32.65
2012-04-10,31.75
2012-04-11,31.7
2012-04-12,31.7
2012-04-13,30.7
2012-04-16,30.35
2012-04-17,30.95
2012-04-18,31.3
2012-04-19,31.3
2012-04-20,31.25
2012-04-23,29.65
2012-04-24,31.95
2012-04-25,29.65
2012-04-26,29.95
2012-04-27,29.25
2012-04-28,29.1
2012-04-30,29.4
2012-05-02,29.35
2012-05-03,28.6
2012-05-04,27.7
2012-05-07,27.05
2012-05-08,27.0
2012-05-09,26.9
2012-05-10,26.7
2012-05-11,25.95
2012-05-14,23.9
2012-05-15,25.05
2012-05-16,25.4
2012-05-17,26.05
2012-05-18,24.95
2012-05-21,25.15
2012-05-22,24.7
2012-05-23,25.0
2012-05-24,24.75
2012-05-25,24.85
2012-05-28,25.1
2012-05-29,25.05
2012-05-30,25.0
2012-05-31,25.15
2012-06-01,23.6
2012-06-04,25.0
2012-06-05,24.4
2012-06-06,24.5
2012-06-07,24.5
2012-06-08,24.3
2012-06-11,24.4
2012-06-12,24.6
2012-06-13,25.0
2012-06-14,25.1
2012-06-15,25.1
2012-06-18,25.0
2012-06-19,25.2
2012-06-20,27.85
2012-06-21,26.95
2012-06-22,29.25
2012-06-25,30.35
2012-06-26,30.2
2012-06-27,30.1
2012-06-28,29.95
2012-06-29,29.95
2012-07-02,29.95
2012-07-03,30.3
2012-07-04,31.1
2012-07-05,30.75
2012-07-06,30.6
2012-07-09,30.7
2012-07-10,30.65
2012-07-11,30.8
2012-07-12,30.6
2012-07-13,30.65
2012-07-16,30.55
2012-07-17,30.1
2012-07-18,29.9
2012-07-19,29.95
2012-07-20,29.65
2012-07-23,28.7
2012-07-24,28.5
2012-07-25,27.15
2012-07-26,25.95
2012-07-27,26.5
2012-07-30,27.2
2012-07-31,26.85
2012-08-01,26.95
2012-08-02,26.95
2012-08-03,27.4
2012-08-06,26.95
2012-08-07,27.05
2012-08-08,27.0
2012-08-09,27.0
2012-08-10,26.95
2012-08-13,26.9
2012-08-14,26.75
2012-08-16,26.9
2012-08-17,26.7
2012-08-21,26.3
2012-08-22,25.7
2012-08-23,24.85
2012-08-24,24.5
2012-08-27,23.95
2012-08-28,23.5
2012-08-29,23.55
2012-08-30,23.25
2012-08-31,22.3
2012-09-03,22.3
2012-09-04,22.5
2012-09-05,22.35
2012-09-06,22.5
2012-09-07,22.9
2012-09-08,23.0
2012-09-10,22.5
2012-09-11,22.9
2012-09-12,22.9
2012-09-13,22.95
2012-09-14,23.4
2012-09-17,23.95
2012-09-18,23.65
2012-09-20,23.8
2012-09-21,24.3
2012-09-24,25.25
2012-09-25,24.7
2012-09-26,25.95
2012-09-27,25.5
2012-09-28,25.2
2012-10-01,25.5
2012-10-03,27.95
2012-10-04,29.6
2012-10-05,28.85
2012-10-08,28.2
2012-10-09,28.65
2012-10-10,28.3
2012-10-11,29.6
2012-10-12,29.85
2012-10-15,29.8
2012-10-16,30.1
2012-10-17,31.8
2012-10-18,30.7
2012-10-19,30.45
2012-10-22,30.0
2012-10-23,30.25
2012-10-25,29.85
2012-10-26,30.05
2012-10-29,28.75
2012-10-30,28.15
2012-10-31,28.95
2012-11-01,31.75
2012-11-02,28.8
2012-11-05,30.6
2012-11-06,31.45
2012-11-07,31.05
2012-11-08,30.3
2012-11-09,30.0
2012-11-12,30.5
2012-11-13,31.0
2012-11-15,30.8
2012-11-16,30.4
2012-11-19,30.55
2012-11-20,29.5
2012-11-21,30.0
2012-11-22,29.95
2012-11-23,30.0
2012-11-26,30.1
2012-11-27,31.2
2012-11-29,30.95
2012-11-30,30.65
2012-12-03,32.15
2012-12-04,33.75
2012-12-05,34.0
2012-12-06,34.2
2012-12-07,34.45
2012-12-10,34.3
2012-12-11,33.95
2012-12-12,34.45
2012-12-13,34.0
2012-12-14,34.25
2012-12-17,34.1
2012-12-18,34.4
2012-12-19,34.65
2012-12-20,34.4
2012-12-21,34.1
2012-12-24,33.65
2012-12-26,33.7
2012-12-27,33.55
2012-12-28,32.95
2012-12-31,32.95
