Date,SIEMENS
2012-01-02,638.15
2012-01-03,667.05
2012-01-04,664.5
2012-01-05,660.45
2012-01-06,667.2
2012-01-07,668.5
2012-01-09,678.9
2012-01-10,707.15
2012-01-11,704.45
2012-01-12,717.25
2012-01-13,722.8
2012-01-16,721.2
2012-01-17,750.7
2012-01-18,745.7
2012-01-19,744.8
2012-01-20,753.75
2012-01-23,749.85
2012-01-24,762.75
2012-01-25,752.6
2012-01-27,753.7
2012-01-30,741.3
2012-01-31,731.25
2012-02-01,731.7
2012-02-02,732.45
2012-02-03,749.95
2012-02-06,779.1
2012-02-07,776.85
2012-02-08,785.1
2012-02-09,801.15
2012-02-10,790.35
2012-02-13,805.65
2012-02-14,790.6
2012-02-15,798.95
2012-02-16,799.45
2012-02-17,821.75
2012-02-21,827.25
2012-02-22,808.5
2012-02-23,813.05
2012-02-24,792.1
2012-02-27,773.4
2012-02-28,811.5
2012-02-29,796.25
2012-03-01,812.65
2012-03-02,795.75
2012-03-03,792.45
2012-03-05,766.4
2012-03-06,786.2
2012-03-07,789.85
2012-03-09,789.15
2012-03-12,807.75
2012-03-13,806.45
2012-03-14,810.7
2012-03-15,803.15
2012-03-16,772.15
2012-03-19,774.9
2012-03-20,783.75
2012-03-21,801.4
2012-03-22,787.6
2012-03-23,778.6
2012-03-26,765.95
2012-03-27,760.8
2012-03-28,770.1
2012-03-29,745.45
2012-03-30,759.5
2012-04-02,771.85
2012-04-03,788.8
2012-04-04,787.45
2012-04-09,770.4
2012-04-10,781.45
2012-04-11,770.4
2012-04-12,788.75
2012-04-13,791.05
2012-04-16,803.1
2012-04-17,812.95
2012-04-18,830.45
2012-04-19,829.95
2012-04-20,810.9
2012-04-23,788.85
2012-04-24,796.05
2012-04-25,778.5
2012-04-26,773.2
2012-04-27,786.3
2012-04-28,779.2
2012-04-30,774.65
2012-05-02,766.6
2012-05-03,765.55
2012-05-04,749.3
2012-05-07,760.55
2012-05-08,729.85
2012-05-09,716.85
2012-05-10,719.65
2012-05-11,708.55
2012-05-14,713.4
2012-05-15,724.0
2012-05-16,707.4
2012-05-17,690.8
2012-05-18,691.3
2012-05-21,685.2
2012-05-22,670.85
2012-05-23,668.4
2012-05-24,682.25
2012-05-25,689.55
2012-05-28,686.65
2012-05-29,678.75
2012-05-30,664.2
2012-05-31,677.55
2012-06-01,644.45
2012-06-04,664.55
2012-06-05,648.8
2012-06-06,666.7
2012-06-07,669.8
2012-06-08,673.1
2012-06-11,681.55
2012-06-12,683.3
2012-06-13,695.75
2012-06-14,693.85
2012-06-15,697.4
2012-06-18,681.1
2012-06-19,697.5
2012-06-20,709.1
2012-06-21,721.05
2012-06-22,714.8
2012-06-25,699.5
2012-06-26,708.65
2012-06-27,706.45
2012-06-28,715.15
2012-06-29,733.9
2012-07-02,738.05
2012-07-03,739.6
2012-07-04,733.9
2012-07-05,738.0
2012-07-06,733.35
2012-07-09,721.9
2012-07-10,734.55
2012-07-11,719.7
2012-07-12,704.85
2012-07-13,697.9
2012-07-16,697.3
2012-07-17,691.9
2012-07-18,685.25
2012-07-19,694.15
2012-07-20,685.75
2012-07-23,666.75
2012-07-24,667.5
2012-07-25,661.55
2012-07-26,650.5
2012-07-27,653.5
2012-07-30,675.15
2012-07-31,681.35
2012-08-01,675.6
2012-08-02,668.2
2012-08-03,671.35
2012-08-06,673.65
2012-08-07,675.1
2012-08-08,668.2
2012-08-09,660.25
2012-08-10,659.15
2012-08-13,670.1
2012-08-14,661.65
2012-08-16,658.05
2012-08-17,658.5
2012-08-21,658.15
2012-08-22,663.05
2012-08-23,665.15
2012-08-24,669.65
2012-08-27,666.95
2012-08-28,674.65
2012-08-29,675.0
2012-08-30,684.25
2012-08-31,678.05
2012-09-03,666.05
2012-09-04,670.05
2012-09-05,665.05
2012-09-06,669.8
2012-09-07,678.95
2012-09-08,677.2
2012-09-10,674.45
2012-09-11,698.0
2012-09-12,679.25
2012-09-13,667.95
2012-09-14,672.55
2012-09-17,681.7
2012-09-18,683.95
2012-09-20,682.3
2012-09-21,692.05
2012-09-24,710.95
2012-09-25,699.3
2012-09-26,701.6
2012-09-27,704.0
2012-09-28,709.05
2012-10-01,709.95
2012-10-03,738.75
2012-10-04,740.5
2012-10-05,744.35
2012-10-08,722.4
2012-10-09,713.4
2012-10-10,683.35
2012-10-11,687.4
2012-10-12,686.75
2012-10-15,698.1
2012-10-16,692.6
2012-10-17,689.8
2012-10-18,692.85
2012-10-19,687.95
2012-10-22,687.05
2012-10-23,694.85
2012-10-25,691.1
2012-10-26,680.7
2012-10-29,686.7
2012-10-30,682.35
2012-10-31,687.1
2012-11-01,696.6
2012-11-02,703.4
2012-11-05,701.6
2012-11-06,711.1
2012-11-07,706.2
2012-11-08,699.25
2012-11-09,686.65
2012-11-12,674.75
2012-11-13,679.35
2012-11-15,672.95
2012-11-16,669.95
2012-11-19,669.5
2012-11-20,668.9
2012-11-21,667.15
2012-11-22,658.75
2012-11-23,659.1
2012-11-26,665.85
2012-11-27,674.1
2012-11-29,669.55
2012-11-30,670.6
2012-12-03,676.0
2012-12-04,680.75
2012-12-05,683.45
2012-12-06,681.9
2012-12-07,682.3
2012-12-10,676.9
2012-12-11,677.45
2012-12-12,683.95
2012-12-13,687.5
2012-12-14,680.65
2012-12-17,669.55
2012-12-18,669.95
2012-12-19,669.0
2012-12-20,669.15
2012-12-21,659.4
2012-12-24,661.5
2012-12-26,668.35
2012-12-27,664.85
2012-12-28,668.8
2012-12-31,667.75
