Date,KOTAKBANK
2012-01-02,421.75
2012-01-03,449.95
2012-01-04,439.35
2012-01-05,445.45
2012-01-06,453.95
2012-01-07,451.15
2012-01-09,453.2
2012-01-10,466.5
2012-01-11,465.25
2012-01-12,467.25
2012-01-13,472.55
2012-01-16,461.35
2012-01-17,476.8
2012-01-18,462.65
2012-01-19,474.3
2012-01-20,494.3
2012-01-23,477.3
2012-01-24,495.8
2012-01-25,495.55
2012-01-27,492.95
2012-01-30,478.4
2012-01-31,498.35
2012-02-01,510.95
2012-02-02,511.05
2012-02-03,518.7
2012-02-06,520.3
2012-02-07,535.5
2012-02-08,533.2
2012-02-09,551.15
2012-02-10,546.7
2012-02-13,566.75
2012-02-14,559.85
2012-02-15,573.75
2012-02-16,574.5
2012-02-17,576.1
2012-02-21,576.4
2012-02-22,567.4
2012-02-23,567.45
2012-02-24,551.55
2012-02-27,543.25
2012-02-28,551.2
2012-02-29,547.75
2012-03-01,554.8
2012-03-02,565.5
2012-03-03,566.5
2012-03-05,558.7
2012-03-06,550.65
2012-03-07,552.15
2012-03-09,558.45
2012-03-12,561.85
2012-03-13,569.45
2012-03-14,572.35
2012-03-15,558.8
2012-03-16,539.15
2012-03-19,531.5
2012-03-20,538.8
2012-03-21,544.85
2012-03-22,517.65
2012-03-23,525.6
2012-03-26,531.15
2012-03-27,539.3
2012-03-28,521.15
2012-03-29,524.6
2012-03-30,545.35
2012-04-02,556.0
2012-04-03,559.45
2012-04-04,550.9
2012-04-09,534.0
2012-04-10,547.05
2012-04-11,558.35
2012-04-12,567.5
2012-04-13,581.5
2012-04-16,583.9
2012-04-17,582.1
2012-04-18,579.6
2012-04-19,594.55
2012-04-20,592.1
2012-04-23,580.95
2012-04-24,569.65
2012-04-25,565.15
2012-04-26,582.85
2012-04-27,583.15
2012-04-28,582.85
2012-04-30,582.8
2012-05-02,586.6
2012-05-03,582.15
2012-05-04,564.05
2012-05-07,577.1
2012-05-08,555.5
2012-05-09,533.55
2012-05-10,541.65
2012-05-11,542.15
2012-05-14,541.0
2012-05-15,544.45
2012-05-16,553.2
2012-05-17,542.4
2012-05-18,551.1
2012-05-21,563.7
2012-05-22,551.15
2012-05-23,532.8
2012-05-24,545.1
2012-05-25,544.15
2012-05-28,554.85
2012-05-29,559.45
2012-05-30,551.55
2012-05-31,563.5
2012-06-01,543.05
2012-06-04,547.15
2012-06-05,548.15
2012-06-06,567.45
2012-06-07,565.3
2012-06-08,574.1
2012-06-11,576.85
2012-06-12,586.6
2012-06-13,585.75
2012-06-14,568.2
2012-06-15,581.1
2012-06-18,569.25
2012-06-19,565.65
2012-06-20,568.95
2012-06-21,577.1
2012-06-22,585.05
2012-06-25,572.3
2012-06-26,580.45
2012-06-27,570.7
2012-06-28,575.85
2012-06-29,592.3
2012-07-02,598.85
2012-07-03,602.55
2012-07-04,596.35
2012-07-05,600.5
2012-07-06,602.75
2012-07-09,596.55
2012-07-09,596.55
2012-07-10,599.15
2012-07-11,607.15
2012-07-12,603.95
2012-07-13,602.8
2012-07-16,594.8
2012-07-17,593.15
2012-07-18,594.2
2012-07-19,580.0
2012-07-20,563.05
2012-07-23,551.65
2012-07-24,544.25
2012-07-25,538.7
2012-07-26,541.4
2012-07-27,529.55
2012-07-30,536.55
2012-07-31,535.75
2012-08-01,554.95
2012-08-02,554.95
2012-08-03,547.1
2012-08-06,561.2
2012-08-07,561.55
2012-08-08,564.9
2012-08-09,565.85
2012-08-10,580.5
2012-08-13,583.7
2012-08-14,586.15
2012-08-16,586.05
2012-08-17,589.75
2012-08-21,588.7
2012-08-22,593.8
2012-08-23,590.75
2012-08-24,584.95
2012-08-27,574.9
2012-08-28,576.45
2012-08-29,580.5
2012-08-30,592.55
2012-08-31,574.1
2012-09-03,574.75
2012-09-04,572.85
2012-09-05,569.05
2012-09-06,573.35
2012-09-07,576.7
2012-09-08,576.0
2012-09-10,571.4
2012-09-11,583.3
2012-09-12,584.65
2012-09-13,584.2
2012-09-14,609.35
2012-09-17,606.25
2012-09-18,599.5
2012-09-20,602.65
2012-09-21,622.45
2012-09-24,623.65
2012-09-25,641.1
2012-09-26,640.95
2012-09-27,644.65
2012-09-28,648.75
2012-10-01,645.1
2012-10-03,639.35
2012-10-04,639.6
2012-10-05,638.7
2012-10-08,627.35
2012-10-09,637.0
2012-10-10,628.65
2012-10-11,634.1
2012-10-12,626.95
2012-10-15,628.8
2012-10-16,628.9
2012-10-17,625.55
2012-10-18,637.5
2012-10-19,628.45
2012-10-22,633.5
2012-10-23,620.7
2012-10-25,625.7
2012-10-26,614.95
2012-10-29,610.1
2012-10-30,598.65
2012-10-31,603.75
2012-11-01,612.55
2012-11-02,612.3
2012-11-05,625.65
2012-11-06,627.0
2012-11-07,630.0
2012-11-08,627.3
2012-11-09,621.3
2012-11-12,623.85
2012-11-13,618.0
2012-11-15,637.2
2012-11-16,622.85
2012-11-19,622.85
2012-11-20,621.7
2012-11-21,629.3
2012-11-22,627.95
2012-11-23,624.35
2012-11-26,627.35
2012-11-27,635.05
2012-11-29,651.25
2012-11-30,670.45
2012-12-03,666.15
2012-12-04,671.05
2012-12-05,663.3
2012-12-06,665.3
2012-12-07,664.05
2012-12-10,673.6
2012-12-11,667.0
2012-12-12,660.3
2012-12-13,652.45
2012-12-14,664.75
2012-12-17,661.35
2012-12-18,663.75
2012-12-19,667.75
2012-12-20,662.05
2012-12-21,649.55
2012-12-24,646.65
2012-12-26,648.9
2012-12-27,649.8
2012-12-28,650.95
2012-12-31,650.05
