Date,KAVVERITEL
2012-01-02,128.1
2012-01-03,128.25
2012-01-04,127.5
2012-01-05,127.45
2012-01-06,126.3
2012-01-07,126.15
2012-01-09,123.05
2012-01-10,124.9
2012-01-11,134.05
2012-01-12,134.4
2012-01-13,133.0
2012-01-16,131.1
2012-01-17,131.5
2012-01-18,130.35
2012-01-19,132.7
2012-01-20,135.15
2012-01-23,142.05
2012-01-24,141.0
2012-01-25,141.75
2012-01-27,141.6
2012-01-30,141.8
2012-01-31,143.85
2012-02-01,146.2
2012-02-02,145.15
2012-02-03,152.85
2012-02-06,154.5
2012-02-07,158.2
2012-02-08,159.5
2012-02-09,160.6
2012-02-10,160.1
2012-02-13,158.7
2012-02-14,161.4
2012-02-15,160.45
2012-02-16,161.85
2012-02-17,162.4
2012-02-21,164.75
2012-02-22,160.6
2012-02-23,163.15
2012-02-24,162.35
2012-02-27,161.7
2012-02-28,163.7
2012-02-29,163.9
2012-03-01,163.2
2012-03-02,164.05
2012-03-03,163.35
2012-03-05,164.2
2012-03-06,165.45
2012-03-07,165.35
2012-03-09,164.4
2012-03-12,165.7
2012-03-13,164.95
2012-03-14,164.3
2012-03-15,164.5
2012-03-16,163.0
2012-03-19,164.1
2012-03-20,162.55
2012-03-21,161.05
2012-03-22,161.05
2012-03-23,156.95
2012-03-26,157.05
2012-03-27,158.4
2012-03-28,158.45
2012-03-29,158.4
2012-03-30,166.55
2012-04-02,172.7
2012-04-03,169.6
2012-04-04,171.4
2012-04-09,169.15
2012-04-10,168.6
2012-04-11,164.75
2012-04-12,166.9
2012-04-13,167.35
2012-04-16,167.3
2012-04-17,167.2
2012-04-18,166.8
2012-04-19,166.2
2012-04-20,165.75
2012-04-23,167.3
2012-04-24,166.75
2012-04-25,167.0
2012-04-26,167.15
2012-04-27,166.9
2012-04-28,166.5
2012-04-30,167.5
2012-05-02,166.8
2012-05-03,166.5
2012-05-04,166.25
2012-05-07,166.95
2012-05-08,167.95
2012-05-09,166.55
2012-05-10,166.65
2012-05-11,166.85
2012-05-14,167.65
2012-05-15,165.2
2012-05-16,167.25
2012-05-17,165.3
2012-05-18,166.5
2012-05-21,166.6
2012-05-22,165.25
2012-05-23,163.6
2012-05-24,164.3
2012-05-25,163.6
2012-05-28,165.2
2012-05-29,165.85
2012-05-30,165.4
2012-05-31,182.75
2012-06-01,179.85
2012-06-04,186.55
2012-06-05,190.4
2012-06-06,197.85
2012-06-07,199.75
2012-06-08,198.85
2012-06-11,199.05
2012-06-12,197.85
2012-06-13,204.6
2012-06-14,199.75
2012-06-15,200.9
2012-06-18,205.45
2012-06-19,204.15
2012-06-20,217.45
2012-06-21,215.0
2012-06-22,219.95
2012-06-25,217.75
2012-06-26,216.55
2012-06-27,218.2
2012-06-28,217.9
2012-06-29,220.25
2012-07-02,219.25
2012-07-03,221.65
2012-07-04,222.9
2012-07-05,222.55
2012-07-06,224.2
2012-07-09,224.15
2012-07-09,224.15
2012-07-10,228.15
2012-07-11,230.7
2012-07-12,205.95
2012-07-13,220.95
2012-07-16,225.55
2012-07-17,222.1
2012-07-18,221.2
2012-07-19,219.45
2012-07-20,217.2
2012-07-23,214.75
2012-07-24,220.95
2012-07-25,225.9
2012-07-26,221.2
2012-07-27,221.1
2012-07-30,219.35
2012-07-31,230.6
2012-08-01,227.7
2012-08-02,227.1
2012-08-03,226.4
2012-08-06,229.15
2012-08-07,228.1
2012-08-08,242.6
2012-08-09,234.7
2012-08-10,229.8
2012-08-13,230.35
2012-08-14,232.8
2012-08-16,229.9
2012-08-17,226.7
2012-08-21,220.15
2012-08-22,219.35
2012-08-23,226.5
2012-08-24,227.9
2012-08-27,236.3
2012-08-28,229.0
2012-08-29,220.25
2012-08-30,222.5
2012-08-31,221.65
2012-09-03,218.4
2012-09-04,220.65
2012-09-05,215.5
2012-09-06,185.3
2012-09-07,169.35
2012-09-08,160.35
2012-09-10,157.15
2012-09-11,166.3
2012-09-12,172.55
2012-09-13,167.35
2012-09-14,165.3
2012-09-17,163.05
2012-09-18,158.0
2012-09-20,142.45
2012-09-21,128.25
2012-09-24,121.85
2012-09-25,127.9
2012-09-26,134.25
2012-09-27,140.95
2012-09-28,146.5
2012-10-01,139.2
2012-10-03,138.35
2012-10-04,136.15
2012-10-05,135.95
2012-10-08,132.45
2012-10-09,132.0
2012-10-10,129.95
2012-10-11,135.8
2012-10-12,135.3
2012-10-15,132.95
2012-10-16,129.95
2012-10-17,125.2
2012-10-18,129.0
2012-10-19,129.45
2012-10-22,125.5
2012-10-23,128.45
2012-10-25,127.25
2012-10-26,125.3
2012-10-29,123.05
2012-10-30,122.7
2012-10-31,117.95
2012-11-01,120.15
2012-11-02,114.3
2012-11-05,108.6
2012-11-06,103.2
2012-11-07,106.85
2012-11-08,109.85
2012-11-09,107.5
2012-11-12,112.45
2012-11-13,114.4
2012-11-15,103.2
2012-11-16,98.95
2012-11-19,99.3
2012-11-20,98.85
2012-11-21,96.35
2012-11-22,95.75
2012-11-23,94.3
2012-11-26,91.25
2012-11-27,89.25
2012-11-29,86.75
2012-11-30,86.6
2012-12-03,87.65
2012-12-04,89.0
2012-12-05,89.15
2012-12-06,89.3
2012-12-07,90.65
2012-12-10,92.1
2012-12-11,91.4
2012-12-12,90.75
2012-12-13,89.3
2012-12-14,86.35
2012-12-17,84.35
2012-12-18,86.0
2012-12-19,85.55
2012-12-20,86.15
2012-12-21,85.85
2012-12-24,87.5
2012-12-26,86.6
2012-12-27,84.75
2012-12-28,83.15
2012-12-31,84.0
