Date,TEXRAIL
2012-01-02,51.65
2012-01-03,53.1
2012-01-04,52.25
2012-01-05,52.75
2012-01-06,53.0
2012-01-07,53.7
2012-01-09,56.4
2012-01-10,55.95
2012-01-11,55.2
2012-01-12,57.25
2012-01-13,58.65
2012-01-16,57.2
2012-01-17,58.9
2012-01-18,58.75
2012-01-19,58.85
2012-01-20,64.1
2012-01-23,64.05
2012-01-24,62.55
2012-01-25,64.75
2012-01-27,64.7
2012-01-30,62.65
2012-01-31,64.5
2012-02-01,66.4
2012-02-02,67.9
2012-02-03,69.6
2012-02-06,70.75
2012-02-07,69.65
2012-02-08,69.0
2012-02-09,72.8
2012-02-10,74.85
2012-02-13,73.45
2012-02-14,72.8
2012-02-15,73.65
2012-02-16,73.9
2012-02-17,72.45
2012-02-21,73.1
2012-02-22,69.7
2012-02-23,67.25
2012-02-24,66.85
2012-02-27,63.8
2012-02-28,71.7
2012-02-29,70.75
2012-03-01,71.15
2012-03-02,69.45
2012-03-03,70.1
2012-03-05,69.25
2012-03-06,67.85
2012-03-07,67.15
2012-03-09,68.6
2012-03-12,70.35
2012-03-13,71.15
2012-03-14,67.15
2012-03-15,63.4
2012-03-16,62.5
2012-03-19,61.45
2012-03-20,59.15
2012-03-21,60.0
2012-03-22,59.95
2012-03-23,59.65
2012-03-26,57.5
2012-03-27,57.5
2012-03-28,57.65
2012-03-29,59.3
2012-03-30,60.4
2012-04-02,60.3
2012-04-03,59.4
2012-04-04,60.65
2012-04-09,60.7
2012-04-10,60.65
2012-04-11,59.0
2012-04-12,60.25
2012-04-13,61.4
2012-04-16,61.1
2012-04-17,61.55
2012-04-18,61.0
2012-04-19,62.4
2012-04-20,61.35
2012-04-23,59.9
2012-04-24,58.0
2012-04-25,59.0
2012-04-26,60.0
2012-04-27,59.65
2012-04-28,59.0
2012-04-30,59.6
2012-05-02,58.0
2012-05-03,57.65
2012-05-04,56.45
2012-05-07,57.1
2012-05-08,55.8
2012-05-09,54.8
2012-05-10,55.05
2012-05-11,54.9
2012-05-14,54.8
2012-05-15,54.85
2012-05-16,55.5
2012-05-17,54.05
2012-05-18,52.45
2012-05-21,52.85
2012-05-22,52.45
2012-05-23,51.6
2012-05-24,52.75
2012-05-25,51.25
2012-05-28,52.0
2012-05-29,53.7
2012-05-30,54.1
2012-05-31,54.55
2012-06-01,53.3
2012-06-04,52.35
2012-06-05,51.45
2012-06-06,53.5
2012-06-07,55.95
2012-06-08,55.5
2012-06-11,55.25
2012-06-12,55.2
2012-06-13,56.0
2012-06-14,55.45
2012-06-15,56.3
2012-06-18,55.1
2012-06-19,55.55
2012-06-20,56.1
2012-06-21,56.05
2012-06-22,56.45
2012-06-25,56.3
2012-06-26,56.9
2012-06-27,56.95
2012-06-28,57.55
2012-06-29,57.85
2012-07-02,56.95
2012-07-03,56.75
2012-07-04,55.85
2012-07-05,56.65
2012-07-06,57.6
2012-07-09,56.2
2012-07-10,55.65
2012-07-11,56.05
2012-07-12,56.05
2012-07-13,56.0
2012-07-16,56.1
2012-07-17,55.8
2012-07-18,55.4
2012-07-19,56.45
2012-07-20,54.65
2012-07-23,53.85
2012-07-24,52.45
2012-07-25,51.75
2012-07-26,51.15
2012-07-27,51.25
2012-07-30,51.95
2012-07-31,53.4
2012-08-01,52.15
2012-08-02,52.95
2012-08-03,52.5
2012-08-06,52.0
2012-08-07,51.2
2012-08-08,51.4
2012-08-09,51.5
2012-08-10,52.0
2012-08-13,51.6
2012-08-14,50.8
2012-08-16,50.4
2012-08-17,51.35
2012-08-21,51.45
2012-08-22,51.55
2012-08-23,51.4
2012-08-24,51.45
2012-08-27,51.05
2012-08-28,49.85
2012-08-29,51.5
2012-08-30,51.4
2012-08-31,51.3
2012-09-03,50.65
2012-09-04,51.05
2012-09-05,49.95
2012-09-06,49.15
2012-09-07,48.9
2012-09-08,48.55
2012-09-10,48.75
2012-09-11,50.25
2012-09-12,50.8
2012-09-13,55.35
2012-09-14,54.85
2012-09-17,55.1
2012-09-18,55.1
2012-09-20,55.0
2012-09-21,58.3
2012-09-24,60.05
2012-09-25,59.85
2012-09-26,58.7
2012-09-27,59.2
2012-09-28,58.9
2012-10-01,62.65
2012-10-03,62.0
2012-10-04,63.3
2012-10-05,64.9
2012-10-08,64.4
2012-10-09,63.45
2012-10-10,63.6
2012-10-11,64.95
2012-10-12,64.5
2012-10-15,63.85
2012-10-16,61.3
2012-10-17,62.05
2012-10-18,61.65
2012-10-19,61.1
2012-10-22,61.95
2012-10-23,61.25
2012-10-25,62.25
2012-10-26,61.4
2012-10-29,61.25
2012-10-30,61.6
2012-10-31,61.2
2012-11-01,60.65
2012-11-02,60.7
2012-11-05,61.7
2012-11-06,63.15
2012-11-07,64.45
2012-11-08,65.3
2012-11-09,63.95
2012-11-12,62.75
2012-11-13,62.65
2012-11-15,62.95
2012-11-16,62.1
2012-11-19,61.0
2012-11-20,61.05
2012-11-21,61.05
2012-11-22,62.45
2012-11-23,63.35
2012-11-26,64.05
2012-11-27,64.4
2012-11-29,65.4
2012-11-30,65.65
2012-12-03,64.4
2012-12-04,63.35
2012-12-05,63.45
2012-12-06,64.25
2012-12-07,63.8
2012-12-10,64.5
2012-12-11,63.7
2012-12-12,68.1
2012-12-13,66.0
2012-12-14,65.8
2012-12-17,65.6
2012-12-18,65.3
2012-12-19,65.8
2012-12-20,65.1
2012-12-21,64.55
2012-12-24,64.05
2012-12-26,64.3
2012-12-27,63.95
2012-12-28,64.0
2012-12-31,66.0
