Date,ENGINERSIN
2012-01-02,203.9
2012-01-03,216.2
2012-01-04,223.65
2012-01-05,229.4
2012-01-06,225.1
2012-01-07,240.05
2012-01-09,238.15
2012-01-10,238.35
2012-01-11,238.25
2012-01-12,233.9
2012-01-13,234.95
2012-01-16,238.45
2012-01-17,236.6
2012-01-18,229.45
2012-01-19,232.25
2012-01-20,231.4
2012-01-23,226.5
2012-01-24,225.3
2012-01-25,239.9
2012-01-27,235.7
2012-01-30,232.8
2012-01-31,230.7
2012-02-01,237.85
2012-02-02,254.25
2012-02-03,266.4
2012-02-06,281.15
2012-02-07,282.65
2012-02-08,278.1
2012-02-09,270.0
2012-02-10,271.5
2012-02-13,265.3
2012-02-14,264.8
2012-02-15,264.85
2012-02-16,259.85
2012-02-17,265.3
2012-02-21,266.6
2012-02-22,257.05
2012-02-23,251.55
2012-02-24,262.8
2012-02-27,253.45
2012-02-28,262.2
2012-02-29,271.85
2012-03-01,278.1
2012-03-02,269.05
2012-03-03,273.6
2012-03-05,263.9
2012-03-06,271.95
2012-03-07,276.95
2012-03-09,273.35
2012-03-12,273.75
2012-03-13,275.05
2012-03-14,277.1
2012-03-15,274.65
2012-03-16,274.25
2012-03-19,274.6
2012-03-20,271.3
2012-03-21,266.75
2012-03-22,265.75
2012-03-23,254.95
2012-03-26,253.65
2012-03-27,256.2
2012-03-28,257.1
2012-03-29,254.35
2012-03-30,254.3
2012-04-02,255.8
2012-04-03,262.95
2012-04-04,265.05
2012-04-09,263.2
2012-04-10,259.1
2012-04-11,255.35
2012-04-12,257.25
2012-04-13,256.55
2012-04-16,255.4
2012-04-17,256.55
2012-04-18,257.75
2012-04-19,257.3
2012-04-20,251.9
2012-04-23,248.35
2012-04-24,247.2
2012-04-25,253.4
2012-04-26,253.6
2012-04-27,251.95
2012-04-28,259.9
2012-04-30,251.95
2012-05-02,249.45
2012-05-03,245.25
2012-05-04,239.55
2012-05-07,235.05
2012-05-08,233.25
2012-05-09,230.2
2012-05-10,230.35
2012-05-11,223.05
2012-05-14,223.0
2012-05-15,228.8
2012-05-16,226.1
2012-05-17,225.3
2012-05-18,228.7
2012-05-21,234.4
2012-05-22,226.35
2012-05-23,224.5
2012-05-24,224.75
2012-05-25,228.7
2012-05-28,232.25
2012-05-29,227.55
2012-05-30,225.4
2012-05-31,220.4
2012-06-01,210.25
2012-06-04,209.5
2012-06-05,209.4
2012-06-06,211.95
2012-06-07,214.4
2012-06-08,213.65
2012-06-11,215.45
2012-06-12,216.45
2012-06-13,216.05
2012-06-14,214.6
2012-06-15,222.5
2012-06-18,220.3
2012-06-19,224.25
2012-06-20,223.35
2012-06-21,224.75
2012-06-22,219.75
2012-06-25,220.7
2012-06-26,221.1
2012-06-27,221.65
2012-06-28,220.45
2012-06-29,222.55
2012-07-02,222.65
2012-07-03,223.85
2012-07-04,229.7
2012-07-05,229.95
2012-07-06,228.15
2012-07-09,239.25
2012-07-09,239.25
2012-07-10,237.65
2012-07-11,234.8
2012-07-12,233.5
2012-07-13,234.15
2012-07-16,231.0
2012-07-17,231.45
2012-07-18,228.95
2012-07-19,231.35
2012-07-20,231.2
2012-07-23,230.75
2012-07-24,230.95
2012-07-25,231.95
2012-07-26,229.7
2012-07-27,233.2
2012-07-30,239.0
2012-07-31,239.4
2012-08-01,240.35
2012-08-02,237.8
2012-08-03,237.35
2012-08-06,238.4
2012-08-07,243.3
2012-08-08,240.85
2012-08-09,240.55
2012-08-10,235.4
2012-08-13,237.65
2012-08-14,235.3
2012-08-16,234.5
2012-08-17,232.2
2012-08-21,228.5
2012-08-22,224.95
2012-08-23,223.25
2012-08-24,220.45
2012-08-27,218.3
2012-08-28,213.55
2012-08-29,215.0
2012-08-30,208.1
2012-08-31,207.0
2012-09-03,209.25
2012-09-04,210.65
2012-09-05,211.1
2012-09-06,215.1
2012-09-07,217.9
2012-09-08,218.2
2012-09-10,227.9
2012-09-11,228.55
2012-09-12,227.4
2012-09-13,236.3
2012-09-14,237.8
2012-09-17,238.85
2012-09-18,235.45
2012-09-20,231.3
2012-09-21,228.95
2012-09-24,229.85
2012-09-25,231.65
2012-09-26,233.85
2012-09-27,236.95
2012-09-28,236.3
2012-10-01,244.4
2012-10-03,243.7
2012-10-04,243.65
2012-10-05,240.65
2012-10-08,244.65
2012-10-09,250.7
2012-10-10,249.6
2012-10-11,253.3
2012-10-12,254.2
2012-10-15,249.55
2012-10-16,248.65
2012-10-17,244.05
2012-10-18,245.15
2012-10-19,240.1
2012-10-22,239.65
2012-10-23,238.85
2012-10-25,238.85
2012-10-26,237.95
2012-10-29,240.25
2012-10-30,235.65
2012-10-31,234.05
2012-11-01,235.55
2012-11-02,237.5
2012-11-05,235.55
2012-11-06,231.7
2012-11-07,229.9
2012-11-08,226.95
2012-11-09,228.5
2012-11-12,233.15
2012-11-13,233.55
2012-11-15,231.8
2012-11-16,228.05
2012-11-19,228.7
2012-11-20,227.45
2012-11-21,229.1
2012-11-22,227.75
2012-11-23,228.95
2012-11-26,228.95
2012-11-27,227.8
2012-11-29,230.05
2012-11-30,228.75
2012-12-03,229.9
2012-12-04,229.3
2012-12-05,229.85
2012-12-06,228.65
2012-12-07,227.45
2012-12-10,227.45
2012-12-11,227.6
2012-12-12,225.05
2012-12-13,223.15
2012-12-14,222.2
2012-12-17,222.35
2012-12-18,225.2
2012-12-19,223.1
2012-12-20,222.2
2012-12-21,220.75
2012-12-24,221.95
2012-12-26,221.2
2012-12-27,221.3
2012-12-28,224.9
2012-12-31,229.05
