Date,ORIENTBANK
2012-01-02,194.6
2012-01-03,204.35
2012-01-04,213.0
2012-01-05,216.75
2012-01-06,215.85
2012-01-07,215.85
2012-01-09,216.8
2012-01-10,222.75
2012-01-11,225.35
2012-01-12,223.55
2012-01-13,225.5
2012-01-16,219.3
2012-01-17,224.3
2012-01-18,226.95
2012-01-19,221.9
2012-01-20,229.4
2012-01-23,236.9
2012-01-24,253.1
2012-01-25,247.5
2012-01-27,259.35
2012-01-30,251.4
2012-01-31,255.2
2012-02-01,269.9
2012-02-02,280.8
2012-02-03,287.8
2012-02-06,291.6
2012-02-07,298.3
2012-02-08,299.35
2012-02-09,298.15
2012-02-10,303.15
2012-02-13,293.55
2012-02-14,300.65
2012-02-15,308.65
2012-02-16,300.9
2012-02-17,306.9
2012-02-21,313.55
2012-02-22,286.95
2012-02-23,286.0
2012-02-24,280.55
2012-02-27,266.4
2012-02-28,278.85
2012-02-29,281.25
2012-03-01,278.45
2012-03-02,288.05
2012-03-03,290.25
2012-03-05,282.35
2012-03-06,282.4
2012-03-07,281.3
2012-03-09,286.6
2012-03-12,288.95
2012-03-13,293.5
2012-03-14,305.85
2012-03-15,292.9
2012-03-16,278.8
2012-03-19,271.6
2012-03-20,279.4
2012-03-21,283.9
2012-03-22,269.3
2012-03-23,267.2
2012-03-26,259.05
2012-03-27,253.75
2012-03-28,242.0
2012-03-29,239.6
2012-03-30,252.65
2012-04-02,255.9
2012-04-03,255.2
2012-04-04,260.1
2012-04-09,252.1
2012-04-10,257.1
2012-04-11,257.3
2012-04-12,268.05
2012-04-13,260.95
2012-04-16,265.8
2012-04-17,266.25
2012-04-18,265.85
2012-04-19,264.5
2012-04-20,259.4
2012-04-23,249.3
2012-04-24,246.85
2012-04-25,243.2
2012-04-26,233.5
2012-04-27,238.0
2012-04-28,241.85
2012-04-30,231.15
2012-05-02,232.85
2012-05-03,231.4
2012-05-04,228.6
2012-05-07,230.4
2012-05-08,222.95
2012-05-09,218.0
2012-05-10,220.5
2012-05-11,218.8
2012-05-14,216.9
2012-05-15,216.05
2012-05-16,214.25
2012-05-17,213.1
2012-05-18,216.2
2012-05-21,219.45
2012-05-22,219.1
2012-05-23,219.35
2012-05-24,221.9
2012-05-25,223.5
2012-05-28,229.8
2012-05-29,231.1
2012-05-30,225.05
2012-05-31,229.4
2012-06-01,227.65
2012-06-04,219.7
2012-06-05,228.1
2012-06-06,237.4
2012-06-07,234.75
2012-06-08,235.8
2012-06-11,233.5
2012-06-12,242.4
2012-06-13,244.3
2012-06-14,241.45
2012-06-15,242.15
2012-06-18,236.35
2012-06-19,236.5
2012-06-20,238.0
2012-06-21,243.15
2012-06-22,243.9
2012-06-25,247.55
2012-06-26,247.55
2012-06-27,247.85
2012-06-28,246.5
2012-06-29,253.1
2012-07-02,262.3
2012-07-03,261.8
2012-07-04,260.7
2012-07-05,259.95
2012-07-06,261.4
2012-07-09,257.5
2012-07-09,257.5
2012-07-10,262.0
2012-07-11,260.45
2012-07-12,256.2
2012-07-13,257.0
2012-07-16,258.7
2012-07-17,256.0
2012-07-18,249.45
2012-07-19,243.4
2012-07-20,238.65
2012-07-23,235.05
2012-07-24,242.95
2012-07-25,235.55
2012-07-26,226.6
2012-07-27,213.25
2012-07-30,233.45
2012-07-31,237.8
2012-08-01,239.65
2012-08-02,237.05
2012-08-03,232.95
2012-08-06,234.5
2012-08-07,233.35
2012-08-08,237.2
2012-08-09,229.5
2012-08-10,227.15
2012-08-13,229.3
2012-08-14,235.95
2012-08-16,236.95
2012-08-17,233.25
2012-08-21,233.1
2012-08-22,233.95
2012-08-23,236.55
2012-08-24,230.05
2012-08-27,221.55
2012-08-28,211.45
2012-08-29,214.25
2012-08-30,218.65
2012-08-31,224.4
2012-09-03,222.7
2012-09-04,225.3
2012-09-05,218.45
2012-09-06,218.65
2012-09-07,229.8
2012-09-08,229.75
2012-09-10,229.65
2012-09-11,233.8
2012-09-12,230.95
2012-09-13,225.8
2012-09-14,233.05
2012-09-17,255.05
2012-09-18,286.95
2012-09-20,284.85
2012-09-21,292.2
2012-09-24,282.85
2012-09-25,284.7
2012-09-26,283.15
2012-09-27,295.85
2012-09-28,301.85
2012-10-01,296.75
2012-10-03,291.25
2012-10-04,293.95
2012-10-05,290.6
2012-10-08,288.55
2012-10-09,285.85
2012-10-10,284.25
2012-10-11,294.05
2012-10-12,293.2
2012-10-15,298.75
2012-10-16,291.8
2012-10-17,284.05
2012-10-18,293.4
2012-10-19,294.6
2012-10-22,288.8
2012-10-23,293.9
2012-10-25,314.2
2012-10-26,309.9
2012-10-29,314.85
2012-10-30,298.3
2012-10-31,310.4
2012-11-01,313.35
2012-11-02,328.5
2012-11-05,327.9
2012-11-06,324.45
2012-11-07,328.2
2012-11-08,326.55
2012-11-09,316.65
2012-11-12,320.75
2012-11-13,317.8
2012-11-15,325.15
2012-11-16,317.0
2012-11-19,313.7
2012-11-20,316.95
2012-11-21,319.9
2012-11-22,320.75
2012-11-23,314.9
2012-11-26,312.45
2012-11-27,318.7
2012-11-29,320.7
2012-11-30,337.2
2012-12-03,332.2
2012-12-04,336.85
2012-12-05,345.35
2012-12-06,349.85
2012-12-07,346.35
2012-12-10,364.75
2012-12-11,348.85
2012-12-12,348.5
2012-12-13,340.1
2012-12-14,351.6
2012-12-17,354.1
2012-12-18,353.9
2012-12-19,345.0
2012-12-20,345.0
2012-12-21,332.65
2012-12-24,328.25
2012-12-26,339.0
2012-12-27,336.15
2012-12-28,345.45
2012-12-31,350.15
