Date,CENTEXT
2012-01-02,2.4
2012-01-03,2.6
2012-01-04,2.45
2012-01-05,2.65
2012-01-06,2.65
2012-01-09,2.65
2012-01-10,2.65
2012-01-11,2.7
2012-01-12,2.75
2012-01-13,2.65
2012-01-16,3.1
2012-01-17,3.05
2012-01-18,2.8
2012-01-19,2.8
2012-01-20,2.8
2012-01-23,2.75
2012-01-24,2.95
2012-01-25,2.9
2012-01-27,2.85
2012-01-30,2.9
2012-01-31,3.0
2012-02-01,3.05
2012-02-02,2.95
2012-02-03,3.0
2012-02-06,2.95
2012-02-07,2.8
2012-02-08,2.75
2012-02-09,2.7
2012-02-10,2.7
2012-02-13,2.7
2012-02-14,3.2
2012-02-15,3.1
2012-02-16,3.1
2012-02-17,3.15
2012-02-21,3.15
2012-02-22,2.9
2012-02-23,2.95
2012-02-24,2.95
2012-02-27,2.95
2012-02-28,3.0
2012-02-29,2.95
2012-03-01,2.9
2012-03-02,2.9
2012-03-03,2.9
2012-03-05,2.8
2012-03-06,2.85
2012-03-07,2.75
2012-03-09,2.85
2012-03-12,2.8
2012-03-13,2.85
2012-03-14,2.75
2012-03-15,2.65
2012-03-16,2.75
2012-03-19,2.65
2012-03-20,2.6
2012-03-21,2.65
2012-03-22,2.45
2012-03-23,2.4
2012-03-26,2.35
2012-03-27,2.35
2012-03-28,2.25
2012-03-29,2.2
2012-03-30,2.3
2012-04-02,2.35
2012-04-03,2.4
2012-04-04,2.35
2012-04-09,2.45
2012-04-10,2.4
2012-04-11,2.4
2012-04-12,2.35
2012-04-13,2.35
2012-04-16,2.4
2012-04-17,2.35
2012-04-18,2.3
2012-04-19,2.25
2012-04-20,2.35
2012-04-23,2.35
2012-04-24,2.25
2012-04-25,2.25
2012-04-26,2.3
2012-04-27,2.2
2012-04-28,2.3
2012-04-30,2.2
2012-05-02,2.3
2012-05-03,2.25
2012-05-04,2.2
2012-05-07,2.2
2012-05-08,2.1
2012-05-09,2.2
2012-05-10,2.15
2012-05-11,2.15
2012-05-14,2.05
2012-05-15,2.1
2012-05-16,2.1
2012-05-17,2.1
2012-05-18,2.0
2012-05-21,2.2
2012-05-22,2.2
2012-05-23,2.05
2012-05-24,2.05
2012-05-25,2.1
2012-05-28,2.05
2012-05-29,2.2
2012-05-30,2.25
2012-05-31,2.25
2012-06-01,2.15
2012-06-04,2.15
2012-06-05,2.1
2012-06-06,2.15
2012-06-07,2.15
2012-06-08,2.15
2012-06-11,2.1
2012-06-12,2.1
2012-06-13,2.1
2012-06-14,2.1
2012-06-15,2.05
2012-06-18,2.1
2012-06-19,2.1
2012-06-20,2.1
2012-06-21,2.1
2012-06-22,2.1
2012-06-25,2.2
2012-06-26,2.15
2012-06-27,2.2
2012-06-28,2.15
2012-06-29,2.25
2012-07-02,2.3
2012-07-03,2.35
2012-07-04,2.4
2012-07-05,2.55
2012-07-06,2.6
2012-07-09,2.55
2012-07-09,2.55
2012-07-10,2.5
2012-07-11,2.55
2012-07-12,2.45
2012-07-13,2.55
2012-07-16,2.4
2012-07-17,2.3
2012-07-18,2.3
2012-07-19,2.25
2012-07-20,2.25
2012-07-23,2.35
2012-07-24,2.3
2012-07-25,2.25
2012-07-26,2.25
2012-07-27,2.15
2012-07-30,2.1
2012-07-31,1.95
2012-08-01,2.3
2012-08-02,2.3
2012-08-03,2.2
2012-08-06,2.15
2012-08-07,2.15
2012-08-08,2.2
2012-08-09,2.2
2012-08-10,2.15
2012-08-13,2.2
2012-08-14,2.25
2012-08-16,2.15
2012-08-17,2.25
2012-08-21,2.3
2012-08-22,2.3
2012-08-23,2.3
2012-08-24,2.25
2012-08-27,2.1
2012-08-28,2.1
2012-08-29,2.15
2012-08-30,2.25
2012-08-31,2.15
2012-09-03,2.2
2012-09-04,2.1
2012-09-05,2.1
2012-09-06,2.15
2012-09-07,2.15
2012-09-08,2.15
2012-09-10,2.15
2012-09-11,2.2
2012-09-12,2.1
2012-09-13,2.05
2012-09-14,2.1
2012-09-17,2.05
2012-09-18,2.1
2012-09-20,2.05
2012-09-21,2.1
2012-09-24,2.2
2012-09-25,2.2
2012-09-26,2.2
2012-09-27,2.2
2012-09-28,2.2
2012-10-01,2.1
2012-10-03,2.15
2012-10-04,2.1
2012-10-05,2.1
2012-10-08,2.05
2012-10-09,2.1
2012-10-10,2.15
2012-10-11,2.1
2012-10-12,2.1
2012-10-15,2.05
2012-10-16,2.05
2012-10-17,2.05
2012-10-18,2.1
2012-10-19,2.05
2012-10-22,2.05
2012-10-23,2.15
2012-10-25,2.1
2012-10-26,2.05
2012-10-29,2.0
2012-10-30,2.0
2012-10-31,2.1
2012-11-01,2.0
2012-11-02,2.05
2012-11-05,2.0
2012-11-06,2.0
2012-11-07,2.0
2012-11-08,2.1
2012-11-09,2.0
2012-11-12,2.0
2012-11-13,1.95
2012-11-15,2.05
2012-11-16,1.95
2012-11-19,2.05
2012-11-20,2.05
2012-11-21,1.95
2012-11-22,1.9
2012-11-23,1.95
2012-11-26,1.9
2012-11-27,1.95
2012-11-29,2.0
2012-11-30,2.0
2012-12-03,1.9
2012-12-04,2.0
2012-12-05,2.05
2012-12-06,2.0
2012-12-07,2.05
2012-12-10,2.05
2012-12-11,2.0
2012-12-12,2.05
2012-12-13,1.95
2012-12-14,2.0
2012-12-17,1.95
2012-12-18,1.95
2012-12-19,2.0
2012-12-20,1.95
2012-12-21,1.95
2012-12-24,1.85
2012-12-26,1.95
2012-12-27,1.9
2012-12-28,1.9
2012-12-31,2.05
