Date,JKIL
2012-01-02,174.25
2012-01-03,172.8
2012-01-04,172.55
2012-01-05,173.6
2012-01-06,168.95
2012-01-07,168.0
2012-01-09,165.05
2012-01-10,169.05
2012-01-11,170.1
2012-01-12,168.85
2012-01-13,170.35
2012-01-16,169.45
2012-01-17,171.35
2012-01-18,175.35
2012-01-19,174.9
2012-01-20,174.9
2012-01-23,175.7
2012-01-24,174.6
2012-01-25,173.55
2012-01-27,173.55
2012-01-30,173.65
2012-01-31,172.5
2012-02-01,170.9
2012-02-02,174.3
2012-02-03,174.05
2012-02-06,174.75
2012-02-07,174.5
2012-02-08,171.3
2012-02-09,174.25
2012-02-10,173.95
2012-02-13,172.5
2012-02-14,172.7
2012-02-15,170.55
2012-02-16,181.85
2012-02-17,176.1
2012-02-21,177.45
2012-02-22,174.35
2012-02-23,171.85
2012-02-24,173.15
2012-02-27,171.95
2012-02-28,173.55
2012-02-29,179.75
2012-03-01,177.9
2012-03-02,179.8
2012-03-03,174.0
2012-03-05,173.95
2012-03-06,171.55
2012-03-07,176.0
2012-03-09,176.5
2012-03-12,173.6
2012-03-13,174.45
2012-03-14,172.35
2012-03-15,178.05
2012-03-16,174.8
2012-03-19,175.3
2012-03-20,175.0
2012-03-21,174.3
2012-03-22,173.75
2012-03-23,174.0
2012-03-26,171.85
2012-03-27,173.05
2012-03-28,172.6
2012-03-29,174.55
2012-03-30,173.25
2012-04-02,172.9
2012-04-03,172.3
2012-04-04,171.1
2012-04-09,172.4
2012-04-10,172.65
2012-04-11,173.6
2012-04-12,171.05
2012-04-13,172.0
2012-04-16,173.05
2012-04-17,173.0
2012-04-18,171.85
2012-04-19,171.7
2012-04-20,172.0
2012-04-23,171.25
2012-04-24,169.0
2012-04-25,169.15
2012-04-26,170.0
2012-04-27,169.55
2012-04-28,169.8
2012-04-30,168.2
2012-05-02,170.45
2012-05-03,169.2
2012-05-04,168.0
2012-05-07,169.0
2012-05-08,169.0
2012-05-09,167.05
2012-05-10,169.15
2012-05-11,166.0
2012-05-14,167.0
2012-05-15,167.0
2012-05-16,164.0
2012-05-17,165.0
2012-05-18,167.5
2012-05-21,165.4
2012-05-22,166.9
2012-05-23,164.65
2012-05-24,163.0
2012-05-25,163.8
2012-05-28,161.85
2012-05-29,161.25
2012-05-30,161.55
2012-05-31,162.0
2012-06-01,161.95
2012-06-04,161.2
2012-06-05,160.05
2012-06-06,160.0
2012-06-07,160.6
2012-06-08,161.0
2012-06-11,157.25
2012-06-12,156.95
2012-06-13,155.8
2012-06-14,153.0
2012-06-15,150.2
2012-06-18,149.75
2012-06-19,149.55
2012-06-20,153.9
2012-06-21,154.7
2012-06-22,150.0
2012-06-25,150.35
2012-06-26,150.1
2012-06-27,151.6
2012-06-28,148.4
2012-06-29,149.2
2012-07-02,149.95
2012-07-03,151.05
2012-07-04,153.0
2012-07-05,152.5
2012-07-06,155.5
2012-07-09,153.1
2012-07-09,153.1
2012-07-10,158.95
2012-07-11,163.7
2012-07-12,156.35
2012-07-13,160.15
2012-07-16,157.95
2012-07-17,158.9
2012-07-18,156.6
2012-07-19,155.5
2012-07-20,154.0
2012-07-23,147.05
2012-07-24,150.0
2012-07-25,146.45
2012-07-26,160.55
2012-07-27,153.95
2012-07-30,156.6
2012-07-31,154.6
2012-08-01,153.8
2012-08-02,154.6
2012-08-03,154.5
2012-08-06,174.5
2012-08-07,170.75
2012-08-08,171.15
2012-08-09,168.15
2012-08-10,163.7
2012-08-13,166.05
2012-08-14,170.15
2012-08-16,179.85
2012-08-17,174.45
2012-08-21,179.4
2012-08-22,183.75
2012-08-23,184.0
2012-08-24,181.35
2012-08-27,185.25
2012-08-28,190.2
2012-08-29,185.2
2012-08-30,183.55
2012-08-31,187.45
2012-09-03,185.2
2012-09-04,191.55
2012-09-05,197.3
2012-09-06,199.55
2012-09-07,199.95
2012-09-08,197.8
2012-09-10,199.6
2012-09-11,201.0
2012-09-12,207.2
2012-09-13,208.15
2012-09-14,214.1
2012-09-17,209.8
2012-09-18,205.65
2012-09-20,206.85
2012-09-21,207.75
2012-09-24,209.75
2012-09-25,210.0
2012-09-26,209.6
2012-09-27,213.65
2012-09-28,214.7
2012-10-01,213.05
2012-10-03,219.45
2012-10-04,219.15
2012-10-05,220.6
2012-10-08,223.5
2012-10-09,225.5
2012-10-10,218.5
2012-10-11,219.2
2012-10-12,219.6
2012-10-15,226.4
2012-10-16,224.1
2012-10-17,224.4
2012-10-18,222.25
2012-10-19,229.95
2012-10-22,227.85
2012-10-23,231.95
2012-10-25,228.35
2012-10-26,223.95
2012-10-29,223.0
2012-10-30,225.0
2012-10-31,230.25
2012-11-01,230.7
2012-11-02,233.85
2012-11-05,236.1
2012-11-06,239.7
2012-11-07,239.15
2012-11-08,236.6
2012-11-09,231.95
2012-11-12,227.5
2012-11-13,229.15
2012-11-15,224.55
2012-11-16,222.2
2012-11-19,220.25
2012-11-20,225.75
2012-11-21,229.7
2012-11-22,229.55
2012-11-23,225.45
2012-11-26,225.9
2012-11-27,221.75
2012-11-29,227.85
2012-11-30,226.0
2012-12-03,229.8
2012-12-04,232.35
2012-12-05,228.0
2012-12-06,225.9
2012-12-07,223.95
2012-12-10,225.55
2012-12-11,225.05
2012-12-12,228.0
2012-12-13,220.45
2012-12-14,219.15
2012-12-17,238.4
2012-12-18,235.95
2012-12-19,235.3
2012-12-20,239.5
2012-12-21,236.95
2012-12-24,231.3
2012-12-26,232.75
2012-12-27,230.6
2012-12-28,232.7
2012-12-31,231.05
