Date,NETWORK18
2012-01-02,38.85
2012-01-03,46.6
2012-01-04,51.2
2012-01-05,48.95
2012-01-06,49.55
2012-01-07,49.8
2012-01-09,48.9
2012-01-10,47.7
2012-01-11,47.9
2012-01-12,46.0
2012-01-13,46.25
2012-01-16,46.95
2012-01-17,46.05
2012-01-18,44.3
2012-01-19,46.0
2012-01-20,44.5
2012-01-23,44.65
2012-01-24,44.1
2012-01-25,44.45
2012-01-27,42.9
2012-01-30,41.4
2012-01-31,40.95
2012-02-01,41.05
2012-02-02,40.75
2012-02-03,40.3
2012-02-06,40.35
2012-02-07,40.3
2012-02-08,39.85
2012-02-09,39.9
2012-02-10,39.7
2012-02-13,39.8
2012-02-14,39.85
2012-02-15,40.1
2012-02-16,48.1
2012-02-17,44.8
2012-02-21,47.85
2012-02-22,43.55
2012-02-23,43.15
2012-02-24,43.05
2012-02-27,40.75
2012-02-28,41.9
2012-02-29,41.3
2012-03-01,40.55
2012-03-02,41.0
2012-03-03,41.1
2012-03-05,40.0
2012-03-06,39.2
2012-03-07,39.2
2012-03-09,39.35
2012-03-12,38.8
2012-03-13,38.4
2012-03-14,37.85
2012-03-15,37.45
2012-03-16,37.5
2012-03-19,36.2
2012-03-20,37.4
2012-03-21,39.4
2012-03-22,37.3
2012-03-23,37.1
2012-03-26,36.6
2012-03-27,36.6
2012-03-28,36.45
2012-03-29,37.15
2012-03-30,36.75
2012-04-02,38.55
2012-04-03,41.1
2012-04-04,38.9
2012-04-09,40.15
2012-04-10,39.2
2012-04-11,38.8
2012-04-12,39.0
2012-04-13,38.15
2012-04-16,38.55
2012-04-17,38.5
2012-04-18,38.4
2012-04-19,38.2
2012-04-20,37.75
2012-04-23,37.0
2012-04-24,37.0
2012-04-25,38.2
2012-04-26,38.35
2012-04-27,37.1
2012-04-28,37.35
2012-04-30,38.05
2012-05-02,39.65
2012-05-03,38.7
2012-05-04,36.85
2012-05-07,36.8
2012-05-08,36.65
2012-05-09,36.05
2012-05-10,35.1
2012-05-11,34.1
2012-05-14,32.95
2012-05-15,32.8
2012-05-16,31.8
2012-05-17,32.05
2012-05-18,32.5
2012-05-21,33.35
2012-05-22,32.55
2012-05-23,32.05
2012-05-24,32.25
2012-05-25,32.0
2012-05-28,32.7
2012-05-29,32.7
2012-05-30,32.5
2012-05-31,30.4
2012-06-01,29.4
2012-06-04,30.35
2012-06-05,29.8
2012-06-06,31.45
2012-06-07,31.4
2012-06-08,32.4
2012-06-11,33.15
2012-06-12,33.35
2012-06-13,33.7
2012-06-14,33.7
2012-06-15,33.9
2012-06-18,33.25
2012-06-19,33.1
2012-06-20,33.25
2012-06-21,34.05
2012-06-22,34.2
2012-06-25,34.8
2012-06-26,37.65
2012-06-27,38.5
2012-06-28,36.7
2012-06-29,36.7
2012-07-02,36.45
2012-07-03,36.15
2012-07-04,36.4
2012-07-05,36.8
2012-07-06,36.25
2012-07-09,35.45
2012-07-09,35.45
2012-07-10,36.05
2012-07-11,35.35
2012-07-12,34.05
2012-07-13,35.3
2012-07-16,34.1
2012-07-17,33.95
2012-07-18,33.3
2012-07-19,33.3
2012-07-20,32.65
2012-07-23,32.0
2012-07-24,31.65
2012-07-25,31.5
2012-07-26,30.3
2012-07-27,30.1
2012-07-30,31.25
2012-07-31,33.55
2012-08-01,32.9
2012-08-02,33.25
2012-08-03,32.85
2012-08-06,33.0
2012-08-07,33.55
2012-08-08,32.35
2012-08-09,31.5
2012-08-10,31.45
2012-08-13,31.65
2012-08-14,32.25
2012-08-16,32.8
2012-08-17,33.1
2012-08-21,33.9
2012-08-22,33.4
2012-08-23,33.25
2012-08-24,34.4
2012-08-27,33.35
2012-08-28,32.05
2012-08-29,30.5
2012-08-30,31.5
2012-08-31,31.55
2012-09-03,29.9
2012-09-04,29.1
2012-09-05,28.55
2012-09-06,28.55
2012-09-07,30.0
2012-09-08,30.45
2012-09-10,30.15
2012-09-11,29.45
2012-09-12,30.8
2012-09-13,31.65
2012-09-14,30.65
2012-09-17,32.5
2012-09-18,31.75
2012-09-20,30.55
2012-09-21,30.7
2012-09-24,30.55
2012-09-25,30.4
2012-09-26,30.6
2012-09-27,30.55
2012-09-28,30.6
2012-10-01,31.5
2012-10-03,31.4
2012-10-04,31.3
2012-10-05,33.05
2012-10-08,32.6
2012-10-09,32.0
2012-10-10,30.45
2012-10-11,30.8
2012-10-12,31.05
2012-10-15,34.55
2012-10-16,33.6
2012-10-17,37.55
2012-10-18,37.3
2012-10-19,37.3
2012-10-22,37.6
2012-10-23,36.1
2012-10-25,36.05
2012-10-26,34.75
2012-10-29,33.4
2012-10-30,32.7
2012-10-31,34.8
2012-11-01,35.75
2012-11-02,35.85
2012-11-05,35.75
2012-11-06,37.0
2012-11-07,36.65
2012-11-08,36.1
2012-11-09,34.7
2012-11-12,35.3
2012-11-13,37.5
2012-11-15,45.0
2012-11-16,39.7
2012-11-19,38.4
2012-11-20,39.1
2012-11-21,39.9
2012-11-22,39.1
2012-11-23,39.1
2012-11-26,40.5
2012-11-27,44.3
2012-11-29,44.25
2012-11-30,45.95
2012-12-03,45.2
2012-12-04,46.45
2012-12-05,44.3
2012-12-06,44.8
2012-12-07,45.1
2012-12-10,44.4
2012-12-11,43.85
2012-12-12,43.65
2012-12-13,43.25
2012-12-14,43.0
2012-12-17,43.1
2012-12-18,43.35
2012-12-19,42.55
2012-12-20,42.3
2012-12-21,40.75
2012-12-24,41.15
2012-12-26,41.9
2012-12-27,41.1
2012-12-28,40.9
2012-12-31,41.45
