Date,GREAVESCOT
2012-01-02,78.25
2012-01-03,78.5
2012-01-04,78.35
2012-01-05,78.7
2012-01-06,76.85
2012-01-07,76.75
2012-01-09,79.05
2012-01-10,80.5
2012-01-11,81.1
2012-01-12,81.75
2012-01-13,82.5
2012-01-16,82.9
2012-01-17,85.1
2012-01-18,86.05
2012-01-19,87.65
2012-01-20,89.15
2012-01-23,86.35
2012-01-24,86.6
2012-01-25,83.55
2012-01-27,85.0
2012-01-30,83.05
2012-01-31,86.25
2012-02-01,82.85
2012-02-02,83.15
2012-02-03,82.4
2012-02-06,82.7
2012-02-07,82.25
2012-02-08,82.3
2012-02-09,84.55
2012-02-10,82.8
2012-02-13,81.15
2012-02-14,85.4
2012-02-15,85.7
2012-02-16,87.2
2012-02-17,87.35
2012-02-21,87.1
2012-02-22,86.9
2012-02-23,86.1
2012-02-24,84.55
2012-02-27,81.65
2012-02-28,80.6
2012-02-29,80.55
2012-03-01,82.0
2012-03-02,81.95
2012-03-03,81.1
2012-03-05,78.7
2012-03-06,78.2
2012-03-07,79.35
2012-03-09,78.7
2012-03-12,79.4
2012-03-13,79.9
2012-03-14,81.7
2012-03-15,81.25
2012-03-16,81.0
2012-03-19,82.95
2012-03-20,83.1
2012-03-21,84.8
2012-03-22,84.95
2012-03-23,85.0
2012-03-26,83.35
2012-03-27,84.25
2012-03-28,85.0
2012-03-29,84.9
2012-03-30,87.6
2012-04-02,86.05
2012-04-03,86.05
2012-04-04,85.55
2012-04-09,85.4
2012-04-10,85.4
2012-04-11,84.15
2012-04-12,83.05
2012-04-13,82.95
2012-04-16,81.4
2012-04-17,82.75
2012-04-18,84.0
2012-04-19,84.05
2012-04-20,82.4
2012-04-23,81.55
2012-04-24,81.9
2012-04-25,81.25
2012-04-26,82.8
2012-04-27,83.2
2012-04-28,82.95
2012-04-30,81.3
2012-05-02,81.4
2012-05-03,80.2
2012-05-04,79.35
2012-05-07,79.45
2012-05-08,81.2
2012-05-09,77.25
2012-05-10,79.2
2012-05-11,77.0
2012-05-14,74.0
2012-05-15,74.35
2012-05-16,73.45
2012-05-17,72.4
2012-05-18,73.0
2012-05-21,73.2
2012-05-22,72.25
2012-05-23,70.5
2012-05-24,70.05
2012-05-25,70.15
2012-05-28,69.5
2012-05-29,69.85
2012-05-30,69.45
2012-05-31,68.55
2012-06-01,67.65
2012-06-04,69.1
2012-06-05,68.6
2012-06-06,69.1
2012-06-07,69.45
2012-06-08,69.2
2012-06-11,70.0
2012-06-12,68.95
2012-06-13,69.45
2012-06-14,69.15
2012-06-15,69.4
2012-06-18,69.05
2012-06-19,69.1
2012-06-20,69.8
2012-06-21,70.75
2012-06-22,70.95
2012-06-25,69.95
2012-06-26,70.7
2012-06-27,70.45
2012-06-28,70.1
2012-06-29,70.05
2012-07-02,69.95
2012-07-03,69.5
2012-07-04,69.25
2012-07-05,67.35
2012-07-06,67.9
2012-07-09,66.5
2012-07-09,66.5
2012-07-10,65.95
2012-07-11,64.4
2012-07-12,63.1
2012-07-13,62.9
2012-07-16,62.1
2012-07-17,60.9
2012-07-18,67.05
2012-07-19,67.7
2012-07-20,65.65
2012-07-23,64.8
2012-07-24,65.7
2012-07-25,63.45
2012-07-26,63.1
2012-07-27,61.7
2012-07-30,62.15
2012-07-31,64.3
2012-08-01,65.1
2012-08-02,65.45
2012-08-03,65.75
2012-08-06,65.0
2012-08-07,65.2
2012-08-08,65.4
2012-08-09,65.1
2012-08-10,65.05
2012-08-13,65.05
2012-08-14,65.55
2012-08-16,65.3
2012-08-17,66.3
2012-08-21,66.9
2012-08-22,66.45
2012-08-23,66.75
2012-08-24,65.95
2012-08-27,66.25
2012-08-28,66.35
2012-08-29,66.4
2012-08-30,66.35
2012-08-31,66.85
2012-09-03,67.15
2012-09-04,66.9
2012-09-05,65.75
2012-09-06,65.95
2012-09-07,67.5
2012-09-08,67.15
2012-09-10,69.7
2012-09-11,71.1
2012-09-12,70.05
2012-09-13,67.3
2012-09-14,67.1
2012-09-17,67.25
2012-09-18,69.0
2012-09-20,68.7
2012-09-21,68.95
2012-09-24,73.35
2012-09-25,74.85
2012-09-26,73.85
2012-09-27,74.6
2012-09-28,78.0
2012-10-01,80.2
2012-10-03,78.1
2012-10-04,78.15
2012-10-05,82.95
2012-10-08,84.7
2012-10-09,83.9
2012-10-10,81.6
2012-10-11,79.7
2012-10-12,79.35
2012-10-15,80.5
2012-10-16,81.1
2012-10-17,80.85
2012-10-18,79.8
2012-10-19,79.75
2012-10-22,80.6
2012-10-23,80.0
2012-10-25,78.85
2012-10-26,78.1
2012-10-29,77.55
2012-10-30,78.5
2012-10-31,77.4
2012-11-01,76.9
2012-11-02,77.25
2012-11-05,74.75
2012-11-06,74.45
2012-11-07,73.5
2012-11-08,73.2
2012-11-09,72.35
2012-11-12,74.65
2012-11-13,76.6
2012-11-15,74.9
2012-11-16,74.2
2012-11-19,74.0
2012-11-20,73.9
2012-11-21,73.85
2012-11-22,76.0
2012-11-23,79.2
2012-11-26,78.9
2012-11-27,77.5
2012-11-29,78.6
2012-11-30,77.3
2012-12-03,77.0
2012-12-04,76.65
2012-12-05,76.2
2012-12-06,75.85
2012-12-07,76.55
2012-12-10,77.55
2012-12-11,79.95
2012-12-12,78.25
2012-12-13,76.4
2012-12-14,76.0
2012-12-17,76.65
2012-12-18,76.3
2012-12-19,75.9
2012-12-20,75.35
2012-12-21,75.5
2012-12-24,75.95
2012-12-26,77.05
2012-12-27,79.15
2012-12-28,79.95
2012-12-31,81.45
