Date,RAMCOCEM
2012-01-02,102.45
2012-01-03,107.45
2012-01-04,106.35
2012-01-05,106.95
2012-01-06,102.85
2012-01-07,103.95
2012-01-09,102.6
2012-01-10,104.85
2012-01-11,103.95
2012-01-12,103.9
2012-01-13,104.5
2012-01-16,105.05
2012-01-17,106.85
2012-01-18,107.15
2012-01-19,107.55
2012-01-20,107.6
2012-01-23,108.15
2012-01-24,113.65
2012-01-25,116.5
2012-01-27,114.55
2012-01-30,114.05
2012-01-31,116.95
2012-02-01,119.2
2012-02-02,125.2
2012-02-03,129.7
2012-02-06,132.8
2012-02-07,136.95
2012-02-08,140.25
2012-02-09,139.05
2012-02-10,137.25
2012-02-13,141.05
2012-02-14,142.1
2012-02-15,150.2
2012-02-16,153.2
2012-02-17,151.35
2012-02-21,150.0
2012-02-22,139.45
2012-02-23,136.75
2012-02-24,138.15
2012-02-27,138.35
2012-02-28,140.75
2012-02-29,141.0
2012-03-01,141.15
2012-03-02,141.9
2012-03-03,138.05
2012-03-05,139.5
2012-03-06,138.05
2012-03-07,139.2
2012-03-09,141.85
2012-03-12,140.0
2012-03-13,141.65
2012-03-14,142.9
2012-03-15,142.2
2012-03-16,146.35
2012-03-19,149.1
2012-03-20,150.6
2012-03-21,150.85
2012-03-22,150.15
2012-03-23,153.6
2012-03-26,152.85
2012-03-27,154.35
2012-03-28,156.35
2012-03-29,155.35
2012-03-30,153.75
2012-04-02,155.15
2012-04-03,153.0
2012-04-04,153.25
2012-04-09,151.85
2012-04-10,149.5
2012-04-11,144.1
2012-04-12,145.1
2012-04-13,150.8
2012-04-16,152.4
2012-04-17,155.25
2012-04-18,155.3
2012-04-19,151.7
2012-04-20,150.45
2012-04-23,150.9
2012-04-24,147.0
2012-04-25,146.25
2012-04-26,146.8
2012-04-27,143.95
2012-04-28,142.6
2012-04-30,148.35
2012-05-02,149.95
2012-05-03,145.15
2012-05-04,140.45
2012-05-07,146.5
2012-05-08,144.45
2012-05-09,145.0
2012-05-10,144.75
2012-05-11,144.6
2012-05-14,144.9
2012-05-15,143.35
2012-05-16,144.0
2012-05-17,139.3
2012-05-18,138.9
2012-05-21,138.6
2012-05-22,137.7
2012-05-23,138.9
2012-05-24,136.0
2012-05-25,134.9
2012-05-28,140.8
2012-05-29,138.95
2012-05-30,137.0
2012-05-31,136.8
2012-06-01,137.85
2012-06-04,135.75
2012-06-05,137.5
2012-06-06,138.3
2012-06-07,144.0
2012-06-08,145.0
2012-06-11,140.8
2012-06-12,145.0
2012-06-13,150.05
2012-06-14,150.15
2012-06-15,151.75
2012-06-18,151.9
2012-06-19,152.2
2012-06-20,153.35
2012-06-21,156.2
2012-06-22,150.0
2012-06-25,148.05
2012-06-26,146.65
2012-06-27,147.15
2012-06-28,149.2
2012-06-29,159.8
2012-07-02,158.3
2012-07-03,155.8
2012-07-04,156.65
2012-07-05,159.15
2012-07-06,156.1
2012-07-09,155.25
2012-07-09,155.25
2012-07-10,156.15
2012-07-11,154.95
2012-07-12,154.95
2012-07-13,155.15
2012-07-16,156.05
2012-07-17,156.0
2012-07-18,154.9
2012-07-19,155.4
2012-07-20,155.05
2012-07-23,156.7
2012-07-24,157.0
2012-07-25,157.6
2012-07-26,155.2
2012-07-27,158.75
2012-07-30,158.65
2012-07-31,165.3
2012-08-01,169.8
2012-08-02,178.75
2012-08-03,173.1
2012-08-06,175.25
2012-08-07,173.5
2012-08-08,171.3
2012-08-09,171.5
2012-08-10,171.1
2012-08-13,173.1
2012-08-14,174.95
2012-08-16,176.8
2012-08-17,177.55
2012-08-21,180.1
2012-08-22,180.15
2012-08-23,185.9
2012-08-24,189.15
2012-08-27,185.45
2012-08-28,182.25
2012-08-29,179.95
2012-08-30,180.1
2012-08-31,179.9
2012-09-03,183.0
2012-09-04,182.5
2012-09-05,183.0
2012-09-06,182.05
2012-09-07,184.75
2012-09-08,184.65
2012-09-10,185.4
2012-09-11,182.35
2012-09-12,181.3
2012-09-13,184.05
2012-09-14,182.9
2012-09-17,182.5
2012-09-18,180.65
2012-09-20,177.55
2012-09-21,182.5
2012-09-24,183.0
2012-09-25,182.5
2012-09-26,186.0
2012-09-27,190.4
2012-09-28,192.65
2012-10-01,192.45
2012-10-03,192.6
2012-10-04,196.0
2012-10-05,193.6
2012-10-08,190.05
2012-10-09,186.3
2012-10-10,182.85
2012-10-11,181.8
2012-10-12,185.65
2012-10-15,187.7
2012-10-16,185.2
2012-10-17,185.3
2012-10-18,188.95
2012-10-19,188.05
2012-10-22,185.4
2012-10-23,186.7
2012-10-25,192.45
2012-10-26,190.9
2012-10-29,195.95
2012-10-30,199.05
2012-10-31,203.85
2012-11-01,204.6
2012-11-02,206.05
2012-11-05,203.8
2012-11-06,212.1
2012-11-07,217.5
2012-11-08,213.9
2012-11-09,211.85
2012-11-12,214.1
2012-11-13,216.15
2012-11-15,215.45
2012-11-16,215.4
2012-11-19,212.95
2012-11-20,208.95
2012-11-21,205.7
2012-11-22,202.45
2012-11-23,203.3
2012-11-26,203.75
2012-11-27,204.0
2012-11-29,203.75
2012-11-30,202.9
2012-12-03,202.8
2012-12-04,204.4
2012-12-05,207.95
2012-12-06,204.95
2012-12-07,206.3
2012-12-10,205.9
2012-12-11,214.55
2012-12-12,211.8
2012-12-13,211.4
2012-12-14,215.15
2012-12-17,218.35
2012-12-18,220.4
2012-12-19,224.8
2012-12-20,227.95
2012-12-21,230.0
2012-12-24,234.2
2012-12-26,238.05
2012-12-27,244.75
2012-12-28,249.2
2012-12-31,245.9
