Date,ABB
2012-01-02,581.7
2012-01-03,593.5
2012-01-04,596.0
2012-01-05,594.2
2012-01-06,582.95
2012-01-07,583.65
2012-01-09,600.3
2012-01-10,620.95
2012-01-11,639.95
2012-01-12,678.3
2012-01-13,705.6
2012-01-16,718.05
2012-01-17,738.9
2012-01-18,714.3
2012-01-19,726.8
2012-01-20,736.25
2012-01-23,756.4
2012-01-24,779.15
2012-01-25,799.6
2012-01-27,797.05
2012-01-30,805.4
2012-01-31,816.3
2012-02-01,820.35
2012-02-02,860.3
2012-02-03,890.05
2012-02-06,884.3
2012-02-07,863.45
2012-02-08,868.4
2012-02-09,869.6
2012-02-10,873.7
2012-02-13,849.8
2012-02-14,854.75
2012-02-15,861.9
2012-02-16,869.85
2012-02-17,890.95
2012-02-21,878.6
2012-02-22,864.05
2012-02-23,875.7
2012-02-24,828.2
2012-02-27,834.35
2012-02-28,819.8
2012-02-29,810.0
2012-03-01,812.65
2012-03-02,822.75
2012-03-03,819.7
2012-03-05,801.45
2012-03-06,808.7
2012-03-07,825.15
2012-03-09,846.45
2012-03-12,842.6
2012-03-13,863.9
2012-03-14,875.95
2012-03-15,865.4
2012-03-16,852.35
2012-03-19,817.7
2012-03-20,826.95
2012-03-21,832.3
2012-03-22,814.5
2012-03-23,815.9
2012-03-26,816.2
2012-03-27,821.0
2012-03-28,825.1
2012-03-29,853.3
2012-03-30,840.45
2012-04-02,845.25
2012-04-03,856.45
2012-04-04,840.9
2012-04-09,818.5
2012-04-10,816.25
2012-04-11,823.25
2012-04-12,836.65
2012-04-13,831.0
2012-04-16,826.35
2012-04-17,833.0
2012-04-18,830.5
2012-04-19,822.3
2012-04-20,820.55
2012-04-23,805.95
2012-04-24,805.1
2012-04-25,782.35
2012-04-26,810.3
2012-04-27,809.0
2012-04-28,808.2
2012-04-30,812.8
2012-05-02,801.2
2012-05-03,793.35
2012-05-04,770.3
2012-05-07,779.25
2012-05-08,758.0
2012-05-09,749.5
2012-05-10,724.8
2012-05-11,719.65
2012-05-14,712.1
2012-05-15,706.9
2012-05-16,699.8
2012-05-17,716.7
2012-05-18,712.8
2012-05-21,710.3
2012-05-22,724.4
2012-05-23,721.65
2012-05-24,722.5
2012-05-25,725.1
2012-05-28,751.5
2012-05-29,751.05
2012-05-30,739.8
2012-05-31,734.15
2012-06-01,716.25
2012-06-04,721.6
2012-06-05,719.0
2012-06-06,742.3
2012-06-07,747.7
2012-06-08,759.45
2012-06-11,754.3
2012-06-12,772.05
2012-06-13,774.7
2012-06-14,770.35
2012-06-15,771.75
2012-06-18,750.95
2012-06-19,766.85
2012-06-20,782.75
2012-06-21,798.9
2012-06-22,795.0
2012-06-25,790.25
2012-06-26,780.1
2012-06-27,785.65
2012-06-28,792.05
2012-06-29,802.15
2012-07-02,804.65
2012-07-03,802.45
2012-07-04,798.4
2012-07-05,802.0
2012-07-06,795.0
2012-07-09,782.95
2012-07-09,782.95
2012-07-10,804.1
2012-07-11,792.15
2012-07-12,783.1
2012-07-13,782.8
2012-07-16,778.25
2012-07-17,759.35
2012-07-18,764.35
2012-07-19,769.3
2012-07-20,761.45
2012-07-23,735.25
2012-07-24,742.25
2012-07-25,752.45
2012-07-26,746.65
2012-07-27,775.55
2012-07-30,793.25
2012-07-31,795.95
2012-08-01,796.55
2012-08-02,789.35
2012-08-03,780.05
2012-08-06,797.8
2012-08-07,791.05
2012-08-08,805.35
2012-08-09,789.6
2012-08-10,771.25
2012-08-13,787.85
2012-08-14,777.1
2012-08-16,767.95
2012-08-17,764.65
2012-08-21,770.75
2012-08-22,764.4
2012-08-23,754.45
2012-08-24,742.9
2012-08-27,741.0
2012-08-28,734.85
2012-08-29,729.45
2012-08-30,709.85
2012-08-31,713.95
2012-09-03,719.2
2012-09-04,723.05
2012-09-05,715.8
2012-09-06,717.9
2012-09-07,731.85
2012-09-08,731.25
2012-09-10,736.75
2012-09-11,746.55
2012-09-12,737.2
2012-09-13,733.4
2012-09-14,747.55
2012-09-17,771.0
2012-09-18,769.95
2012-09-20,744.35
2012-09-21,769.45
2012-09-24,785.35
2012-09-25,771.8
2012-09-26,782.1
2012-09-27,785.55
2012-09-28,800.65
2012-10-01,793.55
2012-10-03,791.5
2012-10-04,795.15
2012-10-05,790.75
2012-10-08,768.85
2012-10-09,770.7
2012-10-10,776.6
2012-10-11,783.2
2012-10-12,786.4
2012-10-15,785.45
2012-10-16,782.1
2012-10-17,781.9
2012-10-18,780.6
2012-10-19,779.6
2012-10-22,772.1
2012-10-23,756.2
2012-10-25,752.8
2012-10-26,747.65
2012-10-29,741.6
2012-10-30,737.0
2012-10-31,737.85
2012-11-01,736.0
2012-11-02,717.25
2012-11-05,721.95
2012-11-06,729.35
2012-11-07,725.45
2012-11-08,725.9
2012-11-09,729.1
2012-11-12,729.35
2012-11-13,725.6
2012-11-15,731.05
2012-11-16,721.45
2012-11-19,717.15
2012-11-20,710.35
2012-11-21,709.15
2012-11-22,707.0
2012-11-23,710.2
2012-11-26,701.2
2012-11-27,705.25
2012-11-29,704.8
2012-11-30,713.4
2012-12-03,718.7
2012-12-04,723.45
2012-12-05,724.15
2012-12-06,722.0
2012-12-07,717.25
2012-12-10,711.9
2012-12-11,712.15
2012-12-12,712.0
2012-12-13,704.95
2012-12-14,699.3
2012-12-17,704.0
2012-12-18,708.5
2012-12-19,712.55
2012-12-20,698.95
2012-12-21,688.35
2012-12-24,690.5
2012-12-26,694.75
2012-12-27,691.2
2012-12-28,700.65
2012-12-31,700.75
