Date,GODREJPROP
2012-01-02,606.55
2012-01-03,613.25
2012-01-04,624.25
2012-01-05,627.95
2012-01-06,620.95
2012-01-07,625.95
2012-01-09,623.55
2012-01-10,628.15
2012-01-11,631.85
2012-01-12,626.7
2012-01-13,629.0
2012-01-16,636.95
2012-01-17,641.65
2012-01-18,639.45
2012-01-19,651.6
2012-01-20,647.2
2012-01-23,650.95
2012-01-24,657.9
2012-01-25,660.4
2012-01-27,665.1
2012-01-30,642.55
2012-01-31,659.2
2012-02-01,658.2
2012-02-02,656.9
2012-02-03,659.75
2012-02-06,641.45
2012-02-07,629.85
2012-02-08,643.9
2012-02-09,656.2
2012-02-10,648.65
2012-02-13,650.0
2012-02-14,653.5
2012-02-15,653.75
2012-02-16,657.65
2012-02-17,665.65
2012-02-21,662.75
2012-02-22,647.7
2012-02-23,649.65
2012-02-24,656.6
2012-02-27,639.0
2012-02-28,659.6
2012-02-29,660.6
2012-03-01,655.0
2012-03-02,669.55
2012-03-03,665.9
2012-03-05,661.8
2012-03-06,650.95
2012-03-07,643.75
2012-03-09,651.7
2012-03-12,655.7
2012-03-13,671.3
2012-03-14,673.65
2012-03-15,667.2
2012-03-16,648.75
2012-03-19,642.75
2012-03-20,632.0
2012-03-21,639.15
2012-03-22,620.0
2012-03-23,656.55
2012-03-26,639.85
2012-03-27,626.7
2012-03-28,614.6
2012-03-29,611.05
2012-03-30,613.0
2012-04-02,602.4
2012-04-03,615.45
2012-04-04,618.55
2012-04-09,618.8
2012-04-10,621.05
2012-04-11,617.5
2012-04-12,610.6
2012-04-13,615.8
2012-04-16,608.35
2012-04-17,609.2
2012-04-18,614.0
2012-04-19,611.9
2012-04-20,608.85
2012-04-23,605.9
2012-04-24,607.85
2012-04-25,599.8
2012-04-26,599.55
2012-04-27,598.4
2012-04-28,603.6
2012-04-30,593.05
2012-05-02,589.65
2012-05-03,595.25
2012-05-04,588.3
2012-05-07,589.95
2012-05-08,589.45
2012-05-09,594.25
2012-05-10,586.45
2012-05-11,571.3
2012-05-14,573.9
2012-05-15,572.65
2012-05-16,569.05
2012-05-17,565.45
2012-05-18,572.35
2012-05-21,573.85
2012-05-22,577.2
2012-05-23,578.7
2012-05-24,577.55
2012-05-25,570.5
2012-05-28,579.25
2012-05-29,581.3
2012-05-30,578.15
2012-05-31,580.5
2012-06-01,570.0
2012-06-04,570.5
2012-06-05,572.1
2012-06-06,571.4
2012-06-07,570.75
2012-06-08,575.55
2012-06-11,574.55
2012-06-12,602.0
2012-06-13,584.0
2012-06-14,569.7
2012-06-15,571.55
2012-06-18,567.4
2012-06-19,564.2
2012-06-20,565.1
2012-06-21,562.55
2012-06-22,551.3
2012-06-25,543.25
2012-06-26,542.8
2012-06-27,539.85
2012-06-28,532.0
2012-06-29,527.3
2012-07-02,522.05
2012-07-03,536.15
2012-07-04,542.0
2012-07-05,540.85
2012-07-06,550.65
2012-07-09,542.15
2012-07-09,542.15
2012-07-10,538.7
2012-07-11,529.3
2012-07-12,522.45
2012-07-13,516.95
2012-07-16,515.6
2012-07-17,515.85
2012-07-18,508.95
2012-07-19,505.3
2012-07-20,513.8
2012-07-23,504.25
2012-07-24,506.15
2012-07-25,509.05
2012-07-26,500.6
2012-07-27,505.65
2012-07-30,511.3
2012-07-31,509.9
2012-08-01,516.3
2012-08-02,518.25
2012-08-03,513.85
2012-08-06,512.05
2012-08-07,519.05
2012-08-08,512.8
2012-08-09,510.15
2012-08-10,507.6
2012-08-13,507.9
2012-08-14,510.2
2012-08-16,519.15
2012-08-17,521.45
2012-08-21,524.9
2012-08-22,532.05
2012-08-23,529.45
2012-08-24,526.45
2012-08-27,520.15
2012-08-28,521.4
2012-08-29,517.5
2012-08-30,524.75
2012-08-31,515.75
2012-09-03,515.0
2012-09-04,516.0
2012-09-05,520.15
2012-09-06,520.7
2012-09-07,518.65
2012-09-08,521.8
2012-09-10,523.8
2012-09-11,531.35
2012-09-12,539.45
2012-09-13,549.1
2012-09-14,545.95
2012-09-17,551.2
2012-09-18,558.5
2012-09-20,550.75
2012-09-21,549.6
2012-09-24,569.45
2012-09-25,589.3
2012-09-26,598.0
2012-09-27,588.0
2012-09-28,596.85
2012-10-01,592.0
2012-10-03,592.0
2012-10-04,596.35
2012-10-05,590.0
2012-10-08,593.5
2012-10-09,592.45
2012-10-10,582.55
2012-10-11,575.1
2012-10-12,580.7
2012-10-15,583.45
2012-10-16,586.4
2012-10-17,590.1
2012-10-18,596.1
2012-10-19,605.4
2012-10-22,587.4
2012-10-23,594.0
2012-10-25,597.15
2012-10-26,584.75
2012-10-29,589.75
2012-10-30,587.7
2012-10-31,579.6
2012-11-01,601.4
2012-11-02,605.05
2012-11-05,614.75
2012-11-06,609.1
2012-11-07,616.2
2012-11-08,647.3
2012-11-09,642.05
2012-11-12,632.1
2012-11-13,653.05
2012-11-15,633.75
2012-11-16,632.65
2012-11-19,623.05
2012-11-20,619.6
2012-11-21,632.05
2012-11-22,627.4
2012-11-23,627.9
2012-11-26,622.7
2012-11-27,624.7
2012-11-29,632.45
2012-11-30,639.65
2012-12-03,652.8
2012-12-04,650.8
2012-12-05,660.45
2012-12-06,655.6
2012-12-07,659.9
2012-12-10,661.65
2012-12-11,657.35
2012-12-12,657.5
2012-12-13,655.75
2012-12-14,658.75
2012-12-17,651.35
2012-12-18,671.75
2012-12-19,659.2
2012-12-20,653.1
2012-12-21,642.05
2012-12-24,651.6
2012-12-26,644.9
2012-12-27,641.05
2012-12-28,639.05
2012-12-31,639.4
