Date,KKCL
2012-01-02,697.4
2012-01-03,702.95
2012-01-04,712.25
2012-01-05,710.0
2012-01-06,698.25
2012-01-09,699.95
2012-01-10,706.0
2012-01-11,689.6
2012-01-12,695.0
2012-01-13,701.7
2012-01-16,695.0
2012-01-17,694.4
2012-01-18,681.85
2012-01-19,673.05
2012-01-20,675.0
2012-01-23,636.6
2012-01-24,624.8
2012-01-25,629.5
2012-01-27,628.1
2012-01-30,626.85
2012-01-31,626.15
2012-02-01,630.1
2012-02-02,636.9
2012-02-03,628.95
2012-02-06,639.95
2012-02-07,640.0
2012-02-08,646.0
2012-02-09,642.2
2012-02-10,641.95
2012-02-13,641.4
2012-02-14,645.2
2012-02-15,663.2
2012-02-16,652.3
2012-02-17,643.85
2012-02-21,641.0
2012-02-22,639.8
2012-02-23,622.25
2012-02-24,623.2
2012-02-27,616.55
2012-02-28,632.85
2012-02-29,642.0
2012-03-01,642.65
2012-03-02,640.95
2012-03-03,641.25
2012-03-05,651.2
2012-03-06,646.1
2012-03-07,650.45
2012-03-09,640.75
2012-03-12,648.5
2012-03-13,647.2
2012-03-14,630.95
2012-03-15,649.2
2012-03-16,661.95
2012-03-19,652.85
2012-03-20,644.1
2012-03-21,653.8
2012-03-22,642.45
2012-03-23,661.5
2012-03-26,651.0
2012-03-27,644.35
2012-03-28,650.0
2012-03-29,656.9
2012-03-30,655.05
2012-04-02,660.0
2012-04-03,648.8
2012-04-04,648.65
2012-04-09,646.2
2012-04-10,639.8
2012-04-11,636.8
2012-04-12,625.4
2012-04-13,636.75
2012-04-16,654.95
2012-04-17,648.5
2012-04-18,640.9
2012-04-19,647.0
2012-04-20,645.8
2012-04-23,645.15
2012-04-24,630.25
2012-04-25,622.0
2012-04-26,623.0
2012-04-27,618.0
2012-04-28,639.0
2012-04-30,623.3
2012-05-02,627.2
2012-05-03,635.0
2012-05-04,620.0
2012-05-07,609.95
2012-05-08,611.35
2012-05-09,607.2
2012-05-10,609.1
2012-05-11,612.0
2012-05-14,599.8
2012-05-15,592.25
2012-05-16,592.65
2012-05-17,603.4
2012-05-18,600.0
2012-05-21,588.65
2012-05-22,603.0
2012-05-23,603.5
2012-05-24,600.5
2012-05-25,596.5
2012-05-28,589.25
2012-05-29,589.7
2012-05-30,585.7
2012-05-31,583.4
2012-06-01,576.5
2012-06-04,568.6
2012-06-05,570.1
2012-06-06,572.95
2012-06-07,571.6
2012-06-08,573.5
2012-06-11,587.95
2012-06-12,582.3
2012-06-13,571.3
2012-06-14,577.95
2012-06-15,562.9
2012-06-18,554.15
2012-06-19,553.75
2012-06-20,569.4
2012-06-21,568.45
2012-06-22,574.25
2012-06-25,578.4
2012-06-26,569.35
2012-06-27,565.05
2012-06-28,561.9
2012-06-29,580.05
2012-07-02,571.45
2012-07-03,566.05
2012-07-04,562.6
2012-07-05,561.7
2012-07-06,578.3
2012-07-09,560.4
2012-07-09,560.4
2012-07-10,554.5
2012-07-11,554.45
2012-07-12,552.0
2012-07-13,556.45
2012-07-16,533.25
2012-07-17,529.95
2012-07-18,534.1
2012-07-19,526.65
2012-07-20,538.3
2012-07-23,502.15
2012-07-24,504.5
2012-07-25,500.15
2012-07-26,495.6
2012-07-27,495.1
2012-07-30,494.9
2012-07-31,498.05
2012-08-01,504.9
2012-08-02,516.0
2012-08-03,521.4
2012-08-06,539.05
2012-08-07,550.45
2012-08-08,560.0
2012-08-09,560.0
2012-08-10,576.0
2012-08-13,576.5
2012-08-14,585.0
2012-08-16,589.7
2012-08-17,594.85
2012-08-21,606.1
2012-08-22,600.15
2012-08-23,608.9
2012-08-24,615.0
2012-08-27,611.2
2012-08-28,606.5
2012-08-29,608.6
2012-08-30,604.65
2012-08-31,600.0
2012-09-03,603.7
2012-09-04,615.85
2012-09-05,615.5
2012-09-06,619.45
2012-09-07,627.6
2012-09-10,624.95
2012-09-11,619.75
2012-09-12,620.0
2012-09-13,624.8
2012-09-14,623.4
2012-09-17,642.25
2012-09-18,648.25
2012-09-20,641.8
2012-09-21,654.8
2012-09-24,663.4
2012-09-25,655.0
2012-09-26,666.75
2012-09-27,666.95
2012-09-28,678.6
2012-10-01,674.95
2012-10-03,681.95
2012-10-04,687.95
2012-10-05,687.3
2012-10-08,688.45
2012-10-09,687.25
2012-10-10,698.95
2012-10-11,707.95
2012-10-12,700.5
2012-10-15,704.4
2012-10-16,705.05
2012-10-17,706.5
2012-10-18,706.3
2012-10-19,700.6
2012-10-22,699.75
2012-10-23,696.35
2012-10-25,688.15
2012-10-26,687.4
2012-10-29,678.15
2012-10-30,695.15
2012-10-31,695.0
2012-11-01,690.05
2012-11-02,694.2
2012-11-05,704.2
2012-11-06,697.25
2012-11-07,699.4
2012-11-08,697.25
2012-11-09,703.9
2012-11-12,721.6
2012-11-13,751.85
2012-11-15,753.8
2012-11-16,745.35
2012-11-19,745.6
2012-11-20,736.8
2012-11-21,739.45
2012-11-22,737.8
2012-11-23,742.2
2012-11-26,744.4
2012-11-27,741.85
2012-11-29,729.3
2012-11-30,728.8
2012-12-03,733.5
2012-12-04,728.25
2012-12-05,729.2
2012-12-06,713.25
2012-12-07,703.25
2012-12-10,694.2
2012-12-11,681.55
2012-12-12,676.55
2012-12-13,672.05
2012-12-14,674.35
2012-12-17,665.6
2012-12-18,673.1
2012-12-19,680.15
2012-12-20,674.6
2012-12-21,678.05
2012-12-24,682.65
2012-12-26,690.0
2012-12-27,688.75
2012-12-28,690.15
2012-12-31,713.9
