Date,SIYSIL
2012-01-02,234.4
2012-01-03,249.15
2012-01-04,246.2
2012-01-05,249.25
2012-01-06,245.75
2012-01-07,245.15
2012-01-09,246.55
2012-01-10,260.0
2012-01-11,255.95
2012-01-12,259.4
2012-01-13,260.25
2012-01-16,264.45
2012-01-17,264.7
2012-01-18,263.25
2012-01-19,267.0
2012-01-20,262.25
2012-01-23,262.85
2012-01-24,261.95
2012-01-25,260.15
2012-01-27,261.0
2012-01-30,258.0
2012-01-31,252.85
2012-02-01,261.55
2012-02-02,272.85
2012-02-03,274.3
2012-02-06,283.3
2012-02-07,280.0
2012-02-08,280.2
2012-02-09,291.0
2012-02-10,288.75
2012-02-13,296.8
2012-02-14,292.75
2012-02-15,292.2
2012-02-16,290.85
2012-02-17,283.05
2012-02-21,279.4
2012-02-22,275.9
2012-02-23,272.0
2012-02-24,271.15
2012-02-27,265.75
2012-02-28,277.1
2012-02-29,275.05
2012-03-01,272.3
2012-03-02,270.05
2012-03-05,272.0
2012-03-06,278.75
2012-03-07,266.85
2012-03-09,271.35
2012-03-12,275.75
2012-03-13,271.05
2012-03-14,271.75
2012-03-15,272.95
2012-03-16,266.65
2012-03-19,267.0
2012-03-20,266.15
2012-03-21,267.85
2012-03-22,263.55
2012-03-23,266.75
2012-03-26,266.25
2012-03-27,264.55
2012-03-28,256.8
2012-03-29,254.4
2012-03-30,256.85
2012-04-02,268.9
2012-04-03,271.05
2012-04-04,271.25
2012-04-09,275.0
2012-04-10,279.65
2012-04-11,270.9
2012-04-12,268.4
2012-04-13,271.85
2012-04-16,271.0
2012-04-17,268.2
2012-04-18,267.75
2012-04-19,268.1
2012-04-20,265.05
2012-04-23,263.05
2012-04-24,261.55
2012-04-25,258.45
2012-04-26,258.05
2012-04-27,253.3
2012-04-28,252.45
2012-04-30,256.4
2012-05-02,262.75
2012-05-03,260.0
2012-05-04,260.25
2012-05-07,255.55
2012-05-08,261.65
2012-05-09,258.9
2012-05-10,260.75
2012-05-11,253.6
2012-05-14,252.0
2012-05-15,252.15
2012-05-16,248.25
2012-05-17,255.15
2012-05-18,261.25
2012-05-21,266.9
2012-05-22,269.5
2012-05-23,267.55
2012-05-24,260.9
2012-05-25,264.95
2012-05-28,267.95
2012-05-29,261.9
2012-05-30,261.05
2012-05-31,260.0
2012-06-01,256.3
2012-06-04,255.0
2012-06-05,251.6
2012-06-06,252.6
2012-06-07,252.9
2012-06-08,250.0
2012-06-11,249.1
2012-06-12,259.2
2012-06-13,264.35
2012-06-14,261.0
2012-06-15,257.5
2012-06-18,263.45
2012-06-19,260.25
2012-06-20,260.85
2012-06-21,260.05
2012-06-22,264.15
2012-06-25,265.0
2012-06-26,266.1
2012-06-27,265.6
2012-06-28,265.95
2012-06-29,266.0
2012-07-02,275.4
2012-07-03,277.35
2012-07-04,269.75
2012-07-05,269.05
2012-07-06,268.95
2012-07-09,274.5
2012-07-10,279.9
2012-07-11,279.5
2012-07-12,281.6
2012-07-13,281.05
2012-07-16,289.6
2012-07-17,290.45
2012-07-18,287.9
2012-07-19,285.0
2012-07-20,281.9
2012-07-23,287.9
2012-07-24,289.6
2012-07-25,290.4
2012-07-26,288.95
2012-07-27,283.0
2012-07-30,280.25
2012-07-31,284.3
2012-08-01,289.45
2012-08-02,286.3
2012-08-03,289.65
2012-08-06,290.2
2012-08-07,288.75
2012-08-08,305.75
2012-08-09,298.9
2012-08-10,291.0
2012-08-13,289.65
2012-08-14,287.5
2012-08-16,290.9
2012-08-17,296.85
2012-08-21,304.1
2012-08-22,301.4
2012-08-23,299.9
2012-08-24,293.55
2012-08-27,289.15
2012-08-28,303.95
2012-08-29,295.0
2012-08-30,295.0
2012-08-31,292.6
2012-09-03,293.1
2012-09-04,285.45
2012-09-05,285.0
2012-09-06,283.1
2012-09-07,295.15
2012-09-08,289.95
2012-09-10,299.5
2012-09-11,300.1
2012-09-12,290.15
2012-09-13,295.0
2012-09-14,295.0
2012-09-17,294.75
2012-09-18,290.45
2012-09-20,292.65
2012-09-21,287.05
2012-09-24,289.5
2012-09-25,286.5
2012-09-26,292.3
2012-09-27,285.8
2012-09-28,283.45
2012-10-01,314.35
2012-10-03,326.8
2012-10-04,325.2
2012-10-05,312.7
2012-10-08,315.05
2012-10-09,300.3
2012-10-10,300.1
2012-10-11,293.05
2012-10-12,301.65
2012-10-15,303.05
2012-10-16,301.7
2012-10-17,294.75
2012-10-18,293.2
2012-10-19,295.0
2012-10-22,299.05
2012-10-23,298.7
2012-10-25,295.1
2012-10-26,298.0
2012-10-29,300.55
2012-10-30,312.65
2012-10-31,315.05
2012-11-01,316.75
2012-11-02,316.05
2012-11-05,314.6
2012-11-06,304.2
2012-11-07,308.6
2012-11-08,313.55
2012-11-09,317.7
2012-11-12,310.3
2012-11-13,313.25
2012-11-15,308.45
2012-11-16,306.35
2012-11-19,301.45
2012-11-20,299.85
2012-11-21,297.95
2012-11-22,296.65
2012-11-23,294.75
2012-11-26,295.35
2012-11-27,301.0
2012-11-29,301.45
2012-11-30,302.0
2012-12-03,298.25
2012-12-04,307.6
2012-12-05,308.3
2012-12-06,305.15
2012-12-07,300.5
2012-12-10,300.45
2012-12-11,307.6
2012-12-12,314.0
2012-12-13,306.35
2012-12-14,303.0
2012-12-17,305.0
2012-12-18,301.8
2012-12-19,306.75
2012-12-20,300.8
2012-12-21,297.7
2012-12-24,300.75
2012-12-26,301.6
2012-12-27,304.7
2012-12-28,303.0
2012-12-31,301.5
