Date,SOTL
2012-01-02,404.7
2012-01-03,400.6
2012-01-04,401.55
2012-01-05,400.95
2012-01-06,403.1
2012-01-07,404.1
2012-01-09,408.8
2012-01-10,427.4
2012-01-11,425.6
2012-01-12,438.2
2012-01-13,427.55
2012-01-16,429.9
2012-01-17,440.7
2012-01-18,441.0
2012-01-19,434.55
2012-01-20,419.85
2012-01-23,436.75
2012-01-24,436.25
2012-01-25,439.95
2012-01-27,436.9
2012-01-30,418.85
2012-01-31,409.85
2012-02-01,412.15
2012-02-02,416.85
2012-02-03,409.9
2012-02-06,438.0
2012-02-07,442.45
2012-02-08,444.25
2012-02-09,444.65
2012-02-10,437.9
2012-02-13,443.0
2012-02-14,445.7
2012-02-15,449.1
2012-02-16,445.0
2012-02-17,447.25
2012-02-21,451.45
2012-02-22,450.0
2012-02-23,450.0
2012-02-24,452.35
2012-02-27,458.15
2012-02-28,465.0
2012-02-29,467.05
2012-03-01,465.25
2012-03-02,464.35
2012-03-03,463.85
2012-03-05,466.1
2012-03-06,468.5
2012-03-07,462.0
2012-03-09,459.05
2012-03-12,464.5
2012-03-13,462.65
2012-03-14,448.95
2012-03-15,451.0
2012-03-16,458.9
2012-03-19,450.1
2012-03-20,452.95
2012-03-21,450.3
2012-03-22,450.15
2012-03-23,451.15
2012-03-26,446.45
2012-03-27,443.1
2012-03-28,445.05
2012-03-29,452.4
2012-03-30,459.4
2012-04-02,451.0
2012-04-03,454.65
2012-04-04,457.9
2012-04-09,455.95
2012-04-10,454.1
2012-04-11,445.8
2012-04-12,449.5
2012-04-13,458.35
2012-04-16,446.55
2012-04-17,451.5
2012-04-18,457.15
2012-04-19,445.05
2012-04-20,452.65
2012-04-23,445.55
2012-04-24,445.05
2012-04-25,449.8
2012-04-26,451.0
2012-04-27,461.6
2012-04-28,445.95
2012-04-30,445.05
2012-05-02,447.4
2012-05-03,455.85
2012-05-04,448.0
2012-05-07,450.5
2012-05-08,451.0
2012-05-09,451.0
2012-05-10,458.65
2012-05-11,460.55
2012-05-14,451.1
2012-05-15,450.95
2012-05-16,456.45
2012-05-17,443.35
2012-05-18,440.9
2012-05-21,431.5
2012-05-22,429.0
2012-05-23,439.15
2012-05-24,432.8
2012-05-25,441.0
2012-05-28,431.65
2012-05-29,435.15
2012-05-30,440.75
2012-05-31,435.05
2012-06-01,433.45
2012-06-04,436.55
2012-06-05,436.55
2012-06-06,441.2
2012-06-07,444.05
2012-06-08,435.55
2012-06-11,440.0
2012-06-12,436.5
2012-06-13,436.5
2012-06-14,435.15
2012-06-15,434.55
2012-06-18,439.8
2012-06-19,438.15
2012-06-20,435.05
2012-06-21,434.85
2012-06-22,440.25
2012-06-25,435.5
2012-06-26,435.1
2012-06-27,435.0
2012-06-28,438.95
2012-06-29,441.9
2012-07-02,440.5
2012-07-03,442.0
2012-07-04,450.4
2012-07-05,464.4
2012-07-06,461.6
2012-07-09,465.15
2012-07-10,470.0
2012-07-11,481.3
2012-07-12,486.65
2012-07-13,492.1
2012-07-16,490.9
2012-07-17,477.9
2012-07-18,471.3
2012-07-19,477.4
2012-07-20,479.35
2012-07-23,475.85
2012-07-24,488.15
2012-07-25,495.35
2012-07-26,480.45
2012-07-27,478.1
2012-07-30,479.8
2012-07-31,481.9
2012-08-01,471.95
2012-08-02,478.7
2012-08-03,479.15
2012-08-06,489.65
2012-08-07,495.5
2012-08-08,500.9
2012-08-09,484.0
2012-08-10,486.05
2012-08-13,482.5
2012-08-14,484.0
2012-08-16,480.55
2012-08-17,484.2
2012-08-21,478.15
2012-08-22,482.9
2012-08-23,486.85
2012-08-24,481.9
2012-08-27,475.3
2012-08-28,472.4
2012-08-29,460.35
2012-08-30,465.35
2012-08-31,474.35
2012-09-03,465.05
2012-09-04,466.25
2012-09-05,466.15
2012-09-06,474.2
2012-09-07,469.0
2012-09-08,464.1
2012-09-10,460.95
2012-09-11,465.65
2012-09-12,471.85
2012-09-13,469.45
2012-09-14,456.4
2012-09-17,451.95
2012-09-18,461.1
2012-09-20,474.55
2012-09-21,479.4
2012-09-24,474.35
2012-09-25,478.05
2012-09-26,476.15
2012-09-27,482.85
2012-09-28,499.5
2012-10-01,501.65
2012-10-03,509.1
2012-10-04,511.0
2012-10-05,506.0
2012-10-08,513.55
2012-10-09,516.3
2012-10-10,509.0
2012-10-11,512.25
2012-10-12,513.1
2012-10-15,515.9
2012-10-16,513.65
2012-10-17,505.65
2012-10-18,511.3
2012-10-19,511.95
2012-10-22,509.9
2012-10-23,505.25
2012-10-25,497.2
2012-10-26,480.5
2012-10-29,504.05
2012-10-30,495.45
2012-10-31,496.85
2012-11-01,497.6
2012-11-02,497.55
2012-11-05,513.45
2012-11-06,510.6
2012-11-07,500.25
2012-11-08,504.65
2012-11-09,504.9
2012-11-12,507.25
2012-11-13,513.25
2012-11-15,512.2
2012-11-16,512.05
2012-11-19,505.75
2012-11-20,510.35
2012-11-21,512.0
2012-11-22,511.95
2012-11-23,510.5
2012-11-26,523.1
2012-11-27,514.95
2012-11-29,507.3
2012-11-30,509.9
2012-12-03,513.4
2012-12-04,518.45
2012-12-05,520.0
2012-12-06,516.0
2012-12-07,511.95
2012-12-10,518.65
2012-12-11,531.85
2012-12-12,549.35
2012-12-13,539.05
2012-12-14,535.25
2012-12-17,522.25
2012-12-18,527.2
2012-12-19,524.95
2012-12-20,545.2
2012-12-21,528.8
2012-12-24,527.3
2012-12-26,517.55
2012-12-27,520.25
2012-12-28,525.0
2012-12-31,505.35
