Date,ICICIBANK
2012-01-02,696.55
2012-01-03,725.8
2012-01-04,743.1
2012-01-05,748.1
2012-01-06,751.7
2012-01-07,745.2
2012-01-09,747.8
2012-01-10,774.5
2012-01-11,780.15
2012-01-12,781.4
2012-01-13,789.45
2012-01-16,791.6
2012-01-17,785.55
2012-01-18,769.65
2012-01-19,797.2
2012-01-20,842.45
2012-01-23,856.75
2012-01-24,888.05
2012-01-25,880.05
2012-01-27,887.95
2012-01-30,852.2
2012-01-31,902.15
2012-02-01,889.9
2012-02-02,902.35
2012-02-03,916.3
2012-02-06,928.05
2012-02-07,937.75
2012-02-08,920.45
2012-02-09,939.8
2012-02-10,930.45
2012-02-13,934.65
2012-02-14,943.7
2012-02-15,981.15
2012-02-16,968.8
2012-02-17,981.6
2012-02-21,991.3
2012-02-22,957.7
2012-02-23,943.95
2012-02-24,931.65
2012-02-27,887.45
2012-02-28,910.8
2012-02-29,906.3
2012-03-01,883.5
2012-03-02,902.7
2012-03-03,904.9
2012-03-05,870.35
2012-03-06,853.25
2012-03-07,860.15
2012-03-09,914.2
2012-03-12,928.95
2012-03-13,929.85
2012-03-14,953.9
2012-03-15,930.2
2012-03-16,917.7
2012-03-19,907.9
2012-03-20,908.6
2012-03-21,934.05
2012-03-22,899.65
2012-03-23,910.55
2012-03-26,872.5
2012-03-27,877.9
2012-03-28,859.35
2012-03-29,855.75
2012-03-30,890.2
2012-04-02,890.45
2012-04-03,908.2
2012-04-04,890.25
2012-04-09,867.05
2012-04-10,863.8
2012-04-11,864.7
2012-04-12,879.35
2012-04-13,865.0
2012-04-16,873.6
2012-04-17,885.45
2012-04-18,881.25
2012-04-19,877.85
2012-04-20,861.05
2012-04-23,843.9
2012-04-24,847.8
2012-04-25,838.4
2012-04-26,841.45
2012-04-27,860.85
2012-04-28,868.75
2012-04-30,882.35
2012-05-02,882.05
2012-05-03,857.55
2012-05-04,833.35
2012-05-07,848.25
2012-05-08,830.15
2012-05-09,821.95
2012-05-10,814.15
2012-05-11,813.2
2012-05-14,800.7
2012-05-15,816.85
2012-05-16,794.4
2012-05-17,787.45
2012-05-18,805.2
2012-05-21,811.1
2012-05-22,800.8
2012-05-23,793.3
2012-05-24,820.6
2012-05-25,814.6
2012-05-28,834.4
2012-05-29,838.7
2012-05-30,817.25
2012-05-31,783.25
2012-06-01,781.7
2012-06-04,788.85
2012-06-05,792.05
2012-06-06,808.4
2012-06-07,830.05
2012-06-08,829.15
2012-06-11,826.75
2012-06-12,839.05
2012-06-13,849.35
2012-06-14,818.85
2012-06-15,845.7
2012-06-18,816.55
2012-06-19,826.8
2012-06-20,833.0
2012-06-21,849.65
2012-06-22,851.7
2012-06-25,846.9
2012-06-26,844.1
2012-06-27,852.5
2012-06-28,856.95
2012-06-29,899.5
2012-07-02,894.4
2012-07-03,901.6
2012-07-04,902.8
2012-07-05,920.85
2012-07-06,935.1
2012-07-09,930.0
2012-07-09,930.0
2012-07-10,942.9
2012-07-11,936.55
2012-07-12,927.85
2012-07-13,926.05
2012-07-16,920.1
2012-07-17,922.9
2012-07-18,939.2
2012-07-19,950.85
2012-07-20,935.15
2012-07-23,913.0
2012-07-24,916.35
2012-07-25,917.95
2012-07-26,906.75
2012-07-27,928.25
2012-07-30,964.5
2012-07-31,961.4
2012-08-01,959.6
2012-08-02,958.9
2012-08-03,939.95
2012-08-06,954.0
2012-08-07,974.3
2012-08-08,958.25
2012-08-09,952.65
2012-08-10,954.75
2012-08-13,948.95
2012-08-14,969.8
2012-08-16,956.4
2012-08-17,962.15
2012-08-21,975.2
2012-08-22,973.85
2012-08-23,973.85
2012-08-24,954.35
2012-08-27,935.25
2012-08-28,922.35
2012-08-29,916.4
2012-08-30,919.95
2012-08-31,902.15
2012-09-03,902.8
2012-09-04,912.65
2012-09-05,879.65
2012-09-06,896.45
2012-09-07,937.85
2012-09-08,941.0
2012-09-10,934.3
2012-09-11,945.8
2012-09-12,949.1
2012-09-13,959.45
2012-09-14,1008.0
2012-09-17,1060.65
2012-09-18,1049.05
2012-09-20,1022.55
2012-09-21,1065.5
2012-09-24,1070.95
2012-09-25,1066.9
2012-09-26,1065.5
2012-09-27,1055.35
2012-09-28,1058.8
2012-10-01,1050.65
2012-10-03,1053.0
2012-10-04,1083.4
2012-10-05,1066.7
2012-10-08,1052.2
2012-10-09,1064.15
2012-10-10,1054.2
2012-10-11,1057.95
2012-10-12,1044.75
2012-10-15,1053.4
2012-10-16,1043.25
2012-10-17,1049.55
2012-10-18,1064.95
2012-10-19,1057.3
2012-10-22,1075.6
2012-10-23,1079.45
2012-10-25,1087.15
2012-10-26,1078.35
2012-10-29,1068.45
2012-10-30,1045.15
2012-10-31,1050.2
2012-11-01,1057.35
2012-11-02,1079.65
2012-11-05,1077.65
2012-11-06,1080.7
2012-11-07,1092.95
2012-11-08,1076.0
2012-11-09,1059.2
2012-11-12,1058.4
2012-11-13,1059.75
2012-11-15,1054.65
2012-11-16,1027.3
2012-11-19,1021.15
2012-11-20,1024.1
2012-11-21,1044.45
2012-11-22,1032.6
2012-11-23,1025.1
2012-11-26,1018.3
2012-11-27,1034.1
2012-11-29,1081.75
2012-11-30,1099.85
2012-12-03,1102.3
2012-12-04,1119.35
2012-12-05,1119.8
2012-12-06,1135.7
2012-12-07,1131.7
2012-12-10,1121.45
2012-12-11,1122.65
2012-12-12,1113.2
2012-12-13,1121.25
2012-12-14,1136.05
2012-12-17,1144.1
2012-12-18,1148.95
2012-12-19,1138.75
2012-12-20,1139.65
2012-12-21,1123.9
2012-12-24,1121.5
2012-12-26,1148.65
2012-12-27,1136.45
2012-12-28,1141.55
