Date,OISL
2012-01-02,47.5
2012-01-03,50.1
2012-01-04,47.8
2012-01-05,48.85
2012-01-06,49.8
2012-01-07,50.0
2012-01-09,50.5
2012-01-10,51.4
2012-01-11,51.35
2012-01-12,50.3
2012-01-13,50.25
2012-01-16,49.2
2012-01-17,49.7
2012-01-18,49.15
2012-01-19,51.0
2012-01-20,50.1
2012-01-23,49.45
2012-01-24,49.0
2012-01-25,50.0
2012-01-27,49.3
2012-01-30,49.45
2012-01-31,49.65
2012-02-01,49.05
2012-02-02,48.75
2012-02-03,49.0
2012-02-06,48.6
2012-02-07,48.3
2012-02-08,48.85
2012-02-09,48.7
2012-02-10,49.0
2012-02-13,49.05
2012-02-14,48.6
2012-02-15,49.3
2012-02-16,49.2
2012-02-17,49.25
2012-02-21,51.45
2012-02-22,49.85
2012-02-23,49.75
2012-02-24,50.85
2012-02-27,49.85
2012-02-28,49.95
2012-02-29,49.5
2012-03-01,49.0
2012-03-02,50.6
2012-03-03,50.0
2012-03-05,50.0
2012-03-06,49.6
2012-03-07,48.5
2012-03-09,48.1
2012-03-12,48.25
2012-03-13,49.5
2012-03-14,48.1
2012-03-15,45.05
2012-03-16,45.0
2012-03-19,42.2
2012-03-20,40.2
2012-03-21,40.05
2012-03-22,39.15
2012-03-23,37.75
2012-03-26,38.25
2012-03-27,39.4
2012-03-28,38.55
2012-03-29,38.85
2012-03-30,39.3
2012-04-02,39.0
2012-04-03,38.95
2012-04-04,40.0
2012-04-09,40.25
2012-04-10,40.5
2012-04-11,41.25
2012-04-12,44.7
2012-04-13,44.6
2012-04-16,42.8
2012-04-17,43.35
2012-04-18,43.5
2012-04-19,43.8
2012-04-20,42.95
2012-04-23,43.6
2012-04-24,44.5
2012-04-25,47.4
2012-04-26,47.2
2012-04-27,46.05
2012-04-28,46.0
2012-04-30,45.85
2012-05-02,45.15
2012-05-03,45.15
2012-05-04,44.15
2012-05-07,44.9
2012-05-08,45.5
2012-05-09,47.4
2012-05-10,46.15
2012-05-11,45.2
2012-05-14,44.15
2012-05-15,45.95
2012-05-16,45.1
2012-05-17,46.7
2012-05-18,46.5
2012-05-21,46.75
2012-05-22,45.35
2012-05-23,44.7
2012-05-24,44.5
2012-05-25,44.25
2012-05-28,45.0
2012-05-29,43.3
2012-05-30,43.15
2012-05-31,42.65
2012-06-01,42.3
2012-06-04,42.1
2012-06-05,41.35
2012-06-06,41.95
2012-06-07,41.35
2012-06-08,41.5
2012-06-11,41.55
2012-06-12,42.0
2012-06-13,41.85
2012-06-14,43.0
2012-06-15,42.05
2012-06-18,41.0
2012-06-19,41.95
2012-06-20,42.0
2012-06-21,41.1
2012-06-22,40.65
2012-06-25,41.1
2012-06-26,40.25
2012-06-27,40.5
2012-06-28,39.7
2012-06-29,39.85
2012-07-02,39.7
2012-07-03,40.35
2012-07-04,41.05
2012-07-05,41.5
2012-07-06,41.0
2012-07-09,40.3
2012-07-09,40.3
2012-07-10,40.9
2012-07-11,39.55
2012-07-12,39.65
2012-07-13,39.6
2012-07-16,39.95
2012-07-17,39.8
2012-07-18,40.05
2012-07-19,39.35
2012-07-20,39.85
2012-07-23,39.5
2012-07-24,39.05
2012-07-25,39.4
2012-07-26,38.25
2012-07-27,36.6
2012-07-30,36.5
2012-07-31,37.45
2012-08-01,38.2
2012-08-02,36.05
2012-08-03,36.6
2012-08-06,36.5
2012-08-07,36.5
2012-08-08,37.4
2012-08-09,36.3
2012-08-10,36.05
2012-08-13,36.5
2012-08-14,35.15
2012-08-16,35.55
2012-08-17,35.05
2012-08-21,36.0
2012-08-22,35.4
2012-08-23,36.85
2012-08-24,37.1
2012-08-27,35.55
2012-08-28,34.7
2012-08-29,34.85
2012-08-30,35.1
2012-08-31,34.9
2012-09-03,36.0
2012-09-04,34.85
2012-09-05,34.45
2012-09-06,33.7
2012-09-07,33.7
2012-09-08,34.0
2012-09-10,35.15
2012-09-11,35.25
2012-09-12,36.3
2012-09-13,35.5
2012-09-14,35.15
2012-09-17,36.85
2012-09-18,36.05
2012-09-20,35.1
2012-09-21,34.9
2012-09-24,34.2
2012-09-25,34.85
2012-09-26,33.55
2012-09-27,33.2
2012-09-28,33.1
2012-10-01,32.45
2012-10-03,32.95
2012-10-04,32.55
2012-10-05,32.4
2012-10-08,32.3
2012-10-09,32.3
2012-10-10,31.5
2012-10-11,31.4
2012-10-12,32.1
2012-10-15,32.25
2012-10-16,31.4
2012-10-17,31.0
2012-10-18,31.0
2012-10-19,30.4
2012-10-22,30.35
2012-10-23,30.15
2012-10-25,30.7
2012-10-26,30.35
2012-10-29,30.05
2012-10-30,30.05
2012-10-31,30.65
2012-11-01,31.0
2012-11-02,30.75
2012-11-05,30.1
2012-11-06,30.0
2012-11-07,30.5
2012-11-08,31.35
2012-11-09,30.1
2012-11-12,30.15
2012-11-13,31.15
2012-11-15,30.5
2012-11-16,30.8
2012-11-19,31.4
2012-11-20,31.4
2012-11-21,31.05
2012-11-22,30.55
2012-11-23,30.9
2012-11-26,31.35
2012-11-27,31.05
2012-11-29,30.95
2012-11-30,30.65
2012-12-03,30.75
2012-12-04,31.3
2012-12-05,31.1
2012-12-06,30.8
2012-12-07,29.0
2012-12-10,30.1
2012-12-11,29.55
2012-12-12,29.25
2012-12-13,29.05
2012-12-14,28.5
2012-12-17,28.55
2012-12-18,29.65
2012-12-19,30.1
2012-12-20,31.35
2012-12-21,32.55
2012-12-24,39.05
2012-12-26,39.4
2012-12-27,36.6
2012-12-28,38.1
2012-12-31,36.45
