Date,SASKEN
2012-01-02,94.7
2012-01-03,96.15
2012-01-04,97.2
2012-01-05,96.8
2012-01-06,97.7
2012-01-07,98.5
2012-01-09,99.6
2012-01-10,104.95
2012-01-11,106.25
2012-01-12,106.0
2012-01-13,106.65
2012-01-16,106.35
2012-01-17,108.4
2012-01-18,107.15
2012-01-19,108.05
2012-01-20,105.6
2012-01-23,105.2
2012-01-24,106.75
2012-01-25,107.55
2012-01-27,111.55
2012-01-30,107.15
2012-01-31,107.1
2012-02-01,110.2
2012-02-02,109.65
2012-02-03,109.6
2012-02-06,108.45
2012-02-07,105.85
2012-02-08,105.9
2012-02-09,107.35
2012-02-10,107.7
2012-02-13,107.75
2012-02-14,129.3
2012-02-15,122.9
2012-02-16,139.5
2012-02-17,135.25
2012-02-21,131.85
2012-02-22,124.5
2012-02-23,127.4
2012-02-24,127.05
2012-02-27,125.2
2012-02-28,124.85
2012-02-29,126.05
2012-03-01,123.15
2012-03-02,123.85
2012-03-03,123.95
2012-03-05,121.4
2012-03-06,120.6
2012-03-07,117.6
2012-03-09,117.7
2012-03-12,117.85
2012-03-13,118.3
2012-03-14,117.7
2012-03-15,116.0
2012-03-16,115.3
2012-03-19,114.05
2012-03-20,122.2
2012-03-21,123.35
2012-03-22,118.55
2012-03-23,117.15
2012-03-26,115.0
2012-03-27,113.1
2012-03-28,112.1
2012-03-29,112.4
2012-03-30,114.55
2012-04-02,118.7
2012-04-03,121.1
2012-04-04,121.6
2012-04-09,118.55
2012-04-10,121.4
2012-04-11,122.0
2012-04-12,123.65
2012-04-13,119.65
2012-04-16,119.4
2012-04-17,120.85
2012-04-18,119.1
2012-04-19,120.05
2012-04-20,120.5
2012-04-23,118.9
2012-04-24,118.45
2012-04-25,126.15
2012-04-26,123.5
2012-04-27,119.85
2012-04-28,121.2
2012-04-30,121.05
2012-05-02,119.55
2012-05-03,120.65
2012-05-04,116.85
2012-05-07,118.5
2012-05-08,116.25
2012-05-09,116.3
2012-05-10,117.35
2012-05-11,114.45
2012-05-14,112.5
2012-05-15,111.9
2012-05-16,110.35
2012-05-17,110.05
2012-05-18,110.7
2012-05-21,112.3
2012-05-22,113.4
2012-05-23,114.95
2012-05-24,118.5
2012-05-25,119.0
2012-05-28,119.6
2012-05-29,121.1
2012-05-30,119.95
2012-05-31,121.2
2012-06-01,122.05
2012-06-04,119.95
2012-06-05,120.65
2012-06-06,122.1
2012-06-07,124.8
2012-06-08,125.4
2012-06-11,125.3
2012-06-12,125.9
2012-06-13,125.75
2012-06-14,126.25
2012-06-15,126.25
2012-06-18,126.3
2012-06-19,125.85
2012-06-20,128.5
2012-06-21,130.2
2012-06-22,129.7
2012-06-25,130.2
2012-06-26,131.05
2012-06-27,132.0
2012-06-28,130.75
2012-06-29,132.95
2012-07-02,134.5
2012-07-03,134.95
2012-07-04,135.0
2012-07-05,138.3
2012-07-06,137.35
2012-07-09,137.25
2012-07-10,137.35
2012-07-11,137.2
2012-07-12,133.8
2012-07-13,132.95
2012-07-16,130.0
2012-07-17,129.45
2012-07-18,130.45
2012-07-19,133.1
2012-07-20,133.35
2012-07-23,129.85
2012-07-24,129.15
2012-07-25,126.5
2012-07-26,125.65
2012-07-27,124.85
2012-07-30,125.35
2012-07-31,125.75
2012-08-01,127.3
2012-08-02,126.35
2012-08-03,126.6
2012-08-06,126.5
2012-08-07,127.75
2012-08-08,129.45
2012-08-09,129.9
2012-08-10,131.25
2012-08-13,131.95
2012-08-14,133.15
2012-08-16,132.5
2012-08-17,133.3
2012-08-21,133.35
2012-08-22,135.45
2012-08-23,134.95
2012-08-24,135.05
2012-08-27,135.0
2012-08-28,134.9
2012-08-29,135.05
2012-08-30,134.9
2012-08-31,135.1
2012-09-03,135.2
2012-09-04,135.65
2012-09-05,136.3
2012-09-06,136.05
2012-09-07,136.9
2012-09-08,135.35
2012-09-10,136.75
2012-09-11,144.4
2012-09-12,140.15
2012-09-13,138.3
2012-09-14,139.0
2012-09-17,139.2
2012-09-18,139.95
2012-09-20,139.0
2012-09-21,138.65
2012-09-24,137.85
2012-09-25,137.85
2012-09-26,136.95
2012-09-27,136.95
2012-09-28,136.0
2012-10-01,134.85
2012-10-03,135.6
2012-10-04,135.15
2012-10-05,132.3
2012-10-08,132.9
2012-10-09,132.05
2012-10-10,130.7
2012-10-11,130.8
2012-10-12,134.8
2012-10-15,131.3
2012-10-16,130.6
2012-10-17,128.1
2012-10-18,128.7
2012-10-19,129.1
2012-10-22,128.4
2012-10-23,129.85
2012-10-25,126.65
2012-10-26,122.6
2012-10-29,122.05
2012-10-30,122.1
2012-10-31,118.45
2012-11-01,119.65
2012-11-02,119.6
2012-11-05,120.1
2012-11-06,117.05
2012-11-07,115.55
2012-11-08,110.3
2012-11-09,111.75
2012-11-12,112.05
2012-11-13,112.5
2012-11-15,112.25
2012-11-16,112.55
2012-11-19,112.25
2012-11-20,112.0
2012-11-21,112.9
2012-11-22,114.0
2012-11-23,113.6
2012-11-26,115.0
2012-11-27,114.75
2012-11-29,114.1
2012-11-30,114.0
2012-12-03,114.95
2012-12-04,114.8
2012-12-05,115.5
2012-12-06,115.75
2012-12-07,114.95
2012-12-10,115.2
2012-12-11,115.0
2012-12-12,117.25
2012-12-13,118.25
2012-12-14,116.45
2012-12-17,115.35
2012-12-18,115.6
2012-12-19,116.0
2012-12-20,117.35
2012-12-21,118.05
2012-12-24,118.1
2012-12-26,118.1
2012-12-27,118.35
2012-12-28,117.9
2012-12-31,119.65
