Date,PTC
2012-01-02,39.9
2012-01-03,41.25
2012-01-04,41.9
2012-01-05,41.8
2012-01-06,41.35
2012-01-07,42.2
2012-01-09,42.8
2012-01-10,43.85
2012-01-11,44.9
2012-01-12,46.25
2012-01-13,45.85
2012-01-16,45.95
2012-01-17,46.6
2012-01-18,46.8
2012-01-19,49.05
2012-01-20,47.8
2012-01-23,47.3
2012-01-24,48.7
2012-01-25,50.0
2012-01-27,52.15
2012-01-30,48.75
2012-01-31,48.85
2012-02-01,48.9
2012-02-02,51.05
2012-02-03,53.85
2012-02-06,54.55
2012-02-07,52.9
2012-02-08,54.1
2012-02-09,54.95
2012-02-10,54.95
2012-02-13,53.9
2012-02-14,56.65
2012-02-15,61.65
2012-02-16,63.8
2012-02-17,65.1
2012-02-21,67.0
2012-02-22,64.1
2012-02-23,61.4
2012-02-24,59.7
2012-02-27,55.5
2012-02-28,58.85
2012-02-29,59.7
2012-03-01,57.45
2012-03-02,57.45
2012-03-03,57.65
2012-03-05,57.3
2012-03-06,54.6
2012-03-07,53.15
2012-03-09,56.0
2012-03-12,57.15
2012-03-13,60.95
2012-03-14,63.15
2012-03-15,60.6
2012-03-16,59.7
2012-03-19,58.25
2012-03-20,61.1
2012-03-21,63.1
2012-03-22,60.45
2012-03-23,61.85
2012-03-26,59.45
2012-03-27,59.6
2012-03-28,59.05
2012-03-29,59.4
2012-03-30,61.4
2012-04-02,67.25
2012-04-03,67.6
2012-04-04,67.15
2012-04-09,64.1
2012-04-10,62.85
2012-04-11,63.35
2012-04-12,64.9
2012-04-13,63.85
2012-04-16,64.0
2012-04-17,67.45
2012-04-18,66.65
2012-04-19,66.2
2012-04-20,64.2
2012-04-23,61.65
2012-04-24,59.6
2012-04-25,58.45
2012-04-26,58.15
2012-04-27,58.55
2012-04-28,58.65
2012-04-30,60.1
2012-05-02,60.45
2012-05-03,58.55
2012-05-04,56.85
2012-05-07,58.05
2012-05-08,56.15
2012-05-09,55.6
2012-05-10,54.05
2012-05-11,52.7
2012-05-14,50.75
2012-05-15,51.9
2012-05-16,51.3
2012-05-17,51.6
2012-05-18,52.0
2012-05-21,53.5
2012-05-22,53.5
2012-05-23,53.65
2012-05-24,54.2
2012-05-25,54.15
2012-05-28,55.15
2012-05-29,55.5
2012-05-30,56.5
2012-05-31,55.55
2012-06-01,55.0
2012-06-04,54.55
2012-06-05,56.15
2012-06-06,58.15
2012-06-07,58.95
2012-06-08,60.0
2012-06-11,59.65
2012-06-12,60.4
2012-06-13,59.4
2012-06-14,58.25
2012-06-15,59.05
2012-06-18,57.55
2012-06-19,57.6
2012-06-20,58.6
2012-06-21,60.1
2012-06-22,59.3
2012-06-25,59.65
2012-06-26,61.1
2012-06-27,62.85
2012-06-28,62.9
2012-06-29,64.9
2012-07-02,64.85
2012-07-03,63.25
2012-07-04,64.55
2012-07-05,64.9
2012-07-06,64.15
2012-07-09,62.15
2012-07-10,64.8
2012-07-11,64.5
2012-07-12,63.2
2012-07-13,62.3
2012-07-16,61.7
2012-07-17,60.0
2012-07-18,60.85
2012-07-19,61.25
2012-07-20,59.35
2012-07-23,58.2
2012-07-24,58.0
2012-07-25,56.3
2012-07-26,56.1
2012-07-27,54.95
2012-07-30,57.55
2012-07-31,56.65
2012-08-01,58.55
2012-08-02,59.55
2012-08-03,59.1
2012-08-06,60.25
2012-08-07,61.0
2012-08-08,60.45
2012-08-09,59.5
2012-08-10,60.7
2012-08-13,61.25
2012-08-14,59.8
2012-08-16,59.9
2012-08-17,58.3
2012-08-21,57.95
2012-08-22,58.15
2012-08-23,58.15
2012-08-24,58.0
2012-08-27,57.15
2012-08-28,56.4
2012-08-29,55.7
2012-08-30,55.15
2012-08-31,55.65
2012-09-03,55.55
2012-09-04,56.35
2012-09-05,54.9
2012-09-06,53.85
2012-09-07,55.05
2012-09-08,55.5
2012-09-10,55.3
2012-09-11,54.2
2012-09-12,53.65
2012-09-13,53.2
2012-09-14,55.2
2012-09-17,58.6
2012-09-18,61.1
2012-09-20,61.95
2012-09-21,66.35
2012-09-24,67.9
2012-09-25,69.0
2012-09-26,68.9
2012-09-27,68.2
2012-09-28,70.9
2012-10-01,70.25
2012-10-03,71.8
2012-10-04,71.2
2012-10-05,70.2
2012-10-08,69.0
2012-10-09,70.9
2012-10-10,68.05
2012-10-11,69.45
2012-10-12,70.3
2012-10-15,69.35
2012-10-16,67.65
2012-10-17,67.2
2012-10-18,68.0
2012-10-19,67.7
2012-10-22,67.5
2012-10-23,66.4
2012-10-25,64.75
2012-10-26,63.8
2012-10-29,63.6
2012-10-30,62.55
2012-10-31,63.85
2012-11-01,65.05
2012-11-02,68.45
2012-11-05,68.6
2012-11-06,69.75
2012-11-07,69.55
2012-11-08,70.0
2012-11-09,68.7
2012-11-12,70.2
2012-11-13,69.75
2012-11-15,71.5
2012-11-16,70.55
2012-11-19,68.45
2012-11-20,68.4
2012-11-21,68.05
2012-11-22,70.5
2012-11-23,70.65
2012-11-26,68.8
2012-11-27,70.2
2012-11-29,70.85
2012-11-30,71.9
2012-12-03,75.85
2012-12-04,74.9
2012-12-05,74.7
2012-12-06,76.95
2012-12-07,76.25
2012-12-10,75.55
2012-12-11,74.7
2012-12-12,73.35
2012-12-13,72.0
2012-12-14,72.9
2012-12-17,72.65
2012-12-18,74.9
2012-12-19,75.35
2012-12-20,75.2
2012-12-21,73.4
2012-12-24,73.25
2012-12-26,74.1
2012-12-27,72.95
2012-12-28,73.3
2012-12-31,73.75
