Date,APOLLOTYRE
2012-01-02,57.95
2012-01-03,61.75
2012-01-04,62.25
2012-01-05,63.15
2012-01-06,62.45
2012-01-07,62.65
2012-01-09,63.7
2012-01-10,67.1
2012-01-11,66.65
2012-01-12,67.8
2012-01-13,67.65
2012-01-16,66.65
2012-01-17,65.85
2012-01-18,64.45
2012-01-19,64.75
2012-01-20,64.5
2012-01-23,64.65
2012-01-24,67.05
2012-01-25,68.5
2012-01-27,68.95
2012-01-30,68.25
2012-01-31,72.45
2012-02-01,73.05
2012-02-02,70.95
2012-02-03,70.35
2012-02-06,72.75
2012-02-07,71.5
2012-02-08,72.4
2012-02-09,75.5
2012-02-10,75.75
2012-02-13,78.15
2012-02-14,77.9
2012-02-15,82.8
2012-02-16,79.55
2012-02-17,83.7
2012-02-21,82.4
2012-02-22,78.6
2012-02-23,76.0
2012-02-24,75.75
2012-02-27,75.55
2012-02-28,82.85
2012-02-29,85.4
2012-03-01,81.9
2012-03-02,79.55
2012-03-03,79.6
2012-03-05,77.5
2012-03-06,76.65
2012-03-07,79.8
2012-03-09,81.4
2012-03-12,83.8
2012-03-13,82.8
2012-03-14,82.05
2012-03-15,79.8
2012-03-16,81.3
2012-03-19,80.15
2012-03-20,81.85
2012-03-21,83.05
2012-03-22,79.6
2012-03-23,80.55
2012-03-26,77.95
2012-03-27,76.9
2012-03-28,75.65
2012-03-29,77.35
2012-03-30,79.65
2012-04-02,79.3
2012-04-03,80.45
2012-04-04,83.55
2012-04-09,84.6
2012-04-10,85.05
2012-04-11,82.65
2012-04-12,84.4
2012-04-13,86.2
2012-04-16,86.65
2012-04-17,91.4
2012-04-18,93.5
2012-04-19,91.2
2012-04-20,91.75
2012-04-23,89.2
2012-04-24,90.95
2012-04-25,91.0
2012-04-26,91.35
2012-04-27,93.75
2012-04-28,92.35
2012-04-30,90.4
2012-05-02,87.8
2012-05-03,84.75
2012-05-04,80.75
2012-05-07,83.2
2012-05-08,82.25
2012-05-09,84.6
2012-05-10,81.7
2012-05-11,82.95
2012-05-14,82.1
2012-05-15,84.8
2012-05-16,83.2
2012-05-17,83.9
2012-05-18,84.65
2012-05-21,85.55
2012-05-22,82.7
2012-05-23,83.35
2012-05-24,87.55
2012-05-25,87.75
2012-05-28,88.85
2012-05-29,89.1
2012-05-30,86.2
2012-05-31,86.6
2012-06-01,80.85
2012-06-04,81.45
2012-06-05,78.15
2012-06-06,84.05
2012-06-07,83.4
2012-06-08,82.35
2012-06-11,81.9
2012-06-12,82.15
2012-06-13,80.95
2012-06-14,79.45
2012-06-15,80.9
2012-06-18,78.15
2012-06-19,75.95
2012-06-20,77.3
2012-06-21,78.8
2012-06-22,79.0
2012-06-25,78.65
2012-06-26,78.45
2012-06-27,79.55
2012-06-28,77.85
2012-06-29,79.0
2012-07-02,79.3
2012-07-03,77.95
2012-07-04,77.0
2012-07-05,80.65
2012-07-06,81.75
2012-07-09,81.25
2012-07-09,81.25
2012-07-10,83.4
2012-07-11,81.85
2012-07-12,83.35
2012-07-13,82.7
2012-07-16,82.45
2012-07-17,81.35
2012-07-18,83.3
2012-07-19,82.85
2012-07-20,83.05
2012-07-23,81.7
2012-07-24,80.95
2012-07-25,80.9
2012-07-26,80.2
2012-07-27,79.4
2012-07-30,79.75
2012-07-31,77.75
2012-08-01,78.3
2012-08-02,78.65
2012-08-03,79.35
2012-08-06,79.4
2012-08-07,80.55
2012-08-08,79.5
2012-08-09,83.7
2012-08-10,85.85
2012-08-13,87.0
2012-08-14,87.6
2012-08-16,89.15
2012-08-17,91.3
2012-08-21,95.2
2012-08-22,93.9
2012-08-23,95.0
2012-08-24,95.25
2012-08-27,95.2
2012-08-28,93.9
2012-08-29,90.6
2012-08-30,95.2
2012-08-31,93.8
2012-09-03,91.65
2012-09-04,92.15
2012-09-05,92.1
2012-09-06,91.5
2012-09-07,93.55
2012-09-08,94.25
2012-09-10,93.6
2012-09-11,93.6
2012-09-12,99.65
2012-09-13,99.85
2012-09-14,100.0
2012-09-17,99.9
2012-09-18,99.4
2012-09-20,95.85
2012-09-21,97.2
2012-09-24,92.8
2012-09-25,92.3
2012-09-26,89.85
2012-09-27,90.4
2012-09-28,92.65
2012-10-01,92.1
2012-10-03,92.8
2012-10-04,90.15
2012-10-05,89.7
2012-10-08,86.45
2012-10-09,85.95
2012-10-10,86.25
2012-10-11,88.0
2012-10-12,87.4
2012-10-15,86.15
2012-10-16,84.85
2012-10-17,85.1
2012-10-18,85.95
2012-10-19,84.5
2012-10-22,86.0
2012-10-23,86.6
2012-10-25,85.95
2012-10-26,84.55
2012-10-29,84.95
2012-10-30,87.1
2012-10-31,85.8
2012-11-01,88.5
2012-11-02,86.35
2012-11-05,84.6
2012-11-06,84.85
2012-11-07,84.2
2012-11-08,82.45
2012-11-09,80.1
2012-11-12,81.8
2012-11-13,81.6
2012-11-15,81.5
2012-11-16,80.2
2012-11-19,80.2
2012-11-20,78.9
2012-11-21,80.9
2012-11-22,83.1
2012-11-23,82.25
2012-11-26,83.5
2012-11-27,83.55
2012-11-29,83.55
2012-11-30,84.6
2012-12-03,84.05
2012-12-04,84.55
2012-12-05,86.45
2012-12-06,87.8
2012-12-07,86.4
2012-12-10,86.35
2012-12-11,85.15
2012-12-12,86.25
2012-12-13,86.15
2012-12-14,86.85
2012-12-17,87.0
2012-12-18,88.1
2012-12-19,88.75
2012-12-20,88.0
2012-12-21,87.0
2012-12-24,86.6
2012-12-26,86.5
2012-12-27,85.2
2012-12-28,86.5
2012-12-31,89.0
