Date,EVERESTIND
2012-01-02,107.45
2012-01-03,109.95
2012-01-04,111.0
2012-01-05,118.55
2012-01-06,117.05
2012-01-07,119.7
2012-01-09,119.6
2012-01-10,122.6
2012-01-11,124.85
2012-01-12,122.35
2012-01-13,125.2
2012-01-16,122.3
2012-01-17,128.8
2012-01-18,126.7
2012-01-19,127.7
2012-01-20,128.45
2012-01-23,130.35
2012-01-24,131.45
2012-01-25,137.15
2012-01-27,140.2
2012-01-30,136.75
2012-01-31,138.05
2012-02-01,140.45
2012-02-02,139.8
2012-02-03,138.5
2012-02-06,143.05
2012-02-07,142.0
2012-02-08,139.25
2012-02-09,142.0
2012-02-10,142.15
2012-02-13,142.75
2012-02-14,143.7
2012-02-15,147.6
2012-02-16,143.6
2012-02-17,142.15
2012-02-21,141.8
2012-02-22,137.4
2012-02-23,135.3
2012-02-24,134.4
2012-02-27,126.75
2012-02-28,128.45
2012-02-29,131.65
2012-03-01,134.2
2012-03-02,134.6
2012-03-03,135.9
2012-03-05,131.85
2012-03-06,131.55
2012-03-07,128.05
2012-03-09,127.15
2012-03-12,127.95
2012-03-13,126.5
2012-03-14,128.25
2012-03-15,125.5
2012-03-16,125.85
2012-03-19,125.15
2012-03-20,124.25
2012-03-21,125.0
2012-03-22,125.25
2012-03-23,125.3
2012-03-26,123.75
2012-03-27,123.4
2012-03-28,122.2
2012-03-29,124.8
2012-03-30,126.5
2012-04-02,129.15
2012-04-03,132.5
2012-04-04,134.95
2012-04-09,133.9
2012-04-10,131.65
2012-04-11,131.8
2012-04-12,133.5
2012-04-13,135.3
2012-04-16,134.15
2012-04-17,133.75
2012-04-18,136.25
2012-04-19,135.95
2012-04-20,135.6
2012-04-23,137.1
2012-04-24,139.75
2012-04-25,139.25
2012-04-26,136.95
2012-04-27,159.95
2012-04-28,157.95
2012-04-30,161.9
2012-05-02,161.9
2012-05-03,159.0
2012-05-04,161.7
2012-05-07,165.2
2012-05-08,163.8
2012-05-09,165.0
2012-05-10,164.65
2012-05-11,165.05
2012-05-14,165.1
2012-05-15,165.0
2012-05-16,165.8
2012-05-17,164.5
2012-05-18,162.2
2012-05-21,161.0
2012-05-22,162.3
2012-05-23,160.5
2012-05-24,158.35
2012-05-25,162.25
2012-05-28,164.05
2012-05-29,163.55
2012-05-30,163.2
2012-05-31,162.4
2012-06-01,160.45
2012-06-04,159.2
2012-06-05,160.45
2012-06-06,162.5
2012-06-07,164.8
2012-06-08,172.05
2012-06-11,177.85
2012-06-12,180.5
2012-06-13,180.25
2012-06-14,178.55
2012-06-15,178.35
2012-06-18,177.55
2012-06-19,179.7
2012-06-20,182.75
2012-06-21,190.9
2012-06-22,196.0
2012-06-25,201.25
2012-06-26,197.45
2012-06-27,192.35
2012-06-28,191.1
2012-06-29,196.15
2012-07-02,192.85
2012-07-03,191.8
2012-07-04,192.25
2012-07-05,189.85
2012-07-06,190.85
2012-07-09,184.7
2012-07-09,184.7
2012-07-10,190.7
2012-07-11,184.45
2012-07-12,185.7
2012-07-13,186.0
2012-07-16,184.7
2012-07-17,174.35
2012-07-18,173.95
2012-07-19,176.25
2012-07-20,187.45
2012-07-23,187.9
2012-07-24,188.55
2012-07-25,186.15
2012-07-26,184.1
2012-07-27,180.55
2012-07-30,183.45
2012-07-31,180.25
2012-08-01,179.75
2012-08-02,182.6
2012-08-03,185.45
2012-08-06,187.25
2012-08-07,187.1
2012-08-08,185.75
2012-08-09,185.0
2012-08-10,186.0
2012-08-13,187.0
2012-08-14,184.5
2012-08-16,186.2
2012-08-17,184.15
2012-08-21,181.9
2012-08-22,185.0
2012-08-23,183.1
2012-08-24,182.35
2012-08-27,176.95
2012-08-28,171.9
2012-08-29,173.6
2012-08-30,172.4
2012-08-31,171.05
2012-09-03,173.55
2012-09-04,182.25
2012-09-05,179.55
2012-09-06,178.15
2012-09-07,180.4
2012-09-08,181.4
2012-09-10,184.55
2012-09-11,183.4
2012-09-12,193.5
2012-09-13,192.6
2012-09-14,189.3
2012-09-17,192.5
2012-09-18,195.1
2012-09-20,192.85
2012-09-21,195.85
2012-09-24,205.1
2012-09-25,203.55
2012-09-26,206.75
2012-09-27,204.65
2012-09-28,211.65
2012-10-01,213.85
2012-10-03,216.2
2012-10-04,222.9
2012-10-05,221.9
2012-10-08,218.0
2012-10-09,235.05
2012-10-10,227.3
2012-10-11,226.75
2012-10-12,222.15
2012-10-15,222.65
2012-10-16,229.4
2012-10-17,233.05
2012-10-18,229.4
2012-10-19,219.95
2012-10-22,228.0
2012-10-23,233.2
2012-10-25,233.4
2012-10-26,224.1
2012-10-29,221.3
2012-10-30,221.15
2012-10-31,219.85
2012-11-01,219.25
2012-11-02,220.5
2012-11-05,221.75
2012-11-06,220.6
2012-11-07,234.15
2012-11-08,228.9
2012-11-09,231.1
2012-11-12,230.6
2012-11-13,230.6
2012-11-15,227.15
2012-11-16,228.0
2012-11-19,222.85
2012-11-20,223.45
2012-11-21,222.0
2012-11-22,221.75
2012-11-23,223.85
2012-11-26,222.85
2012-11-27,234.65
2012-11-29,248.65
2012-11-30,253.25
2012-12-03,248.3
2012-12-04,242.8
2012-12-05,243.6
2012-12-06,240.3
2012-12-07,241.7
2012-12-10,248.05
2012-12-11,251.3
2012-12-12,259.3
2012-12-13,256.95
2012-12-14,255.2
2012-12-17,253.5
2012-12-18,257.8
2012-12-19,259.55
2012-12-20,256.6
2012-12-21,252.8
2012-12-24,246.3
2012-12-26,248.25
2012-12-27,252.85
2012-12-28,250.15
2012-12-31,240.2
