Date,NAVINFLUOR
2012-01-02,283.7
2012-01-03,295.7
2012-01-04,299.6
2012-01-05,305.4
2012-01-06,296.2
2012-01-07,294.9
2012-01-09,304.8
2012-01-10,314.45
2012-01-11,315.7
2012-01-12,315.3
2012-01-13,327.15
2012-01-16,328.85
2012-01-17,331.15
2012-01-18,329.1
2012-01-19,330.65
2012-01-20,340.8
2012-01-23,354.6
2012-01-24,361.1
2012-01-25,358.75
2012-01-27,359.95
2012-01-30,360.2
2012-01-31,365.75
2012-02-01,367.65
2012-02-02,367.55
2012-02-03,365.4
2012-02-06,366.95
2012-02-07,365.7
2012-02-08,364.85
2012-02-09,363.5
2012-02-10,356.5
2012-02-13,348.45
2012-02-14,346.7
2012-02-15,353.7
2012-02-16,361.1
2012-02-17,362.2
2012-02-21,355.65
2012-02-22,340.55
2012-02-23,337.0
2012-02-24,340.2
2012-02-27,335.9
2012-02-28,341.8
2012-02-29,345.65
2012-03-01,356.05
2012-03-02,353.1
2012-03-03,353.95
2012-03-05,346.55
2012-03-06,345.9
2012-03-07,343.55
2012-03-09,348.65
2012-03-12,348.2
2012-03-13,349.75
2012-03-14,350.5
2012-03-15,348.8
2012-03-16,345.45
2012-03-19,345.0
2012-03-20,353.0
2012-03-21,356.05
2012-03-22,349.55
2012-03-23,350.55
2012-03-26,359.5
2012-03-27,355.6
2012-03-28,347.95
2012-03-29,351.35
2012-03-30,354.4
2012-04-02,360.5
2012-04-03,363.5
2012-04-04,364.2
2012-04-09,362.4
2012-04-10,356.05
2012-04-11,352.15
2012-04-12,361.65
2012-04-13,355.2
2012-04-16,354.65
2012-04-17,360.0
2012-04-18,359.75
2012-04-19,353.0
2012-04-20,358.2
2012-04-23,358.1
2012-04-24,362.35
2012-04-25,360.4
2012-04-26,352.55
2012-04-27,356.6
2012-04-28,366.0
2012-04-30,376.6
2012-05-02,426.25
2012-05-03,424.95
2012-05-04,422.2
2012-05-07,423.95
2012-05-08,428.15
2012-05-09,429.0
2012-05-10,425.1
2012-05-11,405.1
2012-05-14,406.6
2012-05-15,407.0
2012-05-16,398.45
2012-05-17,395.5
2012-05-18,399.1
2012-05-21,401.7
2012-05-22,403.85
2012-05-23,394.55
2012-05-24,395.1
2012-05-25,406.6
2012-05-28,419.8
2012-05-29,431.15
2012-05-30,427.9
2012-05-31,430.5
2012-06-01,431.5
2012-06-04,431.3
2012-06-05,413.15
2012-06-06,418.1
2012-06-07,332.8
2012-06-08,330.75
2012-06-11,324.4
2012-06-12,321.4
2012-06-13,319.9
2012-06-14,313.2
2012-06-15,313.8
2012-06-18,307.5
2012-06-19,301.25
2012-06-20,306.85
2012-06-21,314.2
2012-06-22,322.65
2012-06-25,325.55
2012-06-26,320.8
2012-06-27,320.9
2012-06-28,323.75
2012-06-29,323.0
2012-07-02,323.1
2012-07-03,324.7
2012-07-04,325.15
2012-07-05,326.55
2012-07-06,325.75
2012-07-09,322.05
2012-07-09,322.05
2012-07-10,319.7
2012-07-11,317.1
2012-07-12,316.6
2012-07-13,314.4
2012-07-16,310.7
2012-07-17,307.35
2012-07-18,306.45
2012-07-19,308.9
2012-07-20,312.1
2012-07-23,310.5
2012-07-24,314.35
2012-07-25,316.55
2012-07-26,313.1
2012-07-27,309.8
2012-07-30,298.6
2012-07-31,293.65
2012-08-01,297.55
2012-08-02,296.05
2012-08-03,300.0
2012-08-06,300.35
2012-08-07,300.55
2012-08-08,297.0
2012-08-09,295.4
2012-08-10,292.05
2012-08-13,294.75
2012-08-14,294.3
2012-08-16,294.0
2012-08-17,296.2
2012-08-21,294.65
2012-08-22,295.25
2012-08-23,297.1
2012-08-24,296.15
2012-08-27,294.05
2012-08-28,292.0
2012-08-29,287.8
2012-08-30,289.6
2012-08-31,286.9
2012-09-03,287.75
2012-09-04,286.5
2012-09-05,293.85
2012-09-06,300.9
2012-09-07,299.7
2012-09-08,299.85
2012-09-10,298.05
2012-09-11,296.45
2012-09-12,297.75
2012-09-13,296.35
2012-09-14,297.85
2012-09-17,298.35
2012-09-18,299.7
2012-09-20,296.4
2012-09-21,296.65
2012-09-24,297.8
2012-09-25,298.45
2012-09-26,299.0
2012-09-27,298.1
2012-09-28,295.2
2012-10-01,296.75
2012-10-03,295.5
2012-10-04,314.5
2012-10-05,320.8
2012-10-08,327.05
2012-10-09,328.1
2012-10-10,324.8
2012-10-11,322.55
2012-10-12,325.3
2012-10-15,327.95
2012-10-16,312.25
2012-10-17,309.95
2012-10-18,309.25
2012-10-19,309.55
2012-10-22,314.15
2012-10-23,314.05
2012-10-25,314.05
2012-10-26,313.25
2012-10-29,300.1
2012-10-30,293.6
2012-10-31,292.1
2012-11-01,292.35
2012-11-02,293.3
2012-11-05,292.65
2012-11-06,292.05
2012-11-07,295.05
2012-11-08,293.6
2012-11-09,290.4
2012-11-12,287.35
2012-11-13,287.35
2012-11-15,288.7
2012-11-16,285.95
2012-11-19,285.9
2012-11-20,285.45
2012-11-21,285.7
2012-11-22,286.95
2012-11-23,283.0
2012-11-26,287.05
2012-11-27,285.6
2012-11-29,287.1
2012-11-30,292.65
2012-12-03,293.75
2012-12-04,295.05
2012-12-05,294.95
2012-12-06,299.4
2012-12-07,294.15
2012-12-10,294.0
2012-12-11,291.05
2012-12-12,292.1
2012-12-13,288.4
2012-12-14,288.55
2012-12-17,287.25
2012-12-18,288.95
2012-12-19,287.4
2012-12-20,286.75
2012-12-21,284.25
2012-12-24,284.2
2012-12-26,285.05
2012-12-27,288.35
2012-12-28,288.35
2012-12-31,292.65
