Date,SARDAEN
2012-01-02,76.85
2012-01-03,85.9
2012-01-04,82.55
2012-01-05,83.6
2012-01-06,85.15
2012-01-07,86.9
2012-01-09,94.55
2012-01-10,98.85
2012-01-11,102.9
2012-01-12,105.3
2012-01-13,105.05
2012-01-16,104.7
2012-01-17,108.9
2012-01-18,105.6
2012-01-19,105.45
2012-01-20,106.35
2012-01-23,122.85
2012-01-24,119.1
2012-01-25,124.1
2012-01-27,122.65
2012-01-30,116.3
2012-01-31,120.75
2012-02-01,122.6
2012-02-02,135.6
2012-02-03,135.25
2012-02-06,139.55
2012-02-07,134.2
2012-02-08,131.15
2012-02-09,130.95
2012-02-10,127.2
2012-02-13,130.2
2012-02-14,130.0
2012-02-15,131.95
2012-02-16,137.45
2012-02-17,132.65
2012-02-21,134.85
2012-02-22,126.95
2012-02-23,128.85
2012-02-24,125.85
2012-02-27,119.3
2012-02-28,125.2
2012-02-29,123.7
2012-03-01,120.4
2012-03-02,122.35
2012-03-03,121.1
2012-03-05,121.1
2012-03-06,119.2
2012-03-07,118.55
2012-03-09,123.25
2012-03-12,126.4
2012-03-13,124.7
2012-03-14,124.65
2012-03-15,130.6
2012-03-16,127.65
2012-03-19,126.6
2012-03-20,122.0
2012-03-21,135.55
2012-03-22,141.8
2012-03-23,145.8
2012-03-26,132.45
2012-03-27,129.9
2012-03-28,123.9
2012-03-29,123.2
2012-03-30,131.9
2012-04-02,133.35
2012-04-03,134.65
2012-04-04,135.0
2012-04-09,134.0
2012-04-10,133.35
2012-04-11,132.1
2012-04-12,139.1
2012-04-13,139.85
2012-04-16,144.75
2012-04-17,143.65
2012-04-18,146.4
2012-04-19,144.2
2012-04-20,141.7
2012-04-23,142.4
2012-04-24,139.85
2012-04-25,139.8
2012-04-26,145.55
2012-04-27,143.9
2012-04-28,143.05
2012-04-30,143.1
2012-05-02,143.15
2012-05-03,140.75
2012-05-04,134.35
2012-05-07,135.9
2012-05-08,135.2
2012-05-09,130.45
2012-05-10,133.2
2012-05-11,128.4
2012-05-14,126.95
2012-05-15,127.25
2012-05-16,122.3
2012-05-17,120.9
2012-05-18,117.35
2012-05-21,118.35
2012-05-22,118.35
2012-05-23,118.1
2012-05-24,119.35
2012-05-25,121.0
2012-05-28,131.75
2012-05-29,130.1
2012-05-30,127.25
2012-05-31,126.2
2012-06-01,124.2
2012-06-04,124.75
2012-06-05,127.95
2012-06-06,129.1
2012-06-07,128.25
2012-06-08,126.7
2012-06-11,128.45
2012-06-12,127.8
2012-06-13,126.55
2012-06-14,123.9
2012-06-15,126.75
2012-06-18,123.5
2012-06-19,126.75
2012-06-20,126.8
2012-06-21,126.1
2012-06-22,126.0
2012-06-25,126.1
2012-06-26,126.55
2012-06-27,126.95
2012-06-28,127.6
2012-06-29,130.5
2012-07-02,132.55
2012-07-03,132.15
2012-07-04,137.2
2012-07-05,136.5
2012-07-06,132.8
2012-07-09,133.4
2012-07-10,135.55
2012-07-11,133.95
2012-07-12,131.65
2012-07-13,129.9
2012-07-16,129.25
2012-07-17,126.5
2012-07-18,124.2
2012-07-19,124.1
2012-07-20,122.95
2012-07-23,121.55
2012-07-24,121.75
2012-07-25,119.45
2012-07-26,115.4
2012-07-27,115.75
2012-07-30,115.55
2012-07-31,115.8
2012-08-01,130.25
2012-08-02,127.3
2012-08-03,125.1
2012-08-06,124.65
2012-08-07,130.1
2012-08-08,131.5
2012-08-09,131.15
2012-08-10,129.4
2012-08-13,128.8
2012-08-14,130.55
2012-08-16,129.85
2012-08-17,129.2
2012-08-21,130.5
2012-08-22,129.1
2012-08-23,127.9
2012-08-24,126.2
2012-08-27,125.3
2012-08-28,121.25
2012-08-29,117.85
2012-08-30,116.95
2012-08-31,117.6
2012-09-03,117.0
2012-09-04,117.4
2012-09-05,116.7
2012-09-06,113.15
2012-09-07,114.15
2012-09-08,116.65
2012-09-10,119.8
2012-09-11,123.45
2012-09-12,121.95
2012-09-13,119.7
2012-09-14,118.65
2012-09-17,121.9
2012-09-18,122.9
2012-09-20,120.0
2012-09-21,123.1
2012-09-24,125.25
2012-09-25,126.15
2012-09-26,131.7
2012-09-27,129.25
2012-09-28,135.3
2012-10-01,135.1
2012-10-03,131.95
2012-10-04,135.45
2012-10-05,132.95
2012-10-08,134.55
2012-10-09,135.2
2012-10-10,131.2
2012-10-11,132.35
2012-10-12,131.7
2012-10-15,131.95
2012-10-16,129.85
2012-10-17,125.5
2012-10-18,126.9
2012-10-19,127.65
2012-10-22,126.05
2012-10-23,128.0
2012-10-25,130.6
2012-10-26,130.95
2012-10-29,133.9
2012-10-30,132.9
2012-10-31,131.65
2012-11-01,131.9
2012-11-02,131.25
2012-11-05,139.95
2012-11-06,143.6
2012-11-07,140.65
2012-11-08,147.85
2012-11-09,149.9
2012-11-12,142.1
2012-11-13,142.05
2012-11-15,144.75
2012-11-16,142.0
2012-11-19,140.6
2012-11-20,138.75
2012-11-21,133.55
2012-11-22,140.45
2012-11-23,136.35
2012-11-26,138.6
2012-11-27,140.0
2012-11-29,137.65
2012-11-30,138.25
2012-12-03,138.6
2012-12-04,138.4
2012-12-05,137.95
2012-12-06,137.2
2012-12-07,136.4
2012-12-10,137.5
2012-12-11,134.85
2012-12-12,135.3
2012-12-13,132.75
2012-12-14,132.15
2012-12-17,129.1
2012-12-18,128.25
2012-12-19,129.9
2012-12-20,138.75
2012-12-21,137.6
2012-12-24,137.35
2012-12-26,135.75
2012-12-27,134.3
2012-12-28,132.95
2012-12-31,131.8
