Date,JUBILANT
2012-01-02,175.95
2012-01-03,176.9
2012-01-04,173.9
2012-01-05,173.0
2012-01-06,173.0
2012-01-07,173.4
2012-01-09,173.1
2012-01-10,174.05
2012-01-11,175.65
2012-01-12,180.55
2012-01-13,185.1
2012-01-16,180.8
2012-01-17,181.3
2012-01-18,182.25
2012-01-19,180.6
2012-01-20,177.8
2012-01-23,179.05
2012-01-24,179.45
2012-01-25,175.6
2012-01-27,175.4
2012-01-30,175.0
2012-01-31,173.2
2012-02-01,173.0
2012-02-02,172.85
2012-02-03,174.9
2012-02-06,176.9
2012-02-07,179.3
2012-02-08,180.7
2012-02-09,187.05
2012-02-10,197.75
2012-02-13,201.55
2012-02-14,203.45
2012-02-15,202.4
2012-02-16,200.1
2012-02-17,195.4
2012-02-21,194.2
2012-02-22,190.1
2012-02-23,180.55
2012-02-24,190.25
2012-02-27,188.9
2012-02-28,194.65
2012-02-29,190.05
2012-03-01,189.7
2012-03-02,190.45
2012-03-03,190.4
2012-03-05,186.9
2012-03-06,182.35
2012-03-07,179.45
2012-03-09,179.8
2012-03-12,181.2
2012-03-13,185.1
2012-03-14,182.15
2012-03-15,181.55
2012-03-16,182.1
2012-03-19,180.65
2012-03-20,181.35
2012-03-21,180.85
2012-03-22,178.85
2012-03-23,178.1
2012-03-26,175.05
2012-03-27,175.15
2012-03-28,180.0
2012-03-29,187.05
2012-03-30,199.7
2012-04-02,201.95
2012-04-03,198.75
2012-04-04,193.5
2012-04-09,192.6
2012-04-10,190.75
2012-04-11,186.8
2012-04-12,186.9
2012-04-13,180.0
2012-04-16,183.1
2012-04-17,184.45
2012-04-18,185.35
2012-04-19,183.3
2012-04-20,185.7
2012-04-23,185.1
2012-04-24,184.55
2012-04-25,181.3
2012-04-26,179.85
2012-04-27,180.35
2012-04-28,180.3
2012-04-30,181.05
2012-05-02,184.95
2012-05-03,182.55
2012-05-04,179.2
2012-05-07,178.15
2012-05-08,188.7
2012-05-09,182.2
2012-05-10,178.05
2012-05-11,176.05
2012-05-14,180.35
2012-05-15,179.85
2012-05-16,180.0
2012-05-17,189.45
2012-05-18,185.1
2012-05-21,184.05
2012-05-22,184.9
2012-05-23,178.5
2012-05-24,178.2
2012-05-25,178.45
2012-05-28,180.05
2012-05-29,179.9
2012-05-30,177.5
2012-05-31,176.45
2012-06-01,173.7
2012-06-04,172.55
2012-06-05,173.85
2012-06-06,174.9
2012-06-07,178.0
2012-06-08,180.35
2012-06-11,180.0
2012-06-12,184.25
2012-06-13,184.9
2012-06-14,185.55
2012-06-15,185.0
2012-06-18,185.05
2012-06-19,181.85
2012-06-20,179.25
2012-06-21,179.95
2012-06-22,176.55
2012-06-25,177.5
2012-06-26,176.45
2012-06-27,175.75
2012-06-28,175.9
2012-06-29,177.25
2012-07-02,173.75
2012-07-03,173.35
2012-07-04,172.55
2012-07-05,173.5
2012-07-06,173.25
2012-07-09,169.95
2012-07-09,169.95
2012-07-10,169.6
2012-07-11,169.35
2012-07-12,167.45
2012-07-13,168.0
2012-07-16,168.05
2012-07-17,165.3
2012-07-18,167.45
2012-07-19,170.15
2012-07-20,170.2
2012-07-23,167.1
2012-07-24,170.8
2012-07-25,168.65
2012-07-26,166.7
2012-07-27,158.45
2012-07-30,158.65
2012-07-31,164.85
2012-08-01,167.5
2012-08-02,165.0
2012-08-03,166.45
2012-08-06,164.9
2012-08-07,165.0
2012-08-08,163.45
2012-08-09,164.1
2012-08-10,164.6
2012-08-13,164.05
2012-08-14,162.9
2012-08-16,161.75
2012-08-17,161.25
2012-08-21,161.85
2012-08-22,160.05
2012-08-23,159.25
2012-08-24,158.95
2012-08-27,158.75
2012-08-28,166.0
2012-08-29,173.1
2012-08-30,187.55
2012-08-31,187.75
2012-09-03,178.4
2012-09-04,179.55
2012-09-05,176.75
2012-09-06,179.75
2012-09-07,194.95
2012-09-08,205.05
2012-09-10,214.55
2012-09-11,210.75
2012-09-12,209.25
2012-09-13,210.9
2012-09-14,211.45
2012-09-17,206.75
2012-09-18,207.1
2012-09-20,205.0
2012-09-21,204.65
2012-09-24,210.65
2012-09-25,222.45
2012-09-26,218.4
2012-09-27,216.3
2012-09-28,211.5
2012-10-01,214.3
2012-10-03,221.85
2012-10-04,218.15
2012-10-05,211.95
2012-10-08,204.95
2012-10-09,205.9
2012-10-10,202.45
2012-10-11,204.25
2012-10-12,214.7
2012-10-15,215.1
2012-10-16,237.75
2012-10-17,230.9
2012-10-18,232.1
2012-10-19,228.65
2012-10-22,234.5
2012-10-23,232.6
2012-10-25,229.45
2012-10-26,226.05
2012-10-29,218.0
2012-10-30,218.55
2012-10-31,222.35
2012-11-01,226.05
2012-11-02,223.65
2012-11-05,227.7
2012-11-06,218.15
2012-11-07,214.75
2012-11-08,209.7
2012-11-09,210.5
2012-11-12,212.35
2012-11-13,214.8
2012-11-15,215.35
2012-11-16,211.4
2012-11-19,207.15
2012-11-20,202.55
2012-11-21,205.45
2012-11-22,203.0
2012-11-23,200.55
2012-11-26,215.75
2012-11-27,212.8
2012-11-29,211.4
2012-11-30,209.45
2012-12-03,212.65
2012-12-04,220.9
2012-12-05,227.95
2012-12-06,235.8
2012-12-07,237.95
2012-12-10,237.15
2012-12-11,227.35
2012-12-12,225.6
2012-12-13,221.65
2012-12-14,222.55
2012-12-17,225.8
2012-12-18,224.25
2012-12-19,228.85
2012-12-20,221.75
2012-12-21,214.15
2012-12-24,212.1
2012-12-26,219.45
2012-12-27,223.0
2012-12-28,221.7
2012-12-31,225.2
