Date,JAYAGROGN
2012-01-02,80.75
2012-01-03,83.15
2012-01-04,83.85
2012-01-05,84.35
2012-01-06,83.4
2012-01-07,82.9
2012-01-09,83.55
2012-01-10,87.05
2012-01-11,87.5
2012-01-12,86.95
2012-01-13,87.95
2012-01-16,90.45
2012-01-17,93.9
2012-01-18,91.95
2012-01-19,93.9
2012-01-20,90.6
2012-01-23,98.6
2012-01-24,103.8
2012-01-25,105.45
2012-01-27,106.3
2012-01-30,105.85
2012-01-31,114.65
2012-02-01,108.0
2012-02-02,103.9
2012-02-03,103.2
2012-02-06,103.2
2012-02-07,104.4
2012-02-08,103.8
2012-02-09,103.7
2012-02-10,103.15
2012-02-13,104.6
2012-02-14,104.25
2012-02-15,105.0
2012-02-16,104.2
2012-02-17,108.1
2012-02-21,108.95
2012-02-22,105.55
2012-02-23,107.15
2012-02-24,108.05
2012-02-27,104.9
2012-02-28,111.25
2012-02-29,112.85
2012-03-01,110.15
2012-03-02,108.15
2012-03-03,111.6
2012-03-05,107.05
2012-03-06,106.15
2012-03-07,105.0
2012-03-09,108.2
2012-03-12,106.3
2012-03-13,107.4
2012-03-14,106.0
2012-03-15,105.65
2012-03-16,102.05
2012-03-19,102.2
2012-03-20,103.0
2012-03-21,102.5
2012-03-22,101.7
2012-03-23,102.8
2012-03-26,100.1
2012-03-27,100.25
2012-03-28,101.05
2012-03-29,101.8
2012-03-30,101.4
2012-04-02,105.95
2012-04-03,106.7
2012-04-04,104.2
2012-04-09,103.15
2012-04-10,101.25
2012-04-11,102.4
2012-04-12,100.35
2012-04-13,101.7
2012-04-16,103.45
2012-04-17,103.25
2012-04-18,105.95
2012-04-19,105.1
2012-04-20,104.35
2012-04-23,102.75
2012-04-24,102.85
2012-04-25,101.15
2012-04-26,101.2
2012-04-27,106.55
2012-04-30,111.75
2012-05-02,112.45
2012-05-03,116.55
2012-05-04,114.55
2012-05-07,113.25
2012-05-08,112.8
2012-05-09,112.05
2012-05-10,112.85
2012-05-11,112.45
2012-05-14,112.95
2012-05-15,114.5
2012-05-16,115.6
2012-05-17,115.65
2012-05-18,113.95
2012-05-21,116.35
2012-05-22,113.9
2012-05-23,117.15
2012-05-24,117.5
2012-05-25,118.85
2012-05-28,118.9
2012-05-29,122.15
2012-05-30,121.8
2012-05-31,123.8
2012-06-01,127.25
2012-06-04,125.9
2012-06-05,124.8
2012-06-06,124.3
2012-06-07,127.05
2012-06-08,128.2
2012-06-11,130.3
2012-06-12,128.85
2012-06-13,129.65
2012-06-14,128.65
2012-06-15,128.2
2012-06-18,122.05
2012-06-19,121.6
2012-06-20,122.95
2012-06-21,124.45
2012-06-22,126.9
2012-06-25,124.55
2012-06-26,124.2
2012-06-27,123.5
2012-06-28,125.45
2012-06-29,128.0
2012-07-02,128.35
2012-07-03,128.1
2012-07-04,129.45
2012-07-05,128.05
2012-07-06,128.0
2012-07-09,126.2
2012-07-09,126.2
2012-07-10,129.4
2012-07-11,128.45
2012-07-12,125.9
2012-07-13,128.05
2012-07-16,127.55
2012-07-17,125.15
2012-07-18,129.3
2012-07-19,127.2
2012-07-20,126.45
2012-07-23,126.7
2012-07-24,128.3
2012-07-25,127.7
2012-07-26,125.5
2012-07-27,124.85
2012-07-30,123.55
2012-07-31,121.1
2012-08-01,118.4
2012-08-02,120.75
2012-08-03,121.15
2012-08-06,118.3
2012-08-07,119.0
2012-08-08,117.4
2012-08-09,115.9
2012-08-10,118.0
2012-08-13,117.0
2012-08-14,121.8
2012-08-16,123.95
2012-08-17,122.45
2012-08-21,122.5
2012-08-22,121.7
2012-08-23,120.0
2012-08-24,119.3
2012-08-27,119.95
2012-08-28,120.85
2012-08-29,121.25
2012-08-30,119.55
2012-08-31,119.7
2012-09-03,121.75
2012-09-04,122.1
2012-09-05,120.05
2012-09-06,119.9
2012-09-07,120.8
2012-09-08,122.0
2012-09-10,123.05
2012-09-11,126.45
2012-09-12,138.1
2012-09-13,138.2
2012-09-14,133.25
2012-09-17,133.05
2012-09-18,132.3
2012-09-20,132.3
2012-09-21,132.7
2012-09-24,133.35
2012-09-25,133.8
2012-09-26,135.4
2012-09-27,140.25
2012-09-28,141.65
2012-10-01,142.8
2012-10-03,142.25
2012-10-04,143.95
2012-10-05,143.0
2012-10-08,147.65
2012-10-09,148.6
2012-10-10,151.0
2012-10-11,151.9
2012-10-12,148.0
2012-10-15,148.35
2012-10-16,148.4
2012-10-17,145.4
2012-10-18,151.15
2012-10-19,147.9
2012-10-22,147.05
2012-10-23,145.85
2012-10-25,145.95
2012-10-26,145.9
2012-10-29,146.25
2012-10-30,145.05
2012-10-31,144.45
2012-11-01,144.25
2012-11-02,146.8
2012-11-05,145.75
2012-11-06,149.35
2012-11-07,150.35
2012-11-08,144.7
2012-11-09,142.0
2012-11-12,145.65
2012-11-13,145.05
2012-11-15,145.3
2012-11-16,144.75
2012-11-19,143.5
2012-11-20,142.9
2012-11-21,143.45
2012-11-22,143.0
2012-11-23,139.5
2012-11-26,138.95
2012-11-27,134.6
2012-11-29,136.25
2012-11-30,138.0
2012-12-03,139.1
2012-12-04,139.75
2012-12-05,141.6
2012-12-06,140.05
2012-12-07,139.5
2012-12-10,142.8
2012-12-11,139.0
2012-12-12,138.8
2012-12-13,136.9
2012-12-14,134.65
2012-12-17,136.55
2012-12-18,139.55
2012-12-19,138.0
2012-12-20,138.05
2012-12-21,138.05
2012-12-24,138.65
2012-12-26,138.4
2012-12-27,138.0
2012-12-28,138.0
2012-12-31,138.65
