Date,GENESYS
2012-01-02,123.65
2012-01-03,131.45
2012-01-04,126.95
2012-01-05,128.5
2012-01-06,127.45
2012-01-07,132.5
2012-01-09,128.45
2012-01-10,134.15
2012-01-11,135.45
2012-01-12,139.9
2012-01-13,148.65
2012-01-16,155.6
2012-01-17,158.15
2012-01-18,156.8
2012-01-19,149.7
2012-01-20,147.6
2012-01-23,144.0
2012-01-24,138.1
2012-01-25,137.7
2012-01-27,137.9
2012-01-30,134.05
2012-01-31,137.3
2012-02-01,138.8
2012-02-02,137.3
2012-02-03,138.45
2012-02-06,141.7
2012-02-07,140.15
2012-02-08,141.3
2012-02-09,143.65
2012-02-10,142.75
2012-02-13,147.65
2012-02-14,146.25
2012-02-15,137.85
2012-02-16,137.15
2012-02-17,137.4
2012-02-21,137.3
2012-02-22,136.0
2012-02-23,136.35
2012-02-24,133.15
2012-02-27,131.35
2012-02-28,131.5
2012-02-29,137.25
2012-03-01,135.75
2012-03-02,138.0
2012-03-03,135.1
2012-03-05,131.8
2012-03-06,131.85
2012-03-07,133.55
2012-03-09,131.1
2012-03-12,131.75
2012-03-13,130.45
2012-03-14,131.0
2012-03-15,132.3
2012-03-16,131.2
2012-03-19,131.05
2012-03-20,130.85
2012-03-21,132.85
2012-03-22,130.95
2012-03-23,131.9
2012-03-26,128.4
2012-03-27,129.4
2012-03-28,127.9
2012-03-29,127.3
2012-03-30,130.55
2012-04-02,130.6
2012-04-03,130.5
2012-04-04,138.8
2012-04-09,147.3
2012-04-10,150.15
2012-04-11,154.7
2012-04-12,160.3
2012-04-13,192.35
2012-04-16,207.15
2012-04-17,199.05
2012-04-18,195.7
2012-04-19,200.0
2012-04-20,194.35
2012-04-23,190.2
2012-04-24,188.8
2012-04-25,188.0
2012-04-26,185.0
2012-04-27,184.2
2012-04-28,182.5
2012-04-30,190.0
2012-05-02,183.3
2012-05-03,185.5
2012-05-04,188.75
2012-05-07,188.85
2012-05-08,185.4
2012-05-09,182.7
2012-05-10,187.7
2012-05-11,186.6
2012-05-14,180.2
2012-05-15,179.85
2012-05-16,177.65
2012-05-17,177.65
2012-05-18,176.25
2012-05-21,177.95
2012-05-22,178.25
2012-05-23,171.05
2012-05-24,167.45
2012-05-25,164.35
2012-05-28,181.3
2012-05-29,177.9
2012-05-30,166.85
2012-05-31,164.65
2012-06-01,164.25
2012-06-04,167.15
2012-06-05,165.8
2012-06-06,166.7
2012-06-07,187.2
2012-06-08,191.65
2012-06-11,188.2
2012-06-12,190.9
2012-06-13,189.95
2012-06-14,191.75
2012-06-15,195.05
2012-06-18,208.55
2012-06-19,213.95
2012-06-20,224.05
2012-06-21,225.45
2012-06-22,228.1
2012-06-25,224.0
2012-06-26,216.2
2012-06-27,214.05
2012-06-28,213.75
2012-06-29,210.85
2012-07-02,222.4
2012-07-03,213.1
2012-07-04,222.65
2012-07-05,227.8
2012-07-06,224.2
2012-07-09,222.6
2012-07-09,222.6
2012-07-10,222.75
2012-07-11,223.25
2012-07-12,218.2
2012-07-13,216.1
2012-07-16,217.5
2012-07-17,215.45
2012-07-18,222.4
2012-07-19,220.45
2012-07-20,217.2
2012-07-23,216.75
2012-07-24,216.8
2012-07-25,212.55
2012-07-26,205.75
2012-07-27,203.05
2012-07-30,200.8
2012-07-31,201.45
2012-08-01,199.8
2012-08-02,193.2
2012-08-03,189.35
2012-08-06,196.25
2012-08-07,206.2
2012-08-08,203.8
2012-08-09,206.05
2012-08-10,202.2
2012-08-13,196.7
2012-08-14,191.95
2012-08-16,191.7
2012-08-17,190.9
2012-08-21,191.6
2012-08-22,211.9
2012-08-23,200.0
2012-08-24,198.6
2012-08-27,192.25
2012-08-28,184.75
2012-08-29,183.25
2012-08-30,186.9
2012-08-31,180.35
2012-09-03,181.3
2012-09-04,180.35
2012-09-05,181.45
2012-09-06,183.75
2012-09-07,183.95
2012-09-08,183.85
2012-09-10,186.9
2012-09-11,185.55
2012-09-12,186.85
2012-09-13,186.4
2012-09-14,186.0
2012-09-17,182.25
2012-09-18,184.05
2012-09-20,181.4
2012-09-21,183.95
2012-09-24,185.8
2012-09-25,185.65
2012-09-26,188.2
2012-09-27,191.5
2012-09-28,200.15
2012-10-01,197.8
2012-10-03,196.2
2012-10-04,192.25
2012-10-05,187.8
2012-10-08,182.3
2012-10-09,186.15
2012-10-10,183.5
2012-10-11,189.3
2012-10-12,182.5
2012-10-15,183.45
2012-10-16,184.15
2012-10-17,182.9
2012-10-18,185.1
2012-10-19,182.45
2012-10-22,181.9
2012-10-23,181.25
2012-10-25,180.85
2012-10-26,169.1
2012-10-29,175.0
2012-10-30,167.05
2012-10-31,166.95
2012-11-01,158.55
2012-11-02,154.75
2012-11-05,161.55
2012-11-06,155.75
2012-11-07,155.3
2012-11-08,157.0
2012-11-09,154.95
2012-11-12,149.8
2012-11-13,154.6
2012-11-15,158.05
2012-11-16,158.15
2012-11-19,157.25
2012-11-20,153.75
2012-11-21,157.4
2012-11-22,157.4
2012-11-23,156.0
2012-11-26,164.7
2012-11-27,161.3
2012-11-29,161.2
2012-11-30,158.6
2012-12-03,154.8
2012-12-04,156.25
2012-12-05,156.3
2012-12-06,151.95
2012-12-07,153.7
2012-12-10,154.6
2012-12-11,152.2
2012-12-12,154.25
2012-12-13,152.7
2012-12-14,148.95
2012-12-17,150.5
2012-12-18,147.8
2012-12-19,144.75
2012-12-20,137.95
2012-12-21,133.55
2012-12-24,138.0
2012-12-26,142.65
2012-12-27,142.9
2012-12-28,137.65
2012-12-31,133.5
