Date,DRREDDY
2012-01-02,1569.6
2012-01-03,1606.05
2012-01-04,1591.2
2012-01-05,1581.65
2012-01-06,1600.55
2012-01-07,1604.95
2012-01-09,1600.05
2012-01-10,1618.1
2012-01-11,1650.75
2012-01-12,1657.5
2012-01-13,1660.75
2012-01-16,1643.2
2012-01-17,1645.1
2012-01-18,1662.55
2012-01-19,1700.3
2012-01-20,1645.15
2012-01-23,1647.8
2012-01-24,1646.0
2012-01-25,1649.15
2012-01-27,1645.65
2012-01-30,1656.1
2012-01-31,1689.75
2012-02-01,1676.4
2012-02-02,1631.6
2012-02-03,1670.75
2012-02-06,1647.1
2012-02-07,1633.6
2012-02-08,1621.7
2012-02-09,1638.55
2012-02-10,1621.95
2012-02-13,1626.65
2012-02-14,1610.65
2012-02-15,1620.25
2012-02-16,1621.65
2012-02-17,1634.95
2012-02-21,1649.35
2012-02-22,1646.9
2012-02-23,1630.35
2012-02-24,1629.3
2012-02-27,1630.05
2012-02-28,1648.05
2012-02-29,1642.7
2012-03-01,1667.7
2012-03-02,1677.15
2012-03-03,1684.35
2012-03-05,1674.5
2012-03-06,1689.25
2012-03-07,1692.75
2012-03-09,1702.25
2012-03-12,1697.25
2012-03-13,1695.65
2012-03-14,1679.0
2012-03-15,1680.95
2012-03-16,1680.1
2012-03-19,1675.0
2012-03-20,1676.0
2012-03-21,1675.9
2012-03-22,1664.95
2012-03-23,1665.9
2012-03-26,1663.6
2012-03-27,1681.0
2012-03-28,1699.0
2012-03-29,1706.5
2012-03-30,1764.75
2012-04-02,1738.25
2012-04-03,1693.05
2012-04-04,1712.55
2012-04-09,1750.85
2012-04-10,1714.75
2012-04-11,1731.85
2012-04-12,1693.15
2012-04-13,1735.0
2012-04-16,1759.45
2012-04-17,1760.6
2012-04-18,1767.15
2012-04-19,1806.45
2012-04-20,1793.1
2012-04-23,1778.2
2012-04-24,1763.45
2012-04-25,1781.8
2012-04-26,1774.2
2012-04-27,1781.0
2012-04-28,1785.35
2012-04-30,1762.95
2012-05-02,1759.85
2012-05-03,1747.65
2012-05-04,1747.65
2012-05-07,1715.4
2012-05-08,1709.5
2012-05-09,1684.0
2012-05-10,1697.65
2012-05-11,1660.3
2012-05-14,1671.95
2012-05-15,1659.35
2012-05-16,1663.45
2012-05-17,1663.3
2012-05-18,1660.3
2012-05-21,1652.9
2012-05-22,1659.35
2012-05-23,1674.8
2012-05-24,1707.0
2012-05-25,1692.15
2012-05-28,1697.0
2012-05-29,1700.95
2012-05-30,1683.5
2012-05-31,1685.6
2012-06-01,1650.0
2012-06-04,1622.05
2012-06-05,1618.4
2012-06-06,1615.5
2012-06-07,1617.15
2012-06-08,1621.25
2012-06-11,1610.6
2012-06-12,1581.8
2012-06-13,1568.85
2012-06-14,1555.15
2012-06-15,1579.3
2012-06-18,1543.1
2012-06-19,1546.75
2012-06-20,1591.6
2012-06-21,1586.1
2012-06-22,1584.05
2012-06-25,1590.25
2012-06-26,1600.9
2012-06-27,1609.45
2012-06-28,1611.5
2012-06-29,1648.15
2012-07-02,1644.0
2012-07-03,1668.6
2012-07-04,1642.3
2012-07-05,1628.5
2012-07-06,1634.4
2012-07-09,1640.2
2012-07-09,1640.2
2012-07-10,1657.95
2012-07-11,1644.75
2012-07-12,1649.5
2012-07-13,1646.6
2012-07-16,1675.35
2012-07-17,1704.55
2012-07-18,1672.45
2012-07-19,1654.55
2012-07-20,1611.2
2012-07-23,1629.4
2012-07-24,1627.15
2012-07-25,1615.7
2012-07-26,1623.0
2012-07-27,1621.35
2012-07-30,1625.15
2012-07-31,1614.95
2012-08-01,1635.95
2012-08-02,1647.0
2012-08-03,1673.45
2012-08-06,1658.05
2012-08-07,1659.3
2012-08-08,1657.35
2012-08-09,1649.35
2012-08-10,1644.65
2012-08-13,1640.15
2012-08-14,1645.65
2012-08-16,1658.6
2012-08-17,1669.0
2012-08-21,1659.95
2012-08-22,1676.1
2012-08-23,1675.05
2012-08-24,1677.1
2012-08-27,1671.1
2012-08-28,1695.25
2012-08-29,1687.65
2012-08-30,1695.7
2012-08-31,1677.6
2012-09-03,1670.2
2012-09-04,1681.2
2012-09-05,1676.45
2012-09-06,1673.7
2012-09-07,1700.1
2012-09-08,1725.65
2012-09-10,1716.65
2012-09-11,1725.85
2012-09-12,1769.4
2012-09-13,1778.8
2012-09-14,1747.5
2012-09-17,1670.5
2012-09-18,1676.65
2012-09-20,1665.05
2012-09-21,1643.7
2012-09-24,1665.75
2012-09-25,1655.0
2012-09-26,1623.55
2012-09-27,1622.8
2012-09-28,1645.65
2012-10-01,1646.45
2012-10-03,1683.15
2012-10-04,1720.2
2012-10-05,1697.3
2012-10-08,1701.95
2012-10-09,1708.0
2012-10-10,1691.7
2012-10-11,1702.45
2012-10-12,1683.95
2012-10-15,1701.2
2012-10-16,1691.25
2012-10-17,1691.0
2012-10-18,1695.65
2012-10-19,1704.45
2012-10-22,1728.75
2012-10-23,1731.2
2012-10-25,1694.5
2012-10-26,1670.25
2012-10-29,1697.7
2012-10-30,1724.3
2012-10-31,1756.5
2012-11-01,1765.1
2012-11-02,1774.65
2012-11-05,1797.6
2012-11-06,1786.65
2012-11-07,1794.1
2012-11-08,1776.95
2012-11-09,1768.85
2012-11-12,1776.8
2012-11-13,1755.35
2012-11-15,1721.65
2012-11-16,1756.9
2012-11-19,1738.0
2012-11-20,1738.45
2012-11-21,1736.1
2012-11-22,1730.15
2012-11-23,1743.0
2012-11-26,1759.75
2012-11-27,1787.55
2012-11-29,1808.55
2012-11-30,1819.4
2012-12-03,1831.0
2012-12-04,1831.75
2012-12-05,1832.5
2012-12-06,1846.55
2012-12-07,1839.4
2012-12-10,1883.75
2012-12-11,1881.2
2012-12-12,1873.65
2012-12-13,1851.95
2012-12-14,1830.05
2012-12-17,1844.3
2012-12-18,1839.0
2012-12-19,1852.75
2012-12-20,1845.8
2012-12-21,1821.0
2012-12-24,1822.35
2012-12-26,1818.85
2012-12-27,1828.95
2012-12-28,1826.55
2012-12-31,1829.75
