Date,HIL
2012-01-02,264.1
2012-01-03,269.6
2012-01-04,272.85
2012-01-05,281.45
2012-01-06,280.65
2012-01-07,280.9
2012-01-09,283.0
2012-01-10,297.4
2012-01-11,299.1
2012-01-12,298.35
2012-01-13,308.65
2012-01-16,306.5
2012-01-17,318.1
2012-01-18,309.3
2012-01-19,315.35
2012-01-20,320.95
2012-01-23,326.6
2012-01-24,335.05
2012-01-25,344.7
2012-01-27,343.1
2012-01-30,345.3
2012-01-31,349.25
2012-02-01,344.3
2012-02-02,341.45
2012-02-03,347.85
2012-02-06,347.05
2012-02-07,348.1
2012-02-08,343.6
2012-02-09,345.9
2012-02-10,343.75
2012-02-13,343.7
2012-02-14,345.4
2012-02-15,354.1
2012-02-16,351.3
2012-02-17,355.25
2012-02-21,355.15
2012-02-22,342.8
2012-02-23,341.9
2012-02-24,338.05
2012-02-27,330.2
2012-02-28,340.65
2012-02-29,345.65
2012-03-01,340.55
2012-03-02,339.75
2012-03-03,340.05
2012-03-05,336.35
2012-03-06,326.7
2012-03-07,330.1
2012-03-09,336.7
2012-03-12,334.4
2012-03-13,339.25
2012-03-14,339.95
2012-03-15,333.8
2012-03-16,329.45
2012-03-19,327.55
2012-03-20,326.6
2012-03-21,327.9
2012-03-22,322.0
2012-03-23,327.3
2012-03-26,322.3
2012-03-27,329.0
2012-03-28,321.7
2012-03-29,328.15
2012-03-30,330.0
2012-04-02,344.9
2012-04-03,351.75
2012-04-04,352.15
2012-04-09,344.25
2012-04-10,343.15
2012-04-11,338.1
2012-04-12,336.7
2012-04-13,335.5
2012-04-16,329.6
2012-04-17,342.15
2012-04-18,343.85
2012-04-19,342.2
2012-04-20,342.55
2012-04-23,341.8
2012-04-24,340.7
2012-04-25,339.0
2012-04-26,337.35
2012-04-27,350.25
2012-04-28,369.4
2012-04-30,362.35
2012-05-02,376.75
2012-05-03,367.5
2012-05-04,365.0
2012-05-07,367.6
2012-05-08,370.3
2012-05-09,367.05
2012-05-10,368.0
2012-05-11,358.25
2012-05-14,356.9
2012-05-15,362.4
2012-05-16,353.9
2012-05-17,352.8
2012-05-18,354.05
2012-05-21,357.5
2012-05-22,356.85
2012-05-23,350.25
2012-05-24,350.65
2012-05-25,360.3
2012-05-28,361.8
2012-05-29,374.55
2012-05-30,370.2
2012-05-31,372.95
2012-06-01,368.1
2012-06-04,364.5
2012-06-05,371.1
2012-06-06,382.4
2012-06-07,390.95
2012-06-08,395.8
2012-06-11,395.35
2012-06-12,392.25
2012-06-13,393.45
2012-06-14,387.2
2012-06-15,391.35
2012-06-18,393.35
2012-06-19,396.65
2012-06-20,413.15
2012-06-21,415.75
2012-06-22,414.05
2012-06-25,418.5
2012-06-26,414.75
2012-06-27,419.05
2012-06-28,414.7
2012-06-29,413.55
2012-07-02,411.4
2012-07-03,413.65
2012-07-04,415.6
2012-07-05,414.35
2012-07-06,415.65
2012-07-09,414.1
2012-07-09,414.1
2012-07-10,427.3
2012-07-11,424.9
2012-07-12,404.4
2012-07-13,398.05
2012-07-16,403.15
2012-07-17,400.45
2012-07-18,405.1
2012-07-19,418.75
2012-07-20,453.1
2012-07-23,444.15
2012-07-24,448.3
2012-07-25,443.15
2012-07-26,435.55
2012-07-27,433.65
2012-07-30,449.8
2012-07-31,445.8
2012-08-01,445.35
2012-08-02,442.75
2012-08-03,466.25
2012-08-06,459.4
2012-08-07,455.6
2012-08-08,465.7
2012-08-09,468.0
2012-08-10,474.8
2012-08-13,472.25
2012-08-14,462.95
2012-08-16,456.95
2012-08-17,464.65
2012-08-21,482.15
2012-08-22,486.6
2012-08-23,478.65
2012-08-24,473.9
2012-08-27,468.7
2012-08-28,458.75
2012-08-29,452.75
2012-08-30,456.85
2012-08-31,453.3
2012-09-03,458.5
2012-09-04,458.25
2012-09-05,458.6
2012-09-06,460.7
2012-09-07,463.9
2012-09-08,468.05
2012-09-10,483.4
2012-09-11,476.15
2012-09-12,474.2
2012-09-13,471.9
2012-09-14,468.65
2012-09-17,468.2
2012-09-18,487.8
2012-09-20,480.75
2012-09-21,490.0
2012-09-24,494.15
2012-09-25,488.3
2012-09-26,487.55
2012-09-27,494.75
2012-09-28,494.45
2012-10-01,508.1
2012-10-03,524.7
2012-10-04,518.65
2012-10-05,522.3
2012-10-08,525.3
2012-10-09,524.8
2012-10-10,521.4
2012-10-11,527.95
2012-10-12,524.3
2012-10-15,518.7
2012-10-16,514.4
2012-10-17,515.4
2012-10-18,524.35
2012-10-19,522.85
2012-10-22,525.95
2012-10-23,532.6
2012-10-25,533.15
2012-10-26,524.0
2012-10-29,523.7
2012-10-30,532.8
2012-10-31,498.6
2012-11-01,482.9
2012-11-02,485.15
2012-11-05,484.75
2012-11-06,488.4
2012-11-07,484.65
2012-11-08,476.3
2012-11-09,478.2
2012-11-12,473.55
2012-11-13,480.8
2012-11-15,480.35
2012-11-16,482.6
2012-11-19,478.8
2012-11-20,474.2
2012-11-21,477.5
2012-11-22,481.1
2012-11-23,480.15
2012-11-26,481.05
2012-11-27,483.25
2012-11-29,488.3
2012-11-30,490.05
2012-12-03,486.45
2012-12-04,483.25
2012-12-05,487.8
2012-12-06,487.85
2012-12-07,481.85
2012-12-10,483.0
2012-12-11,491.65
2012-12-12,509.25
2012-12-13,499.35
2012-12-14,493.2
2012-12-17,493.7
2012-12-18,499.95
2012-12-19,491.0
2012-12-20,489.3
2012-12-21,488.65
2012-12-24,487.8
2012-12-26,491.5
2012-12-27,492.8
2012-12-28,494.8
2012-12-31,495.0
