Date,TATAPOWER
2012-01-02,88.15
2012-01-03,92.65
2012-01-04,91.9
2012-01-05,93.7
2012-01-06,91.8
2012-01-07,91.85
2012-01-09,93.35
2012-01-10,94.0
2012-01-11,92.7
2012-01-12,94.3
2012-01-13,96.15
2012-01-16,97.65
2012-01-17,97.8
2012-01-18,97.85
2012-01-19,103.9
2012-01-20,105.0
2012-01-23,105.0
2012-01-24,107.65
2012-01-25,105.45
2012-01-27,105.05
2012-01-30,103.05
2012-01-31,103.9
2012-02-01,110.15
2012-02-02,111.2
2012-02-03,112.7
2012-02-06,107.4
2012-02-07,107.15
2012-02-08,108.0
2012-02-09,111.45
2012-02-10,110.8
2012-02-13,108.0
2012-02-14,104.2
2012-02-15,110.35
2012-02-16,113.95
2012-02-17,118.65
2012-02-21,115.5
2012-02-22,110.85
2012-02-23,111.6
2012-02-24,113.8
2012-02-27,109.55
2012-02-28,112.15
2012-02-29,114.9
2012-03-01,116.2
2012-03-02,114.7
2012-03-03,115.6
2012-03-05,113.5
2012-03-06,108.4
2012-03-07,108.95
2012-03-09,108.65
2012-03-12,107.65
2012-03-13,108.1
2012-03-14,109.85
2012-03-15,109.65
2012-03-16,105.55
2012-03-19,102.6
2012-03-20,103.75
2012-03-21,104.15
2012-03-22,99.1
2012-03-23,99.6
2012-03-26,95.6
2012-03-27,96.15
2012-03-28,95.7
2012-03-29,97.25
2012-03-30,100.95
2012-04-02,100.05
2012-04-03,101.55
2012-04-04,100.75
2012-04-09,100.25
2012-04-10,104.5
2012-04-11,102.4
2012-04-12,103.3
2012-04-13,103.2
2012-04-16,103.0
2012-04-17,104.1
2012-04-18,106.65
2012-04-19,107.5
2012-04-20,105.05
2012-04-23,101.85
2012-04-24,104.95
2012-04-25,105.95
2012-04-26,102.25
2012-04-27,103.7
2012-04-28,103.7
2012-04-30,105.6
2012-05-02,103.05
2012-05-03,100.7
2012-05-04,100.05
2012-05-07,101.75
2012-05-08,99.25
2012-05-09,97.6
2012-05-10,97.4
2012-05-11,92.9
2012-05-14,94.0
2012-05-15,94.85
2012-05-16,92.45
2012-05-17,90.95
2012-05-18,90.9
2012-05-21,95.65
2012-05-22,90.4
2012-05-23,88.65
2012-05-24,89.3
2012-05-25,89.2
2012-05-28,92.4
2012-05-29,93.2
2012-05-30,94.65
2012-05-31,93.5
2012-06-01,93.1
2012-06-04,89.9
2012-06-05,89.1
2012-06-06,91.6
2012-06-07,93.3
2012-06-08,94.3
2012-06-11,96.05
2012-06-12,96.05
2012-06-13,94.25
2012-06-14,92.1
2012-06-15,93.6
2012-06-18,92.15
2012-06-19,90.85
2012-06-20,92.55
2012-06-21,94.35
2012-06-22,94.5
2012-06-25,94.05
2012-06-26,95.75
2012-06-27,97.85
2012-06-28,98.9
2012-06-29,104.7
2012-07-02,104.4
2012-07-03,104.15
2012-07-04,104.7
2012-07-05,105.6
2012-07-06,103.65
2012-07-09,101.35
2012-07-10,101.4
2012-07-11,100.05
2012-07-12,100.85
2012-07-13,98.6
2012-07-16,96.45
2012-07-17,95.7
2012-07-18,98.55
2012-07-19,100.8
2012-07-20,99.55
2012-07-23,97.6
2012-07-24,96.95
2012-07-25,96.25
2012-07-26,93.05
2012-07-27,94.7
2012-07-30,98.45
2012-07-31,98.25
2012-08-01,99.85
2012-08-02,98.0
2012-08-03,97.3
2012-08-06,97.2
2012-08-07,98.8
2012-08-08,98.15
2012-08-09,100.55
2012-08-10,100.0
2012-08-13,100.85
2012-08-14,100.75
2012-08-16,101.25
2012-08-17,97.25
2012-08-21,99.8
2012-08-22,98.55
2012-08-23,99.45
2012-08-24,98.3
2012-08-27,96.75
2012-08-28,98.0
2012-08-29,99.15
2012-08-30,99.85
2012-08-31,99.5
2012-09-03,97.55
2012-09-04,96.4
2012-09-05,95.05
2012-09-06,95.35
2012-09-07,96.1
2012-09-08,96.5
2012-09-10,95.35
2012-09-11,95.1
2012-09-12,95.55
2012-09-13,95.3
2012-09-14,97.6
2012-09-17,99.25
2012-09-18,98.15
2012-09-20,98.65
2012-09-21,102.65
2012-09-24,103.25
2012-09-25,103.05
2012-09-26,102.8
2012-09-27,104.55
2012-09-28,106.95
2012-10-01,106.05
2012-10-03,105.0
2012-10-04,104.45
2012-10-05,104.0
2012-10-08,101.3
2012-10-09,102.4
2012-10-10,100.1
2012-10-11,101.85
2012-10-12,102.5
2012-10-15,103.65
2012-10-16,101.7
2012-10-17,103.95
2012-10-18,107.0
2012-10-19,105.0
2012-10-22,106.3
2012-10-23,105.4
2012-10-25,105.0
2012-10-26,104.75
2012-10-29,106.55
2012-10-30,105.4
2012-10-31,106.05
2012-11-01,106.2
2012-11-02,106.5
2012-11-05,105.5
2012-11-06,106.45
2012-11-07,103.8
2012-11-08,101.75
2012-11-09,101.1
2012-11-12,99.55
2012-11-13,100.05
2012-11-15,100.25
2012-11-16,99.1
2012-11-19,96.85
2012-11-20,98.45
2012-11-21,100.6
2012-11-22,101.05
2012-11-23,102.15
2012-11-26,103.2
2012-11-27,103.45
2012-11-29,106.05
2012-11-30,107.8
2012-12-03,107.5
2012-12-04,111.65
2012-12-05,107.75
2012-12-06,108.75
2012-12-07,109.8
2012-12-10,109.0
2012-12-11,107.45
2012-12-12,106.5
2012-12-13,105.8
2012-12-14,104.7
2012-12-17,106.2
2012-12-18,106.3
2012-12-19,107.15
2012-12-20,107.85
2012-12-21,105.95
2012-12-24,107.15
2012-12-26,108.9
2012-12-27,108.6
2012-12-28,109.25
2012-12-31,110.35
