Date,VGUARD
2012-01-02,156.2
2012-01-03,160.05
2012-01-04,162.05
2012-01-05,163.15
2012-01-06,161.8
2012-01-07,162.85
2012-01-09,162.9
2012-01-10,162.85
2012-01-11,162.25
2012-01-12,162.9
2012-01-13,162.5
2012-01-16,163.2
2012-01-17,171.85
2012-01-18,169.25
2012-01-19,168.95
2012-01-20,177.35
2012-01-23,177.55
2012-01-24,180.35
2012-01-25,181.55
2012-01-27,183.9
2012-01-30,180.65
2012-01-31,183.85
2012-02-01,193.1
2012-02-02,195.9
2012-02-03,192.9
2012-02-06,197.75
2012-02-07,196.85
2012-02-08,197.65
2012-02-09,199.4
2012-02-10,197.7
2012-02-13,198.5
2012-02-14,200.05
2012-02-15,200.05
2012-02-16,201.25
2012-02-17,198.55
2012-02-21,201.0
2012-02-22,197.35
2012-02-23,196.65
2012-02-24,199.1
2012-02-27,189.7
2012-02-28,193.15
2012-02-29,191.9
2012-03-01,189.95
2012-03-02,188.5
2012-03-03,188.7
2012-03-05,184.7
2012-03-06,190.7
2012-03-07,183.35
2012-03-09,186.65
2012-03-12,188.6
2012-03-13,190.25
2012-03-14,191.3
2012-03-15,186.8
2012-03-16,188.0
2012-03-19,188.3
2012-03-20,183.6
2012-03-21,187.05
2012-03-22,185.25
2012-03-23,185.45
2012-03-26,181.6
2012-03-27,183.2
2012-03-28,183.3
2012-03-29,181.45
2012-03-30,184.2
2012-04-02,193.3
2012-04-03,195.15
2012-04-04,193.3
2012-04-09,190.0
2012-04-10,187.65
2012-04-11,188.3
2012-04-12,190.95
2012-04-13,188.75
2012-04-16,190.4
2012-04-17,192.25
2012-04-18,195.25
2012-04-19,193.7
2012-04-20,193.0
2012-04-23,187.95
2012-04-24,191.3
2012-04-25,187.9
2012-04-26,188.45
2012-04-27,193.5
2012-04-28,193.0
2012-04-30,190.7
2012-05-02,188.4
2012-05-03,187.2
2012-05-04,185.75
2012-05-07,185.05
2012-05-08,186.9
2012-05-09,185.25
2012-05-10,184.25
2012-05-11,184.25
2012-05-14,182.4
2012-05-15,181.75
2012-05-16,183.7
2012-05-17,183.25
2012-05-18,184.7
2012-05-21,183.55
2012-05-22,182.25
2012-05-23,182.5
2012-05-24,184.9
2012-05-25,186.55
2012-05-28,190.75
2012-05-29,193.6
2012-05-30,204.15
2012-05-31,216.55
2012-06-01,216.45
2012-06-04,213.15
2012-06-05,214.9
2012-06-06,215.6
2012-06-07,215.65
2012-06-08,215.3
2012-06-11,224.1
2012-06-12,220.8
2012-06-13,234.65
2012-06-14,245.1
2012-06-15,245.4
2012-06-18,238.8
2012-06-19,244.9
2012-06-20,244.35
2012-06-21,240.2
2012-06-22,233.4
2012-06-25,237.45
2012-06-26,239.15
2012-06-27,238.7
2012-06-28,234.5
2012-06-29,233.1
2012-07-02,239.9
2012-07-03,237.75
2012-07-04,251.5
2012-07-05,255.1
2012-07-06,252.85
2012-07-09,259.8
2012-07-10,272.4
2012-07-11,279.3
2012-07-12,310.2
2012-07-13,314.7
2012-07-16,308.3
2012-07-17,307.25
2012-07-18,300.85
2012-07-19,301.2
2012-07-20,296.8
2012-07-23,295.4
2012-07-24,305.35
2012-07-25,303.3
2012-07-26,296.1
2012-07-27,293.1
2012-07-30,301.3
2012-07-31,300.85
2012-08-01,300.55
2012-08-02,306.8
2012-08-03,315.2
2012-08-06,335.7
2012-08-07,381.15
2012-08-08,401.95
2012-08-09,410.9
2012-08-10,403.7
2012-08-13,412.25
2012-08-14,421.25
2012-08-16,439.2
2012-08-17,444.65
2012-08-21,421.1
2012-08-22,431.3
2012-08-23,435.05
2012-08-24,424.95
2012-08-27,429.8
2012-08-28,401.7
2012-08-29,385.45
2012-08-30,394.15
2012-08-31,404.85
2012-09-03,407.1
2012-09-04,406.9
2012-09-05,409.0
2012-09-06,403.55
2012-09-07,402.0
2012-09-08,400.55
2012-09-10,396.7
2012-09-11,401.25
2012-09-12,398.05
2012-09-13,393.55
2012-09-14,391.6
2012-09-17,389.8
2012-09-18,400.2
2012-09-20,399.5
2012-09-21,407.5
2012-09-24,411.8
2012-09-25,408.7
2012-09-26,403.2
2012-09-27,398.65
2012-09-28,395.95
2012-10-01,390.9
2012-10-03,393.55
2012-10-04,390.3
2012-10-05,386.6
2012-10-08,384.0
2012-10-09,398.05
2012-10-10,398.7
2012-10-11,409.4
2012-10-12,401.15
2012-10-15,396.45
2012-10-16,404.35
2012-10-17,416.05
2012-10-18,417.7
2012-10-19,418.4
2012-10-22,420.75
2012-10-23,412.55
2012-10-25,408.7
2012-10-26,419.6
2012-10-29,439.7
2012-10-30,441.1
2012-10-31,438.55
2012-11-01,430.8
2012-11-02,430.0
2012-11-05,430.3
2012-11-06,440.35
2012-11-07,444.6
2012-11-08,485.85
2012-11-09,487.15
2012-11-12,480.05
2012-11-13,490.2
2012-11-15,475.15
2012-11-16,468.8
2012-11-19,484.0
2012-11-20,480.7
2012-11-21,479.65
2012-11-22,485.65
2012-11-23,482.7
2012-11-26,517.75
2012-11-27,516.95
2012-11-29,518.8
2012-11-30,525.8
2012-12-03,522.9
2012-12-04,527.4
2012-12-05,529.75
2012-12-06,536.65
2012-12-07,524.95
2012-12-10,542.4
2012-12-11,541.1
2012-12-12,543.5
2012-12-13,539.2
2012-12-14,530.0
2012-12-17,536.0
2012-12-18,528.85
2012-12-19,527.75
2012-12-20,515.1
2012-12-21,497.7
2012-12-24,505.75
2012-12-26,503.85
2012-12-27,499.85
2012-12-28,502.9
2012-12-31,504.3
