Date,ORIENTABRA
2012-01-02,9.75
2012-01-03,9.75
2012-01-04,9.9
2012-01-05,10.0
2012-01-06,10.0
2012-01-07,10.2
2012-01-09,10.1
2012-01-10,10.45
2012-01-11,10.45
2012-01-12,10.5
2012-01-13,10.65
2012-01-16,10.55
2012-01-17,10.55
2012-01-18,10.5
2012-01-19,10.35
2012-01-20,10.45
2012-01-23,10.3
2012-01-24,10.2
2012-01-25,10.2
2012-01-27,10.75
2012-01-30,11.0
2012-01-31,10.8
2012-02-01,10.85
2012-02-02,10.85
2012-02-03,10.6
2012-02-06,10.1
2012-02-07,10.0
2012-02-08,10.1
2012-02-09,10.05
2012-02-10,9.9
2012-02-13,9.45
2012-02-14,9.55
2012-02-15,10.35
2012-02-16,10.5
2012-02-17,10.3
2012-02-21,10.35
2012-02-22,10.1
2012-02-23,10.0
2012-02-24,9.75
2012-02-27,9.6
2012-02-28,9.7
2012-02-29,9.75
2012-03-01,10.0
2012-03-02,10.05
2012-03-03,9.9
2012-03-05,10.0
2012-03-06,10.0
2012-03-07,9.7
2012-03-09,9.6
2012-03-12,9.4
2012-03-13,8.9
2012-03-14,8.75
2012-03-15,8.6
2012-03-16,8.25
2012-03-19,8.2
2012-03-20,7.45
2012-03-21,7.95
2012-03-22,7.8
2012-03-23,7.7
2012-03-26,7.4
2012-03-27,7.35
2012-03-28,7.0
2012-03-29,7.05
2012-03-30,7.3
2012-04-02,7.3
2012-04-03,7.5
2012-04-04,7.6
2012-04-09,7.35
2012-04-10,6.75
2012-04-11,6.8
2012-04-12,6.8
2012-04-13,6.8
2012-04-16,7.05
2012-04-17,7.0
2012-04-18,6.9
2012-04-19,7.6
2012-04-20,8.05
2012-04-23,7.7
2012-04-24,7.75
2012-04-25,7.4
2012-04-26,7.1
2012-04-27,7.45
2012-04-28,7.3
2012-04-30,7.25
2012-05-02,7.0
2012-05-03,6.95
2012-05-04,6.85
2012-05-07,7.05
2012-05-08,7.0
2012-05-09,7.05
2012-05-10,7.0
2012-05-11,7.1
2012-05-14,7.25
2012-05-15,7.4
2012-05-16,7.1
2012-05-17,7.2
2012-05-18,7.1
2012-05-21,7.1
2012-05-22,7.4
2012-05-23,7.25
2012-05-24,7.05
2012-05-25,7.0
2012-05-28,7.3
2012-05-29,7.2
2012-05-30,7.0
2012-05-31,6.9
2012-06-01,6.75
2012-06-04,6.85
2012-06-05,6.8
2012-06-06,7.15
2012-06-07,7.0
2012-06-08,7.1
2012-06-11,7.2
2012-06-12,6.85
2012-06-13,7.0
2012-06-14,6.85
2012-06-15,6.85
2012-06-18,7.0
2012-06-19,7.05
2012-06-20,7.0
2012-06-21,7.0
2012-06-22,6.9
2012-06-25,7.15
2012-06-26,7.05
2012-06-27,7.1
2012-06-28,7.3
2012-06-29,7.45
2012-07-02,7.35
2012-07-03,7.5
2012-07-04,7.45
2012-07-05,8.0
2012-07-06,8.0
2012-07-09,7.95
2012-07-09,7.95
2012-07-10,7.75
2012-07-11,7.45
2012-07-12,7.5
2012-07-13,7.5
2012-07-16,7.5
2012-07-17,7.5
2012-07-18,7.35
2012-07-19,7.35
2012-07-20,7.2
2012-07-23,7.1
2012-07-24,7.0
2012-07-25,7.05
2012-07-26,7.05
2012-07-27,7.05
2012-07-30,7.0
2012-07-31,7.1
2012-08-01,7.1
2012-08-02,7.3
2012-08-03,7.05
2012-08-06,7.25
2012-08-07,7.2
2012-08-08,7.1
2012-08-09,7.1
2012-08-10,7.1
2012-08-13,7.05
2012-08-14,7.0
2012-08-16,7.0
2012-08-17,7.05
2012-08-21,7.1
2012-08-22,7.1
2012-08-23,7.3
2012-08-24,8.05
2012-08-27,9.1
2012-08-28,8.45
2012-08-29,8.0
2012-08-30,8.15
2012-08-31,7.6
2012-09-03,7.95
2012-09-04,7.85
2012-09-05,7.95
2012-09-06,7.8
2012-09-07,7.7
2012-09-08,7.8
2012-09-10,7.95
2012-09-11,8.0
2012-09-12,7.9
2012-09-13,7.95
2012-09-14,8.05
2012-09-17,8.05
2012-09-18,8.1
2012-09-20,7.85
2012-09-21,8.0
2012-09-24,9.1
2012-09-25,8.85
2012-09-26,8.75
2012-09-27,9.6
2012-09-28,9.35
2012-10-01,9.0
2012-10-03,8.7
2012-10-04,8.8
2012-10-05,8.75
2012-10-08,8.7
2012-10-09,8.9
2012-10-10,8.65
2012-10-11,8.75
2012-10-12,8.95
2012-10-15,8.8
2012-10-16,8.9
2012-10-17,8.45
2012-10-18,8.55
2012-10-19,8.6
2012-10-22,8.5
2012-10-23,8.5
2012-10-25,8.7
2012-10-26,8.65
2012-10-29,8.75
2012-10-30,8.8
2012-10-31,8.7
2012-11-01,8.9
2012-11-02,8.65
2012-11-05,8.65
2012-11-06,8.7
2012-11-07,8.55
2012-11-08,8.5
2012-11-09,8.6
2012-11-12,8.65
2012-11-13,8.9
2012-11-15,8.8
2012-11-16,8.8
2012-11-19,8.55
2012-11-20,8.7
2012-11-21,8.8
2012-11-22,8.65
2012-11-23,8.95
2012-11-26,8.8
2012-11-27,9.0
2012-11-29,8.9
2012-11-30,8.95
2012-12-03,9.05
2012-12-04,9.0
2012-12-05,9.15
2012-12-06,9.1
2012-12-07,9.25
2012-12-10,9.45
2012-12-11,9.75
2012-12-12,9.5
2012-12-13,9.5
2012-12-14,9.45
2012-12-17,9.5
2012-12-18,9.5
2012-12-19,9.65
2012-12-20,9.6
2012-12-21,9.45
2012-12-24,9.9
2012-12-26,9.9
2012-12-27,9.6
2012-12-28,9.7
2012-12-31,9.75
