Date,ESSARSHPNG
2012-01-02,19.4
2012-01-03,19.75
2012-01-04,19.7
2012-01-05,22.15
2012-01-06,24.05
2012-01-07,24.3
2012-01-09,23.25
2012-01-10,23.9
2012-01-11,24.3
2012-01-12,23.55
2012-01-13,23.8
2012-01-16,24.15
2012-01-17,27.3
2012-01-18,27.25
2012-01-19,27.85
2012-01-20,26.95
2012-01-23,25.95
2012-01-24,29.45
2012-01-25,29.3
2012-01-27,28.4
2012-01-30,29.25
2012-01-31,30.55
2012-02-01,29.95
2012-02-02,29.7
2012-02-03,29.65
2012-02-06,30.0
2012-02-07,29.15
2012-02-08,31.3
2012-02-09,33.3
2012-02-10,33.9
2012-02-13,33.1
2012-02-14,31.25
2012-02-15,31.85
2012-02-16,33.75
2012-02-17,33.45
2012-02-21,34.45
2012-02-22,33.0
2012-02-23,32.4
2012-02-24,31.35
2012-02-27,29.9
2012-02-28,29.95
2012-02-29,30.6
2012-03-01,30.0
2012-03-02,29.95
2012-03-03,30.75
2012-03-05,30.5
2012-03-06,30.2
2012-03-07,29.45
2012-03-09,29.55
2012-03-12,29.65
2012-03-13,29.2
2012-03-14,28.95
2012-03-15,28.0
2012-03-16,26.25
2012-03-19,26.6
2012-03-20,27.3
2012-03-21,28.8
2012-03-22,27.2
2012-03-23,29.0
2012-03-26,27.65
2012-03-27,26.85
2012-03-28,25.6
2012-03-29,26.25
2012-03-30,26.65
2012-04-02,27.15
2012-04-03,28.15
2012-04-04,28.6
2012-04-09,27.95
2012-04-10,27.9
2012-04-11,27.3
2012-04-12,27.5
2012-04-13,26.8
2012-04-16,27.1
2012-04-17,26.95
2012-04-18,27.1
2012-04-19,30.2
2012-04-20,30.65
2012-04-23,29.75
2012-04-24,28.25
2012-04-25,29.05
2012-04-26,30.05
2012-04-27,28.9
2012-04-28,30.55
2012-04-30,30.7
2012-05-02,31.15
2012-05-03,30.1
2012-05-04,28.85
2012-05-07,30.45
2012-05-08,31.0
2012-05-09,29.7
2012-05-10,28.25
2012-05-11,27.6
2012-05-14,27.8
2012-05-15,28.05
2012-05-16,29.4
2012-05-17,31.2
2012-05-18,29.05
2012-05-21,28.9
2012-05-22,27.7
2012-05-23,27.75
2012-05-24,27.35
2012-05-25,27.45
2012-05-28,27.35
2012-05-29,27.45
2012-05-30,27.05
2012-05-31,27.65
2012-06-01,27.6
2012-06-04,27.25
2012-06-05,26.75
2012-06-06,28.6
2012-06-07,27.85
2012-06-08,27.8
2012-06-11,27.5
2012-06-12,27.9
2012-06-13,28.6
2012-06-14,28.35
2012-06-15,27.8
2012-06-18,27.5
2012-06-19,27.95
2012-06-20,28.05
2012-06-21,27.95
2012-06-22,27.95
2012-06-25,27.9
2012-06-26,27.3
2012-06-27,28.2
2012-06-28,28.85
2012-06-29,28.8
2012-07-02,29.2
2012-07-03,31.0
2012-07-04,30.15
2012-07-05,30.3
2012-07-06,29.75
2012-07-09,29.3
2012-07-09,29.3
2012-07-10,29.95
2012-07-11,29.7
2012-07-12,29.0
2012-07-13,28.95
2012-07-16,28.8
2012-07-17,29.2
2012-07-18,30.05
2012-07-19,30.55
2012-07-20,29.15
2012-07-23,28.45
2012-07-24,28.6
2012-07-25,27.85
2012-07-26,26.9
2012-07-27,25.7
2012-07-30,26.5
2012-07-31,26.85
2012-08-01,27.7
2012-08-02,28.45
2012-08-03,28.05
2012-08-06,33.65
2012-08-07,31.0
2012-08-08,30.95
2012-08-09,29.1
2012-08-10,28.9
2012-08-13,28.75
2012-08-14,28.6
2012-08-16,29.25
2012-08-17,29.95
2012-08-21,29.65
2012-08-22,29.85
2012-08-23,28.8
2012-08-24,28.75
2012-08-27,28.25
2012-08-28,27.3
2012-08-29,26.95
2012-08-30,26.85
2012-08-31,26.2
2012-09-03,26.5
2012-09-04,26.15
2012-09-05,25.95
2012-09-06,26.0
2012-09-07,26.25
2012-09-08,26.2
2012-09-10,26.1
2012-09-11,26.45
2012-09-12,26.25
2012-09-13,25.95
2012-09-14,26.0
2012-09-17,26.6
2012-09-18,26.9
2012-09-20,26.9
2012-09-21,27.8
2012-09-24,27.55
2012-09-25,27.05
2012-09-26,26.65
2012-09-27,26.4
2012-09-28,26.9
2012-10-01,26.6
2012-10-03,27.2
2012-10-04,27.65
2012-10-05,28.6
2012-10-08,27.7
2012-10-09,27.5
2012-10-10,27.2
2012-10-11,27.45
2012-10-12,26.9
2012-10-15,27.15
2012-10-16,27.9
2012-10-17,27.7
2012-10-18,29.75
2012-10-19,30.35
2012-10-22,29.9
2012-10-23,30.15
2012-10-25,29.6
2012-10-26,29.0
2012-10-29,28.4
2012-10-30,28.7
2012-10-31,29.35
2012-11-01,29.9
2012-11-02,30.3
2012-11-05,30.55
2012-11-06,29.7
2012-11-07,27.85
2012-11-08,28.25
2012-11-09,27.65
2012-11-12,27.95
2012-11-13,28.2
2012-11-15,27.45
2012-11-16,26.9
2012-11-19,26.35
2012-11-20,26.3
2012-11-21,26.25
2012-11-22,26.4
2012-11-23,26.1
2012-11-26,26.15
2012-11-27,26.55
2012-11-29,26.7
2012-11-30,26.85
2012-12-03,27.1
2012-12-04,27.5
2012-12-05,27.45
2012-12-06,27.05
2012-12-07,27.1
2012-12-10,27.05
2012-12-11,27.5
2012-12-12,27.35
2012-12-13,26.8
2012-12-14,26.95
2012-12-17,27.25
2012-12-18,27.25
2012-12-19,27.7
2012-12-20,27.9
2012-12-21,27.7
2012-12-24,27.6
2012-12-26,27.4
2012-12-27,27.4
2012-12-28,27.0
2012-12-31,26.95
