Date,MTNL
2012-01-02,23.1
2012-01-03,24.45
2012-01-04,24.3
2012-01-05,24.2
2012-01-06,25.7
2012-01-07,26.35
2012-01-09,26.7
2012-01-10,27.0
2012-01-11,28.6
2012-01-12,27.95
2012-01-13,28.55
2012-01-16,28.55
2012-01-17,28.9
2012-01-18,27.8
2012-01-19,27.8
2012-01-20,27.1
2012-01-23,27.45
2012-01-24,28.5
2012-01-25,30.0
2012-01-27,30.35
2012-01-30,28.9
2012-01-31,30.8
2012-02-01,30.1
2012-02-02,30.1
2012-02-03,29.8
2012-02-06,29.35
2012-02-07,28.5
2012-02-08,28.9
2012-02-09,29.15
2012-02-10,29.3
2012-02-13,29.05
2012-02-14,28.7
2012-02-15,29.35
2012-02-16,29.2
2012-02-17,34.25
2012-02-21,34.1
2012-02-22,32.05
2012-02-23,31.85
2012-02-24,30.95
2012-02-27,28.75
2012-02-28,31.75
2012-02-29,32.15
2012-03-01,33.75
2012-03-02,32.25
2012-03-03,32.95
2012-03-05,32.4
2012-03-06,30.3
2012-03-07,29.95
2012-03-09,32.0
2012-03-12,31.95
2012-03-13,33.35
2012-03-14,32.95
2012-03-15,31.45
2012-03-16,30.1
2012-03-19,29.75
2012-03-20,30.2
2012-03-21,30.9
2012-03-22,29.3
2012-03-23,29.7
2012-03-26,28.75
2012-03-27,28.85
2012-03-28,27.5
2012-03-29,26.4
2012-03-30,27.4
2012-04-02,28.25
2012-04-03,28.4
2012-04-04,28.1
2012-04-09,27.15
2012-04-10,27.8
2012-04-11,27.35
2012-04-12,28.0
2012-04-13,27.5
2012-04-16,27.5
2012-04-17,27.8
2012-04-18,27.65
2012-04-19,27.45
2012-04-20,27.6
2012-04-23,26.4
2012-04-24,25.95
2012-04-25,25.55
2012-04-26,24.9
2012-04-27,24.55
2012-04-28,24.5
2012-04-30,24.9
2012-05-02,25.6
2012-05-03,24.8
2012-05-04,23.9
2012-05-07,24.35
2012-05-08,23.65
2012-05-09,23.1
2012-05-10,22.85
2012-05-11,22.7
2012-05-14,22.0
2012-05-15,22.35
2012-05-16,21.75
2012-05-17,21.8
2012-05-18,21.9
2012-05-21,22.1
2012-05-22,21.55
2012-05-23,21.3
2012-05-24,21.95
2012-05-25,22.9
2012-05-28,22.85
2012-05-29,22.45
2012-05-30,22.55
2012-05-31,23.5
2012-06-01,22.1
2012-06-04,22.2
2012-06-05,22.05
2012-06-06,22.65
2012-06-07,22.8
2012-06-08,22.8
2012-06-11,22.8
2012-06-12,23.05
2012-06-13,23.3
2012-06-14,22.75
2012-06-15,22.85
2012-06-18,22.4
2012-06-19,22.5
2012-06-20,22.75
2012-06-21,23.0
2012-06-22,22.75
2012-06-25,22.6
2012-06-26,22.65
2012-06-27,22.55
2012-06-28,22.55
2012-06-29,23.6
2012-07-02,23.9
2012-07-03,24.45
2012-07-04,24.6
2012-07-05,25.0
2012-07-06,25.45
2012-07-09,24.9
2012-07-09,24.9
2012-07-10,25.3
2012-07-11,25.05
2012-07-12,24.5
2012-07-13,25.55
2012-07-16,25.0
2012-07-17,24.45
2012-07-18,24.6
2012-07-19,24.8
2012-07-20,25.2
2012-07-23,25.9
2012-07-24,25.7
2012-07-25,26.8
2012-07-26,30.0
2012-07-27,29.25
2012-07-30,30.1
2012-07-31,30.4
2012-08-01,31.7
2012-08-02,31.7
2012-08-03,32.2
2012-08-06,32.0
2012-08-07,32.9
2012-08-08,32.8
2012-08-09,33.65
2012-08-10,32.7
2012-08-13,33.4
2012-08-14,33.25
2012-08-16,33.4
2012-08-17,33.2
2012-08-21,33.4
2012-08-22,34.95
2012-08-23,39.15
2012-08-24,40.5
2012-08-27,41.2
2012-08-28,42.45
2012-08-29,43.15
2012-08-30,40.3
2012-08-31,37.1
2012-09-03,37.7
2012-09-04,37.7
2012-09-05,37.7
2012-09-06,38.8
2012-09-07,38.55
2012-09-08,38.7
2012-09-10,37.75
2012-09-11,37.25
2012-09-12,39.8
2012-09-13,39.4
2012-09-14,41.3
2012-09-17,40.25
2012-09-18,38.8
2012-09-20,39.3
2012-09-21,38.05
2012-09-24,37.95
2012-09-25,38.05
2012-09-26,38.8
2012-09-27,32.65
2012-09-28,32.35
2012-10-01,31.9
2012-10-03,32.15
2012-10-04,31.6
2012-10-05,30.3
2012-10-08,30.15
2012-10-09,29.35
2012-10-10,29.1
2012-10-11,29.3
2012-10-12,28.9
2012-10-15,28.85
2012-10-16,28.5
2012-10-17,28.25
2012-10-18,29.2
2012-10-19,28.55
2012-10-22,28.7
2012-10-23,28.5
2012-10-25,27.9
2012-10-26,27.9
2012-10-29,27.45
2012-10-30,26.6
2012-10-31,26.3
2012-11-01,26.6
2012-11-02,26.65
2012-11-05,26.65
2012-11-06,26.55
2012-11-07,27.3
2012-11-08,27.45
2012-11-09,26.8
2012-11-12,26.8
2012-11-13,27.2
2012-11-15,27.0
2012-11-16,26.45
2012-11-19,26.25
2012-11-20,25.6
2012-11-21,24.3
2012-11-22,24.5
2012-11-23,24.4
2012-11-26,25.15
2012-11-27,25.8
2012-11-29,25.55
2012-11-30,25.5
2012-12-03,25.35
2012-12-04,25.35
2012-12-05,26.25
2012-12-06,27.6
2012-12-07,28.3
2012-12-10,28.7
2012-12-11,28.3
2012-12-12,27.7
2012-12-13,26.8
2012-12-14,26.7
2012-12-17,26.6
2012-12-18,26.8
2012-12-19,26.6
2012-12-20,26.75
2012-12-21,27.7
2012-12-24,27.1
2012-12-26,27.05
2012-12-27,26.35
2012-12-28,26.35
2012-12-31,26.4
