Date,PARSVNATH
2012-01-02,42.4
2012-01-03,43.85
2012-01-04,43.15
2012-01-05,43.35
2012-01-06,43.5
2012-01-07,43.65
2012-01-09,45.95
2012-01-10,49.2
2012-01-11,51.4
2012-01-12,52.3
2012-01-13,53.1
2012-01-16,51.9
2012-01-17,51.25
2012-01-18,51.45
2012-01-19,54.1
2012-01-20,57.1
2012-01-23,58.9
2012-01-24,59.35
2012-01-25,60.5
2012-01-27,59.6
2012-01-30,58.9
2012-01-31,59.1
2012-02-01,59.7
2012-02-02,59.75
2012-02-03,60.3
2012-02-06,59.85
2012-02-07,59.85
2012-02-08,59.85
2012-02-09,60.2
2012-02-10,62.7
2012-02-13,62.1
2012-02-14,61.2
2012-02-15,62.9
2012-02-16,62.35
2012-02-17,61.2
2012-02-21,61.15
2012-02-22,60.55
2012-02-23,59.65
2012-02-24,59.55
2012-02-27,59.15
2012-02-28,59.4
2012-02-29,59.5
2012-03-01,58.85
2012-03-02,58.5
2012-03-03,59.05
2012-03-05,58.8
2012-03-06,58.7
2012-03-07,58.55
2012-03-09,59.05
2012-03-12,58.85
2012-03-13,58.95
2012-03-14,59.2
2012-03-15,60.65
2012-03-16,59.15
2012-03-19,58.35
2012-03-20,58.75
2012-03-21,58.15
2012-03-22,61.1
2012-03-23,58.95
2012-03-26,58.2
2012-03-27,57.35
2012-03-28,56.15
2012-03-29,56.45
2012-03-30,56.2
2012-04-02,56.6
2012-04-03,56.55
2012-04-04,55.95
2012-04-09,53.65
2012-04-10,56.1
2012-04-11,55.5
2012-04-12,55.7
2012-04-13,55.25
2012-04-16,59.55
2012-04-17,59.8
2012-04-18,57.05
2012-04-19,57.3
2012-04-20,57.0
2012-04-23,56.9
2012-04-24,56.55
2012-04-25,56.6
2012-04-26,56.15
2012-04-27,56.45
2012-04-28,56.2
2012-04-30,56.75
2012-05-02,56.4
2012-05-03,56.55
2012-05-04,56.2
2012-05-07,55.65
2012-05-08,55.5
2012-05-09,55.55
2012-05-10,55.4
2012-05-11,55.2
2012-05-14,54.9
2012-05-15,54.65
2012-05-16,54.15
2012-05-17,54.2
2012-05-18,53.95
2012-05-21,54.3
2012-05-22,53.35
2012-05-23,52.75
2012-05-24,53.8
2012-05-25,53.05
2012-05-28,53.4
2012-05-29,53.0
2012-05-30,53.1
2012-05-31,53.35
2012-06-01,52.75
2012-06-04,53.0
2012-06-05,52.85
2012-06-06,52.9
2012-06-07,53.1
2012-06-08,52.65
2012-06-11,52.75
2012-06-12,53.75
2012-06-13,55.5
2012-06-14,58.2
2012-06-15,60.7
2012-06-18,61.0
2012-06-19,61.0
2012-06-20,60.7
2012-06-21,61.0
2012-06-22,61.35
2012-06-25,61.4
2012-06-26,61.2
2012-06-27,60.95
2012-06-28,60.75
2012-06-29,61.6
2012-07-02,60.8
2012-07-03,59.75
2012-07-04,60.5
2012-07-05,60.4
2012-07-06,60.45
2012-07-09,60.1
2012-07-09,60.1
2012-07-10,59.8
2012-07-11,59.85
2012-07-12,59.75
2012-07-13,59.6
2012-07-16,58.15
2012-07-17,58.6
2012-07-18,57.35
2012-07-19,58.35
2012-07-20,58.0
2012-07-23,57.55
2012-07-24,56.8
2012-07-25,57.7
2012-07-26,46.2
2012-07-27,37.0
2012-07-30,38.6
2012-07-31,39.05
2012-08-01,39.45
2012-08-02,39.6
2012-08-03,39.0
2012-08-06,37.5
2012-08-07,37.65
2012-08-08,37.95
2012-08-09,37.9
2012-08-10,38.45
2012-08-13,38.7
2012-08-14,39.05
2012-08-16,39.1
2012-08-17,39.0
2012-08-21,39.35
2012-08-22,38.95
2012-08-23,39.05
2012-08-24,38.85
2012-08-27,38.7
2012-08-28,38.7
2012-08-29,38.65
2012-08-30,38.75
2012-08-31,38.25
2012-09-03,38.65
2012-09-04,38.75
2012-09-05,38.95
2012-09-06,38.55
2012-09-07,38.75
2012-09-08,38.55
2012-09-10,38.6
2012-09-11,38.75
2012-09-12,38.85
2012-09-13,38.4
2012-09-14,38.95
2012-09-17,40.85
2012-09-18,41.0
2012-09-20,40.45
2012-09-21,40.25
2012-09-24,40.4
2012-09-25,40.4
2012-09-26,40.55
2012-09-27,39.9
2012-09-28,40.1
2012-10-01,41.25
2012-10-03,40.8
2012-10-04,42.75
2012-10-05,42.0
2012-10-08,39.9
2012-10-09,40.65
2012-10-10,39.2
2012-10-11,39.8
2012-10-12,39.5
2012-10-15,39.8
2012-10-16,40.0
2012-10-17,40.45
2012-10-18,40.45
2012-10-19,40.15
2012-10-22,38.5
2012-10-23,38.85
2012-10-25,38.85
2012-10-26,38.25
2012-10-29,37.55
2012-10-30,36.45
2012-10-31,36.5
2012-11-01,36.0
2012-11-02,37.05
2012-11-05,37.85
2012-11-06,39.0
2012-11-07,39.55
2012-11-08,39.6
2012-11-09,39.45
2012-11-12,39.6
2012-11-13,39.25
2012-11-15,39.05
2012-11-16,39.15
2012-11-19,38.5
2012-11-20,38.05
2012-11-21,37.65
2012-11-22,38.05
2012-11-23,37.45
2012-11-26,38.45
2012-11-27,38.85
2012-11-29,38.45
2012-11-30,39.1
2012-12-03,39.1
2012-12-04,39.05
2012-12-05,39.35
2012-12-06,41.15
2012-12-07,41.9
2012-12-10,42.3
2012-12-11,41.05
2012-12-12,39.9
2012-12-13,40.1
2012-12-14,39.7
2012-12-17,40.05
2012-12-18,40.95
2012-12-19,40.1
2012-12-20,39.95
2012-12-21,38.7
2012-12-24,39.75
2012-12-26,39.6
2012-12-27,38.9
2012-12-28,38.7
2012-12-31,38.7
