Date,ONMOBILE
2012-01-02,64.05
2012-01-03,68.1
2012-01-04,69.35
2012-01-05,68.05
2012-01-06,67.9
2012-01-07,67.45
2012-01-09,74.0
2012-01-10,73.25
2012-01-11,73.6
2012-01-12,71.05
2012-01-13,71.65
2012-01-16,71.3
2012-01-17,72.35
2012-01-18,72.4
2012-01-19,75.5
2012-01-20,74.5
2012-01-23,74.0
2012-01-24,73.25
2012-01-25,77.2
2012-01-27,79.0
2012-01-30,74.25
2012-01-31,76.4
2012-02-01,76.1
2012-02-02,74.1
2012-02-03,74.75
2012-02-06,75.1
2012-02-07,74.4
2012-02-08,75.35
2012-02-09,76.6
2012-02-10,76.3
2012-02-13,80.05
2012-02-14,81.25
2012-02-15,82.95
2012-02-16,80.35
2012-02-17,79.4
2012-02-21,82.3
2012-02-22,75.8
2012-02-23,74.5
2012-02-24,73.15
2012-02-27,67.3
2012-02-28,70.65
2012-02-29,71.15
2012-03-01,69.7
2012-03-02,68.65
2012-03-03,68.45
2012-03-05,66.2
2012-03-06,63.9
2012-03-07,63.65
2012-03-09,66.45
2012-03-12,67.5
2012-03-13,66.4
2012-03-14,66.6
2012-03-15,64.25
2012-03-16,62.7
2012-03-19,60.1
2012-03-20,62.2
2012-03-21,63.0
2012-03-22,59.05
2012-03-23,61.9
2012-03-26,60.15
2012-03-27,60.95
2012-03-28,58.65
2012-03-29,57.55
2012-03-30,60.1
2012-04-02,59.7
2012-04-03,63.4
2012-04-04,63.0
2012-04-09,60.15
2012-04-10,59.3
2012-04-11,58.9
2012-04-12,60.9
2012-04-13,58.4
2012-04-16,58.8
2012-04-17,60.8
2012-04-18,59.45
2012-04-19,56.8
2012-04-20,57.7
2012-04-23,55.2
2012-04-24,56.1
2012-04-25,55.0
2012-04-26,52.3
2012-04-27,52.5
2012-04-28,52.7
2012-04-30,53.45
2012-05-02,53.45
2012-05-03,52.3
2012-05-04,50.2
2012-05-07,52.5
2012-05-08,53.05
2012-05-09,52.65
2012-05-10,52.7
2012-05-11,51.65
2012-05-14,49.3
2012-05-15,51.3
2012-05-16,49.05
2012-05-17,49.8
2012-05-18,48.4
2012-05-21,45.65
2012-05-22,43.65
2012-05-23,44.55
2012-05-24,45.2
2012-05-25,44.85
2012-05-28,44.15
2012-05-29,42.75
2012-05-30,41.55
2012-05-31,41.2
2012-06-01,40.35
2012-06-04,38.5
2012-06-05,37.95
2012-06-06,38.5
2012-06-07,40.5
2012-06-08,39.4
2012-06-11,38.95
2012-06-12,37.5
2012-06-13,37.6
2012-06-14,37.6
2012-06-15,36.75
2012-06-18,36.4
2012-06-19,34.2
2012-06-20,35.6
2012-06-21,40.2
2012-06-22,39.2
2012-06-25,38.2
2012-06-26,39.05
2012-06-27,40.0
2012-06-28,33.15
2012-06-29,30.45
2012-07-02,29.45
2012-07-03,31.05
2012-07-04,33.75
2012-07-05,34.55
2012-07-06,34.85
2012-07-09,33.6
2012-07-09,33.6
2012-07-10,36.6
2012-07-11,36.05
2012-07-12,38.1
2012-07-13,38.25
2012-07-16,36.0
2012-07-17,36.2
2012-07-18,36.75
2012-07-19,36.85
2012-07-20,36.55
2012-07-23,36.45
2012-07-24,38.65
2012-07-25,37.9
2012-07-26,36.45
2012-07-27,35.9
2012-07-30,37.15
2012-07-31,36.6
2012-08-01,38.4
2012-08-02,38.05
2012-08-03,41.6
2012-08-06,41.05
2012-08-07,41.75
2012-08-08,41.25
2012-08-09,41.95
2012-08-10,41.7
2012-08-13,44.0
2012-08-14,42.85
2012-08-16,42.95
2012-08-17,42.25
2012-08-21,41.35
2012-08-22,39.75
2012-08-23,38.25
2012-08-24,37.3
2012-08-27,35.7
2012-08-28,34.05
2012-08-29,34.25
2012-08-30,34.6
2012-08-31,34.85
2012-09-03,34.8
2012-09-04,34.7
2012-09-05,34.55
2012-09-06,37.95
2012-09-07,37.85
2012-09-08,38.85
2012-09-10,38.75
2012-09-11,39.35
2012-09-12,38.85
2012-09-13,39.7
2012-09-14,39.1
2012-09-17,38.15
2012-09-18,41.75
2012-09-20,43.5
2012-09-21,43.85
2012-09-24,42.95
2012-09-25,42.4
2012-09-26,45.4
2012-09-27,45.0
2012-09-28,47.5
2012-10-01,47.15
2012-10-03,47.75
2012-10-04,46.6
2012-10-05,44.8
2012-10-08,44.7
2012-10-09,44.05
2012-10-10,42.55
2012-10-11,44.15
2012-10-12,44.4
2012-10-15,45.7
2012-10-16,45.5
2012-10-17,45.2
2012-10-18,44.4
2012-10-19,44.3
2012-10-22,43.45
2012-10-23,43.15
2012-10-25,43.3
2012-10-26,42.35
2012-10-29,40.7
2012-10-30,38.6
2012-10-31,38.95
2012-11-01,39.25
2012-11-02,39.75
2012-11-05,41.85
2012-11-06,42.3
2012-11-07,42.2
2012-11-08,40.2
2012-11-09,40.0
2012-11-12,39.85
2012-11-13,40.5
2012-11-15,41.15
2012-11-16,40.65
2012-11-19,40.0
2012-11-20,39.2
2012-11-21,40.05
2012-11-22,40.65
2012-11-23,41.75
2012-11-26,41.75
2012-11-27,42.75
2012-11-29,42.65
2012-11-30,43.6
2012-12-03,42.35
2012-12-04,44.35
2012-12-05,47.4
2012-12-06,48.65
2012-12-07,47.4
2012-12-10,46.0
2012-12-11,45.1
2012-12-12,44.25
2012-12-13,44.3
2012-12-14,43.45
2012-12-17,44.0
2012-12-18,43.7
2012-12-19,43.1
2012-12-20,43.3
2012-12-21,41.7
2012-12-24,42.6
2012-12-26,43.15
2012-12-27,42.85
2012-12-28,41.75
2012-12-31,42.85
