Date,BGRENERGY
2012-01-02,175.6
2012-01-03,188.15
2012-01-04,187.15
2012-01-05,184.8
2012-01-06,187.45
2012-01-07,187.15
2012-01-09,198.85
2012-01-10,205.55
2012-01-11,215.5
2012-01-12,212.7
2012-01-13,219.45
2012-01-16,227.1
2012-01-17,229.75
2012-01-18,224.35
2012-01-19,228.25
2012-01-20,229.2
2012-01-23,231.0
2012-01-24,235.95
2012-01-25,239.5
2012-01-27,246.5
2012-01-30,226.3
2012-01-31,231.4
2012-02-01,237.6
2012-02-02,238.5
2012-02-03,241.7
2012-02-06,246.4
2012-02-07,234.05
2012-02-08,248.0
2012-02-09,256.5
2012-02-10,254.45
2012-02-13,264.3
2012-02-14,273.4
2012-02-15,295.0
2012-02-16,312.4
2012-02-17,339.4
2012-02-21,359.3
2012-02-22,338.75
2012-02-23,324.65
2012-02-24,318.1
2012-02-27,293.1
2012-02-28,336.6
2012-02-29,368.95
2012-03-01,350.75
2012-03-02,350.3
2012-03-03,348.85
2012-03-05,347.0
2012-03-06,322.2
2012-03-07,332.85
2012-03-09,342.55
2012-03-12,351.5
2012-03-13,351.3
2012-03-14,348.5
2012-03-15,336.4
2012-03-16,328.65
2012-03-19,321.25
2012-03-20,326.55
2012-03-21,353.25
2012-03-22,329.15
2012-03-23,337.9
2012-03-26,327.45
2012-03-27,329.35
2012-03-28,321.45
2012-03-29,316.25
2012-03-30,327.0
2012-04-02,348.8
2012-04-03,346.8
2012-04-04,355.8
2012-04-09,363.3
2012-04-10,362.1
2012-04-11,356.0
2012-04-12,352.55
2012-04-13,346.8
2012-04-16,351.15
2012-04-17,361.5
2012-04-18,358.2
2012-04-19,361.6
2012-04-20,355.1
2012-04-23,341.4
2012-04-24,354.15
2012-04-25,346.85
2012-04-26,335.55
2012-04-27,328.95
2012-04-28,333.0
2012-04-30,329.05
2012-05-02,334.05
2012-05-03,327.0
2012-05-04,312.05
2012-05-07,322.65
2012-05-08,307.85
2012-05-09,302.75
2012-05-10,302.15
2012-05-11,294.55
2012-05-14,284.7
2012-05-15,285.85
2012-05-16,288.3
2012-05-17,283.85
2012-05-18,283.25
2012-05-21,290.35
2012-05-22,288.35
2012-05-23,283.85
2012-05-24,290.8
2012-05-25,293.7
2012-05-28,300.0
2012-05-29,302.65
2012-05-30,284.05
2012-05-31,286.35
2012-06-01,276.55
2012-06-04,277.95
2012-06-05,275.75
2012-06-06,285.7
2012-06-07,288.05
2012-06-08,293.15
2012-06-11,288.5
2012-06-12,293.7
2012-06-13,291.2
2012-06-14,292.35
2012-06-15,296.0
2012-06-18,278.95
2012-06-19,282.4
2012-06-20,290.05
2012-06-21,294.85
2012-06-22,299.7
2012-06-25,295.5
2012-06-26,297.45
2012-06-27,297.1
2012-06-28,293.9
2012-06-29,302.1
2012-07-02,308.25
2012-07-03,313.7
2012-07-04,312.2
2012-07-05,316.2
2012-07-06,311.25
2012-07-09,303.05
2012-07-09,303.05
2012-07-10,312.75
2012-07-11,312.0
2012-07-12,305.65
2012-07-13,305.15
2012-07-16,300.9
2012-07-17,293.0
2012-07-18,300.9
2012-07-19,304.1
2012-07-20,299.85
2012-07-23,290.25
2012-07-24,291.1
2012-07-25,283.4
2012-07-26,275.05
2012-07-27,268.55
2012-07-30,278.3
2012-07-31,278.85
2012-08-01,286.2
2012-08-02,284.65
2012-08-03,282.7
2012-08-06,282.2
2012-08-07,284.8
2012-08-08,280.7
2012-08-09,275.25
2012-08-10,274.55
2012-08-13,276.2
2012-08-14,276.65
2012-08-16,272.2
2012-08-17,271.6
2012-08-21,274.5
2012-08-22,272.25
2012-08-23,271.35
2012-08-24,264.7
2012-08-27,263.15
2012-08-28,258.85
2012-08-29,255.75
2012-08-30,266.55
2012-08-31,256.95
2012-09-03,257.85
2012-09-04,261.95
2012-09-05,257.45
2012-09-06,255.2
2012-09-07,257.25
2012-09-08,259.05
2012-09-10,272.8
2012-09-11,271.0
2012-09-12,273.15
2012-09-13,262.3
2012-09-14,265.4
2012-09-17,272.5
2012-09-18,275.6
2012-09-20,269.85
2012-09-21,277.3
2012-09-24,280.45
2012-09-25,279.1
2012-09-26,274.35
2012-09-27,276.45
2012-09-28,274.5
2012-10-01,277.1
2012-10-03,279.6
2012-10-04,292.25
2012-10-05,288.0
2012-10-08,289.65
2012-10-09,288.4
2012-10-10,278.8
2012-10-11,280.8
2012-10-12,277.4
2012-10-15,278.45
2012-10-16,272.95
2012-10-17,271.2
2012-10-18,274.55
2012-10-19,274.0
2012-10-22,270.05
2012-10-23,271.25
2012-10-25,270.35
2012-10-26,271.0
2012-10-29,267.35
2012-10-30,263.3
2012-10-31,262.7
2012-11-01,266.9
2012-11-02,265.95
2012-11-05,266.65
2012-11-06,269.55
2012-11-07,269.6
2012-11-08,268.0
2012-11-09,266.35
2012-11-12,264.8
2012-11-13,264.65
2012-11-15,268.1
2012-11-16,265.95
2012-11-19,263.7
2012-11-20,262.15
2012-11-21,260.8
2012-11-22,259.7
2012-11-23,257.25
2012-11-26,266.35
2012-11-27,268.05
2012-11-29,267.85
2012-11-30,268.05
2012-12-03,273.7
2012-12-04,272.55
2012-12-05,270.4
2012-12-06,270.4
2012-12-07,270.0
2012-12-10,267.65
2012-12-11,264.9
2012-12-12,263.35
2012-12-13,261.4
2012-12-14,258.7
2012-12-17,260.25
2012-12-18,263.25
2012-12-19,263.7
2012-12-20,271.4
2012-12-21,266.75
2012-12-24,263.05
2012-12-26,261.85
2012-12-27,260.5
2012-12-28,260.35
2012-12-31,261.4
