Date,JUBLFOOD
2012-01-02,752.4
2012-01-03,754.0
2012-01-04,758.6
2012-01-05,750.35
2012-01-06,752.6
2012-01-07,751.15
2012-01-09,738.95
2012-01-10,777.25
2012-01-11,788.15
2012-01-12,786.9
2012-01-13,782.2
2012-01-16,780.85
2012-01-17,831.4
2012-01-18,806.3
2012-01-19,838.5
2012-01-20,834.2
2012-01-23,825.3
2012-01-24,866.75
2012-01-25,869.95
2012-01-27,856.0
2012-01-30,900.45
2012-01-31,943.7
2012-02-01,934.45
2012-02-02,926.05
2012-02-03,977.55
2012-02-06,976.45
2012-02-07,919.35
2012-02-08,944.95
2012-02-09,1028.4
2012-02-10,1000.4
2012-02-13,999.75
2012-02-14,1003.15
2012-02-15,1016.45
2012-02-16,1032.95
2012-02-17,998.3
2012-02-21,1005.9
2012-02-22,967.5
2012-02-23,1006.45
2012-02-24,1004.2
2012-02-27,1009.6
2012-02-28,1014.25
2012-02-29,1040.95
2012-03-01,1006.7
2012-03-02,961.05
2012-03-03,964.0
2012-03-05,944.95
2012-03-06,959.15
2012-03-07,950.35
2012-03-09,1016.25
2012-03-12,1065.65
2012-03-13,1064.3
2012-03-14,1094.1
2012-03-15,1095.8
2012-03-16,1079.4
2012-03-19,1056.5
2012-03-20,1040.05
2012-03-21,1110.9
2012-03-22,1115.95
2012-03-23,1129.95
2012-03-26,1120.9
2012-03-27,1113.35
2012-03-28,1076.0
2012-03-29,1082.05
2012-03-30,1176.15
2012-04-02,1198.5
2012-04-03,1197.2
2012-04-04,1186.3
2012-04-09,1168.2
2012-04-10,1169.55
2012-04-11,1139.3
2012-04-12,1120.3
2012-04-13,1139.05
2012-04-16,1152.45
2012-04-17,1153.85
2012-04-18,1169.15
2012-04-19,1160.3
2012-04-20,1139.2
2012-04-23,1130.0
2012-04-24,1136.95
2012-04-25,1172.15
2012-04-26,1176.55
2012-04-27,1185.0
2012-04-28,1184.3
2012-04-30,1185.4
2012-05-02,1184.55
2012-05-03,1128.6
2012-05-04,1096.9
2012-05-07,1108.9
2012-05-08,1080.3
2012-05-09,1069.6
2012-05-10,1050.9
2012-05-11,1131.15
2012-05-14,1148.3
2012-05-15,1148.5
2012-05-16,1177.35
2012-05-17,1132.25
2012-05-18,1138.95
2012-05-21,1134.25
2012-05-22,1134.3
2012-05-23,1166.95
2012-05-24,1172.4
2012-05-25,1246.05
2012-05-28,1321.95
2012-05-29,1292.2
2012-05-30,1261.85
2012-05-31,1277.65
2012-06-01,1233.55
2012-06-04,1149.65
2012-06-05,1181.5
2012-06-06,1189.1
2012-06-07,1201.95
2012-06-08,1208.95
2012-06-11,1229.35
2012-06-12,1253.15
2012-06-13,1254.35
2012-06-14,1231.2
2012-06-15,1217.2
2012-06-18,1204.75
2012-06-19,1201.45
2012-06-20,1211.25
2012-06-21,1182.9
2012-06-22,1136.5
2012-06-25,1149.35
2012-06-26,1133.4
2012-06-27,1133.25
2012-06-28,1150.75
2012-06-29,1169.25
2012-07-02,1225.8
2012-07-03,1224.65
2012-07-04,1221.55
2012-07-05,1241.2
2012-07-06,1243.05
2012-07-09,1239.0
2012-07-09,1239.0
2012-07-10,1240.5
2012-07-11,1240.45
2012-07-12,1245.55
2012-07-13,1231.15
2012-07-16,1227.0
2012-07-17,1226.3
2012-07-18,1228.4
2012-07-19,1214.2
2012-07-20,1263.4
2012-07-23,1238.95
2012-07-24,1207.9
2012-07-25,1188.8
2012-07-26,1141.3
