Date,DBCORP
2012-01-02,188.15
2012-01-03,195.0
2012-01-04,188.15
2012-01-05,184.3
2012-01-06,184.35
2012-01-07,181.25
2012-01-09,182.5
2012-01-10,185.85
2012-01-11,187.3
2012-01-12,184.15
2012-01-13,184.25
2012-01-16,184.4
2012-01-17,184.4
2012-01-18,183.8
2012-01-19,184.95
2012-01-20,184.9
2012-01-23,183.95
2012-01-24,188.15
2012-01-25,188.3
2012-01-27,189.3
2012-01-30,189.5
2012-01-31,193.2
2012-02-01,192.95
2012-02-02,194.05
2012-02-03,194.5
2012-02-06,199.9
2012-02-07,197.05
2012-02-08,196.15
2012-02-09,199.2
2012-02-10,200.15
2012-02-13,201.5
2012-02-14,201.15
2012-02-15,201.15
2012-02-16,199.85
2012-02-17,200.0
2012-02-21,204.55
2012-02-22,202.3
2012-02-23,204.0
2012-02-24,202.3
2012-02-27,200.0
2012-02-28,201.1
2012-02-29,204.15
2012-03-01,202.4
2012-03-02,205.05
2012-03-03,205.9
2012-03-05,205.45
2012-03-06,204.2
2012-03-07,206.1
2012-03-09,209.15
2012-03-12,212.95
2012-03-13,218.45
2012-03-14,215.3
2012-03-15,214.35
2012-03-16,210.15
2012-03-19,210.0
2012-03-20,212.35
2012-03-21,208.5
2012-03-22,209.95
2012-03-23,211.85
2012-03-26,213.2
2012-03-27,213.45
2012-03-28,215.0
2012-03-29,212.65
2012-03-30,219.7
2012-04-02,214.35
2012-04-03,214.8
2012-04-04,211.25
2012-04-09,209.95
2012-04-10,209.9
2012-04-11,208.3
2012-04-12,208.15
2012-04-13,204.9
2012-04-16,205.45
2012-04-17,204.4
2012-04-18,208.35
2012-04-19,208.35
2012-04-20,208.25
2012-04-23,205.9
2012-04-24,205.0
2012-04-25,206.05
2012-04-26,206.85
2012-04-27,205.75
2012-04-30,207.7
2012-05-02,206.15
2012-05-03,205.6
2012-05-04,205.15
2012-05-07,201.05
2012-05-08,198.15
2012-05-09,199.8
2012-05-10,198.7
2012-05-11,195.35
2012-05-14,197.05
2012-05-15,197.5
2012-05-16,197.35
2012-05-17,200.0
2012-05-18,201.6
2012-05-21,200.0
2012-05-22,200.65
2012-05-23,202.1
2012-05-24,197.35
2012-05-25,196.1
2012-05-28,196.45
2012-05-29,194.15
2012-05-30,195.8
2012-05-31,195.0
2012-06-01,196.8
2012-06-04,193.95
2012-06-05,193.05
2012-06-06,193.55
2012-06-07,192.5
2012-06-08,189.8
2012-06-11,188.0
2012-06-12,185.45
2012-06-13,183.7
2012-06-14,182.4
2012-06-15,192.45
2012-06-18,189.3
2012-06-19,193.5
2012-06-20,192.85
2012-06-21,193.4
2012-06-22,193.1
2012-06-25,190.2
2012-06-26,200.0
2012-06-27,204.35
2012-06-28,207.35
2012-06-29,204.9
2012-07-02,202.2
2012-07-03,203.35
2012-07-04,202.35
2012-07-05,204.15
2012-07-06,204.55
2012-07-09,200.75
2012-07-09,200.75
2012-07-10,199.5
2012-07-11,202.0
2012-07-12,198.3
2012-07-13,198.85
2012-07-16,195.75
2012-07-17,193.7
2012-07-18,196.2
2012-07-19,201.65
2012-07-20,202.2
2012-07-23,200.8
2012-07-24,200.2
2012-07-25,200.1
2012-07-26,200.0
2012-07-27,200.0
2012-07-30,200.5
2012-07-31,200.65
2012-08-01,200.0
2012-08-02,200.0
2012-08-03,213.0
2012-08-06,196.7
2012-08-07,194.9
2012-08-08,190.25
2012-08-09,190.25
2012-08-10,189.75
2012-08-13,186.95
2012-08-14,187.9
2012-08-16,186.25
2012-08-17,185.7
2012-08-21,185.95
2012-08-22,185.3
2012-08-23,185.05
2012-08-24,185.35
2012-08-27,185.75
2012-08-28,185.35
2012-08-29,185.1
2012-08-30,183.05
2012-08-31,189.5
2012-09-03,189.15
2012-09-04,190.35
2012-09-05,198.7
2012-09-06,200.85
2012-09-07,198.25
2012-09-08,195.3
2012-09-10,195.5
2012-09-11,195.0
2012-09-12,194.95
2012-09-13,189.9
2012-09-14,188.7
2012-09-17,192.55
2012-09-18,193.6
2012-09-20,193.6
2012-09-21,192.2
2012-09-24,197.6
2012-09-25,196.45
2012-09-26,196.2
2012-09-27,198.15
2012-09-28,201.85
2012-10-01,200.0
2012-10-03,202.25
2012-10-04,209.15
2012-10-05,210.65
2012-10-08,210.45
2012-10-09,217.25
2012-10-10,218.0
2012-10-11,218.0
2012-10-12,219.6
2012-10-15,218.55
2012-10-16,215.65
2012-10-17,218.9
2012-10-18,221.8
2012-10-19,223.45
2012-10-22,219.0
2012-10-23,216.95
2012-10-25,214.5
2012-10-26,211.55
2012-10-29,209.75
2012-10-30,206.9
2012-10-31,209.55
2012-11-01,210.15
2012-11-02,212.1
2012-11-05,217.15
2012-11-06,212.95
2012-11-07,217.1
2012-11-08,215.45
2012-11-09,207.95
2012-11-12,206.95
2012-11-13,208.45
2012-11-15,209.55
2012-11-16,209.1
2012-11-19,209.45
2012-11-20,209.5
2012-11-21,211.6
2012-11-22,214.35
2012-11-23,214.1
2012-11-26,215.95
2012-11-27,215.25
2012-11-29,218.95
2012-11-30,219.55
2012-12-03,219.0
2012-12-04,219.05
2012-12-05,218.25
2012-12-06,217.65
2012-12-07,218.85
2012-12-10,221.05
2012-12-11,221.25
2012-12-12,223.5
2012-12-13,216.75
2012-12-14,219.85
2012-12-17,221.55
2012-12-18,220.1
2012-12-19,220.75
2012-12-20,221.3
2012-12-21,221.7
2012-12-24,223.55
2012-12-26,225.15
2012-12-27,224.35
2012-12-28,228.35
2012-12-31,228.7
