Date,DEEPAKFERT
2012-01-02,122.25
2012-01-03,123.7
2012-01-04,125.65
2012-01-05,126.15
2012-01-06,126.35
2012-01-07,140.45
2012-01-09,143.2
2012-01-10,140.55
2012-01-11,136.65
2012-01-12,140.1
2012-01-13,137.4
2012-01-16,137.95
2012-01-17,135.15
2012-01-18,131.0
2012-01-19,129.65
2012-01-20,132.0
2012-01-23,131.7
2012-01-24,131.9
2012-01-25,138.9
2012-01-27,140.65
2012-01-30,137.45
2012-01-31,138.05
2012-02-01,140.35
2012-02-02,144.35
2012-02-03,146.4
2012-02-06,146.6
2012-02-07,146.45
2012-02-08,148.05
2012-02-09,148.6
2012-02-10,148.85
2012-02-13,155.2
2012-02-14,164.75
2012-02-15,164.9
2012-02-16,165.05
2012-02-17,163.1
2012-02-21,160.1
2012-02-22,155.3
2012-02-23,165.15
2012-02-24,162.2
2012-02-27,155.95
2012-02-28,159.65
2012-02-29,155.85
2012-03-01,156.95
2012-03-02,156.55
2012-03-03,156.85
2012-03-05,156.35
2012-03-06,153.05
2012-03-07,151.9
2012-03-09,154.6
2012-03-12,156.45
2012-03-13,156.95
2012-03-14,156.75
2012-03-15,152.2
2012-03-16,147.9
2012-03-19,148.1
2012-03-20,148.7
2012-03-21,149.65
2012-03-22,146.75
2012-03-23,146.4
2012-03-26,140.9
2012-03-27,141.4
2012-03-28,144.5
2012-03-29,147.4
2012-03-30,151.8
2012-04-02,151.1
2012-04-03,150.2
2012-04-04,147.9
2012-04-09,147.45
2012-04-10,145.8
2012-04-11,142.25
2012-04-12,141.95
2012-04-13,141.0
2012-04-16,140.95
2012-04-17,139.7
2012-04-18,139.4
2012-04-19,139.75
2012-04-20,139.5
2012-04-23,136.5
2012-04-24,136.95
2012-04-25,136.2
2012-04-26,137.1
2012-04-27,138.05
2012-04-28,141.65
2012-04-30,137.3
2012-05-02,139.25
2012-05-03,139.7
2012-05-04,138.3
2012-05-07,137.4
2012-05-08,136.4
2012-05-09,133.8
2012-05-10,133.8
2012-05-11,140.05
2012-05-14,134.95
2012-05-15,133.05
2012-05-16,130.75
2012-05-17,130.85
2012-05-18,132.1
2012-05-21,132.1
2012-05-22,131.6
2012-05-23,130.95
2012-05-24,132.45
2012-05-25,131.9
2012-05-28,131.6
2012-05-29,132.15
2012-05-30,131.9
2012-05-31,132.35
2012-06-01,132.5
2012-06-04,132.8
2012-06-05,132.95
2012-06-06,132.75
2012-06-07,132.7
2012-06-08,132.9
2012-06-11,132.95
2012-06-12,131.95
2012-06-13,130.8
2012-06-14,130.75
2012-06-15,128.9
2012-06-18,128.95
2012-06-19,130.75
2012-06-20,131.95
2012-06-21,132.2
2012-06-22,132.35
2012-06-25,132.35
2012-06-26,131.1
2012-06-27,130.75
2012-06-28,131.05
2012-06-29,133.0
2012-07-02,132.65
2012-07-03,135.85
2012-07-04,138.4
2012-07-05,140.7
2012-07-06,140.7
2012-07-09,139.55
2012-07-09,139.55
2012-07-10,139.9
2012-07-11,141.9
2012-07-12,137.05
2012-07-13,133.5
2012-07-16,130.1
2012-07-17,130.4
2012-07-18,131.65
2012-07-19,130.15
2012-07-20,133.25
2012-07-23,131.15
2012-07-24,131.15
2012-07-25,131.7
2012-07-26,128.15
2012-07-27,127.7
2012-07-30,126.5
2012-07-31,128.55
2012-08-01,129.85
2012-08-02,129.95
2012-08-03,130.05
2012-08-06,132.0
2012-08-07,133.05
2012-08-08,131.65
2012-08-09,132.15
2012-08-10,132.15
2012-08-13,132.6
2012-08-14,133.45
2012-08-16,133.8
2012-08-17,134.25
2012-08-21,135.9
2012-08-22,134.55
2012-08-23,135.75
2012-08-24,134.6
2012-08-27,133.7
2012-08-28,129.95
2012-08-29,128.3
2012-08-30,127.0
2012-08-31,125.4
2012-09-03,126.45
2012-09-04,123.9
2012-09-05,126.2
2012-09-06,126.35
2012-09-07,127.05
2012-09-08,126.9
2012-09-10,128.75
2012-09-11,127.85
2012-09-12,130.7
2012-09-13,128.6
2012-09-14,131.15
2012-09-17,130.2
2012-09-18,132.2
2012-09-20,134.1
2012-09-21,134.95
2012-09-24,135.35
2012-09-25,135.15
2012-09-26,134.8
2012-09-27,130.25
2012-09-28,131.2
2012-10-01,132.05
2012-10-03,134.05
2012-10-04,134.5
2012-10-05,132.45
2012-10-08,133.4
2012-10-09,134.05
2012-10-10,133.65
2012-10-11,140.45
2012-10-12,136.7
2012-10-15,137.3
2012-10-16,135.3
2012-10-17,134.05
2012-10-18,135.5
2012-10-19,135.65
2012-10-22,135.2
2012-10-23,134.0
2012-10-25,136.3
2012-10-26,134.9
2012-10-29,133.85
2012-10-30,131.0
2012-10-31,131.15
2012-11-01,127.8
2012-11-02,129.85
2012-11-05,131.45
2012-11-06,131.3
2012-11-07,131.85
2012-11-08,128.95
2012-11-09,129.05
2012-11-12,128.3
2012-11-13,130.6
2012-11-15,130.15
2012-11-16,129.7
2012-11-19,127.85
2012-11-20,127.5
2012-11-21,126.4
2012-11-22,125.4
2012-11-23,125.75
2012-11-26,125.95
2012-11-27,125.9
2012-11-29,125.95
2012-11-30,125.65
2012-12-03,125.8
2012-12-04,127.3
2012-12-05,127.85
2012-12-06,129.9
2012-12-07,130.9
2012-12-10,130.85
2012-12-11,128.55
2012-12-12,127.15
2012-12-13,127.45
2012-12-14,126.75
2012-12-17,126.2
2012-12-18,125.1
2012-12-19,125.25
2012-12-20,125.9
2012-12-21,124.75
2012-12-24,124.1
2012-12-26,123.25
2012-12-27,123.95
2012-12-28,122.75
2012-12-31,123.7
