Date,MIRCELECTR
2012-01-02,15.75
2012-01-03,16.0
2012-01-04,16.0
2012-01-05,16.15
2012-01-06,16.3
2012-01-07,16.4
2012-01-09,16.25
2012-01-10,16.6
2012-01-11,16.85
2012-01-12,17.05
2012-01-13,17.2
2012-01-16,17.2
2012-01-17,17.05
2012-01-18,16.5
2012-01-19,16.85
2012-01-20,16.9
2012-01-23,16.3
2012-01-24,16.45
2012-01-25,16.4
2012-01-27,15.95
2012-01-30,15.6
2012-01-31,15.7
2012-02-01,15.9
2012-02-02,16.15
2012-02-03,16.35
2012-02-06,16.65
2012-02-07,16.7
2012-02-08,16.95
2012-02-09,16.7
2012-02-10,16.55
2012-02-13,16.25
2012-02-14,16.1
2012-02-15,16.75
2012-02-16,16.65
2012-02-17,16.95
2012-02-21,17.0
2012-02-22,17.05
2012-02-23,16.9
2012-02-24,16.45
2012-02-27,16.1
2012-02-28,16.15
2012-02-29,16.2
2012-03-01,16.2
2012-03-02,16.1
2012-03-03,16.1
2012-03-05,15.65
2012-03-06,15.7
2012-03-07,15.35
2012-03-09,15.65
2012-03-12,15.95
2012-03-13,16.1
2012-03-14,15.9
2012-03-15,15.6
2012-03-16,15.5
2012-03-19,15.25
2012-03-20,15.1
2012-03-21,15.2
2012-03-22,14.95
2012-03-23,14.95
2012-03-26,14.7
2012-03-27,14.65
2012-03-28,14.45
2012-03-29,14.3
2012-03-30,14.35
2012-04-02,14.65
2012-04-03,15.0
2012-04-04,15.0
2012-04-09,14.55
2012-04-10,14.5
2012-04-11,14.25
2012-04-12,14.5
2012-04-13,14.5
2012-04-16,14.55
2012-04-17,14.7
2012-04-18,14.7
2012-04-19,14.8
2012-04-20,14.7
2012-04-23,14.6
2012-04-24,14.6
2012-04-25,14.75
2012-04-26,14.45
2012-04-27,14.4
2012-04-28,14.35
2012-04-30,14.6
2012-05-02,14.45
2012-05-03,14.4
2012-05-04,14.2
2012-05-07,14.2
2012-05-08,14.1
2012-05-09,13.85
2012-05-10,13.6
2012-05-11,13.55
2012-05-14,13.6
2012-05-15,13.45
2012-05-16,13.25
2012-05-17,13.2
2012-05-18,13.2
2012-05-21,13.1
2012-05-22,13.3
2012-05-23,13.1
2012-05-24,13.15
2012-05-25,13.1
2012-05-28,13.8
2012-05-29,13.8
2012-05-30,13.1
2012-05-31,12.95
2012-06-01,13.0
2012-06-04,12.75
2012-06-05,12.6
2012-06-06,12.75
2012-06-07,12.75
2012-06-08,12.9
2012-06-11,12.45
2012-06-12,12.45
2012-06-13,13.25
2012-06-14,12.95
2012-06-15,12.9
2012-06-18,13.0
2012-06-19,12.95
2012-06-20,12.75
2012-06-21,12.75
2012-06-22,12.5
2012-06-25,12.45
2012-06-26,13.3
2012-06-27,13.05
2012-06-28,12.95
2012-06-29,13.05
2012-07-02,13.2
2012-07-03,15.0
2012-07-04,14.3
2012-07-05,14.7
2012-07-06,15.05
2012-07-09,14.5
2012-07-09,14.5
2012-07-10,14.6
2012-07-11,14.2
2012-07-12,13.7
2012-07-13,14.05
2012-07-16,13.8
2012-07-17,14.05
2012-07-18,13.7
2012-07-19,13.8
2012-07-20,13.45
2012-07-23,12.8
2012-07-24,12.7
2012-07-25,12.65
2012-07-26,12.0
2012-07-27,11.95
2012-07-30,12.05
2012-07-31,12.0
2012-08-01,12.35
2012-08-02,12.35
2012-08-03,12.4
2012-08-06,12.7
2012-08-07,12.15
2012-08-08,12.1
2012-08-09,12.1
2012-08-10,12.0
2012-08-13,12.15
2012-08-14,12.05
2012-08-16,11.85
2012-08-17,11.55
2012-08-21,11.2
2012-08-22,11.05
2012-08-23,10.95
2012-08-24,11.9
2012-08-27,14.25
2012-08-28,11.9
2012-08-29,11.95
2012-08-30,12.3
2012-08-31,11.75
2012-09-03,11.45
2012-09-04,11.25
2012-09-05,11.1
2012-09-06,10.9
2012-09-07,11.2
2012-09-08,11.1
2012-09-10,11.15
2012-09-11,11.0
2012-09-12,11.1
2012-09-13,11.05
2012-09-14,11.1
2012-09-17,11.1
2012-09-18,11.25
2012-09-20,11.4
2012-09-21,11.15
2012-09-24,11.3
2012-09-25,11.35
2012-09-26,11.5
2012-09-27,11.4
2012-09-28,11.35
2012-10-01,11.5
2012-10-03,11.8
2012-10-04,12.1
2012-10-05,12.2
2012-10-08,11.95
2012-10-09,11.8
2012-10-10,11.25
2012-10-11,11.35
2012-10-12,11.2
2012-10-15,11.35
2012-10-16,11.35
2012-10-17,11.3
2012-10-18,11.4
2012-10-19,11.65
2012-10-22,11.95
2012-10-23,11.7
2012-10-25,11.5
2012-10-26,11.25
2012-10-29,11.45
2012-10-30,11.25
2012-10-31,11.2
2012-11-01,11.2
2012-11-02,11.3
2012-11-05,11.6
2012-11-06,13.1
2012-11-07,12.4
2012-11-08,12.05
2012-11-09,11.95
2012-11-12,11.65
2012-11-13,11.65
2012-11-15,11.3
2012-11-16,11.2
2012-11-19,11.0
2012-11-20,10.95
2012-11-21,10.95
2012-11-22,11.25
2012-11-23,11.15
2012-11-26,11.0
2012-11-27,11.2
2012-11-29,11.3
2012-11-30,11.75
2012-12-03,11.55
2012-12-04,11.4
2012-12-05,11.5
2012-12-06,11.3
2012-12-07,11.35
2012-12-10,11.35
2012-12-11,11.2
2012-12-12,11.1
2012-12-13,11.05
2012-12-14,11.1
2012-12-17,11.0
2012-12-18,11.0
2012-12-19,11.0
2012-12-20,10.9
2012-12-21,10.8
2012-12-24,10.75
2012-12-26,10.6
2012-12-27,10.6
2012-12-28,10.3
2012-12-31,10.1
