Date,COALINDIA
2012-01-02,312.15
2012-01-03,327.2
2012-01-04,326.7
2012-01-05,320.55
2012-01-06,318.05
2012-01-07,319.55
2012-01-09,313.9
2012-01-10,318.05
2012-01-11,320.4
2012-01-12,325.65
2012-01-13,343.8
2012-01-16,340.8
2012-01-17,351.75
2012-01-18,339.8
2012-01-19,349.9
2012-01-20,344.8
2012-01-23,335.0
2012-01-24,329.95
2012-01-25,342.9
2012-01-27,341.95
2012-01-30,335.65
2012-01-31,327.2
2012-02-01,317.0
2012-02-02,322.0
2012-02-03,327.35
2012-02-06,328.25
2012-02-07,325.85
2012-02-08,333.3
2012-02-09,333.3
2012-02-10,331.85
2012-02-13,336.6
2012-02-14,334.35
2012-02-15,339.85
2012-02-16,320.05
2012-02-17,323.8
2012-02-21,326.0
2012-02-22,322.15
2012-02-23,322.75
2012-02-24,327.65
2012-02-27,323.1
2012-02-28,330.45
2012-02-29,334.5
2012-03-01,334.5
2012-03-02,332.15
2012-03-03,331.75
2012-03-05,327.85
2012-03-06,330.15
2012-03-07,326.9
2012-03-09,336.05
2012-03-12,337.45
2012-03-13,343.35
2012-03-14,348.05
2012-03-15,340.5
2012-03-16,341.65
2012-03-19,334.8
2012-03-20,326.55
2012-03-21,331.15
2012-03-22,338.65
2012-03-23,334.85
2012-03-26,331.95
2012-03-27,330.9
2012-03-28,331.6
2012-03-29,332.8
2012-03-30,343.9
2012-04-02,341.2
2012-04-03,343.3
2012-04-04,341.6
2012-04-09,336.45
2012-04-10,333.3
2012-04-11,331.05
2012-04-12,333.15
2012-04-13,338.9
2012-04-16,339.15
2012-04-17,350.05
2012-04-18,348.05
2012-04-19,361.6
2012-04-20,362.45
2012-04-23,355.4
2012-04-24,356.1
2012-04-25,349.5
2012-04-26,359.4
2012-04-27,351.25
2012-04-28,350.85
2012-04-30,352.35
2012-05-02,345.8
2012-05-03,336.95
2012-05-04,329.8
2012-05-07,328.5
2012-05-08,334.7
2012-05-09,326.5
2012-05-10,321.3
2012-05-11,314.5
2012-05-14,316.1
2012-05-15,314.2
2012-05-16,308.4
2012-05-17,306.45
2012-05-18,303.1
2012-05-21,310.0
2012-05-22,305.95
2012-05-23,308.35
2012-05-24,309.75
2012-05-25,313.55
2012-05-28,315.0
2012-05-29,321.85
2012-05-30,319.65
2012-05-31,321.6
2012-06-01,321.75
2012-06-04,320.1
2012-06-05,316.1
2012-06-06,322.0
2012-06-07,325.25
2012-06-08,327.7
2012-06-11,332.7
2012-06-12,336.1
2012-06-13,333.3
2012-06-14,330.95
2012-06-15,339.7
2012-06-18,339.55
2012-06-19,344.0
2012-06-20,337.9
2012-06-21,341.9
2012-06-22,337.7
2012-06-25,336.65
2012-06-26,338.8
2012-06-27,342.8
2012-06-28,347.85
2012-06-29,346.8
2012-07-02,350.4
2012-07-03,356.9
2012-07-04,353.75
2012-07-05,348.5
2012-07-06,351.4
2012-07-09,350.55
2012-07-09,350.55
2012-07-10,353.9
2012-07-11,353.5
2012-07-12,354.35
2012-07-13,354.1
2012-07-16,350.55
2012-07-17,354.3
2012-07-18,360.3
2012-07-19,359.8
2012-07-20,361.0
2012-07-23,355.8
2012-07-24,356.1
2012-07-25,351.0
2012-07-26,348.75
2012-07-27,353.9
2012-07-30,355.8
2012-07-31,359.35
2012-08-01,349.25
2012-08-02,346.75
2012-08-03,344.0
2012-08-06,343.45
2012-08-07,344.5
2012-08-08,345.2
2012-08-09,352.6
2012-08-10,348.6
2012-08-13,347.65
2012-08-14,353.75
2012-08-16,353.6
2012-08-17,349.9
2012-08-21,352.45
2012-08-22,355.75
2012-08-23,359.1
2012-08-24,367.05
2012-08-27,364.75
2012-08-28,359.45
2012-08-29,359.8
2012-08-30,360.7
2012-08-31,351.45
2012-09-03,360.9
2012-09-04,360.65
2012-09-05,359.2
2012-09-06,358.25
2012-09-07,361.2
2012-09-08,360.55
2012-09-10,366.7
2012-09-11,366.7
2012-09-12,376.65
2012-09-13,380.0
2012-09-14,383.2
2012-09-17,374.3
2012-09-18,375.55
2012-09-20,364.5
2012-09-21,372.6
2012-09-24,369.75
2012-09-25,368.65
2012-09-26,358.15
2012-09-27,357.6
2012-09-28,358.95
2012-10-01,357.6
2012-10-03,365.2
2012-10-04,361.7
2012-10-05,363.45
2012-10-08,357.4
2012-10-09,356.55
2012-10-10,353.25
2012-10-11,358.75
2012-10-12,359.3
2012-10-15,356.45
2012-10-16,354.2
2012-10-17,353.6
2012-10-18,359.3
2012-10-19,353.95
2012-10-22,357.85
2012-10-23,358.55
2012-10-25,356.35
2012-10-26,355.05
2012-10-29,350.1
2012-10-30,346.55
2012-10-31,346.3
2012-11-01,347.85
2012-11-02,350.6
2012-11-05,352.95
2012-11-06,351.9
2012-11-07,348.35
2012-11-08,349.15
2012-11-09,346.6
2012-11-12,344.65
2012-11-13,345.75
2012-11-15,348.4
2012-11-16,351.15
2012-11-19,351.2
2012-11-20,354.05
2012-11-21,354.8
2012-11-22,355.8
2012-11-23,358.05
2012-11-26,360.45
2012-11-27,363.3
2012-11-29,369.9
2012-11-30,366.55
2012-12-03,366.15
2012-12-04,364.45
2012-12-05,361.7
2012-12-06,362.4
2012-12-07,362.95
2012-12-10,362.75
2012-12-11,357.2
2012-12-12,356.4
2012-12-13,353.65
2012-12-14,354.1
2012-12-17,351.8
2012-12-18,352.15
2012-12-19,357.15
2012-12-20,356.5
2012-12-21,352.6
2012-12-24,354.35
2012-12-26,355.1
2012-12-27,353.05
2012-12-28,353.4
2012-12-31,354.8
