Date,ATLANTA
2012-01-02,57.65
2012-01-03,57.85
2012-01-04,57.95
2012-01-05,57.95
2012-01-06,57.7
2012-01-07,57.85
2012-01-09,58.2
2012-01-10,62.25
2012-01-11,61.05
2012-01-12,61.7
2012-01-13,63.2
2012-01-16,63.4
2012-01-17,63.25
2012-01-18,65.95
2012-01-19,64.2
2012-01-20,63.45
2012-01-23,63.15
2012-01-24,63.1
2012-01-25,63.05
2012-01-27,62.85
2012-01-30,62.1
2012-01-31,62.1
2012-02-01,61.9
2012-02-02,62.8
2012-02-03,65.0
2012-02-06,64.85
2012-02-07,63.9
2012-02-08,64.8
2012-02-09,65.4
2012-02-10,64.65
2012-02-13,64.45
2012-02-14,65.55
2012-02-15,65.65
2012-02-16,65.75
2012-02-17,64.25
2012-02-21,67.0
2012-02-22,62.9
2012-02-23,63.1
2012-02-24,61.4
2012-02-27,58.35
2012-02-28,61.55
2012-02-29,61.05
2012-03-01,60.2
2012-03-02,60.95
2012-03-03,60.8
2012-03-05,59.4
2012-03-06,58.75
2012-03-07,58.35
2012-03-09,58.7
2012-03-12,59.2
2012-03-13,59.35
2012-03-14,59.4
2012-03-15,59.05
2012-03-16,58.95
2012-03-19,58.45
2012-03-20,58.55
2012-03-21,58.9
2012-03-22,57.7
2012-03-23,58.05
2012-03-26,57.4
2012-03-27,57.5
2012-03-28,56.4
2012-03-29,58.1
2012-03-30,57.95
2012-04-02,57.95
2012-04-03,58.75
2012-04-04,59.85
2012-04-09,59.6
2012-04-10,59.0
2012-04-11,59.35
2012-04-12,60.1
2012-04-13,59.2
2012-04-16,59.6
2012-04-17,59.9
2012-04-18,59.4
2012-04-19,59.3
2012-04-20,60.05
2012-04-23,59.85
2012-04-24,59.75
2012-04-25,59.4
2012-04-26,59.85
2012-04-27,59.75
2012-04-28,59.25
2012-04-30,59.1
2012-05-02,61.35
2012-05-03,62.8
2012-05-04,61.6
2012-05-07,63.6
2012-05-08,62.8
2012-05-09,62.35
2012-05-10,62.75
2012-05-11,61.95
2012-05-14,61.75
2012-05-15,62.05
2012-05-16,61.35
2012-05-17,61.2
2012-05-18,61.1
2012-05-21,61.95
2012-05-22,61.8
2012-05-23,61.65
2012-05-24,61.55
2012-05-25,61.6
2012-05-28,61.25
2012-05-29,60.9
2012-05-30,60.05
2012-05-31,58.8
2012-06-01,57.9
2012-06-04,57.85
2012-06-05,57.65
2012-06-06,58.05
2012-06-07,57.9
2012-06-08,57.6
2012-06-11,57.3
2012-06-12,57.7
2012-06-13,57.55
2012-06-14,56.7
2012-06-15,57.55
2012-06-18,58.15
2012-06-19,58.1
2012-06-20,57.5
2012-06-21,57.95
2012-06-22,58.0
2012-06-25,57.25
2012-06-26,56.85
2012-06-27,56.2
2012-06-28,56.65
2012-06-29,57.3
2012-07-02,57.85
2012-07-03,57.85
2012-07-04,57.85
2012-07-05,57.9
2012-07-06,59.1
2012-07-09,58.5
2012-07-09,58.5
2012-07-10,59.15
2012-07-11,58.8
2012-07-12,57.8
2012-07-13,57.55
2012-07-16,57.2
2012-07-17,56.0
2012-07-18,56.95
2012-07-19,56.8
2012-07-20,56.7
2012-07-23,56.05
2012-07-24,56.35
2012-07-25,56.2
2012-07-26,55.8
2012-07-27,55.7
2012-07-30,56.65
2012-07-31,56.0
2012-08-01,57.05
2012-08-02,56.75
2012-08-03,56.6
2012-08-06,56.6
2012-08-07,56.45
2012-08-08,55.95
2012-08-09,56.2
2012-08-10,56.05
2012-08-13,56.2
2012-08-14,56.3
2012-08-16,56.0
2012-08-17,55.9
2012-08-21,56.05
2012-08-22,55.55
2012-08-23,54.4
2012-08-24,55.0
2012-08-27,54.85
2012-08-28,53.75
2012-08-29,53.25
2012-08-30,53.3
2012-08-31,53.0
2012-09-03,54.15
2012-09-04,54.3
2012-09-05,54.25
2012-09-06,53.95
2012-09-07,54.6
2012-09-08,54.9
2012-09-10,55.0
2012-09-11,55.5
2012-09-12,54.5
2012-09-13,54.35
2012-09-14,55.2
2012-09-17,49.0
2012-09-18,42.3
2012-09-20,37.65
2012-09-21,41.25
2012-09-24,41.95
2012-09-25,41.8
2012-09-26,43.0
2012-09-27,43.5
2012-09-28,43.2
2012-10-01,43.05
2012-10-03,43.0
2012-10-04,39.55
2012-10-05,38.8
2012-10-08,35.3
2012-10-09,38.55
2012-10-10,38.5
2012-10-11,39.65
2012-10-12,39.3
2012-10-15,38.6
2012-10-16,37.75
2012-10-17,37.8
2012-10-18,38.25
2012-10-19,38.35
2012-10-22,38.8
2012-10-23,38.7
2012-10-25,38.9
2012-10-26,38.75
2012-10-29,38.45
2012-10-30,38.05
2012-10-31,38.05
2012-11-01,38.45
2012-11-02,38.0
2012-11-05,38.55
2012-11-06,38.55
2012-11-07,39.05
2012-11-08,40.5
2012-11-09,39.55
2012-11-12,39.9
2012-11-13,40.0
2012-11-15,39.9
2012-11-16,39.85
2012-11-19,39.85
2012-11-20,38.45
2012-11-21,38.55
2012-11-22,39.05
2012-11-23,39.05
2012-11-26,38.45
2012-11-27,38.65
2012-11-29,38.85
2012-11-30,39.4
2012-12-03,39.6
2012-12-04,39.95
2012-12-05,40.0
2012-12-06,40.4
2012-12-07,41.35
2012-12-10,41.85
2012-12-11,41.6
2012-12-12,40.85
2012-12-13,40.0
2012-12-14,39.85
2012-12-17,39.6
2012-12-18,39.65
2012-12-19,39.95
2012-12-20,39.3
2012-12-21,38.75
2012-12-24,39.0
2012-12-26,38.95
2012-12-27,39.1
2012-12-28,38.95
2012-12-31,38.8
