Date,FLEXITUFF
2012-01-02,256.15
2012-01-03,259.05
2012-01-04,258.1
2012-01-05,264.0
2012-01-06,257.6
2012-01-07,257.3
2012-01-09,253.2
2012-01-10,252.35
2012-01-11,247.75
2012-01-12,254.8
2012-01-13,252.45
2012-01-16,251.7
2012-01-17,251.3
2012-01-18,249.45
2012-01-19,248.75
2012-01-20,246.9
2012-01-23,246.15
2012-01-24,249.95
2012-01-25,250.35
2012-01-27,250.75
2012-01-30,248.7
2012-01-31,251.0
2012-02-01,265.35
2012-02-02,272.65
2012-02-03,276.0
2012-02-06,279.15
2012-02-07,265.7
2012-02-08,266.1
2012-02-09,264.4
2012-02-10,261.8
2012-02-13,263.45
2012-02-14,265.1
2012-02-15,254.8
2012-02-16,246.1
2012-02-17,244.25
2012-02-21,245.5
2012-02-22,244.85
2012-02-23,240.4
2012-02-24,239.35
2012-02-27,238.55
2012-02-28,234.25
2012-02-29,238.35
2012-03-01,238.75
2012-03-02,239.1
2012-03-03,239.4
2012-03-05,238.65
2012-03-06,236.6
2012-03-07,231.35
2012-03-09,232.55
2012-03-12,241.55
2012-03-13,242.85
2012-03-14,252.2
2012-03-15,248.95
2012-03-16,251.5
2012-03-19,253.2
2012-03-20,253.95
2012-03-21,252.5
2012-03-22,248.55
2012-03-23,249.05
2012-03-26,250.0
2012-03-27,290.1
2012-03-28,284.9
2012-03-29,247.5
2012-03-30,235.2
2012-04-02,249.6
2012-04-03,254.75
2012-04-04,256.95
2012-04-09,253.35
2012-04-10,250.6
2012-04-11,249.9
2012-04-12,250.95
2012-04-13,248.8
2012-04-16,249.1
2012-04-17,250.05
2012-04-18,248.7
2012-04-19,298.4
2012-04-20,328.75
2012-04-23,326.85
2012-04-24,314.5
2012-04-25,304.65
2012-04-26,301.95
2012-04-27,301.75
2012-04-28,293.2
2012-04-30,294.5
2012-05-02,301.6
2012-05-03,310.8
2012-05-04,322.1
2012-05-07,305.7
2012-05-08,302.55
2012-05-09,290.85
2012-05-10,300.75
2012-05-11,293.0
2012-05-14,285.4
2012-05-15,278.75
2012-05-16,275.1
2012-05-17,326.9
2012-05-18,321.9
2012-05-21,339.7
2012-05-22,362.95
2012-05-23,366.8
2012-05-24,358.5
2012-05-25,356.65
2012-05-28,350.25
2012-05-29,353.9
2012-05-30,338.45
2012-05-31,318.05
2012-06-01,307.45
2012-06-04,313.7
2012-06-05,309.95
2012-06-06,306.9
2012-06-07,293.45
2012-06-08,293.3
2012-06-11,305.9
2012-06-12,308.45
2012-06-13,297.25
2012-06-14,290.65
2012-06-15,282.25
2012-06-18,271.1
2012-06-19,258.45
2012-06-20,254.05
2012-06-21,249.25
2012-06-22,250.45
2012-06-25,239.1
2012-06-26,226.05
2012-06-27,216.95
2012-06-28,218.75
2012-06-29,218.9
2012-07-02,222.8
2012-07-03,219.25
2012-07-04,220.45
2012-07-05,220.55
2012-07-06,220.7
2012-07-09,218.85
2012-07-09,218.85
2012-07-10,219.75
2012-07-11,215.15
2012-07-12,215.2
2012-07-13,216.8
2012-07-16,213.75
2012-07-17,217.45
2012-07-18,214.8
2012-07-19,216.3
2012-07-20,213.25
2012-07-23,210.25
2012-07-24,206.15
2012-07-25,205.8
2012-07-26,204.85
2012-07-27,205.75
2012-07-30,210.1
2012-07-31,209.6
2012-08-01,207.25
2012-08-02,208.9
2012-08-03,206.4
2012-08-06,206.45
2012-08-07,208.1
2012-08-08,208.8
2012-08-09,211.1
2012-08-10,211.85
2012-08-13,218.45
2012-08-14,217.5
2012-08-16,215.75
2012-08-17,212.0
2012-08-21,210.9
2012-08-22,214.8
2012-08-23,217.0
2012-08-24,212.6
2012-08-27,210.45
2012-08-28,210.15
2012-08-29,209.5
2012-08-30,207.75
2012-08-31,209.45
2012-09-03,212.15
2012-09-04,210.4
2012-09-05,208.05
2012-09-06,206.7
2012-09-07,211.6
2012-09-08,207.15
2012-09-10,205.3
2012-09-11,204.4
2012-09-12,202.3
2012-09-13,202.4
2012-09-14,204.0
2012-09-17,205.6
2012-09-18,203.3
2012-09-20,208.2
2012-09-21,206.3
2012-09-24,204.55
2012-09-25,204.35
2012-09-26,199.75
2012-09-27,197.0
2012-09-28,196.25
2012-10-01,195.85
2012-10-03,192.4
2012-10-04,196.1
2012-10-05,193.8
2012-10-08,187.95
2012-10-09,185.25
2012-10-10,188.3
2012-10-11,191.4
2012-10-12,193.35
2012-10-15,193.2
2012-10-16,191.0
2012-10-17,190.15
2012-10-18,189.4
2012-10-19,190.25
2012-10-22,193.35
2012-10-23,189.8
2012-10-25,189.9
2012-10-26,192.15
2012-10-29,191.5
2012-10-30,221.45
2012-10-31,205.8
2012-11-01,241.6
2012-11-02,219.2
2012-11-05,214.9
2012-11-06,208.75
2012-11-07,204.2
2012-11-08,208.8
2012-11-09,200.4
2012-11-12,201.7
2012-11-13,201.8
2012-11-15,196.2
2012-11-16,198.75
2012-11-19,197.35
2012-11-20,198.55
2012-11-21,208.95
2012-11-22,210.5
2012-11-23,207.4
2012-11-26,209.35
2012-11-27,210.5
2012-11-29,241.6
2012-11-30,248.55
2012-12-03,234.3
2012-12-04,239.6
2012-12-05,235.4
2012-12-06,234.95
2012-12-07,229.05
2012-12-10,224.4
2012-12-11,225.0
2012-12-12,230.05
2012-12-13,227.95
2012-12-14,226.2
2012-12-17,226.95
2012-12-18,234.4
2012-12-19,232.4
2012-12-20,228.25
2012-12-21,220.95
2012-12-24,190.25
2012-12-26,204.35
2012-12-27,204.45
2012-12-28,204.3
2012-12-31,204.85
