Date,GODREJIND
2012-01-02,173.4
2012-01-03,177.35
2012-01-04,180.5
2012-01-05,177.55
2012-01-06,178.0
2012-01-07,177.0
2012-01-09,178.2
2012-01-10,184.8
2012-01-11,184.35
2012-01-12,183.5
2012-01-13,186.95
2012-01-16,188.8
2012-01-17,189.2
2012-01-18,182.9
2012-01-19,186.65
2012-01-20,185.6
2012-01-23,185.55
2012-01-24,187.55
2012-01-25,193.3
2012-01-27,197.05
2012-01-30,193.3
2012-01-31,202.35
2012-02-01,206.05
2012-02-02,207.5
2012-02-03,212.85
2012-02-06,208.1
2012-02-07,201.25
2012-02-08,198.95
2012-02-09,205.15
2012-02-10,204.95
2012-02-13,201.35
2012-02-14,200.9
2012-02-15,206.25
2012-02-16,209.35
2012-02-17,216.8
2012-02-21,240.15
2012-02-22,234.15
2012-02-23,240.3
2012-02-24,251.55
2012-02-27,245.2
2012-02-28,259.1
2012-02-29,253.45
2012-03-01,250.9
2012-03-02,248.25
2012-03-03,249.55
2012-03-05,246.3
2012-03-06,241.5
2012-03-07,234.5
2012-03-09,240.3
2012-03-12,240.75
2012-03-13,263.85
2012-03-14,249.35
2012-03-15,254.45
2012-03-16,245.05
2012-03-19,236.65
2012-03-20,236.35
2012-03-21,254.8
2012-03-22,245.4
2012-03-23,253.6
2012-03-26,245.7
2012-03-27,245.6
2012-03-28,248.35
2012-03-29,248.15
2012-03-30,258.8
2012-04-02,273.95
2012-04-03,270.15
2012-04-04,270.9
2012-04-09,264.3
2012-04-10,280.4
2012-04-11,270.8
2012-04-12,264.8
2012-04-13,263.45
2012-04-16,270.05
2012-04-17,268.95
2012-04-18,267.9
2012-04-19,272.05
2012-04-20,270.45
2012-04-23,264.4
2012-04-24,262.4
2012-04-25,268.7
2012-04-26,264.6
2012-04-27,267.4
2012-04-28,267.15
2012-04-30,266.6
2012-05-02,264.5
2012-05-03,260.95
2012-05-04,255.25
2012-05-07,261.9
2012-05-08,257.2
2012-05-09,252.95
2012-05-10,248.45
2012-05-11,242.85
2012-05-14,230.2
2012-05-15,236.15
2012-05-16,232.45
2012-05-17,234.15
2012-05-18,235.15
2012-05-21,245.9
2012-05-22,245.75
2012-05-23,239.5
2012-05-24,251.0
2012-05-25,250.7
2012-05-28,254.6
2012-05-29,258.25
2012-05-30,255.6
2012-05-31,259.2
2012-06-01,247.75
2012-06-04,249.95
2012-06-05,247.0
2012-06-06,252.25
2012-06-07,250.9
2012-06-08,249.4
2012-06-11,245.5
2012-06-12,239.6
2012-06-13,235.5
2012-06-14,229.1
2012-06-15,231.1
2012-06-18,230.55
2012-06-19,222.5
2012-06-20,227.5
2012-06-21,232.6
2012-06-22,232.95
2012-06-25,228.9
2012-06-26,227.3
2012-06-27,228.9
2012-06-28,235.2
2012-06-29,241.8
2012-07-02,242.5
2012-07-03,244.75
2012-07-04,243.75
2012-07-05,245.1
2012-07-06,243.55
2012-07-09,239.15
2012-07-09,239.15
2012-07-10,243.4
2012-07-11,241.95
2012-07-12,251.6
2012-07-13,251.25
2012-07-16,258.0
2012-07-17,250.55
2012-07-18,251.55
2012-07-19,242.65
2012-07-20,245.75
2012-07-23,232.7
2012-07-24,230.65
2012-07-25,238.0
2012-07-26,237.2
2012-07-27,240.2
2012-07-30,246.8
2012-07-31,238.0
2012-08-01,247.0
2012-08-02,251.65
2012-08-03,252.15
2012-08-06,254.25
2012-08-07,251.05
2012-08-08,246.05
2012-08-09,244.05
2012-08-10,239.8
2012-08-13,248.35
2012-08-14,250.35
2012-08-16,247.7
2012-08-17,245.35
2012-08-21,244.3
2012-08-22,245.0
2012-08-23,245.9
2012-08-24,244.25
2012-08-27,240.45
2012-08-28,237.3
2012-08-29,237.6
2012-08-30,231.8
2012-08-31,239.3
2012-09-03,243.4
2012-09-04,245.5
2012-09-05,248.9
2012-09-06,256.15
2012-09-07,258.15
2012-09-08,259.3
2012-09-10,267.3
2012-09-11,280.5
2012-09-12,278.45
2012-09-13,276.0
2012-09-14,273.25
2012-09-17,273.75
2012-09-18,277.3
2012-09-20,270.1
2012-09-21,277.6
2012-09-24,272.5
2012-09-25,291.55
2012-09-26,290.8
2012-09-27,287.9
2012-09-28,287.1
2012-10-01,286.9
2012-10-03,290.15
2012-10-04,296.95
2012-10-05,288.35
2012-10-08,283.45
2012-10-09,284.6
2012-10-10,279.1
2012-10-11,283.95
2012-10-12,280.85
2012-10-15,291.55
2012-10-16,286.4
2012-10-17,289.85
2012-10-18,300.45
2012-10-19,306.5
2012-10-22,308.15
2012-10-23,311.05
2012-10-25,309.15
2012-10-26,302.8
2012-10-29,304.55
2012-10-30,300.85
2012-10-31,301.95
2012-11-01,314.95
2012-11-02,317.1
2012-11-05,321.9
2012-11-06,317.75
2012-11-07,319.25
2012-11-08,318.9
2012-11-09,308.5
2012-11-12,303.8
2012-11-13,302.25
2012-11-15,306.55
2012-11-16,300.25
2012-11-19,293.3
2012-11-20,286.75
2012-11-21,290.9
2012-11-22,289.8
2012-11-23,287.7
2012-11-26,289.7
2012-11-27,295.65
2012-11-29,298.75
2012-11-30,307.2
2012-12-03,306.25
2012-12-04,314.95
2012-12-05,312.1
2012-12-06,315.75
2012-12-07,309.15
2012-12-10,314.8
2012-12-11,305.55
2012-12-12,315.05
2012-12-13,307.65
2012-12-14,311.2
2012-12-17,307.5
2012-12-18,310.5
2012-12-19,313.0
2012-12-20,309.95
2012-12-21,302.35
2012-12-24,301.65
2012-12-26,301.4
2012-12-27,304.9
2012-12-28,312.3
2012-12-31,310.15
