Date,POLYPLEX
2012-01-02,155.15
2012-01-03,160.2
2012-01-04,158.75
2012-01-05,159.95
2012-01-06,159.95
2012-01-07,159.75
2012-01-09,167.2
2012-01-10,169.15
2012-01-11,166.9
2012-01-12,169.0
2012-01-13,170.5
2012-01-16,169.75
2012-01-17,170.15
2012-01-18,169.3
2012-01-19,171.4
2012-01-20,170.55
2012-01-23,168.85
2012-01-24,169.5
2012-01-25,175.25
2012-01-27,186.1
2012-01-30,188.25
2012-01-31,188.2
2012-02-01,189.2
2012-02-02,191.05
2012-02-03,191.95
2012-02-06,196.7
2012-02-07,195.8
2012-02-08,195.3
2012-02-09,195.5
2012-02-10,195.15
2012-02-13,192.55
2012-02-14,179.55
2012-02-15,188.85
2012-02-16,197.2
2012-02-17,191.75
2012-02-21,187.25
2012-02-22,183.45
2012-02-23,178.25
2012-02-24,178.4
2012-02-27,175.7
2012-02-28,173.1
2012-02-29,175.5
2012-03-01,175.05
2012-03-02,179.7
2012-03-03,178.0
2012-03-05,183.1
2012-03-06,189.65
2012-03-07,191.15
2012-03-09,192.4
2012-03-12,189.4
2012-03-13,191.85
2012-03-14,190.5
2012-03-15,190.2
2012-03-16,187.9
2012-03-19,188.05
2012-03-20,188.4
2012-03-21,188.6
2012-03-22,186.75
2012-03-23,187.2
2012-03-26,187.05
2012-03-27,186.45
2012-03-28,182.2
2012-03-29,181.65
2012-03-30,184.4
2012-04-02,185.45
2012-04-03,186.3
2012-04-04,186.1
2012-04-09,186.0
2012-04-10,185.95
2012-04-11,185.7
2012-04-12,184.15
2012-04-13,185.4
2012-04-16,183.15
2012-04-17,183.5
2012-04-18,185.15
2012-04-19,183.55
2012-04-20,182.25
2012-04-23,180.1
2012-04-24,180.2
2012-04-25,180.05
2012-04-26,174.4
2012-04-27,176.3
2012-04-28,174.5
2012-04-30,178.0
2012-05-02,175.4
2012-05-03,175.4
2012-05-04,169.8
2012-05-07,165.65
2012-05-08,163.45
2012-05-09,164.75
2012-05-10,161.75
2012-05-11,159.15
2012-05-14,154.05
2012-05-15,155.35
2012-05-16,154.15
2012-05-17,154.2
2012-05-18,153.6
2012-05-21,154.35
2012-05-22,155.5
2012-05-23,150.2
2012-05-24,153.35
2012-05-25,152.9
2012-05-28,154.0
2012-05-29,154.5
2012-05-30,146.05
2012-05-31,146.3
2012-06-01,144.85
2012-06-04,145.15
2012-06-05,144.9
2012-06-06,150.1
2012-06-07,153.4
2012-06-08,152.4
2012-06-11,152.85
2012-06-12,154.5
2012-06-13,157.3
2012-06-14,156.15
2012-06-15,156.1
2012-06-18,155.1
2012-06-19,156.2
2012-06-20,155.2
2012-06-21,156.4
2012-06-22,156.8
2012-06-25,160.9
2012-06-26,159.25
2012-06-27,160.4
2012-06-28,161.4
2012-06-29,163.8
2012-07-02,165.65
2012-07-03,170.55
2012-07-04,170.3
2012-07-05,173.1
2012-07-06,172.2
2012-07-09,172.4
2012-07-09,172.4
2012-07-10,174.15
2012-07-11,172.85
2012-07-12,168.35
2012-07-13,170.3
2012-07-16,169.65
2012-07-17,167.15
2012-07-18,168.45
2012-07-19,167.45
2012-07-20,168.05
2012-07-23,159.75
2012-07-24,159.95
2012-07-25,160.45
2012-07-26,156.6
2012-07-27,157.05
2012-07-30,157.2
2012-07-31,157.75
2012-08-01,159.9
2012-08-02,160.35
2012-08-03,160.0
2012-08-06,163.65
2012-08-07,162.75
2012-08-08,162.15
2012-08-09,158.85
2012-08-10,158.85
2012-08-13,153.8
2012-08-14,150.7
2012-08-16,154.05
2012-08-17,156.25
2012-08-21,159.75
2012-08-22,158.5
2012-08-23,156.2
2012-08-24,157.35
2012-08-27,155.15
2012-08-28,155.05
2012-08-29,157.6
2012-08-30,157.05
2012-08-31,156.6
2012-09-03,156.7
2012-09-04,158.05
2012-09-05,158.45
2012-09-06,158.4
2012-09-07,160.4
2012-09-08,162.55
2012-09-10,163.1
2012-09-11,164.95
2012-09-12,166.4
2012-09-13,165.15
2012-09-14,168.3
2012-09-17,171.1
2012-09-18,177.45
2012-09-20,171.9
2012-09-21,173.15
2012-09-24,175.2
2012-09-25,176.8
2012-09-26,179.05
2012-09-27,180.2
2012-09-28,180.9
2012-10-01,186.9
2012-10-03,194.15
2012-10-04,195.55
2012-10-05,203.2
2012-10-08,205.6
2012-10-09,204.9
2012-10-10,200.65
2012-10-11,207.7
2012-10-12,212.55
2012-10-15,210.75
2012-10-16,209.05
2012-10-17,210.85
2012-10-18,210.8
2012-10-19,211.9
2012-10-22,214.2
2012-10-23,213.85
2012-10-25,215.0
2012-10-26,213.2
2012-10-29,213.85
2012-10-30,210.8
2012-10-31,208.05
2012-11-01,210.05
2012-11-02,210.55
2012-11-05,210.85
2012-11-06,209.15
2012-11-07,209.6
2012-11-08,210.2
2012-11-09,207.95
2012-11-12,204.75
2012-11-13,206.2
2012-11-15,200.1
2012-11-16,196.75
2012-11-19,195.0
2012-11-20,194.2
2012-11-21,193.8
2012-11-22,194.15
2012-11-23,197.9
2012-11-26,196.25
2012-11-27,197.65
2012-11-29,198.05
2012-11-30,202.45
2012-12-03,204.8
2012-12-04,205.0
2012-12-05,206.35
2012-12-06,206.95
2012-12-07,205.2
2012-12-10,204.8
2012-12-11,203.45
2012-12-12,202.85
2012-12-13,200.4
2012-12-14,203.05
2012-12-17,205.7
2012-12-18,207.7
2012-12-19,214.5
2012-12-20,213.0
2012-12-21,211.75
2012-12-24,212.7
2012-12-26,211.65
2012-12-27,210.5
2012-12-28,212.55
2012-12-31,217.2
