Date,NMDC
2012-01-02,155.4
2012-01-03,165.35
2012-01-04,171.65
2012-01-05,169.55
2012-01-06,165.3
2012-01-07,172.15
2012-01-09,167.95
2012-01-10,169.0
2012-01-11,172.65
2012-01-12,174.8
2012-01-13,175.15
2012-01-16,170.8
2012-01-17,180.65
2012-01-18,174.6
2012-01-19,175.4
2012-01-20,171.55
2012-01-23,176.45
2012-01-24,177.25
2012-01-25,183.6
2012-01-27,182.0
2012-01-30,173.0
2012-01-31,178.6
2012-02-01,185.2
2012-02-02,184.55
2012-02-03,182.7
2012-02-06,189.05
2012-02-07,186.1
2012-02-08,187.4
2012-02-09,190.65
2012-02-10,189.15
2012-02-13,187.2
2012-02-14,186.7
2012-02-15,196.6
2012-02-16,199.4
2012-02-17,199.25
2012-02-21,196.6
2012-02-22,187.9
2012-02-23,179.55
2012-02-24,177.1
2012-02-27,173.55
2012-02-28,178.95
2012-02-29,179.9
2012-03-01,183.7
2012-03-02,184.5
2012-03-03,184.3
2012-03-05,185.0
2012-03-06,183.55
2012-03-07,182.1
2012-03-09,183.8
2012-03-12,179.7
2012-03-13,179.5
2012-03-14,177.85
2012-03-15,170.75
2012-03-16,156.8
2012-03-19,157.55
2012-03-20,163.65
2012-03-21,164.1
2012-03-22,160.9
2012-03-23,164.4
2012-03-26,160.6
2012-03-27,162.9
2012-03-28,158.25
2012-03-29,155.7
2012-03-30,161.0
2012-04-02,165.0
2012-04-03,169.15
2012-04-04,168.35
2012-04-09,163.65
2012-04-10,162.5
2012-04-11,161.05
2012-04-12,162.2
2012-04-13,164.8
2012-04-16,166.0
2012-04-17,169.1
2012-04-18,167.65
2012-04-19,169.2
2012-04-20,170.8
2012-04-23,172.2
2012-04-24,170.65
2012-04-25,170.0
2012-04-26,169.15
2012-04-27,171.2
2012-04-28,175.6
2012-04-30,174.6
2012-05-02,176.4
2012-05-03,173.8
2012-05-04,171.9
2012-05-07,172.0
2012-05-08,167.0
2012-05-09,164.3
2012-05-10,168.05
2012-05-11,168.15
2012-05-14,166.05
2012-05-15,174.85
2012-05-16,166.35
2012-05-17,171.7
2012-05-18,175.85
2012-05-21,168.75
2012-05-22,166.2
2012-05-23,169.25
2012-05-24,166.7
2012-05-25,170.8
2012-05-28,167.85
2012-05-29,167.35
2012-05-30,164.4
2012-05-31,166.3
2012-06-01,165.15
2012-06-04,165.75
2012-06-05,166.15
2012-06-06,167.5
2012-06-07,167.2
2012-06-08,168.15
2012-06-11,166.9
2012-06-12,166.25
2012-06-13,165.3
2012-06-14,168.35
2012-06-15,168.0
2012-06-18,167.2
2012-06-19,171.9
2012-06-20,174.55
2012-06-21,174.6
2012-06-22,176.2
2012-06-25,176.5
2012-06-26,179.95
2012-06-27,182.1
2012-06-28,181.25
2012-06-29,186.6
2012-07-02,196.4
2012-07-03,198.65
2012-07-04,198.95
2012-07-05,198.3
2012-07-06,197.05
2012-07-09,193.5
2012-07-09,193.5
2012-07-10,193.6
2012-07-11,185.95
2012-07-12,187.7
2012-07-13,188.45
2012-07-16,187.1
2012-07-17,186.5
2012-07-18,190.2
2012-07-19,191.65
2012-07-20,191.05
2012-07-23,188.75
2012-07-24,188.6
2012-07-25,186.75
2012-07-26,182.25
2012-07-27,184.7
2012-07-30,188.05
2012-07-31,187.3
2012-08-01,190.05
2012-08-02,185.75
2012-08-03,185.3
2012-08-06,182.95
2012-08-07,183.5
2012-08-08,183.95
2012-08-09,182.35
2012-08-10,181.2
2012-08-13,186.95
2012-08-14,186.3
2012-08-16,182.15
2012-08-17,179.95
2012-08-21,181.05
2012-08-22,187.45
2012-08-23,187.45
2012-08-24,184.65
2012-08-27,186.85
2012-08-28,193.5
2012-08-29,192.5
2012-08-30,193.15
2012-08-31,190.1
2012-09-03,187.1
2012-09-04,188.85
2012-09-05,182.2
2012-09-06,183.05
2012-09-07,187.2
2012-09-08,187.8
2012-09-10,192.1
2012-09-11,188.95
2012-09-12,189.55
2012-09-13,191.7
2012-09-14,192.0
2012-09-17,191.3
2012-09-18,191.7
2012-09-20,187.2
2012-09-21,196.05
2012-09-24,189.6
2012-09-25,188.4
2012-09-26,188.85
2012-09-27,190.8
2012-09-28,193.9
2012-10-01,192.4
2012-10-03,193.8
2012-10-04,195.6
2012-10-05,189.8
2012-10-08,188.15
2012-10-09,189.6
2012-10-10,189.2
2012-10-11,190.75
2012-10-12,188.65
2012-10-15,189.7
2012-10-16,187.9
2012-10-17,187.3
2012-10-18,186.35
2012-10-19,186.0
2012-10-22,186.1
2012-10-23,186.15
2012-10-25,184.4
2012-10-26,183.0
2012-10-29,183.1
2012-10-30,179.5
2012-10-31,176.5
2012-11-01,177.45
2012-11-02,179.85
2012-11-05,182.55
2012-11-06,186.6
2012-11-07,182.4
2012-11-08,184.1
2012-11-09,178.6
2012-11-12,176.0
2012-11-13,177.65
2012-11-15,169.6
2012-11-16,169.95
2012-11-19,169.85
2012-11-20,167.45
2012-11-21,170.7
2012-11-22,169.9
2012-11-23,166.65
2012-11-26,163.15
2012-11-27,159.75
2012-11-29,159.6
2012-11-30,162.75
2012-12-03,165.05
2012-12-04,163.45
2012-12-05,164.05
2012-12-06,163.7
2012-12-07,158.35
2012-12-10,154.75
2012-12-11,159.55
2012-12-12,154.3
2012-12-13,156.9
2012-12-14,160.15
2012-12-17,163.25
2012-12-18,162.7
2012-12-19,162.7
2012-12-20,160.65
2012-12-21,158.35
2012-12-24,159.45
2012-12-26,160.15
2012-12-27,160.15
2012-12-28,164.0
2012-12-31,165.1
