Date,NLCINDIA
2012-01-02,72.65
2012-01-03,75.6
2012-01-04,79.35
2012-01-05,79.6
2012-01-06,77.7
2012-01-07,80.65
2012-01-09,80.65
2012-01-10,81.05
2012-01-11,82.25
2012-01-12,82.5
2012-01-13,83.25
2012-01-16,82.6
2012-01-17,83.3
2012-01-18,80.35
2012-01-19,81.55
2012-01-20,79.65
2012-01-23,79.05
2012-01-24,80.4
2012-01-25,84.7
2012-01-27,87.8
2012-01-30,86.75
2012-01-31,89.85
2012-02-01,91.65
2012-02-02,92.1
2012-02-03,97.4
2012-02-06,94.95
2012-02-07,89.25
2012-02-08,92.55
2012-02-09,95.65
2012-02-10,95.75
2012-02-13,97.6
2012-02-14,92.95
2012-02-15,96.95
2012-02-16,102.55
2012-02-17,99.3
2012-02-21,99.65
2012-02-22,92.3
2012-02-23,92.05
2012-02-24,89.2
2012-02-27,84.85
2012-02-28,87.3
2012-02-29,90.6
2012-03-01,91.5
2012-03-02,89.55
2012-03-03,90.1
2012-03-05,87.1
2012-03-06,85.75
2012-03-07,84.5
2012-03-09,85.65
2012-03-12,88.05
2012-03-13,89.65
2012-03-14,91.25
2012-03-15,89.25
2012-03-16,87.0
2012-03-19,86.25
2012-03-20,85.55
2012-03-21,86.2
2012-03-22,85.85
2012-03-23,86.05
2012-03-26,83.85
2012-03-27,83.75
2012-03-28,82.6
2012-03-29,82.1
2012-03-30,85.95
2012-04-02,89.2
2012-04-03,90.0
2012-04-04,89.6
2012-04-09,87.55
2012-04-10,85.8
2012-04-11,85.2
2012-04-12,88.95
2012-04-13,86.15
2012-04-16,86.5
2012-04-17,86.45
2012-04-18,86.2
2012-04-19,85.95
2012-04-20,85.7
2012-04-23,83.65
2012-04-24,82.45
2012-04-25,81.75
2012-04-26,82.15
2012-04-27,81.15
2012-04-28,84.6
2012-04-30,83.0
2012-05-02,82.65
2012-05-03,81.65
2012-05-04,78.85
2012-05-07,79.4
2012-05-08,79.1
2012-05-09,78.35
2012-05-10,79.2
2012-05-11,75.6
2012-05-14,74.9
2012-05-15,75.45
2012-05-16,73.35
2012-05-17,74.25
2012-05-18,72.95
2012-05-21,73.5
2012-05-22,72.55
2012-05-23,71.7
2012-05-24,71.45
2012-05-25,70.8
2012-05-28,76.8
2012-05-29,75.8
2012-05-30,74.35
2012-05-31,74.25
2012-06-01,82.4
2012-06-04,80.65
2012-06-05,80.55
2012-06-06,81.15
2012-06-07,80.9
2012-06-08,81.2
2012-06-11,80.7
2012-06-12,80.8
2012-06-13,80.75
2012-06-14,78.95
2012-06-15,79.15
2012-06-18,78.55
2012-06-19,78.6
2012-06-20,80.0
2012-06-21,80.7
2012-06-22,81.7
2012-06-25,80.15
2012-06-26,80.15
2012-06-27,80.65
2012-06-28,81.45
2012-06-29,81.85
2012-07-02,82.2
2012-07-03,82.8
2012-07-04,84.5
2012-07-05,85.15
2012-07-06,84.4
2012-07-09,82.35
2012-07-09,82.35
2012-07-10,83.2
2012-07-11,82.65
2012-07-12,82.6
2012-07-13,81.6
2012-07-16,81.05
2012-07-17,82.15
2012-07-18,83.65
2012-07-19,83.8
2012-07-20,83.45
2012-07-23,81.65
2012-07-24,83.25
2012-07-25,82.0
2012-07-26,82.95
2012-07-27,81.65
2012-07-30,81.4
2012-07-31,80.05
2012-08-01,81.45
2012-08-02,81.95
2012-08-03,82.1
2012-08-06,83.1
2012-08-07,83.2
2012-08-08,86.95
2012-08-09,84.75
2012-08-10,83.05
2012-08-13,84.85
2012-08-14,84.35
2012-08-16,84.8
2012-08-17,84.5
2012-08-21,83.5
2012-08-22,81.75
2012-08-23,80.15
2012-08-24,80.45
2012-08-27,82.1
2012-08-28,80.1
2012-08-29,80.35
2012-08-30,77.65
2012-08-31,78.45
2012-09-03,77.35
2012-09-04,77.65
2012-09-05,76.95
2012-09-06,78.05
2012-09-07,79.3
2012-09-08,79.9
2012-09-10,78.75
2012-09-11,78.2
2012-09-12,78.6
2012-09-13,80.05
2012-09-14,81.0
2012-09-17,78.95
2012-09-18,81.65
2012-09-20,79.6
2012-09-21,79.9
2012-09-24,80.3
2012-09-25,82.9
2012-09-26,85.5
2012-09-27,87.05
2012-09-28,87.35
2012-10-01,87.3
2012-10-03,86.45
2012-10-04,86.6
2012-10-05,85.15
2012-10-08,86.2
2012-10-09,86.7
2012-10-10,84.95
2012-10-11,85.15
2012-10-12,84.6
2012-10-15,84.55
2012-10-16,83.65
2012-10-17,84.45
2012-10-18,84.05
2012-10-19,84.4
2012-10-22,84.5
2012-10-23,85.0
2012-10-25,84.3
2012-10-26,83.5
2012-10-29,83.5
2012-10-30,82.6
2012-10-31,81.8
2012-11-01,82.75
2012-11-02,83.3
2012-11-05,83.0
2012-11-06,82.95
2012-11-07,82.9
2012-11-08,82.8
2012-11-09,84.55
2012-11-12,83.25
2012-11-13,84.45
2012-11-15,82.6
2012-11-16,81.45
2012-11-19,81.25
2012-11-20,80.15
2012-11-21,79.65
2012-11-22,81.15
2012-11-23,79.9
2012-11-26,79.25
2012-11-27,79.5
2012-11-29,80.6
2012-11-30,81.45
2012-12-03,81.1
2012-12-04,81.85
2012-12-05,82.1
2012-12-06,82.25
2012-12-07,81.0
2012-12-10,81.65
2012-12-11,80.8
2012-12-12,80.5
2012-12-13,80.6
2012-12-14,80.0
2012-12-17,81.65
2012-12-18,81.5
2012-12-19,81.8
2012-12-20,81.45
2012-12-21,81.25
2012-12-24,80.7
2012-12-26,80.45
2012-12-27,80.25
2012-12-28,80.45
2012-12-31,81.1
