Date,HIKAL
2012-01-02,234.7
2012-01-03,243.5
2012-01-04,245.15
2012-01-05,248.05
2012-01-06,247.8
2012-01-07,244.95
2012-01-09,256.1
2012-01-10,254.35
2012-01-11,257.05
2012-01-12,270.75
2012-01-13,266.05
2012-01-16,265.4
2012-01-17,265.6
2012-01-18,265.65
2012-01-19,270.05
2012-01-20,261.75
2012-01-23,257.1
2012-01-24,256.8
2012-01-25,259.55
2012-01-27,263.95
2012-01-30,266.75
2012-01-31,275.1
2012-02-01,279.05
2012-02-02,269.1
2012-02-03,268.55
2012-02-06,270.6
2012-02-07,264.35
2012-02-08,265.1
2012-02-09,271.5
2012-02-10,283.15
2012-02-13,284.95
2012-02-14,284.9
2012-02-15,283.75
2012-02-16,277.85
2012-02-17,275.3
2012-02-21,275.0
2012-02-22,273.25
2012-02-23,268.65
2012-02-24,268.35
2012-02-27,266.85
2012-02-28,268.55
2012-02-29,269.9
2012-03-01,268.85
2012-03-02,270.25
2012-03-03,268.0
2012-03-05,273.65
2012-03-06,267.05
2012-03-07,271.2
2012-03-09,274.55
2012-03-12,275.75
2012-03-13,275.05
2012-03-14,275.2
2012-03-15,270.45
2012-03-16,265.25
2012-03-19,270.95
2012-03-20,270.4
2012-03-21,275.0
2012-03-22,271.4
2012-03-23,271.05
2012-03-26,270.45
2012-03-27,274.1
2012-03-28,272.55
2012-03-29,266.65
2012-03-30,271.7
2012-04-02,272.95
2012-04-03,273.05
2012-04-04,285.5
2012-04-09,282.7
2012-04-10,280.95
2012-04-11,280.45
2012-04-12,281.65
2012-04-13,287.35
2012-04-16,288.75
2012-04-17,285.2
2012-04-18,285.2
2012-04-19,284.45
2012-04-20,284.8
2012-04-23,283.35
2012-04-24,282.8
2012-04-25,281.1
2012-04-26,277.85
2012-04-27,273.4
2012-04-28,278.55
2012-04-30,275.0
2012-05-02,276.75
2012-05-03,275.7
2012-05-04,284.5
2012-05-07,282.65
2012-05-08,276.05
2012-05-09,275.8
2012-05-10,278.6
2012-05-11,273.95
2012-05-14,271.65
2012-05-15,273.95
2012-05-16,271.55
2012-05-17,272.0
2012-05-18,270.95
2012-05-21,272.0
2012-05-22,274.25
2012-05-23,271.65
2012-05-24,268.75
2012-05-25,270.4
2012-05-28,270.4
2012-05-29,270.9
2012-05-30,271.9
2012-05-31,271.7
2012-06-01,271.5
2012-06-04,270.0
2012-06-05,262.75
2012-06-06,270.0
2012-06-07,267.7
2012-06-08,268.6
2012-06-11,271.7
2012-06-12,272.8
2012-06-13,281.8
2012-06-14,280.3
2012-06-15,280.2
2012-06-18,280.0
2012-06-19,279.3
2012-06-20,280.3
2012-06-21,283.95
2012-06-22,283.9
2012-06-25,280.95
2012-06-26,280.95
2012-06-27,280.0
2012-06-28,321.15
2012-06-29,328.15
2012-07-02,319.65
2012-07-03,318.05
2012-07-04,314.6
2012-07-05,312.85
2012-07-06,308.4
2012-07-09,308.5
2012-07-09,308.5
2012-07-10,308.6
2012-07-11,302.45
2012-07-12,304.05
2012-07-13,304.15
2012-07-16,301.3
2012-07-17,311.15
2012-07-18,313.75
2012-07-19,311.0
2012-07-20,310.15
2012-07-23,309.9
2012-07-24,309.0
2012-07-25,310.25
2012-07-26,310.15
2012-07-27,303.65
2012-07-30,306.75
2012-07-31,309.4
2012-08-01,326.5
2012-08-02,340.75
2012-08-03,337.05
2012-08-06,321.0
2012-08-07,326.9
2012-08-08,328.8
2012-08-09,329.85
2012-08-10,314.1
2012-08-13,318.85
2012-08-14,312.0
2012-08-16,309.15
2012-08-17,310.0
2012-08-21,315.6
2012-08-22,326.75
2012-08-23,323.3
2012-08-24,321.05
2012-08-27,320.05
2012-08-28,320.65
2012-08-29,320.0
2012-08-30,324.7
2012-08-31,321.95
2012-09-03,317.9
2012-09-04,322.9
2012-09-05,321.2
2012-09-06,318.15
2012-09-07,377.75
2012-09-08,407.35
2012-09-10,385.15
2012-09-11,380.2
2012-09-12,375.9
2012-09-13,378.05
2012-09-14,377.8
2012-09-17,383.05
2012-09-18,384.75
2012-09-20,380.7
2012-09-21,380.05
2012-09-24,394.4
2012-09-25,426.2
2012-09-26,425.1
2012-09-27,427.9
2012-09-28,435.15
2012-10-01,436.6
2012-10-03,435.05
2012-10-04,423.45
2012-10-05,426.8
2012-10-08,425.3
2012-10-09,425.1
2012-10-10,425.75
2012-10-11,430.2
2012-10-12,425.0
2012-10-15,449.95
2012-10-16,465.2
2012-10-17,466.9
2012-10-18,466.45
2012-10-19,450.15
2012-10-22,434.85
2012-10-23,435.65
2012-10-25,444.85
2012-10-26,454.55
2012-10-29,448.95
2012-10-30,458.05
2012-10-31,453.3
2012-11-01,452.35
2012-11-02,454.3
2012-11-05,465.8
2012-11-06,444.35
2012-11-07,430.65
2012-11-08,436.75
2012-11-09,436.3
2012-11-12,440.75
2012-11-13,441.6
2012-11-15,439.4
2012-11-16,441.1
2012-11-19,441.9
2012-11-20,443.25
2012-11-21,442.1
2012-11-22,449.95
2012-11-23,445.2
2012-11-26,445.2
2012-11-27,448.9
2012-11-29,455.95
2012-11-30,459.35
2012-12-03,460.1
2012-12-04,462.9
2012-12-05,477.65
2012-12-06,467.65
2012-12-07,462.9
2012-12-10,467.0
2012-12-11,460.0
2012-12-12,461.6
2012-12-13,461.4
2012-12-14,463.0
2012-12-17,470.65
2012-12-18,471.3
2012-12-19,470.75
2012-12-20,467.25
2012-12-21,468.45
2012-12-24,464.45
2012-12-26,468.5
2012-12-27,475.75
2012-12-28,483.65
2012-12-31,500.6
